Year,Term,YearTerm,Subject,Number,Name,Description,Credit Hours,Section Info,Degree Attributes,Schedule Information,CRN,Section,Status Code,Part of Term,Section Title,Section Credit Hours,Section Status,Enrollment Status,Type,Type Code,Start Time,End Time,Days of Week,Room,Building,Instructors
2022,Winter,2022-wi,ACE,161,Microcomputer Applications,Instruction and practice in solving data-related problems with microcomputers and general purpose software packages.,3 hours.,,,,10105,N2,A,1,,,A,UNKNOWN,Online,ONL,ARRANGED,,,,,"Burnett, M"
2022,Winter,2022-wi,ACE,240,Personal Financial Planning,"Examines principles of financial planning applied to individuals and households, with attention to organizing and analyzing financial information, budgeting, acquiring financial assets, managing credit, planning for taxes, investments, risk management, retirement, and estate planning. Prerequisite: Sophomore standing or consent of instructor.",3 hours.,Prerequisite: Sophomore standing or consent of instructor.,,,10035,ONL,A,1,,,A,UNKNOWN,Online,ONL,ARRANGED,,,,,"Stoddard, P"
2022,Winter,2022-wi,ADV,150,Introduction to Advertising,"Introduction to the practice and profession of advertising. Course material covers various functional areas of advertising and integrated brand promotion, including account planning, creative, media, research, consumer behavior, sales promotion and interactive advertising. Topics also include how advertising relates to society in cultural, social, ethical and regulatory contexts. Open to all undergraduate majors.",3 hours.,,,,10104,A,A,1,,,A,UNKNOWN,Online,ONL,ARRANGED,,,,,"Hall, S"
2022,Winter,2022-wi,ADV,290,Special Topics in Advertising,"Designed to offer freshmen and sophomores opportunity to take courses in advertising's most recent developments. May be repeated to a maximum of 12 hours in separate terms, if topics vary.",0 TO 3 hours.,"May be repeated to a maximum of 12 hours in separate terms, if topics vary.",,,10115,A,A,1,Social Media & Personal Brand,3 hours,A,UNKNOWN,Online,ONL,ARRANGED,,,,,"Muirhead, S"
2022,Winter,2022-wi,AFAS,120,Intro to US Armed Forces,Same as MILS 120 and NS 120. See MILS 120.,3 hours.,Same as MILS 120 and NS 120. See MILS 120.,Humanities - Hist & Phil course.,,10096,ONL,A,1,,3 hours,A,UNKNOWN,Online,ONL,ARRANGED,,,,,"Ashworth, E"
2022,Winter,2022-wi,ANSC,110,Life With Animals and Biotech,"Lecture/discussion course that will provide students an overview of biotechnology and animals. Focuses on biotechnological achievements involving animals and how they influence the global development of agriculture, medicine, and industry. Topics will be covered from scientific, discovery, historical, social, and political perspectives. Credit is not given to Animal Science majors.",3 hours.,Credit is not given to Animal Science majors.,Nat Sci & Tech - Life Sciences course.,,10089,CA,A,1,,,A,UNKNOWN,Online,ONL,ARRANGED,,,,,"Allen, C"
2022,Winter,2022-wi,ART,100,Understanding Visual Culture,"Interdisciplinary methods in recognizing and understanding meaning of a wide range of visual messages in the arts, design, and culture, with emphasis on critical thinking and analysis. Topics include: visual perception, visual persuasion, the visual interpretation of time and space, humor. Contemporary art and design are explored through the use of semiotics and historical, cultural and ethical aesthetic and technical perspectives.",3 hours.,,Humanities - Lit & Arts course.,,10045,LH,A,1,,,A,UNKNOWN,Online,ONL,ARRANGED,,,,,"Hetrick, L"
2022,Winter,2022-wi,ART,205,Experience &amp; Meaning in Design,"Introduces students to the cultural impact of graphic design by connecting graphic design theory to the everyday experience of meaningful design. Graphic design will be studied as a mediating factor between culture and cognitive processing. The course utilizes a weekly pattern of assigned readings, online presentations, design assignments delivered online, and peer review. The reading and presentations will connect the students to major concepts. The assignments will allow students to demonstrate understanding of those concepts.",3 hours.,,"Social & Beh Sci - Beh Sci, and Cultural Studies - Western course.",,10091,NT,A,1,,,A,UNKNOWN,Online,ONL,ARRANGED,,,,,"Thomas, N"
2022,Winter,2022-wi,ASTR,100,Introduction to Astronomy,"Introduces the student to the basic concepts of modern astronomy. Covers topics including the night sky; the solar system and its origin; the nature and evolution of stars; stellar remnants, including white dwarfs, neutron stars, and black holes; extrasolar planetary systems; galaxies and quasars; dark matter and dark energy; the Big Bang and the fate of the universe; and life in the universe. Credit is not given for ASTR 100 if credit in any of ASTR 121, ASTR 122, ASTR 210, or equivalent has been earned. Students with credit in PHYS 211 are encouraged to take ASTR 210.",3 hours.,"Credit is not given for ASTR 100 if credit in any of ASTR 121, ASTR 122, ASTR 210, or equivalent has been earned. Students with credit in PHYS 211 are encouraged to take ASTR 210.",Nat Sci & Tech - Phys Sciences course.,"Students interested in ASTR 100 should also consider ASTR 121 or ASTR 122 which covers the same materials and topics but in two semesters instead of one. ASTR 121 and ASTR 122 include two lectures each week and one weekly small discussion meeting for more individual attention. ASTR 121 and ASTR 122 are independent offerings and can be taken in any order. While ASTR 100, ASTR 121 and ASTR 122 are for non-science majors, problem solving with basic algebra is required. Science and astronomy majors should take ASTR 210.",10005,ONL,A,1,,,A,UNKNOWN,Online,ONL,ARRANGED,,,,,"Dunne, B"
2022,Winter,2022-wi,ASTR,330,Extraterrestrial Life,"Scientific discussion of the search for extraterrestrial life. Topics include: cosmic evolution (protons to heavy elements to molecules); terrestrial evolution (chemical, biological, and cultural); high technology searches for extraterrestrial life in the solar system (Mars, Venus, outer planets); and beyond the solar system (Drake equation and current SETI projects).",3 hours.,,,,10064,ONL,A,1,,,A,UNKNOWN,Online,ONL,ARRANGED,,,,,"Looney, L"
2022,Winter,2022-wi,ATMS,120,Severe and Hazardous Weather,"Most extreme manifestations of weather and climate are analyzed in terms of their physical basis and their historical, economic and human consequences. Emphasis is placed on the interplay between technological advances, the evolution of meteorology as a science, and the impacts of extreme weather (winter storms, floods, severe thunderstorms, hurricanes, El Nino). Technological advances include satellites, weather radars and profilers, and computer models used for weather prediction. Same as ESE 120.",3 hours.,Same as ESE 120.,"Nat Sci & Tech - Phys Sciences, and Quantitative Reasoning II course.",,10002,ONL,A,1,,,A,UNKNOWN,Online,ONL,ARRANGED,,,,,"Choate, J"
2022,Winter,2022-wi,BADM,300,The Legal Environment of Bus,"Introduction to law and the legal system, litigation, contracts, business organizations, intellectual property, employment law and governmental regulation of business.",3 hours.,,,,10013,OL,A,1,,,A,UNKNOWN,Online,ONL,ARRANGED,,,,,"Wright, M"
2022,Winter,2022-wi,BADM,310,Mgmt and Organizational Beh,"General analysis of management and organizational behavior from a systems point of view, including classical organizational theory and management, organizational behavior, and management science; environmental forces; planning, organizing, and control processes; motivation, incentives, leadership, communication, and interpersonal relations; and discussion of production and decision-making and mathematical models.",3 hours.,,,,10014,OL,A,1,,,A,UNKNOWN,Online,ONL,ARRANGED,,,,,"White, J"
2022,Winter,2022-wi,BADM,320,Principles of Marketing,"Emphasizes the concepts of planning, organization, control, and decision making as they are applied in the management of the marketing function. Provides an overview of aspects of the marketing discipline.",3 hours.,,,,10056,OL,A,1,,,A,UNKNOWN,Online,ONL,ARRANGED,,,,,"Gill, S"
2022,Winter,2022-wi,BADM,350,IT for Networked Organizations,"Examines the information technology and its impact on modern organizations. Topics include: (1) IT, Internet Technologies, E-Commerce and business models, (2) organizing and modeling enterprise data, (3) Network protocol and architecture, (4) development of IT systems, and (5) IT management and organization design.",3 hours.,,,,10015,OL,A,1,,,A,UNKNOWN,Online,ONL,ARRANGED,,,,,"Basu, S"
2022,Winter,2022-wi,BADM,380,International Business,"Introduces the field of international business and management. Examines the economic, political, and legal environments of international business. Analyzes differences in financial management, marketing, and management practices for firms doing business abroad.",3 hours.,,,,10017,OL,A,1,,,A,UNKNOWN,Online,ONL,ARRANGED,,,,,"Bucheli, M"
2022,Winter,2022-wi,BADM,395,Special Topics,Special topics of interest to students majoring in Business Administration. May be repeated if topics vary. Not applicable to graduate or professional hours.,1 TO 4 hours.,May be repeated if topics vary. Not applicable to graduate or professional hours.,,,10084,OL,A,1,Social Media Marketing,3 hours,A,UNKNOWN,Online,ONL,ARRANGED,,,,,"Wolters, M"
2022,Winter,2022-wi,CHLH,100,Contemporary Health,"Examines concepts of health and health promotion in contemporary society with emphasis on a healthy lifestyle for individuals and groups. Topics include self care, health insurance, exercise, nutrition and weight control, sexuality, contraception, tobacco, alcohol, cardiovascular health, infectious diseases, and cancer.",3 hours.,,Social & Beh Sci - Soc Sci course.,Enrollment required for Community Health Freshmen and transfer students. Students must register for one discussion and one lecture section.,10028,ONL,A,1,,,A,UNKNOWN,Online,ONL,ARRANGED,,,,,"Trask, J"
2022,Winter,2022-wi,CHLH,101,Introduction to Public Health,"Introduction to the nation's public health system; includes an overview of the basic concepts and core functions of public health practice, the scope of applications, and the variety of service organizations (both public and private) that shape public health.",3 hours.,,Social & Beh Sci - Soc Sci course.,Students must register for one discussion and one lecture section.,10022,ONL,A,1,,,A,UNKNOWN,Online,ONL,ARRANGED,,,,,"Woodson, M"
