Year,Term,YearTerm,Subject,Number,Title
2019,Spring,2019-sp,ARTH,541,"Seminar in Modern Art"
2019,Spring,2019-sp,ARTH,545,"Realism to Postimpressionism"
2019,Spring,2019-sp,ARTH,546,"Seminar in Contemporary Art"
2019,Spring,2019-sp,ARTH,550,"Seminar in American Art"
2019,Spring,2019-sp,ARTH,560,"Collections, Museums & Patrons"
2019,Spring,2019-sp,ARTH,588,"Pedagogy: Theory and Practice"
2019,Spring,2019-sp,ARTH,591,"Individual Readings"
2019,Spring,2019-sp,ARTH,593,"Theory and Methodology"
2019,Spring,2019-sp,ARTH,599,"Thesis Research"
2019,Spring,2019-sp,ARTS,200,"Introduction to Book Arts"
2019,Spring,2019-sp,ARTS,201,"Crafts Design"
2019,Spring,2019-sp,ARTS,205,"Introduction to Printmaking"
2019,Spring,2019-sp,ARTS,210,"Ceramics Sculpture I"
2019,Spring,2019-sp,ARTS,230,"Jewelry/Metals I"
2019,Spring,2019-sp,ARTS,231,"Jewelry/Metals II"
2019,Spring,2019-sp,ARTS,241,"Image Practice"
2019,Spring,2019-sp,ARTS,243,"Time Arts I"
2019,Spring,2019-sp,ARTS,244,"Interaction I"
2019,Spring,2019-sp,ARTS,250,"Life Drawing"
2019,Spring,2019-sp,ARTS,251,"Beginning Painting"
2019,Spring,2019-sp,ARTS,252,"Making and Meaning"
2019,Spring,2019-sp,ARTS,280,"Beginning Sculpture"
2019,Spring,2019-sp,ARTS,299,"Spec Topics in Studio Art"
2019,Spring,2019-sp,ARTS,310,"Ceramics Sculpture II"
2019,Spring,2019-sp,ARTS,330,"Jewelry Metals III"
2019,Spring,2019-sp,ARTS,331,"Jewelry Metals IV"
2019,Spring,2019-sp,ARTS,332,"Metal Technology"
2019,Spring,2019-sp,ARTS,333,"Enamelling"
2019,Spring,2019-sp,ARTS,334,"Metalsmithing"
2019,Spring,2019-sp,ARTS,340,"The Art of 3D Imaging"
2019,Spring,2019-sp,ARTS,350,"Intermediate Studio I"
2019,Spring,2019-sp,ARTS,351,"Intermediate Studio II"
2019,Spring,2019-sp,ARTS,354,"Intermediate Painting"
2019,Spring,2019-sp,ARTS,381,"Intermediate Sculpture"
2019,Spring,2019-sp,ARTS,391,"Independent Study"
2019,Spring,2019-sp,ARTS,392,"Current Art Issues Seminar"
2019,Spring,2019-sp,ARTS,399,"Internship in Studio Arts"
2019,Spring,2019-sp,ARTS,400,"Advanced Book Arts"
2019,Spring,2019-sp,ARTS,405,"Special Topics in Printmaking"
2019,Spring,2019-sp,ARTS,410,"Advanced Ceramics Sculpture"
2019,Spring,2019-sp,ARTS,412,"Ceramics"
2019,Spring,2019-sp,ARTS,430,"Jewelry Metals V"
2019,Spring,2019-sp,ARTS,431,"Jewelry Metals VI"
2019,Spring,2019-sp,ARTS,443,"Time Arts II"
2019,Spring,2019-sp,ARTS,444,"Interaction II"
2019,Spring,2019-sp,ARTS,445,"Special Topics in New Media"
2019,Spring,2019-sp,ARTS,448,"BASA Capstone Project"
2019,Spring,2019-sp,ARTS,449,"Advanced Seminar in New Media"
2019,Spring,2019-sp,ARTS,450,"Advanced Studio I"
2019,Spring,2019-sp,ARTS,451,"Advanced Studio II"
2019,Spring,2019-sp,ARTS,454,"Advanced Drawing"
2019,Spring,2019-sp,ARTS,455,"Advanced Painting"
2019,Spring,2019-sp,ARTS,456,"Advanced Sculpture"
2019,Spring,2019-sp,ARTS,457,"Art in Context"
2019,Spring,2019-sp,ARTS,490,"Senior Honors"
2019,Spring,2019-sp,ARTS,499,"Special Topics in Studio Art"
2019,Spring,2019-sp,ARTS,591,"Graduate Studio"
2019,Spring,2019-sp,ARTS,593,"Seminar: Methods Criticism"
2019,Spring,2019-sp,ARTS,595,"Graduate Laboratory"
2019,Spring,2019-sp,ASRM,199,"Undergraduate Open Seminar"
2019,Spring,2019-sp,ASRM,210,"Theory of Interest"
2019,Spring,2019-sp,ASRM,390,"Introduction to Actuarial Research"
2019,Spring,2019-sp,ASRM,392,"Actuarial Problem Solving"
2019,Spring,2019-sp,ASRM,398,"Actuarial Internship"
2019,Spring,2019-sp,ASRM,401,"Actuarial Statistics I"
2019,Spring,2019-sp,ASRM,402,"Actuarial Statistics II"
2019,Spring,2019-sp,ASRM,406,"Linear Algebra with Financial Applications"
2019,Spring,2019-sp,ASRM,409,"Stochastic Processes for Finance and Insurance"
2019,Spring,2019-sp,ASRM,410,"Investments and Financial Markets"
2019,Spring,2019-sp,ASRM,450,"Methods of Applied Statistics"
2019,Spring,2019-sp,ASRM,451,"Basics of Statistical Learning"
2019,Spring,2019-sp,ASRM,453,"Applied Bayesian Analysis"
2019,Spring,2019-sp,ASRM,461,"Loss Models"
2019,Spring,2019-sp,ASRM,469,"Casualty Actuarial Mathematics"
2019,Spring,2019-sp,ASRM,471,"Life Contingencies I"
2019,Spring,2019-sp,ASRM,472,"Life Contingencies II"
2019,Spring,2019-sp,ASRM,490,"Actuarial Research"
2019,Spring,2019-sp,ASRM,499,"Topics in Actuarial Science"
2019,Spring,2019-sp,ASRM,510,"Financial Mathematics"
2019,Spring,2019-sp,ASRM,551,"Statistical Learning"
2019,Spring,2019-sp,ASRM,552,"Predictive Analytics"
2019,Spring,2019-sp,ASRM,561,"Loss Data Analytics & Credibility"
2019,Spring,2019-sp,ASRM,569,"Extreme Value Theory and Catastrophe Modeling"
2019,Spring,2019-sp,ASRM,575,"Life Insurance and Pension Mathematics"
2019,Spring,2019-sp,ASRM,595,"Advanced Topics in Actuarial Science and Risk Analytics"
2019,Spring,2019-sp,ASRM,597,"Reading Course"
2019,Spring,2019-sp,ASRM,598,"Literature Seminar"
2019,Spring,2019-sp,ASRM,599,"Thesis Research"
2019,Spring,2019-sp,ASST,104,"Asian Mythology"
2019,Spring,2019-sp,ASST,199,"Undergraduate Open Seminar"
2019,Spring,2019-sp,ASST,208,"Cultures & Literatures of South Asia"
2019,Spring,2019-sp,ASST,218,"S Asian Cultural Landscapes"
2019,Spring,2019-sp,ASST,286,"Southeast Asian Civilizations"
2019,Spring,2019-sp,ASST,325,"Social Media and Global Change"
2019,Spring,2019-sp,ASST,346,"Gov & Pol of South Asia"
2019,Spring,2019-sp,ASST,347,"Gov & Pol of Middle East"
2019,Spring,2019-sp,ASST,390,"Individual Study"
2019,Spring,2019-sp,ASST,391,"Honors Tutorial"
2019,Spring,2019-sp,ASST,398,"Colloquium in Asian Studies"
2019,Spring,2019-sp,ASST,402,"Transnational Islam, Europe-US"
2019,Spring,2019-sp,ASST,465,"Oceania's Peoples and Cultures"
2019,Spring,2019-sp,ASST,486,"Peoples of Mainland SE Asia"
2019,Spring,2019-sp,ASST,550,"Seminar in Asian Studies"
2019,Spring,2019-sp,ASST,590,"Individual Study and Research"
2019,Spring,2019-sp,ASTR,100,"Introduction to Astronomy"
2019,Spring,2019-sp,ASTR,121,"Solar System and Worlds Beyond"
2019,Spring,2019-sp,ASTR,122,"Stars and Galaxies"
2019,Spring,2019-sp,ASTR,131,"The Solar System Lab"
2019,Spring,2019-sp,ASTR,132,"Stars and Galaxies Lab"
2019,Spring,2019-sp,ASTR,150,"Killer Skies: Astro-Disasters"
2019,Spring,2019-sp,ASTR,199,"Undergraduate Open Seminar"
2019,Spring,2019-sp,ASTR,210,"Introduction to Astrophysics"
2019,Spring,2019-sp,ASTR,310,"Computing in Astronomy"
2019,Spring,2019-sp,ASTR,330,"Extraterrestrial Life"
2019,Spring,2019-sp,ASTR,350,"The Big Bang, Black Holes, and the End of the Universe"
2019,Spring,2019-sp,ASTR,390,"Individual Study"
2019,Spring,2019-sp,ASTR,401,"Scientific Writing for Astronomy"
2019,Spring,2019-sp,ASTR,404,"Stellar Astrophysics"
2019,Spring,2019-sp,ASTR,405,"Planetary Systems"
2019,Spring,2019-sp,ASTR,406,"Galaxies and the Universe"
2019,Spring,2019-sp,ASTR,414,"Astronomical Techniques"
2019,Spring,2019-sp,ASTR,450,"Astrochemistry"
2019,Spring,2019-sp,ASTR,451,"Astrochemistry Laboratory"
2019,Spring,2019-sp,ASTR,490,"Senior Thesis"
2019,Spring,2019-sp,ASTR,496,"Seminar in Astronomy"
2019,Spring,2019-sp,ASTR,499,"Astronomy Laboratory"
2019,Spring,2019-sp,ASTR,501,"Radiative Processes"
2019,Spring,2019-sp,ASTR,502,"Astrophysical Dynamics"
2019,Spring,2019-sp,ASTR,503,"Observational Astronomy"
2019,Spring,2019-sp,ASTR,504,"Theoretical Stellar Physics"
2019,Spring,2019-sp,ASTR,505,"Star Formation"
2019,Spring,2019-sp,ASTR,506,"Galaxies"
2019,Spring,2019-sp,ASTR,507,"Physical Cosmology"
2019,Spring,2019-sp,ASTR,510,"Computational Astrophysics"
2019,Spring,2019-sp,ASTR,515,"General Relativity I"
2019,Spring,2019-sp,ASTR,516,"General Relativity II"
2019,Spring,2019-sp,ASTR,540,"Astrophysics"
2019,Spring,2019-sp,ASTR,541,"Physics of Compact Objects"
2019,Spring,2019-sp,ASTR,590,"Individual Study"
2019,Spring,2019-sp,ASTR,596,"Seminar in Special Topics"
2019,Spring,2019-sp,ASTR,599,"Thesis Research"
2019,Spring,2019-sp,ATMS,100,"Introduction to Meteorology"
2019,Spring,2019-sp,ATMS,120,"Severe and Hazardous Weather"
2019,Spring,2019-sp,ATMS,140,"Climate and Global Change"
2019,Spring,2019-sp,ATMS,199,"Undergraduate Open Seminar"
2019,Spring,2019-sp,ATMS,201,"General Physical Meteorology"
2019,Spring,2019-sp,ATMS,205,"Introduction to Computational Geosciences"
2019,Spring,2019-sp,ATMS,301,"Atmospheric Thermodynamics"
2019,Spring,2019-sp,ATMS,302,"Atmospheric Dynamics I"
2019,Spring,2019-sp,ATMS,303,"Synoptic-Dynamic Wea Analysis"
2019,Spring,2019-sp,ATMS,304,"Radiative Transfer-Remote Sens"
2019,Spring,2019-sp,ATMS,305,"Computing and Data Analysis"
2019,Spring,2019-sp,ATMS,306,"Cloud Physics"
2019,Spring,2019-sp,ATMS,307,"Climate Processes"
2019,Spring,2019-sp,ATMS,311,"Environmental Issues Today"
2019,Spring,2019-sp,ATMS,312,"Atmospheric Dynamics II"
2019,Spring,2019-sp,ATMS,313,"Synoptic Weather Forecasting"
2019,Spring,2019-sp,ATMS,314,"Mesoscale Dynamics"
2019,Spring,2019-sp,ATMS,315,"Meteorological Instrumentation"
2019,Spring,2019-sp,ATMS,322,"Soc Impacts Weather & Climate"
2019,Spring,2019-sp,ATMS,323,"Air Pollution to Global Change"
2019,Spring,2019-sp,ATMS,324,"Field Studies of Convection"
2019,Spring,2019-sp,ATMS,391,"Topics in Atmospheric Sciences"
2019,Spring,2019-sp,ATMS,401,"Applied Meteorology"
2019,Spring,2019-sp,ATMS,404,"Risk Analysis in Earth Science"
2019,Spring,2019-sp,ATMS,405,"Boundary Layer Processes"
2019,Spring,2019-sp,ATMS,406,"Tropical Meteorology"
2019,Spring,2019-sp,ATMS,410,"Radar Remote Sensing"
2019,Spring,2019-sp,ATMS,411,"Satellite Remote Sensing"
2019,Spring,2019-sp,ATMS,420,"Atmospheric Chemistry"
2019,Spring,2019-sp,ATMS,421,"Earth Systems Modeling"
2019,Spring,2019-sp,ATMS,422,"Environmental Stable Isotopes"
2019,Spring,2019-sp,ATMS,425,"Air Quality Modeling"
2019,Spring,2019-sp,ATMS,446,"Climate & Social Vulnerability"
2019,Spring,2019-sp,ATMS,447,"Climate Change Assessment"
2019,Spring,2019-sp,ATMS,449,"Biogeochemical Cycles"
2019,Spring,2019-sp,ATMS,490,"Individual Study"
2019,Spring,2019-sp,ATMS,491,"Adv Topics in Atmospheric Sci"
2019,Spring,2019-sp,ATMS,492,"Capstone Undergraduate Research"
2019,Spring,2019-sp,ATMS,500,"Dynamic Meteorology"
2019,Spring,2019-sp,ATMS,501,"Mesoscale Meteorology"
2019,Spring,2019-sp,ATMS,502,"Numerical Fluid Dynamics"
2019,Spring,2019-sp,ATMS,504,"Physical Meteorology"
2019,Spring,2019-sp,ATMS,505,"Weather Systems"
2019,Spring,2019-sp,ATMS,507,"Climate Dynamics"
2019,Spring,2019-sp,ATMS,510,"Precipitation Physics"
2019,Spring,2019-sp,ATMS,511,"Atmospheric Radiation"
2019,Spring,2019-sp,ATMS,512,"Clouds and Climate"
2019,Spring,2019-sp,ATMS,535,"Aerosol Sampling and Analysis"
2019,Spring,2019-sp,ATMS,571,"Professional Development"
2019,Spring,2019-sp,ATMS,590,"Individual Study"
2019,Spring,2019-sp,ATMS,591,"Atmospheric Sciences Seminar"
2019,Spring,2019-sp,ATMS,596,"Non-Thesis Research"
2019,Spring,2019-sp,ATMS,597,"Special Topics in Atmospheric Sciences"
2019,Spring,2019-sp,ATMS,599,"Thesis Research"
2019,Spring,2019-sp,BADM,199,"Undergraduate Open Seminar"
2019,Spring,2019-sp,BADM,205,"Business Location Decisions"
2019,Spring,2019-sp,BADM,210,"Business Analytics I"
2019,Spring,2019-sp,BADM,211,"Business Analytics II"
2019,Spring,2019-sp,BADM,261,"Technology & Mgmt Seminar"
2019,Spring,2019-sp,BADM,300,"The Legal Environment of Bus"
2019,Spring,2019-sp,BADM,301,"Summary of Business Law"
2019,Spring,2019-sp,BADM,303,"Principles of Public Policy"
2019,Spring,2019-sp,BADM,310,"Mgmt and Organizational Beh"
2019,Spring,2019-sp,BADM,311,"Leading Individuals and Teams"
2019,Spring,2019-sp,BADM,312,"Designing and Managing Orgs"
2019,Spring,2019-sp,BADM,313,"Strategic Human Resource Management"
2019,Spring,2019-sp,BADM,314,"Leading Negotiations"
2019,Spring,2019-sp,BADM,320,"Principles of Marketing"
2019,Spring,2019-sp,BADM,321,"Principles of Retailing"
2019,Spring,2019-sp,BADM,322,"Marketing Research"
2019,Spring,2019-sp,BADM,323,"Marketing Communications"
2019,Spring,2019-sp,BADM,324,"Purchasing and Supply Mgmnt"
2019,Spring,2019-sp,BADM,325,"Consumer Behavior"
2019,Spring,2019-sp,BADM,326,"Pricing Policies"
2019,Spring,2019-sp,BADM,327,"Marketing to Business and Govt"
2019,Spring,2019-sp,BADM,328,"Business-to-Business Selling"
2019,Spring,2019-sp,BADM,329,"New Product Development"
2019,Spring,2019-sp,BADM,330,"Brand Management"
2019,Spring,2019-sp,BADM,331,"Making Things"
2019,Spring,2019-sp,BADM,332,"Sustainable Product Design & Marketing Plans I: Bottom-Up Immersion in Subsistence Marketplaces"
2019,Spring,2019-sp,BADM,333,"Sustainable Product Design & Marketing Plans II: Bottom-Up Enterprise & Marketing Innovation"
2019,Spring,2019-sp,BADM,334,"Sustainable Marketing Enterprises"
2019,Spring,2019-sp,BADM,335,"Supply Chain Management Basics"
2019,Spring,2019-sp,BADM,336,"Modeling the Supply Chain"
2019,Spring,2019-sp,BADM,337,"Practicum in Supply Chain Mgt"
2019,Spring,2019-sp,BADM,340,"Ethical Dilemmas of Business"
2019,Spring,2019-sp,BADM,350,"IT for Networked Organizations"
2019,Spring,2019-sp,BADM,351,"E-Business Management"
2019,Spring,2019-sp,BADM,352,"Database Design and Management"
2019,Spring,2019-sp,BADM,353,"Info Sys Analysis and Design"
2019,Spring,2019-sp,BADM,354,"Mgmt of Data Communications"
2019,Spring,2019-sp,BADM,355,"Enterprise Software Management"
2019,Spring,2019-sp,BADM,356,"Data Science and Analytics"
2019,Spring,2019-sp,BADM,357,"Digital Making Seminar"
2019,Spring,2019-sp,BADM,359,"Business Problem Formulation and Solution"
2019,Spring,2019-sp,BADM,365,"New Product Marketing"
2019,Spring,2019-sp,BADM,366,"Product Design and Development"
2019,Spring,2019-sp,BADM,367,"Mgmt of Innov and Technology"
2019,Spring,2019-sp,BADM,374,"Management Decision Models"
2019,Spring,2019-sp,BADM,375,"Operations Management"
2019,Spring,2019-sp,BADM,376,"Enterprise Proc Integr & Dynm"
2019,Spring,2019-sp,BADM,377,"Project Management"
2019,Spring,2019-sp,BADM,378,"Logistics Management"
2019,Spring,2019-sp,BADM,379,"Business Process Improvement"
2019,Spring,2019-sp,BADM,380,"International Business"
2019,Spring,2019-sp,BADM,381,"Multinational Management"
2019,Spring,2019-sp,BADM,382,"International Marketing"
2019,Spring,2019-sp,BADM,394,"Senior Research I"
2019,Spring,2019-sp,BADM,395,"Senior Research II"
2019,Spring,2019-sp,BADM,403,"Corporate & Commercial Law"
2019,Spring,2019-sp,BADM,420,"Advanced Marketing Management"
2019,Spring,2019-sp,BADM,436,"Intl Business Immersion"
2019,Spring,2019-sp,BADM,438,"Agri-food Strategic Management"
2019,Spring,2019-sp,BADM,440,"Business Applications of GIS"
2019,Spring,2019-sp,BADM,445,"Small Business Consulting"
2019,Spring,2019-sp,BADM,446,"Entrepreneurship: New Venture Creation"
2019,Spring,2019-sp,BADM,447,"Legal Strat for Entrepre Firm"
2019,Spring,2019-sp,BADM,449,"Business Policy and Strategy"
2019,Spring,2019-sp,BADM,451,"E-com Apps & Web-based Systems"
2019,Spring,2019-sp,BADM,453,"Business Intelligence"
2019,Spring,2019-sp,BADM,454,"Enterprise Computing Mgmt"
2019,Spring,2019-sp,BADM,458,"IT Governance"
2019,Spring,2019-sp,BADM,460,"Business Process Modeling"
2019,Spring,2019-sp,BADM,461,"Tech, Eng, & Mgt Final Project"
2019,Spring,2019-sp,BADM,501,"Introduction to Business"
2019,Spring,2019-sp,BADM,502,"Communicating with Data and Decision Making"
2019,Spring,2019-sp,BADM,503,"Classics in Business Admin"
2019,Spring,2019-sp,BADM,504,"Phil of Science and Bus Admin"
2019,Spring,2019-sp,BADM,505,"Stat Analysis w/Business App"
2019,Spring,2019-sp,BADM,507,"Emp. Res. Methods in Bus. Adm."
2019,Spring,2019-sp,BADM,508,"Leadership and Teams"
2019,Spring,2019-sp,BADM,509,"Managing Organizations"
2019,Spring,2019-sp,BADM,510,"Founds of Organizational Behav"
2019,Spring,2019-sp,BADM,511,"Topics in Personnel Mgmt"
2019,Spring,2019-sp,BADM,512,"HR Management and Strategy"
2019,Spring,2019-sp,BADM,513,"Communication Strategy in Bus"
2019,Spring,2019-sp,BADM,514,"Managing Innovation"
2019,Spring,2019-sp,BADM,515,"Oral Comm for Business"
2019,Spring,2019-sp,BADM,518,"Adv Topics in Org Behavior"
2019,Spring,2019-sp,BADM,519,"Adv Topics in Org Theory"
2019,Spring,2019-sp,BADM,520,"Marketing Management"
2019,Spring,2019-sp,BADM,521,"Marketing Strategy"
2019,Spring,2019-sp,BADM,522,"Marketing Models"
2019,Spring,2019-sp,BADM,523,"Consumer Behavior"
2019,Spring,2019-sp,BADM,524,"Pricing Strategy and Tactics"
2019,Spring,2019-sp,BADM,525,"New Product Development"
2019,Spring,2019-sp,BADM,526,"Marketing to Organizations"
2019,Spring,2019-sp,BADM,527,"Sales Force Management"
2019,Spring,2019-sp,BADM,528,"Promotional Strategy"
2019,Spring,2019-sp,BADM,529,"Marketing Research"
2019,Spring,2019-sp,BADM,531,"Survey Methods in Mkt Res"
2019,Spring,2019-sp,BADM,532,"Sustainable Product Design & Enterprise Plan Development - I: Bottom-Up Immersion & Design"
2019,Spring,2019-sp,BADM,533,"Sustainable Product Design & Enterprise Plan Development - II: Bottom-Up Enterprise & Innovation"
2019,Spring,2019-sp,BADM,534,"Marketing Theory and Systems"
2019,Spring,2019-sp,BADM,535,"Global Business"
2019,Spring,2019-sp,BADM,537,"Advanced Topics in Marketing"
2019,Spring,2019-sp,BADM,538,"Res Sem in Consumer Behavior"
2019,Spring,2019-sp,BADM,539,"Math Models in Marketing"
2019,Spring,2019-sp,BADM,540,"Frontiers in Technology"
2019,Spring,2019-sp,BADM,542,"Competitive Analysis"
2019,Spring,2019-sp,BADM,543,"Technology Strategy"
2019,Spring,2019-sp,BADM,544,"Strategic Management"
2019,Spring,2019-sp,BADM,545,"Found of Strategy Research"
2019,Spring,2019-sp,BADM,546,"Strategy Content Research"
2019,Spring,2019-sp,BADM,547,"Strategy Process Research"
2019,Spring,2019-sp,BADM,548,"Corp & Comp Strategy Research"
2019,Spring,2019-sp,BADM,549,"Current Strategy Research"
2019,Spring,2019-sp,BADM,550,"Technology Practicum"
2019,Spring,2019-sp,BADM,551,"Managing Intellectual Property"
2019,Spring,2019-sp,BADM,552,"Legal Aspects of Mgt Decisions"
2019,Spring,2019-sp,BADM,553,"Ethical Dilemmas in Business"
2019,Spring,2019-sp,BADM,554,"Enterprise Database Management"
2019,Spring,2019-sp,BADM,555,"Info Sys Development and Mgt"
2019,Spring,2019-sp,BADM,556,"Electronic Commerce"
2019,Spring,2019-sp,BADM,557,"Dec Support and Knowledge Mgt"
2019,Spring,2019-sp,BADM,558,"Software Prog Dev and Mgmt"
2019,Spring,2019-sp,BADM,559,"Enterprise IT Governance"
2019,Spring,2019-sp,BADM,560,"IT Consulting Management"
2019,Spring,2019-sp,BADM,561,"Found of IS/IT Research"
2019,Spring,2019-sp,BADM,562,"Social Media Strategy"
2019,Spring,2019-sp,BADM,563,"Operations Strategy"
2019,Spring,2019-sp,BADM,564,"Business Process Improvement"
2019,Spring,2019-sp,BADM,565,"Design & Mgt of Service Sys"
2019,Spring,2019-sp,BADM,566,"Supply Chain Management"
2019,Spring,2019-sp,BADM,567,"Process Management"
2019,Spring,2019-sp,BADM,568,"Planning and Control Systems"
2019,Spring,2019-sp,BADM,569,"Res Topics in Operations Mgt"
2019,Spring,2019-sp,BADM,570,"Power & Leadership in Orgs"
2019,Spring,2019-sp,BADM,571,"Digital Business & IT Strategy"
2019,Spring,2019-sp,BADM,572,"Stat for Mgt Decision Making"
2019,Spring,2019-sp,BADM,573,"Decision Analytics"
2019,Spring,2019-sp,BADM,574,"Simulation and Risk Analysis"
2019,Spring,2019-sp,BADM,575,"Systems Modeling & Simulation"
2019,Spring,2019-sp,BADM,576,"Data Science and Analytics"
2019,Spring,2019-sp,BADM,578,"Stochastic Models in Mgmt Sci"
2019,Spring,2019-sp,BADM,579,"Math Prog for Mgmt Science"
2019,Spring,2019-sp,BADM,582,"Multinational Management"
2019,Spring,2019-sp,BADM,583,"Current Topics in Intl Bus"
2019,Spring,2019-sp,BADM,584,"Global Marketing"
2019,Spring,2019-sp,BADM,586,"Intl Comparative Management"
2019,Spring,2019-sp,BADM,588,"Business Practice Immersion"
2019,Spring,2019-sp,BADM,589,"Project Management"
2019,Spring,2019-sp,BADM,590,"Seminar in Business Admin"
2019,Spring,2019-sp,BADM,591,"Proseminar in Business Admin"
2019,Spring,2019-sp,BADM,593,"Research in Special Fields"
2019,Spring,2019-sp,BADM,594,"Independent Study and Research"
2019,Spring,2019-sp,BADM,595,"Business Fundamentals"
2019,Spring,2019-sp,BADM,596,"Entrship for Prof Scientists"
2019,Spring,2019-sp,BADM,597,"Global Strategy"
2019,Spring,2019-sp,BADM,598,"Managing Tech & Innovation"
2019,Spring,2019-sp,BADM,599,"Dissertation Research"
2019,Spring,2019-sp,BASQ,401,"Beginners' Basque"
2019,Spring,2019-sp,BASQ,402,"Readings in Basque Studies"
2019,Spring,2019-sp,BCS,101,"First Year Bosnian-Croatian-Serbian I"
2019,Spring,2019-sp,BCS,102,"First Year Bosnian-Croatian-Serbian II"
2019,Spring,2019-sp,BCS,115,"South Slavic Cultures"
2019,Spring,2019-sp,BCS,199,"Undergraduate Open Seminar"
2019,Spring,2019-sp,BCS,201,"Second Year Bosnian-Croatian-Serbian I"
2019,Spring,2019-sp,BCS,202,"Second Year Bosnian-Croatian-Serbian II"
2019,Spring,2019-sp,BCS,215,"Yugoslavia and After"
2019,Spring,2019-sp,BCS,301,"Third Year Bosnian-Croatian-Serbian I"
2019,Spring,2019-sp,BCS,302,"Third Year Bosnian-Croatian-Serbian II"
2019,Spring,2019-sp,BIOC,190,"Biochemistry Orientation"
2019,Spring,2019-sp,BIOC,199,"Undergraduate Open Seminar"
2019,Spring,2019-sp,BIOC,290,"Individual Topics"
2019,Spring,2019-sp,BIOC,406,"Gene Expression & Regulation"
2019,Spring,2019-sp,BIOC,440,"Physical Chemistry Principles"
2019,Spring,2019-sp,BIOC,445,"Current Topics in Biochemistry"
2019,Spring,2019-sp,BIOC,446,"Physical Biochemistry"
2019,Spring,2019-sp,BIOC,455,"Technqs Biochem & Biotech"
2019,Spring,2019-sp,BIOC,460,"Biochemistry Senior Seminar"
2019,Spring,2019-sp,BIOC,492,"Senior Thesis"
2019,Spring,2019-sp,BIOC,555,"Anlys Biochemical Literature"
2019,Spring,2019-sp,BIOC,590,"Individual Topics"
2019,Spring,2019-sp,BIOC,595,"Biochemistry Seminar"
2019,Spring,2019-sp,BIOC,599,"Thesis Research"
2019,Spring,2019-sp,BIOE,100,"Bioengineering Freshman Seminar"
2019,Spring,2019-sp,BIOE,120,"Introduction to Bioengineering"
2019,Spring,2019-sp,BIOE,198,"Special Topics"
2019,Spring,2019-sp,BIOE,199,"Undergraduate Open Seminar"
2019,Spring,2019-sp,BIOE,200,"Bioengineering Career Immersion"
2019,Spring,2019-sp,BIOE,201,"Conservation Principles Bioeng"
2019,Spring,2019-sp,BIOE,202,"Cell & Tissue Engineering Lab"
2019,Spring,2019-sp,BIOE,205,"Signals & Systems in Bioengrg"
2019,Spring,2019-sp,BIOE,206,"Cellular Bioengineering"
2019,Spring,2019-sp,BIOE,220,"Bioenergetics"
2019,Spring,2019-sp,BIOE,297,"Individual Study"
2019,Spring,2019-sp,BIOE,298,"Special Topics"
2019,Spring,2019-sp,BIOE,301,"Introductory Biomechanics"
2019,Spring,2019-sp,BIOE,302,"Modeling Human Physiology"
2019,Spring,2019-sp,BIOE,303,"Quantitative Physiology Lab"
2019,Spring,2019-sp,BIOE,306,"Biofabrication Lab"
2019,Spring,2019-sp,BIOE,310,"Comp Tools Bio Data"
2019,Spring,2019-sp,BIOE,360,"Transport & Flow in Bioengrg"
2019,Spring,2019-sp,BIOE,380,"Biomedical Imaging"
2019,Spring,2019-sp,BIOE,397,"Individual Study"
2019,Spring,2019-sp,BIOE,398,"Special Topics"
2019,Spring,2019-sp,BIOE,414,"Biomedical Instrumentation"
2019,Spring,2019-sp,BIOE,415,"Biomedical Instrumentation Lab"
2019,Spring,2019-sp,BIOE,416,"Biosensors"
2019,Spring,2019-sp,BIOE,420,"Intro Bio Control Systems"
2019,Spring,2019-sp,BIOE,424,"Modeling for Angiogenesis"
2019,Spring,2019-sp,BIOE,430,"Intro Synthetic Biology"
2019,Spring,2019-sp,BIOE,435,"Senior Design I"
2019,Spring,2019-sp,BIOE,436,"Senior Design II"
2019,Spring,2019-sp,BIOE,461,"Cellular Biomechanics"
2019,Spring,2019-sp,BIOE,467,"Biophotonics"
2019,Spring,2019-sp,BIOE,473,"Biomaterials Laboratory"
2019,Spring,2019-sp,BIOE,474,"Metabolic Engineering"
2019,Spring,2019-sp,BIOE,476,"Tissue Engineering"
2019,Spring,2019-sp,BIOE,477,"Imaging and Therapeutic Probes"
2019,Spring,2019-sp,BIOE,479,"Cancer Nanotechnology"
2019,Spring,2019-sp,BIOE,480,"Magnetic Resonance Imaging"
2019,Spring,2019-sp,BIOE,481,"Whole-Body Musculoskel Biomech"
2019,Spring,2019-sp,BIOE,482,"Musculoskel Tissue Mechanics"
2019,Spring,2019-sp,BIOE,487,"Stem Cell Bioengineering"
2019,Spring,2019-sp,BIOE,497,"Individual Study"
2019,Spring,2019-sp,BIOE,498,"Special Topics"
2019,Spring,2019-sp,BIOE,499,"Senior Thesis"
2019,Spring,2019-sp,BIOE,500,"Graduate Seminar"
2019,Spring,2019-sp,BIOE,501,"Seminar Discussion"
2019,Spring,2019-sp,BIOE,502,"Bioengineering Professionalism"
2019,Spring,2019-sp,BIOE,504,"Analytical Methods in Bioeng"
2019,Spring,2019-sp,BIOE,505,"Computational Bioengineering"
2019,Spring,2019-sp,BIOE,506,"Molecular Biotechniques"
2019,Spring,2019-sp,BIOE,507,"Advanced Bioinstrumentation"
