Year,Term,YearTerm,Subject,Number,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
2012,Fall,2012-fa,ANSC,498,Integrating Animal Sciences,0,58,2,4,2,0,0,0,0,0,0,0,0,1,"Hurley, Walter L"
2012,Fall,2012-fa,ANTH,101,Introduction to Anthropology,21,223,13,12,35,0,1,2,0,0,0,0,2,1,"Roseman, Charles C"
2012,Fall,2012-fa,ANTH,102,Human Origins and Culture,0,2,2,1,6,2,1,3,1,1,2,0,0,0,"Lucero, Lisa J"
2012,Fall,2012-fa,ANTH,102,Human Origins and Culture,2,1,5,1,8,1,0,0,0,0,1,1,1,1,"Lucero, Lisa J"
2012,Fall,2012-fa,ANTH,103,Anthro in a Changing World,1,118,16,48,25,30,9,5,2,0,2,0,7,3,"Landry, Timothy R"
2012,Fall,2012-fa,ANTH,104,Talking Culture,10,4,5,5,3,1,1,0,0,1,0,0,1,0,"Farnell, Brenda M"
2012,Fall,2012-fa,ANTH,104,Talking Culture,12,7,4,0,2,0,0,1,0,0,0,0,0,0,"Farnell, Brenda M"
2012,Fall,2012-fa,ANTH,105,World Archaeology,0,14,13,9,13,12,6,6,7,1,0,1,1,0,"Bauer, Andrew"
2012,Fall,2012-fa,ANTH,143,Biology of Human Behavior,9,9,1,0,3,1,1,0,1,0,0,0,1,0,"Lu, Amy"
2012,Fall,2012-fa,ANTH,143,Biology of Human Behavior,178,228,97,31,70,19,8,15,2,1,5,1,5,2,"Lu, Amy"
2012,Fall,2012-fa,ANTH,143,Biology of Human Behavior,5,8,4,2,1,2,0,1,0,0,0,0,0,0,"Lu, Amy"
2012,Fall,2012-fa,ANTH,143,Biology of Human Behavior,7,11,3,0,3,1,0,1,1,0,0,0,0,0,"Lu, Amy"
2012,Fall,2012-fa,ANTH,143,Biology of Human Behavior,8,12,5,2,1,1,0,0,0,0,0,0,0,0,"Lu, Amy"
2012,Fall,2012-fa,ANTH,143,Biology of Human Behavior,3,8,2,3,8,0,0,2,0,0,1,0,0,1,"Lu, Amy"
2012,Fall,2012-fa,ANTH,143,Biology of Human Behavior,5,11,4,1,3,1,1,2,0,1,0,0,1,0,"Lu, Amy"
2012,Fall,2012-fa,ANTH,143,Biology of Human Behavior,8,7,3,1,2,2,1,0,0,0,0,0,1,0,"Lu, Amy"
2012,Fall,2012-fa,ANTH,143,Biology of Human Behavior,3,10,6,1,4,1,0,1,0,0,0,0,0,0,"Lu, Amy"
2012,Fall,2012-fa,ANTH,143,Biology of Human Behavior,13,8,2,1,3,1,1,0,0,0,1,0,0,0,"Lu, Amy"
2012,Fall,2012-fa,ANTH,143,Biology of Human Behavior,12,4,3,1,2,1,1,0,0,0,0,0,0,0,"Lu, Amy"
2012,Fall,2012-fa,ANTH,143,Biology of Human Behavior,7,9,6,3,3,1,0,1,0,0,0,0,0,0,"Lu, Amy"
2012,Fall,2012-fa,ANTH,143,Biology of Human Behavior,6,6,4,3,2,2,0,1,0,0,0,0,0,0,"Lu, Amy"
2012,Fall,2012-fa,ANTH,143,Biology of Human Behavior,3,11,6,5,3,0,0,0,0,0,0,1,1,0,"Lu, Amy"
2012,Fall,2012-fa,ANTH,143,Biology of Human Behavior,10,9,8,1,1,1,0,0,0,0,0,0,0,0,"Lu, Amy"
2012,Fall,2012-fa,ANTH,143,Biology of Human Behavior,7,12,5,1,4,0,0,1,0,0,0,0,0,0,"Lu, Amy"
2012,Fall,2012-fa,ANTH,143,Biology of Human Behavior,8,8,4,1,3,0,0,1,0,0,0,0,0,0,"Lu, Amy"
2012,Fall,2012-fa,ANTH,143,Biology of Human Behavior,7,10,5,1,3,0,0,0,0,0,0,0,0,0,"Lu, Amy"
2012,Fall,2012-fa,ANTH,143,Biology of Human Behavior,7,15,3,1,2,0,0,1,0,0,0,0,0,0,"Lu, Amy"
2012,Fall,2012-fa,ANTH,143,Biology of Human Behavior,8,12,5,0,2,2,0,0,0,0,0,0,0,0,"Lu, Amy"
2012,Fall,2012-fa,ANTH,143,Biology of Human Behavior,13,8,4,1,3,0,0,0,0,0,0,0,0,1,"Lu, Amy"
2012,Fall,2012-fa,ANTH,143,Biology of Human Behavior,9,10,3,0,3,0,0,1,0,0,0,0,0,0,"Lu, Amy"
2012,Fall,2012-fa,ANTH,143,Biology of Human Behavior,6,6,5,1,4,0,3,1,0,0,1,0,1,0,"Lu, Amy"
2012,Fall,2012-fa,ANTH,143,Biology of Human Behavior,6,11,3,1,5,1,0,1,0,0,1,0,0,0,"Lu, Amy"
2012,Fall,2012-fa,ANTH,143,Biology of Human Behavior,8,13,3,0,2,1,0,0,0,0,1,0,0,0,"Lu, Amy"
2012,Fall,2012-fa,ANTH,180,The Archaeology of Death,21,55,29,30,52,11,7,13,4,0,1,0,1,0,"Silverman, Helaine I"
2012,Fall,2012-fa,ANTH,185,The Global Pacific,16,7,14,2,5,2,4,1,0,0,0,0,1,1,"Diaz, Vicente M"
2012,Fall,2012-fa,ANTH,209,"Food, Culture, and Society",72,57,35,28,36,11,17,6,5,0,2,0,8,2,"Davis, Laura"
2012,Fall,2012-fa,ANTH,220,Introduction to Archaeology,3,9,2,3,4,1,1,1,0,0,0,0,1,0,"Fennell, Christopher"
2012,Fall,2012-fa,ANTH,220,Introduction to Archaeology,1,3,6,3,2,2,1,3,0,0,0,0,3,0,"Fennell, Christopher"
2012,Fall,2012-fa,ANTH,220,Introduction to Archaeology,0,2,10,1,6,4,0,1,0,0,1,0,0,0,"Fennell, Christopher"
2012,Fall,2012-fa,ANTH,230,Sociocultural Anthropology,2,7,3,3,2,1,2,2,1,0,0,0,3,0,"Lugo, Alejandro"
2012,Fall,2012-fa,ANTH,230,Sociocultural Anthropology,1,5,8,0,4,1,3,1,0,0,0,1,0,0,"Lugo, Alejandro"
2012,Fall,2012-fa,ANTH,230,Sociocultural Anthropology,2,5,7,1,3,0,0,1,0,0,1,0,3,0,"Lugo, Alejandro"
2012,Fall,2012-fa,ANTH,246,Forensic Science,0,20,0,0,64,0,0,22,0,0,6,0,4,1,"Malhi, Ripan S"
2012,Fall,2012-fa,ANTH,266,African Film and Society,4,4,5,1,2,4,1,2,0,0,0,0,0,0,"Saul, Mahir"
2012,Fall,2012-fa,ANTH,343,Behavior and Biology of Women,0,11,18,4,0,1,0,0,0,0,0,0,0,0,"Stumpf, Rebecca"
2012,Fall,2012-fa,ARAB,201,Elementary Standard Arabic I,0,12,2,6,6,0,6,4,0,0,0,0,2,0,"Yaseen, Nabeel M"
2012,Fall,2012-fa,ARCH,101,Introduction to Architecture,0,103,29,12,14,5,0,2,0,0,1,0,0,1,"Waldrep, Lee W"
2012,Fall,2012-fa,ARCH,199,Undergraduate Open Seminar,18,11,13,2,5,0,0,2,0,0,0,0,0,1,"Mink, Barry L"
2012,Fall,2012-fa,ARCH,199,Undergraduate Open Seminar,34,10,9,2,2,0,0,0,0,0,0,0,6,2,"Mink, Barry L"
2012,Fall,2012-fa,ARCH,199,Undergraduate Open Seminar,0,9,7,11,4,1,0,0,0,0,0,0,0,0,"Lapunzina, Alejandro"
2012,Fall,2012-fa,ARCH,210,Intro to the Hist of Arch,2,49,16,12,30,3,3,13,1,1,2,2,3,0,"Senseney, John R"
2012,Fall,2012-fa,ARCH,231,Anatomy of Buildings,0,65,0,0,48,0,0,17,0,0,2,0,0,0,"Deutsch, Randall"
2012,Fall,2012-fa,ARCH,271,Graphics for Architects,0,18,48,68,58,24,14,4,4,0,0,0,0,2,"Hamlin, Lawrence J"
2012,Fall,2012-fa,ARCH,271,Graphics for Architects,0,9,24,34,29,12,7,2,2,0,0,0,0,1,"Hamlin, Lawrence J"
2012,Fall,2012-fa,ARCH,341,Environment Tech HVAC,0,14,23,11,31,16,14,6,4,0,0,1,0,0,"Strand, Richard K"
2012,Fall,2012-fa,ARCH,351,Statics & Dynamics,4,6,13,14,15,20,6,9,1,2,2,0,2,0,"Kansler, Jeffrey C"
2012,Fall,2012-fa,ARCH,351,Statics & Dynamics,1,2,8,5,10,3,2,1,0,0,0,0,0,0,"Gimpert, Adam R"
2012,Fall,2012-fa,ARCH,373,Arch Design and the Landscape,0,9,8,4,8,1,1,1,0,0,0,1,0,0,"Kaha, Arthur L"
2012,Fall,2012-fa,ARCH,373,Arch Design and the Landscape,0,4,11,17,0,0,0,0,0,0,0,0,0,0,"Lapunzina, Alejandro"
2012,Fall,2012-fa,ARCH,409,Special Topics in French Arch,1,7,11,8,4,1,0,0,0,0,0,0,0,0,"Lapunzina, Alejandro"
2012,Fall,2012-fa,ARCH,413,Renaissance Architecture,8,7,3,4,2,5,4,0,1,1,1,0,1,0,"Marina, Areli"
2012,Fall,2012-fa,ARCH,414,Baroque & Rococo Arch,8,17,14,7,3,1,1,3,0,0,0,0,0,0,"Minor, Heather H"
2012,Fall,2012-fa,ARCH,417,Twentieth-Century Architecture,5,1,6,5,5,5,1,1,2,1,0,0,0,0,"Cupers, Kenny R"
2012,Fall,2012-fa,ARCH,451,Theory & Design Steel & Timber,54,33,15,7,7,3,3,3,1,0,1,3,4,0,"Aminmansour, Abbas"
2012,Fall,2012-fa,ARCH,501,Architectural Practice,7,8,16,15,16,4,1,0,0,0,0,0,0,0,"Hall, Gaines B"
2012,Fall,2012-fa,ARCH,577,Theory of Architecture,2,16,24,21,6,6,1,2,0,0,0,0,0,0,"Stallmeyer, John C"
2012,Fall,2012-fa,ARCH,595,Spec Prob Struct Theory & Des,14,14,5,6,6,0,4,0,0,0,0,0,0,0,"Aminmansour, Abbas"
2012,Fall,2012-fa,ART,100,Understanding Visual Culture,0,25,8,4,5,2,2,2,0,0,0,0,1,0,"Burns, Jennifer"
2012,Fall,2012-fa,ART,299,Special Topics in Art,0,16,2,2,2,0,0,0,0,0,0,0,0,0,"Hogin, Lauretta J"
2012,Fall,2012-fa,ARTD,201,Industrial Design I,0,0,12,11,6,5,1,1,0,0,0,0,0,0,
2012,Fall,2012-fa,ARTD,215,Introduction to Typography,0,12,8,3,4,1,1,0,0,0,0,0,0,1,"Meaney, Kathleen T"
2012,Fall,2012-fa,ARTD,216,Introduction to Image Making,3,19,1,0,2,2,0,2,1,0,0,0,0,2,"Wiley, Brian M"
2012,Fall,2012-fa,ARTD,225,Design Drawing I,2,3,4,7,11,6,5,0,1,0,0,0,0,0,"Bullock, William C"
2012,Fall,2012-fa,ARTD,226,Product Innovation,3,7,7,1,9,1,1,0,0,0,0,0,0,0,"Weightman, David I"
2012,Fall,2012-fa,ARTD,301,Industrial Design III,0,2,4,2,3,5,0,7,0,0,0,0,2,0,"Shin, Sung Soo"
2012,Fall,2012-fa,ARTD,310,Intermediate Graphic Design I,4,5,7,7,1,2,2,1,0,0,0,0,0,0,"Meaney, Kathleen T"
2012,Fall,2012-fa,ARTD,313,Digital Interaction,0,6,4,3,3,1,0,1,2,1,0,1,1,0,"Tober, Bradley K"
2012,Fall,2012-fa,ARTD,401,Industrial Design V,5,7,6,7,7,4,1,0,1,0,0,0,0,0,"Weightman, David I"
2012,Fall,2012-fa,ARTD,410,Advanced Graphic Design I,0,5,12,4,1,2,0,0,0,0,0,0,0,0,"Luu, Jimmy V"
2012,Fall,2012-fa,ARTF,101,Contemporary Issues in Art,0,27,7,8,5,3,1,4,0,0,1,0,3,0,"Mette, Alan T"
2012,Fall,2012-fa,ARTF,101,Contemporary Issues in Art,0,26,10,6,5,1,1,5,1,0,2,0,2,1,"Mette, Alan T"
2012,Fall,2012-fa,ARTF,103,Design I,4,11,4,0,0,0,0,1,0,0,0,0,1,0,"Rubin, Tammie R"
2012,Fall,2012-fa,ARTH,113,Introduction to African Art,5,3,10,3,0,0,1,0,0,0,0,0,0,0,"Herrero Matoses, Fernando"
2012,Fall,2012-fa,ARTH,240,Art of the Nineteenth Century,0,6,7,15,11,2,5,1,2,0,0,0,0,0,"O'Brien, David J"
2012,Fall,2012-fa,ARTH,351,Early American Modernism,4,9,10,5,9,5,4,1,0,0,1,0,0,0,"Greenhill, Jennifer"
2012,Fall,2012-fa,ARTH,435,Italian Baroque Art,4,10,2,5,3,2,0,0,0,0,0,0,0,0,"Minor, Vernon H"
2012,Fall,2012-fa,ARTS,350,Intermediate Studio I,0,9,7,1,5,4,1,0,0,0,0,0,0,0,
2012,Fall,2012-fa,ARTS,450,Advanced Studio I,0,5,8,7,3,3,0,3,1,1,1,0,0,0,"Hammie, Patrick E"
2012,Fall,2012-fa,ASTR,100,Introduction to Astronomy,18,20,17,17,19,13,10,11,6,2,1,2,3,0,"Hayes, Brett P"
2012,Fall,2012-fa,ASTR,100,Introduction to Astronomy,19,15,28,12,17,20,11,12,9,5,3,0,1,1,"Thompson, Laird A"
2012,Fall,2012-fa,ASTR,100,Introduction to Astronomy,22,111,85,50,64,44,10,21,11,13,3,0,16,2,"Dunne, Bryan C"
2012,Fall,2012-fa,ASTR,121,The Solar System,1,10,6,18,25,15,13,21,4,4,1,0,2,0,"Sutton, Edmund C"
2012,Fall,2012-fa,ASTR,122,Stars and Galaxies,4,51,8,5,31,5,2,15,0,1,6,3,2,1,"Kemball, Athol J"
2012,Fall,2012-fa,ASTR,210,Introduction to Astrophysics,6,10,4,9,4,5,2,2,1,0,0,0,1,2,"Dalal, Neal K"
2012,Fall,2012-fa,ASTR,350,Introduction to Cosmology,10,14,6,3,2,1,1,0,1,0,0,2,1,0,"Fields, Brian D"
2012,Fall,2012-fa,ASTR,406,Galaxies and the Universe,4,2,6,0,3,3,0,1,1,1,0,0,0,0,"Brunner, Robert J"
2012,Fall,2012-fa,ATMS,100,Introduction to Meteorology,44,75,49,34,31,9,7,3,0,2,2,0,1,0,"Frame, Jeffrey"
2012,Fall,2012-fa,ATMS,100,Introduction to Meteorology,37,72,37,31,44,16,10,5,1,0,0,0,2,1,"Frame, Jeffrey"
2012,Fall,2012-fa,ATMS,120,Severe and Hazardous Weather,126,50,15,14,10,13,6,0,1,0,2,1,2,1,"Rauber, Robert M"
2012,Fall,2012-fa,ATMS,120,Severe and Hazardous Weather,177,43,8,9,10,5,0,3,2,1,1,0,2,0,"Snodgrass, Eric R"
2012,Fall,2012-fa,ATMS,140,Climate and Global Change,0,59,0,0,31,0,0,5,0,0,1,0,1,0,"Schlesinger, Michael E"
2012,Fall,2012-fa,ATMS,201,General Physical Meteorology,11,21,0,4,1,0,0,0,0,0,0,0,0,0,"Snodgrass, Eric R"
2012,Fall,2012-fa,ATMS,301,Atmospheric Thermodynamics,3,5,8,8,3,1,0,1,0,1,0,1,1,1,"McFarquhar, Greg M"
2012,Fall,2012-fa,ATMS,302,Atmospheric Dynamics I,1,4,3,5,5,6,1,1,2,1,2,0,2,0,"Baidya Roy, Somnath"
2012,Fall,2012-fa,ATMS,303,Synoptic-Dynamic Wea Analysis,3,5,8,5,6,4,1,1,0,0,0,0,3,1,"Frame, Jeffrey"
2012,Fall,2012-fa,BADM,199,Foundations of Entrep,3,5,6,7,0,0,0,0,0,0,0,0,0,0,"Valli, Robert M"
2012,Fall,2012-fa,BADM,261,Technology & Mgmt Seminar,0,60,0,0,1,0,0,0,0,0,0,0,0,0,"Sementi, Darcy A"
2012,Fall,2012-fa,BADM,300,The Legal Environment of Bus,28,99,0,0,92,0,0,38,0,0,9,0,0,0,"Kindt, John W"
2012,Fall,2012-fa,BADM,300,The Legal Environment of Bus,0,31,13,17,20,23,16,13,7,5,7,2,0,0,"Roszkowski, Mark E"
2012,Fall,2012-fa,BADM,300,The Legal Environment of Bus,0,13,0,4,17,0,5,15,0,2,8,0,2,0,"Lansing, Paul"
2012,Fall,2012-fa,BADM,310,Mgmt and Organizational Beh,56,112,115,87,78,22,20,7,3,4,0,1,0,0,"Love, E G"
2012,Fall,2012-fa,BADM,310,Mgmt and Organizational Beh,0,27,13,2,3,0,0,0,0,0,0,0,0,0,"Shabbir, Muhammad S"
2012,Fall,2012-fa,BADM,311,Individual Behavior in Orgs,0,12,4,15,9,8,1,1,1,0,0,0,0,0,"Loewenstein, Jeffrey"
2012,Fall,2012-fa,BADM,312,Org Design and Environment,0,7,8,4,5,4,1,1,0,1,0,0,0,0,"Bednar, Michael K"
2012,Fall,2012-fa,BADM,313,Human Resource Management,2,9,27,6,4,1,0,1,2,0,0,0,0,0,"Packard, Carol B"
2012,Fall,2012-fa,BADM,320,Principles of Marketing,63,93,62,35,38,11,4,3,0,0,0,0,0,1,"Wolters, Mark E"
2012,Fall,2012-fa,BADM,320,Principles of Marketing,94,133,45,28,16,5,2,0,2,0,0,0,0,0,"Wolters, Mark E"
2012,Fall,2012-fa,BADM,320,Principles of Marketing,0,22,15,6,1,2,0,0,0,0,2,0,0,0,"Shabbir, Muhammad S"
2012,Fall,2012-fa,BADM,321,Principles of Retailing,15,17,4,2,2,0,0,0,0,0,0,0,0,0,"Ha, Younhee"
2012,Fall,2012-fa,BADM,322,Marketing Research,2,10,9,18,4,3,0,2,2,0,0,0,0,0,"Yuan, Hong"
2012,Fall,2012-fa,BADM,323,Marketing Communications,0,10,33,7,3,0,0,0,0,0,0,0,0,0,"White, Tiffany B"
2012,Fall,2012-fa,BADM,324,Purchasing and Supply Mgmnt,3,10,21,5,1,0,0,0,0,0,0,0,0,0,"Wan, Zhixi"
2012,Fall,2012-fa,BADM,325,Consumer Behavior,3,20,19,10,3,1,0,1,0,0,0,0,0,0,"Koo, Minkyung"
2012,Fall,2012-fa,BADM,325,Consumer Behavior,1,11,20,17,1,2,0,0,0,0,0,0,0,0,"Koo, Minkyung"
2012,Fall,2012-fa,BADM,329,New Product Development,0,21,28,1,0,0,0,0,0,0,0,0,0,0,"Mehta, Ravi P"
2012,Fall,2012-fa,BADM,336,Modeling the Supply Chain,1,10,9,4,3,2,0,0,1,0,0,0,0,0,"Palekar, Udatta S"
2012,Fall,2012-fa,BADM,340,Ethical Dilemmas of Business,0,8,7,9,3,0,0,2,0,0,0,0,0,0,"Lansing, Paul"
2012,Fall,2012-fa,BADM,350,IT for Networked Organizations,0,1,12,6,15,4,2,1,3,0,0,0,0,1,"Sachdev, Vishal"
2012,Fall,2012-fa,BADM,350,IT for Networked Organizations,3,8,8,19,8,1,5,0,1,0,0,0,0,0,"Sachdev, Vishal"
2012,Fall,2012-fa,BADM,352,Database Design and Management,2,4,6,4,10,14,3,0,0,0,0,0,0,0,"Sachdev, Vishal"
2012,Fall,2012-fa,BADM,353,Info Sys Analysis and Design,4,11,8,3,1,1,0,0,0,0,0,0,0,0,"Tafti, Ali"
2012,Fall,2012-fa,BADM,367,Mgmt of Innov and Technology,2,29,14,8,0,0,0,0,0,0,0,0,0,0,"Michael, Steven C"
2012,Fall,2012-fa,BADM,374,Management Decision Models,0,21,13,7,4,1,3,0,1,0,1,0,0,1,"Ebrahim Khanjar, Neda"
2012,Fall,2012-fa,BADM,374,Management Decision Models,0,8,5,5,2,4,4,1,1,1,0,0,0,0,"Ebrahim Khanjar, Neda"
2012,Fall,2012-fa,BADM,375,Business Process Management,4,3,3,4,4,2,1,2,0,0,0,0,0,0,"Lim, Michael K"
2012,Fall,2012-fa,BADM,375,Business Process Management,3,5,12,12,10,3,3,1,0,0,0,0,0,0,"Lim, Michael K"
2012,Fall,2012-fa,BADM,375,Business Process Management,4,12,2,0,6,4,1,0,0,0,0,0,0,1,"Agrawal, Anupam"
2012,Fall,2012-fa,BADM,377,Project Management,0,5,10,16,16,5,2,0,2,0,0,0,0,0,"Taghaboni-Dutta, Fataneh"
2012,Fall,2012-fa,BADM,378,Logistics Management,2,9,8,8,3,5,0,0,0,0,0,0,0,0,"Lim, Michael K"
2012,Fall,2012-fa,BADM,380,International Business,3,27,8,3,4,0,0,0,0,0,0,0,0,0,"Aguilera Vaques, Ruth"
2012,Fall,2012-fa,BADM,381,Multinational Management,1,20,4,3,2,1,0,0,0,0,0,0,0,0,"McCormick, Marleen E"
2012,Fall,2012-fa,BADM,420,Advanced Marketing Management,4,31,0,1,1,0,0,0,0,0,0,0,0,0,"Wolters, Mark E"
2012,Fall,2012-fa,BADM,445,Small Business Consulting,7,19,0,3,2,0,0,0,0,0,0,0,0,0,"Kurtz, Jeffrey M"
2012,Fall,2012-fa,BADM,445,Small Business Consulting,0,13,22,4,8,0,0,0,0,0,0,0,0,0,"Lanesskog, Stig"
2012,Fall,2012-fa,BADM,446,Entrepreneurship Sm Bus Form,0,12,11,2,0,0,1,0,0,0,0,0,1,1,"Michael, Steven C"
2012,Fall,2012-fa,BADM,449,Business Policy and Strategy,2,19,15,4,2,1,0,1,0,0,0,0,0,0,"Su, Chi-Ting"
2012,Fall,2012-fa,BADM,449,Business Policy and Strategy,5,8,24,4,1,0,1,0,0,0,0,0,0,1,"Grahovac, Jovan"
2012,Fall,2012-fa,BADM,449,Business Policy and Strategy,0,18,17,3,5,1,1,0,0,0,0,0,0,0,"Fertig, Kevin"
2012,Fall,2012-fa,BADM,449,Business Policy and Strategy,13,16,6,3,3,1,0,1,0,0,0,0,0,0,"Liu, Chih I"
2012,Fall,2012-fa,BADM,449,Business Policy and Strategy,5,3,18,13,1,1,0,0,0,0,0,0,0,0,"Grahovac, Jovan"
2012,Fall,2012-fa,BADM,449,Business Policy and Strategy,2,19,21,1,1,0,0,0,0,0,0,0,0,0,"Mawdsley, John K"
2012,Fall,2012-fa,BADM,449,Business Policy and Strategy,1,16,8,11,4,1,0,0,0,0,0,0,0,0,"Mahoney, Joseph T"
2012,Fall,2012-fa,BADM,449,Business Policy and Strategy,0,21,14,3,1,0,0,0,0,0,0,0,0,0,"Fertig, Kevin"
2012,Fall,2012-fa,BADM,460,Business Process Modeling,1,14,14,5,16,0,0,0,2,0,0,0,0,0,"Taghaboni-Dutta, Fataneh"
2012,Fall,2012-fa,BADM,508,Leadership and Teams,7,9,13,5,2,3,0,0,0,0,0,0,0,0,"Leblebici, Huseyin"
2012,Fall,2012-fa,BADM,508,Leadership and Teams,4,17,27,10,0,1,0,0,0,0,0,0,0,0,"Leblebici, Huseyin"
2012,Fall,2012-fa,BADM,508,Leadership and Teams,0,4,10,2,14,1,0,0,0,0,0,0,0,0,"Northcraft, Gregory B"
2012,Fall,2012-fa,BADM,509,Managing Organizations,0,15,13,14,5,0,0,0,0,0,0,0,0,0,"Bednar, Michael K"
2012,Fall,2012-fa,BADM,514,Managing Innovation,2,12,8,8,6,2,0,0,0,0,0,0,0,0,"Love, E G"
2012,Fall,2012-fa,BADM,514,Managing Innovation,3,18,20,4,7,1,0,0,0,0,0,0,0,0,"Love, E G"
2012,Fall,2012-fa,BADM,520,Marketing Management,0,6,13,19,5,3,0,0,0,0,0,0,0,0,"Qualls, William J"
2012,Fall,2012-fa,BADM,520,Marketing Management,0,7,10,11,4,0,0,0,0,0,0,0,0,0,"Monroe, Kent B"
2012,Fall,2012-fa,BADM,520,Marketing Management,0,4,10,10,17,12,0,0,0,0,0,0,0,0,"Qualls, William J"
2012,Fall,2012-fa,BADM,520,Marketing Management,0,6,13,5,5,0,0,0,1,0,0,0,0,0,"Rindfleisch, Aric P"
2012,Fall,2012-fa,BADM,521,Marketing Strategy,0,20,20,6,0,0,0,0,0,0,0,0,0,0,"Ghosh, Avijit"
2012,Fall,2012-fa,BADM,525,New Product Development,0,10,11,6,16,0,0,0,0,0,0,0,0,0,"Echambadi, Rajagopal"
2012,Fall,2012-fa,BADM,525,New Product Development,1,16,16,9,9,0,0,0,0,0,1,0,0,0,"Echambadi, Rajagopal"
2012,Fall,2012-fa,BADM,544,Strategic Management,5,14,6,7,1,0,0,1,0,0,0,0,0,0,"Michael, Steven C"
2012,Fall,2012-fa,BADM,555,Info Sys Development and Mgt,5,8,23,1,4,1,0,0,0,0,0,0,0,0,"Subramanyam, Ramanath"
2012,Fall,2012-fa,BADM,556,Electronic Commerce,3,26,6,0,3,0,0,0,0,0,0,0,0,0,"Nelson, Matthew L"
2012,Fall,2012-fa,BADM,559,Enterprise IT Governance,0,19,16,6,1,0,0,0,0,0,0,0,0,0,"Shaw, Michael J"
2012,Fall,2012-fa,BADM,567,Process Management,1,8,15,3,12,1,0,0,0,0,0,0,0,0,"Chhajed, Dilip"
2012,Fall,2012-fa,BADM,567,Process Management,1,14,15,14,12,1,0,0,0,0,0,0,0,0,"Anand, Gopesh J"
2012,Fall,2012-fa,BADM,567,Process Management,4,8,17,6,16,0,0,0,0,0,0,0,0,0,"Chhajed, Dilip"
2012,Fall,2012-fa,BADM,572,Stat for Mgt Decision Making,17,14,7,0,3,0,1,0,0,0,0,0,0,0,"Taghaboni-Dutta, Fataneh"
2012,Fall,2012-fa,BADM,572,Stat for Mgt Decision Making,6,13,10,13,10,5,0,0,0,0,0,0,0,0,"Petry, Joseph A"
2012,Fall,2012-fa,BADM,582,Multinational Management,1,26,17,13,1,0,0,0,0,0,0,0,0,0,"Sleptsov, Alexander"
2012,Fall,2012-fa,BADM,586,Intl Comparative Management,7,16,14,1,0,0,0,0,0,0,0,0,0,0,"Girndt-Clougher, Tina"
2012,Fall,2012-fa,BADM,590,Frontiers in Technology Smr,27,19,3,1,1,0,1,0,0,0,0,0,0,0,"Chhajed, Dilip"
2012,Fall,2012-fa,BADM,590,Corporate Development,0,15,9,3,0,0,0,0,0,0,0,0,0,0,"Miller, Douglas J"
2012,Fall,2012-fa,BADM,590,International Study Trip Pt A,0,16,6,2,0,0,0,0,0,0,0,0,0,0,"Carroll, Sandra"
2012,Fall,2012-fa,BADM,590,Team Projects,5,22,24,5,0,0,0,0,0,0,0,0,0,0,"Grahovac, Jovan"
2012,Fall,2012-fa,BADM,590,Entrepreneurship,0,17,22,6,0,0,0,0,0,0,0,0,0,0,"Ghosh, Avijit"
2012,Fall,2012-fa,BADM,590,Economics of Organizations,0,7,7,6,8,4,0,0,0,0,0,0,0,0,"Bercovitz, Janet E"
2012,Fall,2012-fa,BADM,590,Advanced Marketing Strategy,1,10,10,5,2,2,0,0,0,0,0,0,0,0,"Echambadi, Rajagopal"
2012,Fall,2012-fa,BADM,593,Research in Special Fields,0,22,0,0,20,0,0,3,0,0,0,0,0,0,"Shavitt, Sharon"
2012,Fall,2012-fa,BIOC,460,Biochemistry Senior Seminar,3,4,2,4,3,4,2,0,0,0,0,0,0,0,"Shapiro, David J"
2012,Fall,2012-fa,BIOE,120,Introduction to Bioengineering,12,23,21,1,0,0,0,0,0,0,0,0,0,0,"Amos, Jennifer"
2012,Fall,2012-fa,BIOE,120,Introduction to Bioengineering,9,7,8,2,2,0,0,0,0,0,0,0,0,0,"Amos, Jennifer"
2012,Fall,2012-fa,BIOE,201,Conservation Principles Bioeng,2,10,18,7,11,3,4,0,0,0,1,0,0,0,"Imoukhuede, Princess U"
2012,Fall,2012-fa,BIOE,202,Cell & Tissue Engineering Lab,0,10,9,5,1,0,0,0,0,0,0,0,1,0,"Bailey, Jennifer L"
2012,Fall,2012-fa,BIOE,301,Introductory Biomechanics,0,9,11,6,11,4,1,1,1,0,0,0,0,0,"Bailey, Jennifer L"
2012,Fall,2012-fa,BIOE,414,Biomedical Instrumentation,0,5,11,9,12,6,4,5,1,2,1,2,0,0,"Gentry, Kenneth"
2012,Fall,2012-fa,BIOE,415,Biomedical Instrumentation Lab,0,18,9,7,8,4,0,2,0,0,0,0,0,0,"Gentry, Kenneth"
2012,Fall,2012-fa,BIOE,504,Analytical Methods in Bioeng,4,9,5,3,2,0,2,0,0,0,0,0,0,0,"Insana, Michael"
2012,Fall,2012-fa,BIOE,505,Computational Bioengineering,0,23,1,1,0,0,0,0,0,0,0,0,0,0,"Bhalerao, Kaustubh"
2012,Fall,2012-fa,BTW,250,Principles Bus Comm,0,7,5,4,3,2,0,0,0,0,0,0,1,0,"Gilmore, Shawn P"
2012,Fall,2012-fa,BTW,250,Principles Bus Comm,0,5,16,1,1,0,0,0,0,0,0,0,0,0,"Hine, Angela L"
