Year,Term,YearTerm,Subject,Number,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
2016,Spring,2016-sp,ECE,418,Image & Video Processing,3,8,6,4,4,4,1,1,0,0,0,0,0,0,"Moulin, Pierre"
2016,Spring,2016-sp,ECE,420,Embedded DSP Laboratory,4,4,11,3,1,0,0,0,0,0,0,0,0,0,"Allen, Jont"
2016,Spring,2016-sp,ECE,431,Electric Machinery,0,15,7,10,14,4,2,4,0,0,0,0,2,0,"Haran, Kiruba S"
2016,Spring,2016-sp,ECE,441,Physcs & Modeling Semicond Dev,5,5,4,3,4,5,0,3,0,0,0,0,1,0,"Leburton, Jean-Pierre"
2016,Spring,2016-sp,ECE,445,Senior Design Project Lab,14,44,37,23,41,19,6,5,3,0,2,0,9,0,"Kumar, Rakesh"
2016,Spring,2016-sp,ECE,453,Wireless Communication Systems,4,7,8,3,7,1,0,4,1,0,0,0,0,0,"Franke, Steven J"
2016,Spring,2016-sp,ECE,454,Antennas,3,9,9,4,4,2,0,1,0,0,0,0,0,0,"Bernhard, Jennifer T"
2016,Spring,2016-sp,ECE,457,Microwave Devices & Circuits,1,7,5,3,3,2,0,1,0,0,1,0,0,0,"Gong, Songbin"
2016,Spring,2016-sp,ECE,473,Fund of Engrg Acoustics,3,5,5,5,7,4,0,4,0,0,0,0,1,0,"Oelze, Michael L"
2016,Spring,2016-sp,ECE,481,Nanotechnology,8,14,0,0,4,0,0,0,0,0,0,0,0,0,"Lyding, Joseph W"
2016,Spring,2016-sp,ECE,483,Analog IC Design,0,17,23,10,9,5,4,0,0,0,0,0,2,0,"Hanumolu, Pavan Kumar"
2016,Spring,2016-sp,ECE,485,MEMS Devices & Systems,4,7,7,7,1,2,0,0,0,0,0,0,0,0,"Liu, Gang L"
2016,Spring,2016-sp,ECE,486,Control Systems,1,22,14,5,13,15,1,4,1,0,0,0,0,0,"Liberzon, Daniel M"
2016,Spring,2016-sp,ECE,490,Introduction to Optimization,6,9,6,5,4,6,0,2,0,0,0,0,0,0,"Baryshnikov, Juliy"
2016,Spring,2016-sp,ECE,498,"Mobile Sensing, Comp, and Appl",2,13,9,9,3,6,0,0,0,0,0,0,0,0,"Roy Choudhury, Romit"
2016,Spring,2016-sp,ECE,515,Control System Theory & Design,2,19,7,6,4,3,0,1,0,0,0,0,1,0,"LaViers Minnick, Amy E"
2016,Spring,2016-sp,ECE,534,Random Processes,4,8,7,5,5,3,0,1,0,0,0,0,0,1,"Veeravalli, Venugopal V"
2016,Spring,2016-sp,ECE,546,Advanced Signal Integrity,5,28,0,0,3,1,0,0,0,0,0,0,0,0,"Schutt-Aine, Jose E"
2016,Spring,2016-sp,ECE,549,Computer Vision,23,49,11,2,3,0,1,2,0,0,0,0,0,1,"Lazebnik, Svetlana"
2016,Spring,2016-sp,ECE,550,Advanced Robotic Planning,5,16,2,2,4,0,0,0,0,0,0,0,0,0,"Hutchinson, Seth A"
2016,Spring,2016-sp,ECON,102,Microeconomic Principles,8,13,4,3,5,2,1,2,1,0,0,0,1,0,"Jogani, Chitra"
2016,Spring,2016-sp,ECON,102,Microeconomic Principles,2,11,8,7,6,3,2,0,0,1,0,0,0,0,"Jogani, Chitra"
2016,Spring,2016-sp,ECON,102,Microeconomic Principles,3,21,5,5,6,0,0,0,0,0,0,0,0,0,"Feld, Brian H"
2016,Spring,2016-sp,ECON,102,Microeconomic Principles,1,16,7,5,5,1,2,3,0,0,0,0,0,0,"Feld, Brian H"
2016,Spring,2016-sp,ECON,102,Microeconomic Principles,3,14,5,2,8,3,2,0,0,0,1,1,1,0,"Corredor Waldro, Adriana"
2016,Spring,2016-sp,ECON,102,Microeconomic Principles,3,16,6,7,5,2,1,0,0,0,0,0,0,0,"Corredor Waldro, Adriana"
2016,Spring,2016-sp,ECON,102,Microeconomic Principles,3,13,4,5,6,3,1,1,0,0,0,0,1,0,"Saenz Munoz, Luis Felipe"
2016,Spring,2016-sp,ECON,102,Microeconomic Principles,2,17,1,6,9,0,2,2,0,0,0,0,0,0,"Saenz Munoz, Luis Felipe"
2016,Spring,2016-sp,ECON,102,Microeconomic Principles,4,20,7,4,5,0,0,0,0,0,0,0,0,0,"Gillis, Monica"
2016,Spring,2016-sp,ECON,102,Microeconomic Principles,3,17,2,6,5,3,1,0,0,1,0,0,1,0,"Gillis, Monica"
2016,Spring,2016-sp,ECON,102,Microeconomic Principles,4,15,6,6,5,0,1,2,0,0,0,0,0,1,"Gillis, Monica"
2016,Spring,2016-sp,ECON,102,Microeconomic Principles,3,21,6,5,3,1,0,0,1,0,0,0,0,0,"Gillis, Monica"
2016,Spring,2016-sp,ECON,102,Microeconomic Principles,3,14,9,4,4,2,2,2,0,0,0,0,0,0,"Ham Gonzalez, Andres"
2016,Spring,2016-sp,ECON,102,Microeconomic Principles,7,19,3,2,3,1,1,3,0,0,1,0,0,0,"Ham Gonzalez, Andres"
2016,Spring,2016-sp,ECON,102,Microeconomic Principles,3,20,6,4,4,2,1,0,0,0,0,0,0,0,"Ham Gonzalez, Andres"
2016,Spring,2016-sp,ECON,102,Microeconomic Principles,0,19,6,6,2,2,4,1,0,0,0,0,0,0,"Grigoryan, Aram"
2016,Spring,2016-sp,ECON,102,Microeconomic Principles,7,15,4,5,5,2,0,1,0,0,0,0,1,0,"Chae, Jiyoung"
2016,Spring,2016-sp,ECON,102,Microeconomic Principles,2,13,9,6,3,2,4,1,0,0,0,0,0,0,"Chae, Jiyoung"
2016,Spring,2016-sp,ECON,102,Microeconomic Principles,3,7,6,5,4,2,2,1,3,2,0,1,1,0,"Cho, Hee Pyung"
2016,Spring,2016-sp,ECON,102,Microeconomic Principles,5,8,3,5,3,5,1,0,2,2,0,0,1,0,"Cho, Hee Pyung"
2016,Spring,2016-sp,ECON,102,Microeconomic Principles,7,7,3,5,4,3,4,3,0,0,0,0,0,0,"Szewerniak, Wojciech W"
2016,Spring,2016-sp,ECON,102,Microeconomic Principles,3,9,6,6,7,2,1,2,1,0,1,0,0,0,"Szewerniak, Wojciech W"
2016,Spring,2016-sp,ECON,102,Microeconomic Principles,7,9,1,3,4,0,3,6,0,2,1,0,1,0,"Szewerniak, Wojciech W"
2016,Spring,2016-sp,ECON,102,Microeconomic Principles,5,8,12,4,4,2,2,0,2,0,0,0,0,0,"Kwak, Eunhye"
2016,Spring,2016-sp,ECON,102,Microeconomic Principles,0,7,2,6,9,5,0,3,1,1,1,0,2,0,"Constantinou, Evangelos"
2016,Spring,2016-sp,ECON,102,Microeconomic Principles,8,1,4,2,11,4,1,4,1,1,0,0,0,0,"Constantinou, Evangelos"
2016,Spring,2016-sp,ECON,102,Microeconomic Principles,4,4,1,8,6,7,2,1,2,1,0,0,1,0,"Farhoodi, Abdollah"
2016,Spring,2016-sp,ECON,102,Microeconomic Principles,3,5,4,4,7,3,5,4,0,1,1,0,0,0,"Farhoodi, Abdollah"
2016,Spring,2016-sp,ECON,102,Microeconomic Principles,4,6,6,4,7,3,4,1,2,0,0,1,0,0,"Kwak, Eunhye"
2016,Spring,2016-sp,ECON,102,Microeconomic Principles,3,3,6,4,1,4,2,4,1,3,0,4,0,3,"Liu, Yingyi"
2016,Spring,2016-sp,ECON,102,Microeconomic Principles,5,9,9,4,5,4,1,3,1,1,0,0,1,0,"Fang, Chiyuan"
2016,Spring,2016-sp,ECON,102,Microeconomic Principles,6,7,8,6,6,2,2,1,0,0,0,1,1,0,"Fang, Chiyuan"
2016,Spring,2016-sp,ECON,102,Microeconomic Principles,0,7,3,7,5,3,2,5,2,2,1,0,1,0,"Liu, Yingyi"
2016,Spring,2016-sp,ECON,103,Macroeconomic Principles,6,3,3,0,6,5,3,2,3,1,1,2,0,0,"Ma, Sen"
2016,Spring,2016-sp,ECON,103,Macroeconomic Principles,8,4,1,1,6,5,3,3,2,0,0,0,1,0,"Ma, Sen"
2016,Spring,2016-sp,ECON,103,Macroeconomic Principles,4,2,2,5,4,4,1,3,2,2,3,0,2,1,"Ma, Sen"
2016,Spring,2016-sp,ECON,103,Macroeconomic Principles,4,6,3,4,3,5,6,3,1,1,0,1,0,0,"Ferraz Musse, Isabel"
2016,Spring,2016-sp,ECON,103,Macroeconomic Principles,4,3,7,7,3,3,2,4,0,1,1,0,0,0,"Ding, Chen"
2016,Spring,2016-sp,ECON,103,Macroeconomic Principles,1,7,4,2,3,5,5,3,2,1,0,1,2,0,"Ding, Chen"
2016,Spring,2016-sp,ECON,103,Macroeconomic Principles,6,6,3,3,4,4,6,2,1,2,1,0,0,0,"Ding, Chen"
2016,Spring,2016-sp,ECON,103,Macroeconomic Principles,4,4,5,5,3,3,1,3,3,0,1,2,3,0,"Ding, Chen"
2016,Spring,2016-sp,ECON,103,Macroeconomic Principles,4,5,4,4,3,3,3,1,3,1,0,1,3,0,"Xu, Jianfeng"
2016,Spring,2016-sp,ECON,103,Macroeconomic Principles,1,5,0,3,7,2,2,4,0,1,0,0,0,0,"Xu, Jianfeng"
2016,Spring,2016-sp,ECON,103,Macroeconomic Principles,4,5,3,3,6,8,3,1,0,1,1,1,0,0,"Xu, Jianfeng"
2016,Spring,2016-sp,ECON,103,Macroeconomic Principles,6,3,5,3,3,3,3,5,3,2,0,0,0,0,"Xu, Jianfeng"
2016,Spring,2016-sp,ECON,103,Macroeconomic Principles,3,4,1,3,2,1,3,3,4,0,2,1,3,0,"Ma, Sen"
2016,Spring,2016-sp,ECON,103,Macroeconomic Principles,6,10,5,4,3,2,1,4,0,0,0,0,1,0,"Ferraz Musse, Isabel"
2016,Spring,2016-sp,ECON,103,Macroeconomic Principles,3,5,1,2,6,4,3,2,4,1,1,0,1,0,"Ferraz Musse, Isabel"
2016,Spring,2016-sp,ECON,103,Macroeconomic Principles,2,4,3,2,4,1,6,5,5,0,1,0,0,0,"Ferraz Musse, Isabel"
2016,Spring,2016-sp,ECON,103,Macroeconomic Principles,5,6,5,2,5,3,3,1,1,3,2,0,0,1,"Zhang, Zheng"
2016,Spring,2016-sp,ECON,103,Macroeconomic Principles,6,5,8,5,5,1,1,3,0,0,2,0,1,0,"Zhang, Zheng"
2016,Spring,2016-sp,ECON,103,Macroeconomic Principles,3,3,6,3,9,1,2,2,0,3,2,0,0,0,"Zhang, Zheng"
2016,Spring,2016-sp,ECON,103,Macroeconomic Principles,2,2,3,6,6,3,2,6,1,0,1,3,0,0,"Zare, Meysam"
2016,Spring,2016-sp,ECON,103,Macroeconomic Principles,4,3,3,1,7,3,3,4,4,0,1,0,2,1,"Zare, Meysam"
2016,Spring,2016-sp,ECON,103,Macroeconomic Principles,2,3,2,4,4,2,4,0,2,4,0,0,4,0,"Zare, Meysam"
2016,Spring,2016-sp,ECON,103,Macroeconomic Principles,2,4,2,3,10,2,0,4,0,0,2,0,1,0,"Sun, Lingling"
2016,Spring,2016-sp,ECON,103,Macroeconomic Principles,2,3,4,3,6,3,3,2,1,2,3,0,1,1,"Sun, Lingling"
2016,Spring,2016-sp,ECON,103,Macroeconomic Principles,1,4,1,2,7,3,6,3,0,1,2,1,2,0,"Sun, Lingling"
2016,Spring,2016-sp,ECON,103,Macroeconomic Principles,1,1,6,5,4,3,6,4,2,2,1,0,0,0,"Sun, Lingling"
2016,Spring,2016-sp,ECON,103,Macroeconomic Principles,4,2,3,4,8,0,2,6,0,1,1,0,1,0,"Olivares Gonzal, Mauricio"
2016,Spring,2016-sp,ECON,103,Macroeconomic Principles,2,0,3,5,6,6,6,2,2,1,0,0,1,0,"Olivares Gonzal, Mauricio"
2016,Spring,2016-sp,ECON,103,Macroeconomic Principles,4,5,5,1,5,2,3,5,2,1,2,0,0,0,"Yang, Bei"
2016,Spring,2016-sp,ECON,103,Macroeconomic Principles,2,5,1,0,4,5,0,2,4,3,2,0,2,0,"Schneider, Rodrigo A"
2016,Spring,2016-sp,ECON,202,Economic Statistics I,0,6,4,5,6,2,3,4,1,2,0,0,2,0,"Hwang, In Do"
2016,Spring,2016-sp,ECON,202,Economic Statistics I,0,4,7,3,2,7,4,2,1,3,0,0,1,0,"Hwang, In Do"
2016,Spring,2016-sp,ECON,202,Economic Statistics I,0,2,0,5,6,3,6,2,0,2,3,2,2,0,"Hwang, In Do"
2016,Spring,2016-sp,ECON,202,Economic Statistics I,1,3,3,2,2,0,5,6,3,0,0,0,2,0,"Anderson, Patrese N"
2016,Spring,2016-sp,ECON,202,Economic Statistics I,1,3,4,2,3,4,3,5,0,1,2,0,2,0,"Anderson, Patrese N"
2016,Spring,2016-sp,ECON,202,Economic Statistics I,0,2,2,5,9,3,2,3,0,2,0,0,1,0,"Fernandez Guerr, Sofia"
2016,Spring,2016-sp,ECON,202,Economic Statistics I,0,2,3,2,13,2,2,2,1,1,1,1,1,0,"Lee, Jae-Myun"
2016,Spring,2016-sp,ECON,202,Economic Statistics I,2,7,4,6,4,1,3,5,0,0,2,0,0,0,"Lee, Jae-Myun"
2016,Spring,2016-sp,ECON,202,Economic Statistics I,0,9,4,5,5,3,4,2,0,0,1,0,1,0,"Kim, Kwanghyun"
2016,Spring,2016-sp,ECON,202,Economic Statistics I,1,3,1,2,0,5,2,1,0,3,0,1,3,0,"Kim, Kwanghyun"
2016,Spring,2016-sp,ECON,203,Economic Statistics II,4,0,1,1,4,2,0,5,1,0,0,3,0,0,"Henao Arbelaez, Camila"
2016,Spring,2016-sp,ECON,203,Economic Statistics II,4,5,3,3,4,6,6,5,2,3,1,5,0,0,"Henao Arbelaez, Camila"
2016,Spring,2016-sp,ECON,203,Economic Statistics II,4,3,2,2,3,3,3,9,0,1,3,3,0,1,"Stevens, Alexander N"
2016,Spring,2016-sp,ECON,203,Economic Statistics II,0,5,2,3,5,1,6,6,1,2,2,6,0,0,"Stevens, Alexander N"
2016,Spring,2016-sp,ECON,203,Economic Statistics II,2,5,9,5,9,7,2,5,2,1,1,1,0,0,"Stevens, Alexander N"
2016,Spring,2016-sp,ECON,203,Economic Statistics II,2,3,1,3,9,10,0,5,3,2,0,5,0,2,"Munoz Morales, Juan S"
2016,Spring,2016-sp,ECON,203,Economic Statistics II,1,4,2,5,3,0,3,2,0,4,0,3,0,1,"Munoz Morales, Juan S"
2016,Spring,2016-sp,ECON,203,Economic Statistics II,3,3,5,4,2,3,2,5,2,2,2,4,0,1,"Munoz Morales, Juan S"
2016,Spring,2016-sp,ECON,203,Economic Statistics II,6,2,5,1,5,4,3,6,3,1,0,2,0,1,"Kelly, James C"
2016,Spring,2016-sp,ECON,203,Economic Statistics II,8,5,4,2,6,3,3,6,3,5,1,4,0,0,"Bottan, Nicolas L"
2016,Spring,2016-sp,ECON,203,Economic Statistics II,6,5,6,7,6,8,0,5,2,2,0,5,0,1,"Bottan, Nicolas L"
2016,Spring,2016-sp,ECON,203,Economic Statistics II,3,4,9,9,4,5,4,1,6,0,2,0,0,1,"Bottan, Nicolas L"
2016,Spring,2016-sp,ECON,203,Economic Statistics II,12,10,5,6,3,2,0,3,3,0,0,2,0,1,"Arga, Desak Nyoman Fi"
2016,Spring,2016-sp,ECON,203,Economic Statistics II,4,6,9,6,7,3,3,6,2,0,0,0,0,1,"Arga, Desak Nyoman Fi"
2016,Spring,2016-sp,ECON,203,Economic Statistics II,14,4,9,3,3,4,4,2,1,1,0,2,0,3,"Arga, Desak Nyoman Fi"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,2,4,3,4,1,2,4,2,3,1,1,0,2,0,"Sadayuki, Taisuke"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,4,4,3,1,2,4,2,1,2,2,0,0,1,0,"Sadayuki, Taisuke"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,1,3,1,0,1,4,2,1,3,0,3,4,3,1,"Sadayuki, Taisuke"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,1,4,4,1,3,4,1,1,2,0,3,1,4,0,"Sadayuki, Taisuke"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,1,1,2,4,3,6,1,1,1,2,0,1,1,1,"Set, Eric B"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,2,1,4,2,3,1,1,5,1,2,1,0,3,0,"Set, Eric B"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,4,3,1,3,5,2,1,2,0,3,2,2,0,0,"Set, Eric B"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,3,3,5,1,0,3,4,1,0,1,0,0,1,0,"Shakiba, Mehdi"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,1,5,5,5,4,4,1,2,2,0,0,0,3,1,"Shakiba, Mehdi"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,3,3,5,3,3,2,2,1,4,0,0,2,3,0,"Shakiba, Mehdi"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,3,2,5,3,3,5,1,1,0,1,1,2,2,0,"Shakiba, Mehdi"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,3,5,5,2,5,2,2,0,0,2,1,2,0,0,"Xu, Hui"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,3,5,3,3,2,0,2,2,0,2,1,1,0,1,"Xu, Hui"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,9,8,2,4,4,0,1,1,1,0,0,0,0,0,"Jachetta, Christine B"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,12,11,2,1,3,0,1,0,0,0,0,0,0,0,"Jachetta, Christine B"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,13,11,4,1,0,1,0,0,0,0,0,0,0,0,"Jachetta, Christine B"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,4,13,2,2,5,0,2,1,0,0,1,0,0,0,"Jachetta, Christine B"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,12,9,3,2,0,1,1,1,0,1,0,0,0,0,"Amini Behbahani, Amirhoss"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,9,11,2,4,2,1,0,0,1,0,0,0,0,0,"Amini Behbahani, Amirhoss"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,10,9,2,2,2,1,2,0,0,0,0,0,1,0,"Amini Behbahani, Amirhoss"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,7,12,1,4,3,0,1,0,0,0,0,0,0,1,"Amini Behbahani, Amirhoss"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,2,19,3,2,1,0,1,1,1,0,0,0,0,0,"Sahajdack, Thomas C"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,11,6,2,3,2,4,0,0,0,0,0,0,0,0,"Sahajdack, Thomas C"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,3,13,2,4,6,1,0,0,0,0,0,0,0,0,"Sahajdack, Thomas C"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,6,3,2,4,0,3,1,0,0,2,1,0,4,0,"Zuo, Bing"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,3,4,3,7,5,3,0,2,0,0,0,1,1,0,"Zuo, Bing"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,3,3,3,3,3,2,1,7,1,0,0,0,0,0,"Zuo, Bing"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,7,4,5,1,2,3,1,0,4,2,1,0,0,0,"Wu, Yue"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,6,8,4,0,3,0,3,1,0,1,0,0,1,0,"Wu, Yue"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,1,6,3,1,3,2,3,1,2,2,0,1,3,0,"Khazra, Nazanin"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,4,5,2,1,1,1,3,3,1,0,0,0,2,0,"Khazra, Nazanin"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,7,5,2,1,4,0,2,2,1,0,0,0,3,0,"Khazra, Nazanin"
2016,Spring,2016-sp,ECON,302,Inter Microeconomic Theory,4,3,2,1,4,1,1,4,0,2,0,0,0,0,"Khazra, Nazanin"
2016,Spring,2016-sp,ECON,303,Inter Macroeconomic Theory,5,9,8,5,3,9,6,4,8,2,1,0,2,0,"Arvin-Rad, Hassan"
2016,Spring,2016-sp,ECON,303,Inter Macroeconomic Theory,2,4,7,4,8,5,5,7,4,3,3,0,1,0,"Arvin-Rad, Hassan"
2016,Spring,2016-sp,ECON,303,Inter Macroeconomic Theory,0,7,4,6,5,4,1,0,0,0,0,0,1,0,"Khan, Asad R"
2016,Spring,2016-sp,ECON,303,Inter Macroeconomic Theory,1,7,3,6,6,3,3,2,1,0,0,1,0,0,"Khan, Asad R"
2016,Spring,2016-sp,ECON,303,Inter Macroeconomic Theory,2,2,1,5,7,4,3,1,3,1,1,0,0,0,"Khan, Asad R"
2016,Spring,2016-sp,ECON,303,Inter Macroeconomic Theory,1,1,3,5,7,5,2,2,0,2,0,2,0,0,"Da Silva Cortes, Gustavo"
2016,Spring,2016-sp,ECON,303,Inter Macroeconomic Theory,5,1,4,4,2,4,8,2,0,1,1,0,0,0,"Da Silva Cortes, Gustavo"
2016,Spring,2016-sp,ECON,303,Inter Macroeconomic Theory,0,1,5,7,4,6,3,2,0,0,2,1,1,0,"Da Silva Cortes, Gustavo"
2016,Spring,2016-sp,ECON,303,Inter Macroeconomic Theory,1,7,5,9,2,4,1,1,1,0,0,1,0,0,"Khan, Asad R"
2016,Spring,2016-sp,ECON,411,Public Sector Economics,3,4,0,4,6,4,2,5,4,1,2,0,2,0,"Arvin-Rad, Hassan"
2016,Spring,2016-sp,ECON,420,International Economics,32,63,62,37,17,8,6,1,1,0,0,0,0,0,"Aurelio Duarte, Joao Bern"
2016,Spring,2016-sp,ECON,440,Economics of Labor Markets,2,4,6,6,2,2,1,0,0,0,0,0,1,0,"Borgschulte, Mark J"
2016,Spring,2016-sp,ECON,450,Development Economics,1,5,4,5,4,4,2,2,0,1,1,1,0,0,"Veras De Paiva, Henrique"
2016,Spring,2016-sp,ECON,452,The Latin American Economies,7,37,36,53,63,26,15,23,1,4,0,0,0,2,"Baer, Werner"
2016,Spring,2016-sp,ECON,462,Macroeconomic Policy,2,4,5,4,4,6,2,1,0,0,2,0,1,0,"Zhao, Rui"
2016,Spring,2016-sp,ECON,469,Economics of Risk,6,4,12,5,2,0,0,0,1,0,0,2,0,0,"Sahakyan, Zaruhi M"
2016,Spring,2016-sp,ECON,471,Intro to Applied Econometrics,0,6,9,7,6,6,3,2,0,0,0,0,0,0,"Yang, Lanwei J"
2016,Spring,2016-sp,ECON,480,Industrial Comp and Monopoly,1,7,11,2,6,2,2,1,2,1,0,0,0,0,"Toossi, Ali"
2016,Spring,2016-sp,ECON,480,Industrial Comp and Monopoly,10,9,4,4,0,3,0,0,2,0,1,0,3,0,"Marshall, Guillermo"
2016,Spring,2016-sp,ECON,483,Econ of Innovation and Tech,8,3,8,6,2,4,2,3,0,0,0,0,1,0,"Lemus Encalada, Jorge A"
2016,Spring,2016-sp,ECON,484,Law and Economics,2,5,0,2,7,2,0,2,3,0,2,0,4,1,"Carlson, Jeffrey L"
2016,Spring,2016-sp,ECON,490,Financial Econometrics,4,9,4,7,4,0,0,0,0,0,0,0,0,1,"Lee, JiHyung"
2016,Spring,2016-sp,ECON,490,International Finance,3,8,7,6,6,3,0,0,0,0,0,0,0,0,"Bebczuk, Ricardo N"
2016,Spring,2016-sp,ECON,490,Economics of War & Terrorism,0,8,4,10,4,1,0,0,0,0,0,0,0,1,"Das, Satya P"
2016,Spring,2016-sp,ECON,490,International Trade,2,2,7,4,10,3,1,1,0,0,0,0,0,1,"Vardanyan, Ani"
2016,Spring,2016-sp,ECON,490,Political Economy,0,1,1,4,3,1,4,3,0,0,2,0,2,0,"Quigley, David"
2016,Spring,2016-sp,ECON,490,Financial Economics,0,7,4,12,6,1,1,0,0,0,0,0,0,0,"Das, Satya P"
2016,Spring,2016-sp,ECON,490,Auctions,0,16,6,1,4,0,1,1,0,0,0,0,0,0,"Shafer, Rachel C"
2016,Spring,2016-sp,ECON,490,Game Theory,3,1,3,1,2,2,2,1,1,0,4,4,0,2,"Fung, Juan F"
2016,Spring,2016-sp,ECON,490,Economic Forecasting,7,6,3,2,2,2,0,1,0,0,0,0,0,0,"Shin, Min Chul"
2016,Spring,2016-sp,ECON,490,Migration & Econ Development,3,3,6,5,2,1,0,0,2,0,1,0,0,0,"Kleemans, Maria"
2016,Spring,2016-sp,ECON,490,Financial Economics,13,4,4,3,3,3,2,0,2,0,0,0,0,0,"Wang, Xin"
2016,Spring,2016-sp,ECON,490,Monetary Economics,1,6,8,2,2,9,2,2,1,0,1,0,0,0,"Zhao, Rui"
2016,Spring,2016-sp,ECON,490,American Economic History,9,9,2,10,5,3,2,0,0,1,0,0,0,0,"DiIanni, Isaac"
2016,Spring,2016-sp,ECON,490,Econ of Poverty Alleviation,2,7,7,1,7,2,5,3,1,0,0,0,0,0,"Osman, Adam M"
2016,Spring,2016-sp,ECON,490,Game Theory,3,6,0,2,5,3,2,1,4,0,1,0,0,0,"Li, Zening"
2016,Spring,2016-sp,ECON,503,Econometrics,3,5,4,4,6,4,3,0,0,0,0,0,0,0,"Agiakloglou, Christos"
2016,Spring,2016-sp,ECON,503,Econometrics,5,8,2,6,5,3,0,0,0,0,0,0,0,0,"Agiakloglou, Christos"
2016,Spring,2016-sp,ECON,514,International Financial,7,13,8,2,4,0,0,0,0,0,0,0,0,0,"Bebczuk, Ricardo N"
2016,Spring,2016-sp,ECON,516,Monetary Theory,7,8,6,6,6,0,0,0,0,0,0,0,0,0,"Bebczuk, Ricardo N"
2016,Spring,2016-sp,ECON,528,Microeconomics for Business,1,43,24,13,6,1,2,1,1,0,0,0,0,0,"DeBrock, Lawrence M"
2016,Spring,2016-sp,ECON,528,Microeconomics for Business,0,14,6,0,1,1,2,0,0,0,0,0,0,0,"DeBrock, Lawrence M"
2016,Spring,2016-sp,ECON,533,Microeconomic Theory II,0,13,4,5,6,2,0,0,0,0,0,0,0,0,"Riley, Blake"
2016,Spring,2016-sp,ECON,534,Macroeconomic Theory II,3,10,4,9,0,2,0,0,0,0,0,0,0,0,"Feng, Zhigang"
2016,Spring,2016-sp,EDUC,202,Social Justice Sch & Society,40,53,5,3,0,0,1,2,0,0,0,0,0,0,"Gutierrez, Rochelle"
2016,Spring,2016-sp,EIL,422,Engl Grammar for ESL Teachers,2,17,4,2,1,0,0,0,0,0,1,0,0,0,"Franks, Suzanne C"
2016,Spring,2016-sp,EIL,460,Principles of Language Testing,0,26,0,0,0,1,0,0,0,0,0,0,0,0,"Yan, Xun"
2016,Spring,2016-sp,ENG,198,Technical Communication,0,28,0,0,1,0,0,0,0,0,0,0,0,0,"Brunet, Marie-Christine"
2016,Spring,2016-sp,ENG,333,"Creativity, Innovation, Vision",1,14,5,2,1,0,0,0,0,0,0,0,0,0,"Litchfield, J B"
2016,Spring,2016-sp,ENG,333,"Creativity, Innovation, Vision",7,10,1,1,0,1,1,0,0,0,0,0,0,0,"Litchfield, J B"
2016,Spring,2016-sp,ENG,360,Lect in Engrg Entrepreneurship,75,18,10,2,0,0,4,0,0,0,0,0,0,0,"Taylor, Jed L"
2016,Spring,2016-sp,ENG,460,Entrepreneurship for Engineers,39,1,2,1,1,0,0,0,0,0,0,0,0,0,"Taylor, Jed L"
2016,Spring,2016-sp,ENG,466,High-Tech Venture Marketing,0,29,6,3,0,0,1,0,0,0,0,0,1,0,"Shabbir, Muhammad S"
2016,Spring,2016-sp,ENG,471,Seminar Energy & Sustain Engrg,7,6,10,7,4,7,1,0,1,0,0,1,0,0,"Abelson, John R"
