Fall,Term Code,College,Department,Degree,Major Code,Major Name,Concentration Code,Concentration Name,Total,Male,Female,Unknown,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,Unknown,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian,Illinois,Non-Illinois,Academic Program Code
2017,120178,KV ,655,BSLAS ,336,Geology ,3879,Teaching of Earth Science ,5,3,2,0,2,0,0,2,0,0,1,0,0,0,0,0,1,5,0,10KV3879BSLA
2017,120178,KV ,655,BSLAS ,336,Geology ,3882,Earth & Environmental Sciences ,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10KV3882BSLA
2017,120178,KV ,655,BSLAS ,336,Geology ,3882,Earth & Environmental Sciences ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10KV8037BSLA
2017,120178,KV ,655,MS ,336,Geology ,  ,  ,4,2,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,2,10KS0336MS
2017,120178,KV ,655,PHD ,336,Geology ,  ,  ,35,22,13,0,11,2,0,3,0,0,2,17,0,0,0,1,4,6,29,10KS0336PHD
2017,120178,KV ,670,MA ,5203,European Union Studies ,  ,  ,10,5,5,0,6,0,0,2,0,0,0,2,0,0,0,0,0,6,4,10KS5203MA
2017,120178,KY ,679,AUD ,1053,Audiology ,  ,  ,26,4,22,0,19,5,0,2,0,0,0,0,0,0,0,0,5,14,12,10KS1053AUD
2017,120178,KY ,679,BS ,354,Speech & Hearing Science ,  ,  ,68,4,64,0,50,5,1,10,0,0,1,1,0,1,0,0,7,65,3,10KY0354BS
2017,120178,KY ,679,BS ,354,Speech & Hearing Science ,1494,Neuroscience ,15,1,14,0,12,3,0,0,0,0,0,0,0,0,0,0,3,14,1,10KY1494BS
2017,120178,KY ,679,BS ,354,Speech & Hearing Science ,4067,Audiology ,9,3,6,0,8,0,0,0,0,0,1,0,0,0,0,1,1,9,0,10KY4067BS
2017,120178,KY ,679,BS ,354,Speech & Hearing Science ,4068,Speech-Language Pathology ,152,4,148,0,107,13,4,22,0,0,2,3,1,6,0,2,17,146,6,10KY4068BS
2017,120178,KY ,679,BS ,354,Speech & Hearing Science ,5465,Cultural-Linguistic Diversity ,11,3,8,0,8,0,0,1,0,0,2,0,0,1,0,0,1,11,0,10KY5465BS
2017,120178,KY ,679,MA ,354,Speech & Hearing Science ,  ,  ,47,1,46,0,38,2,1,2,1,0,0,2,1,1,1,0,2,40,7,10KS0354MA
2017,120178,KY ,679,PHD ,354,Speech & Hearing Science ,  ,  ,10,1,9,0,5,0,0,0,0,0,0,5,0,0,0,0,0,3,7,10KS0354PHD
2017,120178,KV ,680,BALAS ,1279,Gender and Women's Studies ,  ,  ,13,2,11,0,6,1,0,3,0,0,1,2,0,1,0,0,1,10,3,10KV1279BALA
2017,120178,KY ,682,NDEG ,67,Nondegree ,  ,  ,30,18,12,0,18,3,0,5,0,1,0,3,0,0,0,2,3,27,3,10KY0067NDEG
2017,120178,KV ,687,BS ,300,Chemical Engineering ,  ,  ,675,457,218,0,270,172,22,57,0,0,20,129,5,25,2,3,193,443,232,10KV0300BS
2017,120178,KV ,687,BS ,300,Chemical Engineering ,5029,Biomolecular Engineering ,13,10,3,0,6,5,0,1,0,0,1,0,0,0,0,0,6,12,1,10KV5029BS
2017,120178,KV ,687,MS ,300,Chemical Engineering ,  ,  ,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,10KS0300MS
2017,120178,KV ,687,PHD ,300,Chemical Engineering ,  ,  ,92,58,34,0,23,10,3,6,0,0,1,48,1,4,1,0,11,5,87,10KS0300PHD
2017,120178,KV ,687,PHD ,300,Chemical Engineering ,5511,Computational Sci & Engr ,3,1,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,10KS0300PHD
2017,120178,KL ,698,BS ,37,Food Science & Human Nutrition ,38,Food Science ,164,43,121,0,74,25,12,12,0,0,0,41,0,12,0,0,25,110,54,10KL0038BS
2017,120178,KL ,698,BS ,37,Food Science & Human Nutrition ,40,Human Nutrition ,92,15,77,0,39,22,6,10,0,0,7,8,0,7,1,1,30,74,18,10KL0040BS
2017,120178,KL ,698,BS ,37,Food Science & Human Nutrition ,41,Dietetics ,81,5,76,0,48,7,2,9,0,0,0,15,0,3,1,0,7,60,21,10KL0041BS
2017,120178,KL ,698,BS ,37,Food Science & Human Nutrition ,42,Hospitality Management ,46,22,24,0,17,6,5,10,0,0,1,7,0,7,0,0,6,36,10,10KL0042BS
2017,120178,KL ,698,MS ,37,Food Science & Human Nutrition ,  ,  ,57,21,36,0,40,4,1,9,0,0,2,0,1,2,0,0,6,26,31,10KS0037MSU
2017,120178,KL ,698,MS ,37,Food Science & Human Nutrition ,38,Food Science ,25,9,16,0,4,1,1,1,0,0,0,18,0,1,0,0,1,4,21,10KS0037MS
2017,120178,KL ,698,MS ,37,Food Science & Human Nutrition ,40,Human Nutrition ,12,2,10,0,5,0,0,0,0,0,0,7,0,0,0,0,0,3,9,10KS0037MS
2017,120178,KL ,698,MS ,37,Food Science & Human Nutrition ,5166,Professional Science Masters ,18,4,14,0,6,1,0,2,0,0,0,9,0,0,0,0,1,5,13,1PKS0037MS
2017,120178,KL ,698,PHD ,37,Food Science & Human Nutrition ,38,Food Science ,28,12,16,0,7,1,0,0,0,0,0,20,0,0,0,0,1,2,26,10KS0037PHD
2017,120178,KL ,698,PHD ,37,Food Science & Human Nutrition ,40,Human Nutrition ,13,2,11,0,6,0,1,0,0,0,0,5,1,1,0,0,0,2,11,10KS0037PHD
2017,120178,KV ,710,BALAS ,343,Political Science ,  ,  ,568,334,234,0,323,58,42,97,0,1,28,18,1,58,3,8,80,523,45,10KV0343BALA
2017,120178,KV ,710,BALAS ,343,Political Science ,  ,  ,80,38,42,0,48,10,6,13,0,0,3,0,0,7,2,1,11,75,5,10KV8037BALA
2017,120178,KV ,710,PHD ,343,Political Science ,  ,  ,48,26,22,0,26,2,0,3,0,0,1,15,1,0,1,1,2,6,42,10KS0343PHD
2017,120178,KY ,714,BS ,4043,"Recreation, Sport, and Tourism ",  ,  ,17,11,6,0,11,1,1,3,0,0,0,1,0,2,0,0,1,12,5,10KY4043BS
2017,120178,KY ,714,BS ,4043,"Recreation, Sport, and Tourism ",4044,Recreation Management ,27,11,16,0,14,0,9,4,0,0,0,0,0,10,0,0,0,26,1,10KY4044BS
2017,120178,KY ,714,BS ,4043,"Recreation, Sport, and Tourism ",4045,Tourism Management ,29,12,17,0,20,0,1,5,0,0,1,2,0,1,2,0,0,27,2,10KY4045BS
2017,120178,KY ,714,BS ,4043,"Recreation, Sport, and Tourism ",4046,Sports Management ,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,10KY4046BS
2017,120178,KY ,714,BS ,4043,"Recreation, Sport, and Tourism ",5266,Sport Management ,199,152,47,0,117,11,39,17,0,0,5,10,0,44,1,0,12,164,35,10KY5266BS
2017,120178,KY ,714,MS ,4043,"Recreation, Sport, and Tourism ",  ,  ,28,17,11,0,25,0,1,1,0,0,0,1,0,1,0,0,0,15,13,10KS4043MS
2017,120178,KY ,714,MS ,4043,"Recreation, Sport, and Tourism ",  ,  ,35,15,20,0,28,0,3,3,0,0,1,0,0,4,0,0,0,22,13,10KS4043MSU
2017,120178,KY ,714,PHD ,4043,"Recreation, Sport, and Tourism ",  ,  ,27,11,16,0,9,1,0,1,0,0,0,16,0,0,0,0,1,4,23,10KS4043PHD
2017,120178,KV ,715,BALAS ,332,Philosophy ,  ,  ,60,43,17,0,22,5,5,11,0,0,4,11,2,7,3,0,7,44,16,10KV0332BALA
2017,120178,KV ,715,BALAS ,332,Philosophy ,  ,  ,8,4,4,0,1,1,2,2,0,0,1,1,0,2,0,0,2,7,1,10KV8037BALA
2017,120178,KV ,715,PHD ,332,Philosophy ,  ,  ,22,16,6,0,14,0,0,2,0,0,1,4,1,0,1,0,0,2,20,10KS0332PHD
2017,120178,KV ,729,BALAS ,286,Latin American Studies ,  ,  ,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,10KV0286BALA
2017,120178,KV ,729,MA ,286,Latin American Studies ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KS0286MA
2017,120178,KR ,733,BA ,155,Urban Planning ,  ,  ,7,4,3,0,3,0,0,0,0,0,0,3,1,0,0,0,0,2,5,10KR0155BA
2017,120178,KR ,733,BA ,5504,Urban Studies & Planning ,  ,  ,20,11,9,0,9,3,1,2,0,0,1,4,0,1,0,0,4,12,8,10KR5504BA
2017,120178,KR ,733,BA ,5504,Urban Studies & Planning ,5564,Sustainability ,14,3,11,0,5,0,1,3,0,0,1,4,0,1,0,1,1,8,6,10KR5504BA
2017,120178,KR ,733,BA ,5504,Urban Studies & Planning ,5565,Policy and Planning ,31,26,5,0,15,1,0,7,0,0,0,8,0,1,0,0,1,19,12,10KR5504BA
2017,120178,KR ,733,BA ,5504,Urban Studies & Planning ,5566,Global Cities ,8,4,4,0,2,1,0,3,0,0,0,2,0,0,0,0,1,6,2,10KR5504BA
2017,120178,KR ,733,BA ,5504,Urban Studies & Planning ,5567,Social Justice ,2,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,10KR5504BA
2017,120178,KR ,733,MUP ,155,Urban Planning ,  ,  ,61,29,32,0,19,2,2,3,0,0,3,32,0,4,0,1,4,16,45,10KS0155MUP
2017,120178,KR ,733,PHD ,274,Regional Planning ,  ,  ,15,10,5,0,4,1,0,2,0,0,0,8,0,1,1,0,1,5,10,10KS0274PHD
2017,120178,KL ,741,BS ,25,Technical Systems Management ,  ,  ,180,164,16,0,109,15,22,27,0,0,1,5,1,25,1,1,17,163,17,10KL0025BS
2017,120178,KL ,741,BS ,25,Technical Systems Management ,  ,  ,2,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,10KL8037BS
2017,120178,KL ,741,BSAG ,5163,Agricultural & Biological Engr ,  ,  ,77,51,26,0,45,9,2,3,0,0,5,13,0,3,0,0,14,54,23,10KL5163BSAG
2017,120178,KL ,741,MS ,25,Technical Systems Management ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KS0025MS
2017,120178,KL ,741,MS ,25,Technical Systems Management ,5166,Professional Science Masters ,3,1,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1PKS0025MS
2017,120178,KY ,754,NDEG ,67,Nondegree ,5464,Info Accessibility Dsgn&Policy ,16,6,10,0,12,1,0,0,0,0,0,0,3,0,0,0,2,3,13,1PKS5464NDEU
2017,120178,KN ,760,CAS ,5399,"Educ Policy, Orgzn & Leadrshp ",5097,Educational Admin & Leadership ,5,2,3,0,4,0,0,1,0,0,0,0,0,0,0,0,0,5,0,10KS5399CAS
2017,120178,KN ,760,CAS ,5399,"Educ Policy, Orgzn & Leadrshp ",5097,Educational Admin & Leadership ,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10KS5399CASX
2017,120178,KN ,760,CAS ,5399,"Educ Policy, Orgzn & Leadrshp ",5097,Educational Admin & Leadership ,3,1,2,0,2,0,0,0,1,0,0,0,0,0,1,0,0,3,0,1EKS5399CASX
2017,120178,KN ,760,EDD ,209,Ed Organization and Leadership ,  ,  ,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10KS0209EDD
2017,120178,KN ,760,EDD ,209,Ed Organization and Leadership ,  ,  ,15,9,6,0,13,0,1,0,0,0,0,0,1,1,0,0,0,14,1,10KS0209EDDX
2017,120178,KN ,760,EDD ,209,Ed Organization and Leadership ,5097,Educational Admin & Leadership ,4,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10KS0209EDD
2017,120178,KN ,760,EDD ,5399,"Educ Policy, Orgzn & Leadrshp ",  ,  ,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,10KS5399EDD
2017,120178,KN ,760,EDD ,5399,"Educ Policy, Orgzn & Leadrshp ",  ,  ,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,10KS5399EDDU
2017,120178,KN ,760,EDD ,5399,"Educ Policy, Orgzn & Leadrshp ",5096,Higher Education ,9,5,4,0,6,0,2,0,0,0,1,0,0,2,1,0,0,9,0,10KS5399EDD
2017,120178,KN ,760,EDD ,5399,"Educ Policy, Orgzn & Leadrshp ",5097,Educational Admin & Leadership ,18,8,10,0,13,1,4,0,0,0,0,0,0,4,0,0,1,18,0,10KS5399EDD
2017,120178,KN ,760,EDD ,5399,"Educ Policy, Orgzn & Leadrshp ",5097,Educational Admin & Leadership ,8,2,6,0,5,0,1,2,0,0,0,0,0,1,0,0,1,8,0,10KS5399EDDX
2017,120178,KN ,760,EDD ,5399,"Educ Policy, Orgzn & Leadrshp ",5137,Human Resource Development ,3,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,10KS5399EDD
2017,120178,KN ,760,EDD ,5399,"Educ Policy, Orgzn & Leadrshp ",5137,Human Resource Development ,4,1,3,0,2,0,1,0,0,0,0,0,1,1,0,0,0,2,2,10KS5399EDDU
2017,120178,KN ,760,EDD ,5399,"Educ Policy, Orgzn & Leadrshp ",5407,Learning Design and Leadership ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KS5399EDD
2017,120178,KN ,760,EDD ,5399,"Educ Policy, Orgzn & Leadrshp ",5407,Learning Design and Leadership ,28,11,17,0,17,2,4,3,0,0,1,0,1,4,1,0,4,12,16,10KS5399EDDU
2017,120178,KN ,760,EDD ,5399,"Educ Policy, Orgzn & Leadrshp ",5471,Global Studies in Education ,13,6,7,0,8,1,1,2,0,0,0,1,0,2,0,0,1,3,10,10KS5399EDDU
2017,120178,KN ,760,EDD ,5399,"Educ Policy, Orgzn & Leadrshp ",5508,Diversity & Equity in Educ ,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,10KS5399EDD
2017,120178,KN ,760,EDD ,5399,"Educ Policy, Orgzn & Leadrshp ",5508,Diversity & Equity in Educ ,18,7,11,0,8,1,7,1,0,0,0,0,1,7,0,0,1,7,11,10KS5399EDDU
2017,120178,KN ,760,EDM ,209,Ed Organization and Leadership ,5096,Higher Education ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KS0209EDM
2017,120178,KN ,760,EDM ,220,Educational Policy Studies ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1EKS0220EDMU
2017,120178,KN ,760,EDM ,4096,Human Resource Education ,5137,Human Resource Development ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KS4096EDM
2017,120178,KN ,760,EDM ,4096,Human Resource Education ,5137,Human Resource Development ,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,10KS4096EDMU
2017,120178,KN ,760,EDM ,5399,"Educ Policy, Orgzn & Leadrshp ",  ,  ,6,4,2,0,2,1,3,0,0,0,0,0,0,3,0,0,1,6,0,10KS5399EDM
2017,120178,KN ,760,EDM ,5399,"Educ Policy, Orgzn & Leadrshp ",5096,Higher Education ,17,5,12,0,9,0,3,3,0,0,2,0,0,5,0,0,0,16,1,10KS5399EDM
2017,120178,KN ,760,EDM ,5399,"Educ Policy, Orgzn & Leadrshp ",5097,Educational Admin & Leadership ,43,11,32,0,36,0,5,1,0,0,1,0,0,6,0,0,0,42,1,10KS5399EDM
2017,120178,KN ,760,EDM ,5399,"Educ Policy, Orgzn & Leadrshp ",5097,Educational Admin & Leadership ,30,9,21,0,20,0,5,3,0,0,1,0,1,6,1,0,0,30,0,10KS5399EDMX
2017,120178,KN ,760,EDM ,5399,"Educ Policy, Orgzn & Leadrshp ",5097,Educational Admin & Leadership ,12,3,9,0,7,3,2,0,0,0,0,0,0,2,0,0,3,8,4,1EKS5399EDMU
2017,120178,KN ,760,EDM ,5399,"Educ Policy, Orgzn & Leadrshp ",5137,Human Resource Development ,23,3,20,0,7,2,5,4,0,0,0,5,0,6,0,0,2,17,6,10KS5399EDM
2017,120178,KN ,760,EDM ,5399,"Educ Policy, Orgzn & Leadrshp ",5137,Human Resource Development ,24,7,17,0,11,3,7,3,0,0,0,0,0,7,0,0,3,12,12,10KS5399EDMU
2017,120178,KN ,760,EDM ,5399,"Educ Policy, Orgzn & Leadrshp ",5407,Learning Design and Leadership ,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10KS5399EDM
2017,120178,KN ,760,EDM ,5399,"Educ Policy, Orgzn & Leadrshp ",5407,Learning Design and Leadership ,56,20,36,0,44,5,4,2,0,0,1,0,0,5,1,0,6,42,14,1EKS5399EDMU
2017,120178,KN ,760,EDM ,5399,"Educ Policy, Orgzn & Leadrshp ",5471,Global Studies in Education ,51,6,45,0,34,5,6,4,0,0,1,0,1,7,0,0,5,12,39,1EKS5399EDMU
2017,120178,KN ,760,EDM ,5399,"Educ Policy, Orgzn & Leadrshp ",5505,Social Sciences & Ed Policy ,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10KS5399EDM
2017,120178,KN ,760,EDM ,5399,"Educ Policy, Orgzn & Leadrshp ",5508,Diversity & Equity in Educ ,9,3,6,0,4,0,4,1,0,0,0,0,0,5,0,0,0,7,2,10KS5399EDM
2017,120178,KN ,760,EDM ,5399,"Educ Policy, Orgzn & Leadrshp ",5508,Diversity & Equity in Educ ,47,11,36,0,22,0,10,11,0,1,2,0,1,12,4,1,0,11,36,10KS5399EDMU
2017,120178,KN ,760,MA ,5399,"Educ Policy, Orgzn & Leadrshp ",5096,Higher Education ,2,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,10KS5399MA
2017,120178,KN ,760,MA ,5399,"Educ Policy, Orgzn & Leadrshp ",5471,Global Studies in Education ,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10KS5399MA
2017,120178,KN ,760,MA ,5399,"Educ Policy, Orgzn & Leadrshp ",5505,Social Sciences & Ed Policy ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KS5399MA
2017,120178,KN ,760,NDEG ,5399,"Educ Policy, Orgzn & Leadrshp ",  ,  ,3,1,2,0,0,0,2,1,0,0,0,0,0,3,0,0,0,2,1,10KS5399NDEG
2017,120178,KN ,760,NDEG ,5399,"Educ Policy, Orgzn & Leadrshp ",5096,Higher Education ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KS5399NDEG
2017,120178,KN ,760,NDEG ,5399,"Educ Policy, Orgzn & Leadrshp ",5137,Human Resource Development ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KS5399NDEG
2017,120178,KN ,760,NDEG ,5399,"Educ Policy, Orgzn & Leadrshp ",5137,Human Resource Development ,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10KS5399NDEU
2017,120178,KN ,760,NDEG ,5399,"Educ Policy, Orgzn & Leadrshp ",5407,Learning Design and Leadership ,2,2,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,2,0,1EKS5399NDEU
2017,120178,KN ,760,NDEG ,5399,"Educ Policy, Orgzn & Leadrshp ",5471,Global Studies in Education ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1EKS5399NDEU
2017,120178,KN ,760,PHD ,209,Ed Organization and Leadership ,  ,  ,5,1,4,0,3,2,0,0,0,0,0,0,0,0,0,0,2,5,0,10KS0209PHD
2017,120178,KN ,760,PHD ,209,Ed Organization and Leadership ,5096,Higher Education ,6,0,6,0,3,0,0,0,1,0,0,2,0,0,1,0,0,4,2,10KS0209PHD
2017,120178,KN ,760,PHD ,209,Ed Organization and Leadership ,5097,Educational Admin & Leadership ,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,10KS0209PHD
2017,120178,KN ,760,PHD ,220,Educational Policy Studies ,  ,  ,65,25,40,0,9,4,29,9,1,0,4,8,1,35,2,0,5,34,31,10KS0220PHD
2017,120178,KN ,760,PHD ,220,Educational Policy Studies ,5471,Global Studies in Education ,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,10KS0220PHD
2017,120178,KN ,760,PHD ,4096,Human Resource Education ,  ,  ,7,3,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,10KS4096PHD
2017,120178,KN ,760,PHD ,4096,Human Resource Education ,5137,Human Resource Development ,12,4,8,0,1,0,1,0,0,0,0,10,0,1,0,0,0,1,11,10KS4096PHD
2017,120178,KN ,760,PHD ,5399,"Educ Policy, Orgzn & Leadrshp ",  ,  ,9,2,7,0,2,0,4,0,0,0,0,3,0,4,0,0,0,2,7,10KS5399PHD
2017,120178,KN ,760,PHD ,5399,"Educ Policy, Orgzn & Leadrshp ",5096,Higher Education ,20,8,12,0,10,0,6,2,0,0,2,0,0,7,1,0,0,14,6,10KS5399PHD
2017,120178,KN ,760,PHD ,5399,"Educ Policy, Orgzn & Leadrshp ",5097,Educational Admin & Leadership ,4,4,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,3,1,10KS5399PHD
2017,120178,KN ,760,PHD ,5399,"Educ Policy, Orgzn & Leadrshp ",5137,Human Resource Development ,12,1,11,0,2,1,4,0,0,0,0,5,0,4,0,0,1,7,5,10KS5399PHD
2017,120178,KN ,760,PHD ,5399,"Educ Policy, Orgzn & Leadrshp ",5407,Learning Design and Leadership ,3,1,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,3,0,10KS5399PHD
2017,120178,KN ,760,PHD ,5399,"Educ Policy, Orgzn & Leadrshp ",5471,Global Studies in Education ,7,3,4,0,3,1,1,0,0,0,0,2,0,1,0,0,1,1,6,10KS5399PHD
2017,120178,KN ,760,PHD ,5399,"Educ Policy, Orgzn & Leadrshp ",5505,Social Sciences & Ed Policy ,3,0,3,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,3,10KS5399PHD
2017,120178,KN ,760,PHD ,5399,"Educ Policy, Orgzn & Leadrshp ",5506,History of Education ,2,1,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,1,10KS5399PHD
2017,120178,KN ,760,PHD ,5399,"Educ Policy, Orgzn & Leadrshp ",5507,Philosophy of Education ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10KS5399PHD
2017,120178,KN ,760,PHD ,5399,"Educ Policy, Orgzn & Leadrshp ",5508,Diversity & Equity in Educ ,4,2,2,0,1,0,3,0,0,0,0,0,0,3,0,0,0,2,2,10KS5399PHD
2017,120178,KR ,767,BS ,146,Architectural Studies ,  ,  ,430,248,182,0,184,48,26,78,0,2,11,80,1,32,4,7,56,324,106,10KR0146BS
2017,120178,KR ,767,MARCH ,249,Architecture ,247,Architecture - 2 Yr ,144,67,77,0,49,11,3,11,0,0,1,69,0,3,1,0,12,64,80,10KS0247MARC
2017,120178,KR ,767,MARCH ,249,Architecture ,248,Architecture Track 3 ,23,10,13,0,6,1,2,1,0,0,0,13,0,2,0,0,1,6,17,10KS0248MARC
2017,120178,KR ,767,MS ,4091,Architectural Studies ,  ,  ,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,10KS4091MS
2017,120178,KR ,767,MS ,4091,Architectural Studies ,5561,Structures ,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10KS4091MS
2017,120178,KR ,767,PHD ,249,Architecture ,  ,  ,12,9,3,0,3,1,0,0,0,0,0,8,0,0,0,0,1,3,9,10KS0249PHD
2017,120178,KV ,771,BALAS ,1120,Comparative Literature ,  ,  ,4,2,2,0,2,0,1,0,0,0,0,1,0,1,0,0,0,2,2,10KV1120BALA
2017,120178,KV ,771,BALAS ,1120,Comparative Literature ,3905,World Literature ,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10KV3905BALA
2017,120178,KV ,771,MA ,1120,Comparative Literature ,  ,  ,7,1,6,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,7,10KS1120MA
2017,120178,KV ,771,PHD ,1120,Comparative Literature ,  ,  ,10,4,6,0,5,0,0,2,0,0,0,3,0,0,0,0,0,1,9,10KS1120PHD
2017,120178,LL ,783,BSW ,365,Social Work ,  ,  ,263,37,226,0,148,19,27,54,0,0,11,2,2,34,4,0,23,249,14,10LL0365BSW
2017,120178,LL ,783,MSW ,365,Social Work ,  ,  ,2,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,10KS0365MSW
2017,120178,LL ,783,MSW ,365,Social Work ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KS0365MSWX
2017,120178,LL ,783,MSW ,365,Social Work ,5077,Health Care ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KS0365MSW
2017,120178,LL ,783,MSW ,365,Social Work ,5077,Health Care ,3,0,3,0,1,0,2,0,0,0,0,0,0,2,0,0,0,2,1,10KS0365MSWX
2017,120178,LL ,783,MSW ,365,Social Work ,5078,Mental Health ,7,2,5,0,4,0,1,0,0,0,2,0,0,2,0,0,2,6,1,10KS0365MSW
2017,120178,LL ,783,MSW ,365,Social Work ,5078,Mental Health ,20,2,18,0,16,0,3,0,0,0,1,0,0,3,0,0,1,18,2,10KS0365MSWX
2017,120178,LL ,783,MSW ,365,Social Work ,5079,School Social Work ,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,10KS0365MSW
2017,120178,LL ,783,MSW ,365,Social Work ,5079,School Social Work ,3,0,3,0,2,0,0,0,0,0,1,0,0,1,0,0,0,3,0,10KS0365MSWX
2017,120178,LL ,783,MSW ,365,Social Work ,5217,"Advocacy, Ldrshp, Socl Change ",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KS0365MSW
2017,120178,LL ,783,MSW ,365,Social Work ,5218,"Children, Youth, Family Svcs ",8,2,6,0,6,0,2,0,0,0,0,0,0,2,0,0,0,8,0,10KS0365MSWX
2017,120178,LL ,783,MSW ,365,Social Work ,5510,Advanced Clinical Practice ,156,16,140,0,109,8,22,15,0,0,1,1,0,23,0,0,9,141,15,10KS0365MSW
2017,120178,LL ,783,MSW ,365,Social Work ,5510,Advanced Clinical Practice ,67,10,57,0,53,2,8,2,0,0,2,0,0,9,0,0,3,67,0,10KS0365MSWX
2017,120178,LL ,783,MSW ,365,Social Work ,5559,Leadership and Social Change ,17,4,13,0,13,1,0,2,0,0,0,0,1,0,0,0,1,15,2,10KS0365MSW
2017,120178,LL ,783,MSW ,365,Social Work ,5559,Leadership and Social Change ,2,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,10KS0365MSWX
2017,120178,LL ,783,NDEG ,365,Social Work ,  ,  ,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10KS0365NDEG
2017,120178,LL ,783,NDEG ,365,Social Work ,  ,  ,6,0,6,0,4,0,0,1,0,0,0,1,0,0,0,0,0,5,1,10LL0365NDEG
2017,120178,LL ,783,PHD ,365,Social Work ,  ,  ,26,10,16,0,10,1,1,1,0,0,1,12,0,1,0,0,2,11,15,10KS0365PHD
2017,120178,KL ,793,BS ,48,Human Development & Family St ,49,Child and Adolescent Dev ,167,16,150,1,84,17,25,31,0,0,7,2,1,30,2,0,21,160,7,10KL0049BS
2017,120178,KL ,793,BS ,48,Human Development & Family St ,50,Family Studies ,57,3,54,0,23,5,18,8,0,0,3,0,0,20,1,0,5,55,2,10KL0050BS
