Fall,Term Code,College,Department,Degree,Major Code,Major Name,Concentration Code,Concentration Name,Total,Male,Female,Unknown,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,Unknown,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian,Illinois,Non-Illinois,Academic Program Code
2011,120118,LL ,783,MSW ,365,Social Work ,5079,School Social Work ,58,4,54,0,44,3,6,3,0,0,2,0,0,6,1,,,55,3,10KS0365MSW
2011,120118,LL ,783,MSW ,365,Social Work ,5218,"Children, Youth, Family Svcs ",40,6,34,0,30,1,7,2,0,0,0,0,0,7,0,,,38,2,10KS0365MSW
2011,120118,LL ,783,MSW ,365,Social Work ,5078,Mental Health ,78,19,59,0,60,2,6,8,0,0,2,0,0,9,0,,,71,7,10KS0365MSW
2011,120118,LL ,783,BSW ,365,Social Work ,  ,  ,107,11,96,0,65,6,17,13,0,0,4,0,2,18,2,,,104,3,10LL0365BSW
2011,120118,KL ,793,MS ,181,Agricultural Education ,  ,  ,8,1,7,0,7,0,0,0,0,0,1,0,0,0,0,,,7,1,10KS0181MS
2011,120118,KL ,793,MS ,183,Human & Community Development ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,10KS0183MS
2011,120118,KL ,793,BS ,43,Agr & Environmental Cmc & Educ ,47,Agricultural Education ,22,7,15,0,20,1,1,0,0,0,0,0,0,1,0,,,20,2,10KL0047BS
2011,120118,KL ,793,NONE ,48,Human Development & Family St ,  ,  ,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,,,1,0,10KL0048NONE
2011,120118,KL ,793,PHD ,183,Human & Community Development ,5126,Human Development & Family St ,8,3,5,0,4,2,1,1,0,0,0,0,0,1,0,,,2,6,10KS0183PHD
2011,120118,KL ,793,PHD ,183,Human & Community Development ,  ,  ,19,4,15,0,13,1,2,0,0,0,1,2,0,2,0,,,6,13,10KS0183PHD
2011,120118,KL ,793,BS ,43,Agr & Environmental Cmc & Educ ,46,Agricultural Leadership ,18,6,12,0,14,0,2,1,0,0,1,0,0,3,0,,,18,0,10KL0046BS
2011,120118,KL ,793,BS ,43,Agr & Environmental Cmc & Educ ,5033,"Agr, Cons, Env Sci Communictn ",38,6,32,0,33,1,2,0,0,0,1,1,0,3,1,,,37,1,10KL5033BS
2011,120118,KL ,793,BS ,48,Human Development & Family St ,50,Family Studies ,70,7,63,0,48,1,8,10,1,0,2,0,0,9,1,,,63,7,10KL0050BS
2011,120118,KL ,793,BS ,48,Human Development & Family St ,49,Child and Adolescent Dev ,147,9,138,0,101,12,18,10,1,1,1,2,1,18,1,,,139,8,10KL0049BS
2011,120118,KR ,801,MFA ,261,Dance ,  ,  ,8,1,7,0,7,0,0,1,0,0,0,0,0,0,0,,,1,7,10KS0261MFA
2011,120118,KR ,801,BFA ,261,Dance ,  ,  ,61,5,56,0,40,3,13,5,0,0,0,0,0,14,0,,,50,11,10KR0261BFA
2011,120118,KL ,802,BS ,30,Crop Sciences ,31,Agroecology ,3,2,1,0,3,0,0,0,0,0,0,0,0,0,0,,,3,0,10KL0031BS
2011,120118,KL ,802,BS ,30,Crop Sciences ,33,Crops ,22,19,3,0,22,0,0,0,0,0,0,0,0,0,0,,,22,0,10KL0033BS
2011,120118,KL ,802,BS ,30,Crop Sciences ,34,Crop Agribusiness ,38,30,8,0,38,0,0,0,0,0,0,0,0,0,0,,,38,0,10KL0034BS
2011,120118,KL ,802,BS ,30,Crop Sciences ,5123,Integrated Pest Management ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,10KL5123BS
2011,120118,KL ,802,BS ,63,Horticulture ,64,Horticulture Science ,4,3,1,0,3,0,0,1,0,0,0,0,0,0,0,,,4,0,10KL0063BS
2011,120118,KL ,802,BS ,63,Horticulture ,64,Horticulture Science ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,10KL0064BS
2011,120118,KL ,802,BS ,63,Horticulture ,65,Production and Management ,9,6,3,0,6,1,0,0,0,0,0,1,1,0,0,,,8,1,10KL0065BS
2011,120118,KL ,802,BS ,63,Horticulture ,5301,Specialty Crops ,3,1,2,0,3,0,0,0,0,0,0,0,0,0,0,,,3,0,10KL0063BS
2011,120118,KL ,802,MS ,179,Plant Pathology ,  ,  ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,0,1,10KS0179MS
2011,120118,KL ,802,MS ,4026,Bioinformatics ,5100,Crop Science ,6,4,2,0,2,0,0,0,0,0,0,4,0,0,0,,,0,6,10KS5100MS
2011,120118,KL ,802,NONE ,30,Crop Sciences ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,10KL0030NONE
2011,120118,KL ,802,PHD ,30,Crop Sciences ,  ,  ,56,40,16,0,28,3,0,0,0,0,0,25,0,0,0,,,17,39,10KS0030PHD
2011,120118,KL ,802,BS ,30,Crop Sciences ,35,Plant Biotech & Molecular Bio ,26,17,9,0,20,0,0,0,1,0,1,4,0,1,1,,,22,4,10KL0035BS
2011,120118,KL ,802,BS ,30,Crop Sciences ,36,Biological Sciences ,3,3,0,0,2,0,1,0,0,0,0,0,0,1,0,,,3,0,10KL0036BS
2011,120118,KL ,802,BS ,63,Horticulture ,65,Production and Management ,16,10,6,0,15,0,1,0,0,0,0,0,0,1,0,,,15,1,10KL0063BS
2011,120118,KL ,802,MS ,30,Crop Sciences ,  ,  ,48,35,13,0,31,3,1,0,0,0,0,12,1,1,0,,,27,21,10KS0030MS
2011,120118,KU ,853,JSD ,281,Law ,  ,  ,14,7,7,0,0,0,0,0,0,0,0,14,0,0,0,,,0,14,10KS0281JSD
2011,120118,KU ,853,NDEG ,281,Law ,  ,  ,5,1,4,0,0,0,0,0,0,0,0,5,0,0,0,,,0,5,10KS0281NDEG
2011,120118,KU ,853,LLM ,281,Law ,  ,  ,80,28,52,0,0,2,1,0,0,1,0,76,0,1,0,,,2,78,10KS0281LLM
2011,120118,KU ,853,JD ,385,Law ,  ,  ,630,366,264,0,407,58,48,58,2,1,15,23,18,52,7,,,336,294,10KU0385JD
2011,120118,KV ,864,BALAS ,301,Linguistics ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,10KV8037BALA
2011,120118,KV ,864,BALAS ,301,Linguistics ,3874,Hebrew Language & Linguistics ,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,,,2,0,10KV3874BALA
2011,120118,KV ,864,MA ,301,Linguistics ,  ,  ,22,7,15,0,10,1,0,0,0,0,0,11,0,0,0,,,3,19,10KS0301MA
2011,120118,KV ,864,NONE ,301,Linguistics ,  ,  ,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,,1,0,10KV0301NONE
2011,120118,KV ,864,MA ,299,Teaching of English Sec Lang ,  ,  ,29,6,23,0,10,5,1,2,0,0,0,11,0,1,0,,,14,15,10KS0299MA
2011,120118,KV ,864,PHD ,301,Linguistics ,  ,  ,31,12,19,0,10,5,1,1,0,0,0,14,0,1,0,,,7,24,10KS0301PHD
2011,120118,KV ,864,BALAS ,301,Linguistics ,  ,  ,46,21,25,0,34,7,1,0,0,0,2,2,0,2,0,,,41,5,10KV0301BALA
2011,120118,KV ,872,BALAS ,341,Geography ,3884,Human Geography ,3,2,1,0,3,0,0,0,0,0,0,0,0,0,0,,,3,0,10KV3884BALA
2011,120118,KV ,872,BALAS ,341,Geography ,3885,Physical Geography ,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,,,2,0,10KV3885BALA
2011,120118,KV ,872,BALAS ,341,Geography ,3886,Geographic Information Science ,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,,,2,0,10KV3886BALA
2011,120118,KV ,872,MA ,341,Geography ,  ,  ,5,4,1,0,3,0,0,0,0,0,0,1,1,0,0,,,3,2,10KS0341MA
2011,120118,KV ,872,MS ,341,Geography ,  ,  ,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,,,0,2,10KS0341MS
2011,120118,KV ,872,NDEG ,341,Geography ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,10KS0341NDEG
2011,120118,KV ,872,BALAS ,341,Geography ,  ,  ,15,14,1,0,12,0,2,0,0,0,0,1,0,2,0,,,14,1,10KV0341BALA
2011,120118,KV ,872,PHD ,341,Geography ,  ,  ,33,21,12,0,14,1,3,1,0,0,1,13,0,3,1,,,5,28,10KS0341PHD
2011,120118,LC ,873,MS ,357,VMS - Veterinary Biosciences ,  ,  ,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,,,2,0,10KS0357MS
2011,120118,LC ,873,MS ,5274,VMS - Comparative Biosciences ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,10KS5274MS
2011,120118,LC ,873,PHD ,357,VMS - Veterinary Biosciences ,  ,  ,9,3,6,0,4,0,0,1,0,0,0,3,1,0,0,,,4,5,10KS0357PHD
2011,120118,LC ,873,PHD ,357,VMS - Veterinary Biosciences ,358,Vet Biosciences Res Scholars ,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,,,0,2,10KS0358PHD
2011,120118,LC ,873,PHD ,5274,VMS - Comparative Biosciences ,  ,  ,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,0,1,10KS5274PHD
2011,120118,KL ,875,BS ,51,Natural Resrcs & Environ Sci ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,10KL0051BS
2011,120118,KL ,875,BS ,51,Natural Resrcs & Environ Sci ,57,Fish and Wildlife Conservation ,42,21,21,0,38,3,0,0,0,0,1,0,0,0,0,,,42,0,10KL0051BS
2011,120118,KL ,875,BS ,51,Natural Resrcs & Environ Sci ,57,Fish and Wildlife Conservation ,18,9,9,0,14,0,0,2,0,0,0,2,0,0,0,,,16,2,10KL0057BS
2011,120118,KL ,875,BS ,51,Natural Resrcs & Environ Sci ,3870,Forest Science ,3,3,0,0,2,0,0,1,0,0,0,0,0,0,0,,,3,0,10KL3870BS
2011,120118,KL ,875,BS ,51,Natural Resrcs & Environ Sci ,3872,Resource Ecology ,7,6,1,0,6,0,0,0,0,0,0,1,0,0,0,,,6,1,10KL3872BS
2011,120118,KL ,875,BS ,51,Natural Resrcs & Environ Sci ,3873,Soil and Water Science ,4,3,1,0,3,1,0,0,0,0,0,0,0,0,0,,,3,1,10KL3873BS
2011,120118,KL ,875,MS ,190,Natural Res & Env Sciences ,  ,  ,47,24,23,0,37,1,0,1,1,0,0,7,0,0,1,,,15,32,10KS0190MS
2011,120118,KL ,875,MS ,190,Natural Res & Env Sciences ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,10KS0190MSU
2011,120118,KL ,875,PHD ,190,Natural Res & Env Sciences ,  ,  ,30,21,9,0,19,0,0,1,0,0,0,10,0,0,0,,,11,19,10KS0190PHD
2011,120118,KL ,875,BS ,51,Natural Resrcs & Environ Sci ,3871,Human Dimensions ,6,2,4,0,4,0,1,1,0,0,0,0,0,1,0,,,6,0,10KL3871BS
2011,120118,KL ,875,BS ,51,Natural Resrcs & Environ Sci ,5239,Humn Dimnsns of the Environmnt ,56,27,29,0,44,3,1,1,0,0,2,5,0,1,1,,,49,7,10KL0051BS
2011,120118,KL ,875,BS ,51,Natural Resrcs & Environ Sci ,5240,Resrce Cons & Restoration Ecol ,77,36,41,0,58,3,0,3,0,0,4,9,0,1,0,,,66,11,10KL0051BS
2011,120118,KL ,875,BS ,51,Natural Resrcs & Environ Sci ,5241,Globl Chg & Landscape Dynamics ,21,14,7,0,15,1,1,0,0,0,1,3,0,1,0,,,18,3,10KL0051BS
2011,120118,KR ,883,BFA ,162,Theatre ,3980,Stage Management ,8,3,5,0,6,1,0,0,0,0,1,0,0,0,0,,,5,3,10KR3980BFA
2011,120118,KR ,883,BFA ,162,Theatre ,4082,Costume Design and Technology ,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,,,2,0,10KR4082BFA
2011,120118,KR ,883,BFA ,162,Theatre ,4083,Scenic Technology ,3,3,0,0,2,0,0,1,0,0,0,0,0,0,0,,,2,1,10KR4083BFA
2011,120118,KR ,883,BFA ,162,Theatre ,4084,Lighting Design ,6,5,1,0,5,0,0,1,0,0,0,0,0,0,0,,,6,0,10KR4084BFA
2011,120118,KR ,883,BFA ,162,Theatre ,4085,Sound Design and Technology ,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,,,3,0,10KR4085BFA
2011,120118,KR ,883,BFA ,162,Theatre ,4086,Scenic Design ,3,1,2,0,0,1,0,0,0,0,1,1,0,0,0,,,2,1,10KR4086BFA
2011,120118,KR ,883,MA ,162,Theatre ,  ,  ,8,4,4,0,4,0,0,1,0,0,0,2,1,0,0,,,1,7,10KS0162MA
2011,120118,KR ,883,MFA ,162,Theatre ,272,Acting ,9,6,3,0,8,0,0,1,0,0,0,0,0,0,0,,,2,7,10KS0272MFA
2011,120118,KR ,883,PHD ,162,Theatre ,  ,  ,15,7,8,0,8,1,0,0,1,0,1,4,0,0,2,,,5,10,10KS0162PHD
2011,120118,KR ,883,MFA ,162,Theatre ,271,Design and Technology ,22,12,10,0,16,1,1,0,0,0,1,3,0,1,1,,,5,17,10KS0271MFA
2011,120118,KR ,883,BFA ,162,Theatre ,3985,Theatre Studies ,23,7,16,0,15,1,2,3,0,0,0,2,0,2,0,,,20,3,10KR3985BFA
2011,120118,KR ,883,NONE ,162,Theatre ,4080,Theatre Foundations ,46,13,33,0,36,0,3,5,0,1,0,0,1,4,0,,,42,4,10KR4080NONE
2011,120118,KR ,883,BFA ,162,Theatre ,4081,Acting ,27,14,13,0,13,0,10,3,0,0,1,0,0,12,0,,,24,3,10KR4081BFA
2011,120118,KM ,902,BS ,79,Business Administration ,81,Organizational Administration ,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,1,10KM0081BS
2011,120118,KM ,902,BS ,5070,Information Sys & Info Tech ,  ,  ,19,15,4,0,12,3,0,2,0,0,0,2,0,0,0,,,14,5,10KM5070BS
2011,120118,KM ,902,BS ,5070,Information Sys & Info Tech ,  ,  ,16,13,3,0,9,5,0,1,0,0,0,1,0,0,0,,,13,3,10KM8037BS
2011,120118,KM ,902,BS ,5071,Supply Chain Management ,  ,  ,20,10,10,0,15,4,0,0,0,0,0,0,1,0,0,,,18,2,10KM5071BS
2011,120118,KM ,902,BS ,5071,Supply Chain Management ,  ,  ,30,17,13,0,24,2,0,1,0,0,0,3,0,0,0,,,26,4,10KM8037BS
2011,120118,KM ,902,BS ,5072,Business Process Management ,  ,  ,20,14,6,0,16,1,0,1,0,0,0,2,0,0,0,,,15,5,10KM5072BS
2011,120118,KM ,902,BS ,5073,Management ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,10KM5073BS
2011,120118,KM ,902,BS ,5072,Business Process Management ,  ,  ,11,4,7,0,9,0,1,1,0,0,0,0,0,1,0,,,10,1,10KM8037BS
2011,120118,KM ,902,BS ,5073,Management ,86,Entrepreneurship ,25,17,8,0,17,3,1,3,0,0,0,1,0,1,0,,,22,3,10KM5073BS
2011,120118,KM ,902,BS ,5073,Management ,5074,International Business ,13,4,9,0,10,1,1,1,0,0,0,0,0,1,0,,,13,0,10KM8037BS
2011,120118,KM ,902,MS ,5148,Technology Management ,  ,  ,81,56,24,1,10,1,1,0,0,0,1,67,1,1,0,,,13,68,10KS5148MSK
2011,120118,KM ,902,PHD ,79,Business Administration ,  ,  ,43,24,19,0,9,2,1,0,0,0,0,31,0,1,0,,,1,42,10KS0079PHD
2011,120118,KM ,902,BS ,5073,Management ,86,Entrepreneurship ,8,4,4,0,6,0,2,0,0,0,0,0,0,2,0,,,8,0,10KM8037BS
2011,120118,KM ,902,BS ,5073,Management ,5074,International Business ,37,20,17,0,18,8,2,6,0,0,2,1,0,2,1,,,34,3,10KM5073BS
2011,120118,KM ,902,BS ,5073,Management ,5075,General Management ,14,1,13,0,7,3,2,1,0,0,1,0,0,2,0,,,11,3,10KM8037BS
2011,120118,KM ,902,BS ,5073,Management ,5075,General Management ,52,30,22,0,34,7,3,5,0,0,0,3,0,3,0,,,45,7,10KM5073BS
2011,120118,KM ,902,BS ,1432,Marketing ,  ,  ,102,32,70,0,72,6,7,15,0,0,1,1,0,7,0,,,91,11,10KM8037BS
2011,120118,KM ,902,BS ,1432,Marketing ,  ,  ,103,40,63,0,57,13,11,9,0,0,1,10,2,12,0,,,83,20,10KM1432BS
2011,120118,KP ,917,BS ,133,Mechanical Engineering ,4018,BS/MS Mechanical Engineering ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,10KP4018BS
2011,120118,KP ,917,MS ,133,Mechanical Engineering ,  ,  ,127,111,16,0,43,8,0,6,0,0,2,68,0,0,0,,,29,98,10KS0133MS
2011,120118,KP ,917,MS ,133,Mechanical Engineering ,4018,BS/MS Mechanical Engineering ,3,3,0,0,2,1,0,0,0,0,0,0,0,0,0,,,3,0,10KS4018MS
2011,120118,KP ,917,MS ,242,Theoretical & Applied Mechans ,  ,  ,18,14,4,0,10,1,0,1,0,0,0,6,0,0,0,,,3,15,10KS0242MS
2011,120118,KP ,917,PHD ,133,Mechanical Engineering ,  ,  ,150,134,16,0,30,4,0,1,0,0,0,114,1,0,0,,,13,137,10KS0133PHD
2011,120118,KP ,917,PHD ,242,Theoretical & Applied Mechans ,  ,  ,29,23,6,0,9,1,0,1,0,0,0,18,0,0,0,,,7,22,10KS0242PHD
2011,120118,KP ,917,BS ,118,Engineering Mechanics ,  ,  ,142,126,16,0,89,16,2,6,0,1,2,25,1,2,0,,,102,40,10KP0118BS
2011,120118,KP ,917,BS ,133,Mechanical Engineering ,  ,  ,774,678,94,2,504,92,12,33,1,4,19,103,6,13,4,,,568,206,10KP0133BS
2011,120118,KP ,919,BS ,130,Materials Science & Engr ,3908,Ceramics ,9,7,2,0,4,0,0,0,0,0,0,5,0,0,0,,,3,6,10KP3908BS
2011,120118,KP ,919,BS ,130,Materials Science & Engr ,3909,Electronic Materials ,14,11,3,0,4,6,0,0,0,0,0,4,0,0,0,,,6,8,10KP3909BS
2011,120118,KP ,919,MS ,130,Materials Science & Engr ,  ,  ,15,12,3,0,5,3,0,1,0,0,1,5,0,0,1,,,6,9,10KS0130MS
2011,120118,KP ,919,MS ,130,Materials Science & Engr ,5012,BS/MS Materials Science & Eng ,4,3,1,0,1,0,0,0,0,0,0,3,0,0,0,,,1,3,10KS5012MS
2011,120118,KP ,919,PHD ,130,Materials Science & Engr ,  ,  ,149,114,35,0,48,12,0,2,1,0,3,81,2,0,1,,,13,136,10KS0130PHD
2011,120118,KP ,919,BS ,130,Materials Science & Engr ,3910,Metals ,10,8,2,0,5,2,1,2,0,0,0,0,0,1,0,,,9,1,10KP3910BS
2011,120118,KP ,919,BS ,130,Materials Science & Engr ,3911,Biomaterials ,9,6,3,0,6,1,1,0,0,0,1,0,0,1,0,,,9,0,10KP3911BS
2011,120118,KP ,919,BS ,130,Materials Science & Engr ,3912,Polymer ,15,11,4,0,8,2,1,1,0,0,0,3,0,1,0,,,11,4,10KP3912BS
2011,120118,KP ,919,BS ,130,Materials Science & Engr ,  ,  ,322,251,71,0,159,66,2,9,0,0,18,66,2,2,0,,,203,119,10KP0130BS
2011,120118,KV ,927,BA ,296,Teaching of German ,  ,  ,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,1,0,10KV0296BA
2011,120118,KV ,927,BALAS ,412,Germanic Lang & Lit ,  ,  ,9,3,6,0,6,0,0,1,0,0,2,0,0,0,0,,,9,0,10KV0412BALA
2011,120118,KV ,927,BALAS ,412,Germanic Lang & Lit ,3887,German and Commercial Studies ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,10KV3887BALA
2011,120118,KV ,927,BALAS ,412,Germanic Lang & Lit ,3888,Language and Literature ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,10KV3888BALA
2011,120118,KV ,927,BALAS ,412,Germanic Lang & Lit ,3888,Language and Literature ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,10KV8037BALA
2011,120118,KV ,927,BALAS ,412,Germanic Lang & Lit ,3889,Language Studies ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,10KV8037BALA
2011,120118,KV ,927,BALAS ,412,Germanic Lang & Lit ,3890,Modern German Studies ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,10KV3890BALA
2011,120118,KV ,927,MA ,303,German ,  ,  ,6,2,4,0,5,0,0,0,0,0,1,0,0,0,0,,,3,3,10KS0303MA
2011,120118,KV ,927,NDEG ,303,German ,  ,  ,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,,,0,2,10KS0303NDEG
2011,120118,KV ,927,PHD ,303,German ,  ,  ,8,4,4,0,4,0,0,0,0,0,0,4,0,0,0,,,0,8,10KS0303PHD
2011,120118,KP ,933,NDEG ,1200,Electrical & Computer Engr ,  ,  ,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,,,2,0,10KS1200NDEG
2011,120118,KP ,933,MS ,1200,Electrical & Computer Engr ,  ,  ,205,185,20,0,81,23,2,9,0,0,5,83,2,3,2,,,51,154,10KS1200MS
2011,120118,KP ,933,PHD ,1200,Electrical & Computer Engr ,  ,  ,269,230,39,0,54,24,6,5,0,0,4,175,1,7,1,,,40,229,10KS1200PHD
2011,120118,KP ,933,BS ,109,Computer Engineering ,  ,  ,608,563,45,0,267,134,10,35,1,0,11,145,5,11,3,,,356,252,10KP0109BS
2011,120118,KP ,933,BS ,115,Electrical Engineering ,  ,  ,1128,995,133,0,344,264,21,49,0,0,15,434,1,22,3,,,508,620,10KP0115BS
2011,120118,KT ,934,NDEG ,67,Nondegree ,  ,  ,4,3,1,0,0,1,0,0,0,0,0,3,0,0,0,,,1,3,10KT0067NDEG
2011,120118,KT ,934,NONE ,390,General Curriculum ,  ,  ,3,2,1,0,3,0,0,0,0,0,0,0,0,0,0,,,3,0,10KT0390NONE
2011,120118,KM ,938,MBA ,9875,Business Administration (MBA) ,3924,Executive Program ,47,34,13,0,28,7,5,1,2,0,0,1,3,5,2,,,44,3,10KS3924MBA2
2011,120118,KV ,948,PHD ,322,Microbiology ,  ,  ,60,21,39,0,29,3,1,6,1,0,1,17,2,1,1,,,12,48,10KS0322PHD
2011,120118,KM ,952,NDEG ,67,Nondegree ,  ,  ,91,57,34,0,0,0,0,0,0,0,0,90,1,0,0,,,0,91,10KM0067NDEG
2011,120118,KM ,952,NONE ,70,Curric Unassigned ,  ,  ,1032,583,449,0,647,144,36,75,0,0,22,102,6,44,4,,,845,187,10KM0070NONE
2011,120118,KV ,958,BALAS ,411,Russian Lang & Literature ,  ,  ,3,1,2,0,2,0,0,0,0,0,0,1,0,0,0,,,2,1,10KV0411BALA
2011,120118,KV ,958,PHD ,302,Slavic Languages & Literature ,  ,  ,10,1,9,0,1,1,0,0,0,0,0,6,2,0,0,,,0,10,10KS0302PHD
2011,120118,KV ,958,MA ,302,Slavic Languages & Literature ,  ,  ,5,1,4,0,3,0,1,1,0,0,0,0,0,1,0,,,3,2,10KS0302MA
2011,120118,KL ,971,PHD ,191,Nutritional Sciences ,  ,  ,27,6,21,0,16,3,0,2,0,0,0,6,0,0,0,,,10,17,10KS0191PHD
2011,120118,KL ,971,MS ,191,Nutritional Sciences ,  ,  ,22,8,14,0,13,4,2,0,0,0,0,3,0,2,0,,,10,12,10KS0191MS
2011,120118,KP ,973,BS ,139,Nuclear Engineering ,  ,  ,3,3,0,0,2,1,0,0,0,0,0,0,0,0,0,,,2,1,10KP0139BS
2011,120118,KP ,973,BS ,139,Nuclear Engineering ,3914,Plasma and Fusion Sci and Engr ,8,7,1,0,8,0,0,0,0,0,0,0,0,0,0,,,7,1,10KP3914BS
2011,120118,KP ,973,BS ,5183,"Nuclear, Plasma, Radiolgc Engr ",3913,"Power, Safety, and the Environ ",50,44,6,0,37,6,0,2,0,0,0,5,0,0,0,,,37,13,10KP5183BS
2011,120118,KP ,973,BS ,5183,"Nuclear, Plasma, Radiolgc Engr ",3915,"Radiol, Medical, & Instr Apps ",6,4,2,0,5,1,0,0,0,0,0,0,0,0,0,,,6,0,10KP5183BS
2011,120118,KP ,973,MS ,5183,"Nuclear, Plasma, Radiolgc Engr ",  ,  ,18,18,0,0,11,2,0,0,0,0,0,5,0,0,0,,,12,6,10KS5183MS
2011,120118,KP ,973,PHD ,139,Nuclear Engineering ,  ,  ,15,12,3,0,6,1,0,0,0,0,0,8,0,0,0,,,2,13,10KS0139PHD
2011,120118,KP ,973,PHD ,5183,"Nuclear, Plasma, Radiolgc Engr ",  ,  ,28,21,7,0,1,3,0,1,0,0,0,23,0,0,0,,,2,26,10KS5183PHD
2011,120118,KP ,973,BS ,5183,"Nuclear, Plasma, Radiolgc Engr ",3914,Plasma and Fusion Sci and Engr ,15,13,2,0,9,3,1,1,0,0,0,1,0,1,0,,,11,4,10KP5183BS
2011,120118,KP ,973,BS ,139,Nuclear Engineering ,3913,"Power, Safety, and the Environ ",33,27,6,0,19,5,2,3,0,0,1,1,2,2,1,,,27,6,10KP3913BS
2011,120118,KP ,973,BS ,5183,"Nuclear, Plasma, Radiolgc Engr ",  ,  ,92,84,8,0,61,9,1,7,0,0,2,11,1,2,1,,,70,22,10KP5183BS
2011,120118,KV ,982,BALAS ,5167,Latina/Latino Studies ,  ,  ,8,3,5,0,0,0,0,8,0,0,0,0,0,0,0,,,8,0,10KV5167BALA
2011,120118,KV ,985,BA ,295,Teaching of French ,  ,  ,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,,,2,0,10KV0295BA
2011,120118,KV ,985,BALAS ,304,French ,3875,French Commercial Studies ,5,3,2,0,5,0,0,0,0,0,0,0,0,0,0,,,5,0,10KV3875BALA
2011,120118,KV ,985,NDEG ,304,French ,  ,  ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,0,1,10KS0304NDEG
2011,120118,KV ,985,BALAS ,304,French ,  ,  ,32,6,26,0,26,1,1,1,0,0,1,2,0,1,1,,,29,3,10KV0304BALA
2011,120118,KV ,985,MA ,304,French ,  ,  ,6,1,5,0,5,0,1,0,0,0,0,0,0,1,0,,,3,3,10KS0304MA
2011,120118,KV ,985,PHD ,304,French ,  ,  ,20,8,12,0,14,0,2,0,0,0,0,4,0,2,0,,,4,16,10KS0304PHD
2011,120118,KV ,985,BALAS ,304,French ,3876,French Studies ,13,5,8,0,7,0,1,2,0,0,3,0,0,3,1,,,13,0,10KV3876BALA
2011,120118,LP ,992,CAS ,370,Library & Information Science ,  ,  ,13,2,11,0,11,1,0,0,0,0,0,1,0,0,0,,,10,3,10KS0370CAS
2011,120118,LP ,992,CAS ,370,Library & Information Science ,5069,Digital Libraries ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,10KS0370CAS
2011,120118,LP ,992,MS ,4026,Bioinformatics ,5098,Library & Information Science ,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,,,3,0,10KS5098MS
2011,120118,LP ,992,MS ,370,Library & Information Science ,  ,  ,10,3,7,0,8,0,1,0,0,0,1,0,0,1,1,,,8,2,10KS0370MSU
2011,120118,LP ,992,PHD ,370,Library & Information Science ,  ,  ,47,18,29,0,25,5,3,2,0,0,0,12,0,3,1,,,20,27,10KS0370PHD
2011,120118,LP ,992,MS ,370,Library & Information Science ,  ,  ,246,66,180,0,191,12,12,9,1,0,9,11,1,13,3,,,143,103,10KS0370MS
2010,120108,KP ,227,BS ,102,Agricultural Engineering ,3907,Food & Bioprocess Engineering ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,10KP0102BS
