Subject,Course,CRN,Course Title,Course Section,Sched Type,Term,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Primary Instructor
AAS,100,41758,Intro Asian American Studies,AD1,DIS,120238,4,7,8,5,0,1,0,0,0,0,0,0,1,0,3.56,"Zheng, Reanne"
AAS,100,47100,Intro Asian American Studies,AD2,DIS,120238,7,9,1,2,4,0,0,0,2,1,0,0,0,0,3.5,"Zheng, Reanne"
AAS,100,47102,Intro Asian American Studies,AD3,DIS,120238,0,4,5,3,5,3,2,1,1,1,0,0,1,0,2.96,"Chapekar, Priyanka Anand"
AAS,100,51248,Intro Asian American Studies,AD4,DIS,120238,0,9,7,0,2,1,2,0,0,0,0,1,2,0,3.15,"Chapekar, Priyanka Anand"
AAS,100,51249,Intro Asian American Studies,AD5,DIS,120238,5,5,1,3,3,3,2,0,0,0,1,0,3,1,2.94,"Roy, Sayak"
AAS,100,51932,Intro Asian American Studies,AD6,DIS,120238,4,4,9,2,1,3,0,0,0,1,0,2,0,1,3.28,"Roy, Sayak"
AAS,100,59818,Intro Asian American Studies,AD7,DIS,120238,8,8,4,1,1,1,1,0,0,0,1,0,2,0,3.37,"Espiritu, Augusto F"
AAS,100,59819,Intro Asian American Studies,AD8,DIS,120238,6,7,3,2,3,1,0,1,0,0,0,0,0,0,3.62,"Wang, Yu"
AAS,100,59820,Intro Asian American Studies,AD9,DIS,120238,5,4,8,3,2,1,3,0,0,0,0,0,0,0,3.5,"Mukhopadhyay, Anirban"
AAS,100,59821,Intro Asian American Studies,ADA,DIS,120238,3,5,5,2,5,1,0,1,0,0,0,0,2,0,3.2,"Mukhopadhyay, Anirban"
AAS,200,67473,U.S. Race and Empire,C,LCD,120238,3,8,10,8,2,0,0,0,0,0,0,0,2,0,3.43,"Bui, Kevin X"
AAS,215,55765,US Citizenship Comparatively,A,LCD,120238,0,23,3,3,0,0,0,0,0,0,0,0,0,0,3.9,"Kashani, Maryam"
ABE,127,78644,Intro Agric & Biological Engr,RBH,LEC,120238,10,18,3,2,0,0,1,1,0,0,0,0,0,0,3.83,"Bhattarai, Rabin"
ABE,223,58927,ABE Principles: Machine Syst,AL1,LEC,120238,0,19,1,1,0,0,0,0,0,1,0,1,0,0,3.7,"Grift, Tony E"
ABE,224,58931,ABE Principles: Soil & Water,AL1,OLC,120238,5,16,0,3,0,0,0,0,0,0,1,0,0,0,3.8,"Kalita, Prasanta K"
ABE,232,75460,Context Intl Interventions,APW,LCD,120238,14,23,7,3,2,1,1,0,2,0,1,0,0,0,3.69,"Witmer, Ann-Perry"
ABE,430,64779,Project Management,AL1,OLC,120238,12,67,0,6,11,0,0,3,0,1,0,0,0,1,3.76,"Davidson, Paul C"
ACCY,200,39539,Fundamentals of Accounting,B,ONL,120238,57,70,17,21,10,7,3,0,2,0,0,0,2,0,3.7,"Zhang, Li"
ACCY,200,29670,Fundamentals of Accounting,OL,ONL,120238,89,87,42,34,17,14,5,2,3,0,2,0,0,0,3.67,"Green, Danielle H"
ACCY,201,36474,Accounting and Accountancy I,AL1,LEC,120238,48,48,20,26,26,20,9,15,14,1,10,3,5,1,3.11,"Fisher, Mitchell B"
ACCY,201,36477,Accounting and Accountancy I,AL2,LEC,120238,42,34,23,11,28,13,9,15,13,2,4,10,2,2,3.06,"Fisher, Mitchell B"
ACCY,202,36549,Accounting and Accountancy II,AL1,LEC,120238,42,71,14,27,41,17,16,13,8,0,7,0,0,1,3.3,"Shapland, Julia P"
ACCY,202,71328,Accounting and Accountancy II,AL2,LEC,120238,11,15,1,5,5,2,1,0,0,0,0,0,0,0,3.67,"Shapland, Julia P"
ACCY,301,36577,Atg Measurement & Disclosure,AE1,LCD,120238,3,7,2,0,1,3,4,3,2,0,0,0,2,0,2.85,"Wolfe, Karneisha T"
ACCY,301,36581,Atg Measurement & Disclosure,AE2,LCD,120238,9,3,4,6,2,4,0,1,0,0,0,1,0,0,3.4,"Wolfe, Karneisha T"
ACCY,301,36584,Atg Measurement & Disclosure,AE3,LCD,120238,1,6,8,5,6,0,2,2,1,0,0,0,0,0,3.3,"Johnson, Jennifer A"
ACCY,301,36587,Atg Measurement & Disclosure,AE4,LCD,120238,0,5,6,4,6,4,2,2,2,0,0,0,0,0,3.1,"Johnson, Jennifer A"
ACCY,301,36592,Atg Measurement & Disclosure,AE6,LCD,120238,9,5,3,4,2,3,1,1,2,0,0,0,0,0,3.4,"Wolfe, Karneisha T"
ACCY,301,36598,Atg Measurement & Disclosure,AE8,LCD,120238,2,5,2,6,4,3,1,2,2,0,1,0,0,0,3.07,"Johnson, Jennifer A"
ACCY,301,49255,Atg Measurement & Disclosure,AEB,LCD,120238,1,6,7,4,8,1,3,2,0,0,0,0,0,0,3.27,"Johnson, Jennifer A"
ACCY,302,36614,Decision Making for Atg,AE2,LCD,120238,6,6,5,6,5,3,0,0,1,0,0,0,0,1,3.47,"Samet, Jordan A"
ACCY,302,36618,Decision Making for Atg,AE3,LCD,120238,0,9,11,4,6,4,0,1,0,0,1,0,0,0,3.37,"Curtis, Susan M"
ACCY,302,36677,Decision Making for Atg,AE4,LCD,120238,7,4,6,6,4,5,2,1,0,0,0,0,0,0,3.37,"Samet, Jordan A"
ACCY,302,36680,Decision Making for Atg,AE5,LCD,120238,1,12,12,5,2,1,1,0,0,0,0,0,0,1,3.64,"Curtis, Susan M"
ACCY,302,36688,Decision Making for Atg,AE8,LCD,120238,1,10,7,4,2,1,2,3,1,2,0,0,0,1,3.23,"Curtis, Susan M"
ACCY,302,49258,Decision Making for Atg,AEA,LCD,120238,4,8,4,1,8,1,2,0,0,0,0,0,0,0,3.48,"Samet, Jordan A"
ACCY,303,36700,Atg Institutions and Reg,AE2,LCD,120238,11,7,3,2,2,0,0,1,3,1,1,1,0,0,3.3,"Godsell, David"
ACCY,303,36713,Atg Institutions and Reg,AE4,LCD,120238,5,10,7,0,2,0,2,3,1,0,2,0,0,0,3.31,"Godsell, David"
ACCY,303,49259,Atg Institutions and Reg,AE5,LCD,120238,4,13,4,1,4,3,3,2,0,0,0,0,0,0,3.44,"Pachera, Susan"
ACCY,303,36703,Atg Institutions and Reg,AE6,LCD,120238,7,9,4,2,0,4,1,1,1,0,1,1,0,0,3.34,"Pachera, Susan"
ACCY,303,67818,Atg Institutions and Reg,AE7,LCD,120238,6,8,3,4,2,2,1,2,2,0,1,0,1,0,3.2,"Pachera, Susan"
ACCY,304,31317,Accounting Control Systems,AE1,LCD,120238,0,9,0,9,3,4,1,2,2,0,0,0,2,0,2.98,"Williamson, Michael"
ACCY,304,31318,Accounting Control Systems,AE2,LCD,120238,0,20,7,5,3,1,1,1,0,0,0,0,0,0,3.64,"Williamson, Michael"
ACCY,304,31319,Accounting Control Systems,AE3,LCD,120238,3,10,3,5,11,1,1,2,0,0,0,0,0,0,3.38,"Dahle, Andrew J"
ACCY,304,31320,Accounting Control Systems,AE4,LCD,120238,8,7,4,5,10,1,2,0,0,0,0,0,0,0,3.48,"Dahle, Andrew J"
ACCY,304,49280,Accounting Control Systems,AE5,LCD,120238,2,6,5,4,15,0,2,4,0,0,0,0,0,0,3.19,"Dahle, Andrew J"
ACCY,312,31321,Principles of Taxation,A,LCD,120238,3,6,4,7,3,2,1,0,0,0,0,0,0,0,3.49,"Richter, Stefan J"
ACCY,312,31324,Principles of Taxation,B,LCD,120238,3,8,6,2,2,3,2,0,0,0,0,0,1,0,3.38,"Penn, Michael W"
ACCY,312,31330,Principles of Taxation,C,LCD,120238,2,4,2,9,3,2,0,1,0,0,0,0,0,1,3.38,"Richter, Stefan J"
ACCY,312,31332,Principles of Taxation,D,LCD,120238,0,3,1,8,4,5,0,1,1,0,0,0,0,0,3.1,"Richter, Stefan J"
ACCY,312,31333,Principles of Taxation,E,LCD,120238,2,9,2,4,1,5,3,1,0,0,0,0,0,0,3.33,"Vuong, Anh"
ACCY,312,45719,Principles of Taxation,F,LCD,120238,1,5,2,4,5,1,3,3,0,0,0,0,0,0,3.14,"Vuong, Anh"
ACCY,312,45934,Principles of Taxation,G,LCD,120238,4,4,9,5,2,1,2,0,0,0,0,0,0,0,3.52,"Vuong, Anh"
ACCY,405,36754,Assurance and Attestation,AE1,LCD,120238,0,11,2,3,8,1,0,1,0,0,0,0,0,0,3.46,"Kink, Dawn M"
ACCY,405,36758,Assurance and Attestation,AE2,LCD,120238,2,9,5,5,2,1,1,0,1,0,0,0,0,0,3.53,"Rogowski, Edward J"
ACCY,405,36764,Assurance and Attestation,AE3,LCD,120238,1,5,5,6,8,0,1,0,0,0,0,0,0,0,3.41,"Kink, Dawn M"
ACCY,405,36768,Assurance and Attestation,AE4,LCD,120238,0,10,6,6,5,0,1,0,0,0,0,0,0,0,3.55,"Thompson, Anne M"
ACCY,405,54162,Assurance and Attestation,AE7,LCD,120238,1,8,5,5,6,0,1,0,0,0,0,0,0,0,3.51,"Rogowski, Edward J"
ACCY,410,29671,Advanced Financial Reporting,A3,LCD,120238,1,5,9,7,2,4,0,1,0,0,0,0,1,0,3.29,"Ibrahim, Adel Nematallah"
ACCY,410,61231,Advanced Financial Reporting,B3,LCD,120238,0,11,9,3,4,1,1,0,0,0,0,0,0,0,3.58,"Kustanovich, Michael"
ACCY,410,62729,Advanced Financial Reporting,C3,LCD,120238,0,3,8,5,6,6,1,1,0,0,0,0,0,0,3.21,"Kustanovich, Michael"
ACCY,410,62730,Advanced Financial Reporting,D3,LCD,120238,1,12,7,3,4,0,0,0,0,0,0,0,0,0,3.69,"Ibrahim, Adel Nematallah"
ACCY,410,62731,Advanced Financial Reporting,E3,LCD,120238,1,3,5,7,3,3,0,0,0,0,1,0,0,0,3.29,"Ibrahim, Adel Nematallah"
ACCY,451,49130,Advanced Income Tax Problems,A3,LCD,120238,0,12,2,5,3,2,0,0,0,0,0,0,0,0,3.59,"Beardsley, Erik L"
ACCY,451,54569,Advanced Income Tax Problems,B3,LCD,120238,0,12,0,0,6,0,0,4,0,0,0,0,0,0,3.36,"Holder, Charles B"
ACCY,451,62733,Advanced Income Tax Problems,C3,LCD,120238,0,14,0,0,7,0,0,2,0,0,0,0,0,0,3.57,"Holder, Charles B"
ACCY,451,70659,Advanced Income Tax Problems,E3,LCD,120238,0,6,4,7,1,1,2,1,0,0,0,0,0,1,3.39,"Beardsley, Erik L"
ACCY,500,62025,"Atg Measuremnt, Rpting & Cntrl",C2,LCD,120238,4,32,18,1,3,0,0,1,0,0,0,0,0,0,3.8,"Augusto Sampaio, Gerlando"
ACCY,500,67282,"Atg Measuremnt, Rpting & Cntrl",IMB,ONL,120238,582,125,40,15,14,5,0,0,0,0,0,0,3,0,3.93,"Urcan, Oktay"
ACCY,500,67281,"Atg Measuremnt, Rpting & Cntrl",ONL,ONL,120238,21,5,1,1,0,1,0,0,0,0,0,0,0,0,3.92,"Urcan, Oktay"
ACCY,500,56063,"Atg Measuremnt, Rpting & Cntrl",P2,LCD,120238,19,31,6,1,0,0,0,0,0,0,0,0,0,0,3.95,"Augusto Sampaio, Gerlando"
ACCY,501,29678,Accounting Analysis I A,DA1,ONL,120238,15,26,19,6,9,4,1,4,1,0,0,0,4,3,3.41,"Augusto Sampaio, Gerlando"
ACCY,501,69435,Accounting Analysis I B,DB1,ONL,120238,12,16,28,15,8,6,6,4,0,0,0,0,4,0,3.3,"Augusto Sampaio, Gerlando"
ACCY,502,29680,Accounting Analysis II,A4,LCD,120238,10,15,3,1,2,1,0,2,0,1,0,0,0,0,3.67,"Schwartz, Rachel"
ACCY,502,31334,Accounting Analysis II,B4,LCD,120238,4,10,4,3,9,2,2,1,0,0,0,0,0,0,3.42,"Schwartz, Rachel"
ACCY,502,71904,Accounting Analysis II A,DA1,ONL,120238,5,11,6,4,6,1,0,2,0,0,0,0,1,0,3.44,"Mendoza, Scott A"
ACCY,502,71905,Accounting Analysis II B,DB1,ONL,120238,6,10,9,5,4,2,0,0,1,0,0,0,0,0,3.59,"Mendoza, Scott A"
ACCY,502,76239,Accounting Analysis II,E4,LCD,120238,6,10,4,4,3,1,2,1,2,0,0,0,0,0,3.44,"Schwartz, Rachel"
ACCY,503,31335,Managerial Accounting,A2,LCD,120238,5,27,5,0,0,0,2,0,1,0,0,0,0,0,3.82,"Herbold, T J"
ACCY,503,77353,Managerial Accounting,C2,LCD,120238,5,20,2,4,1,2,2,1,0,0,0,0,0,0,3.67,"Herbold, T J"
ACCY,503,66973,Managerial Accounting,IMB,ONL,120238,560,322,80,48,26,24,10,8,0,1,0,1,30,1,3.75,"Chen, Xiaoling"
ACCY,503,66974,Managerial Accounting,ONL,ONL,120238,26,21,7,7,3,4,1,1,1,0,0,0,8,0,3.33,"Chen, Xiaoling"
ACCY,504,59162,Auditing,B4,LCD,120238,0,13,9,6,3,2,0,0,0,0,0,0,0,0,3.62,"Rozario, Andrea M"
ACCY,504,64875,Auditing,C4,LCD,120238,0,8,9,7,5,5,0,1,0,0,0,0,0,0,3.39,"Rozario, Andrea M"
ACCY,504,70165,Auditing A,DA1,ONL,120238,2,42,53,16,67,6,0,0,0,0,0,0,0,0,3.45,"Peecher, Mark E"
ACCY,504,70166,Auditing B,DB1,ONL,120238,2,16,30,40,60,33,1,0,0,0,0,0,1,2,3.2,"Peecher, Mark E"
ACCY,504,76238,Auditing,E4,LCD,120238,0,19,7,4,1,0,0,0,0,0,0,0,0,0,3.81,"Rozario, Andrea M"
ACCY,505,31339,Federal Taxation,A4,LCD,120238,17,5,2,1,3,0,0,0,0,0,0,0,0,0,3.85,"Alt, Amanda J"
ACCY,505,31341,Federal Taxation,B4,LCD,120238,13,10,1,2,1,1,1,0,0,0,0,0,0,0,3.8,"Alt, Amanda J"
ACCY,505,54993,Federal Taxation,C4,LCD,120238,3,7,5,9,4,1,0,0,0,0,0,0,0,0,3.55,"Hutchens, Matthew"
ACCY,505,57605,Federal Taxation,D4,LCD,120238,3,10,3,3,7,3,0,0,0,0,0,0,0,0,3.52,"Hutchens, Matthew"
ACCY,505,69441,Federal Taxation A,DA1,ONL,120238,31,76,31,23,19,10,5,2,0,0,0,0,1,0,3.62,"Hutchens, Matthew"
ACCY,505,69442,Federal Taxation B,DB1,ONL,120238,21,76,18,32,24,17,4,2,0,0,0,0,3,0,3.51,"Hutchens, Matthew"
ACCY,505,70661,Federal Taxation,E4,LCD,120238,11,9,1,3,2,0,1,0,1,0,0,0,0,0,3.7,"Alt, Amanda J"
ACCY,506,71549,Advanced Financial Reporting,DA1,ONL,120238,8,14,3,3,7,5,0,1,1,0,0,0,0,0,3.5,"Kustanovich, Michael"
ACCY,510,49275,Financial Reporting Standards,D,LCD,120238,5,12,0,4,8,2,0,0,0,0,0,0,0,0,3.57,"Steward, Cynthia G"
ACCY,510,61974,Financial Reporting Standards,E,LCD,120238,7,10,0,2,5,0,0,0,0,0,0,0,0,0,3.74,"Steward, Cynthia G"
ACCY,510,62037,Financial Reporting Standards,F,LCD,120238,8,18,0,2,1,1,0,0,0,0,0,0,0,0,3.88,"Steward, Cynthia G"
ACCY,512,51813,Data Analytics for Mgmt Acctg,A,LCD,120238,1,16,9,1,0,0,0,0,0,0,0,0,0,0,3.87,"Lu, Zhenzhong L"
ACCY,512,51814,Data Analytics for Mgmt Acctg,B,LCD,120238,1,18,9,2,1,0,0,0,0,0,0,0,0,0,3.83,"Lu, Zhenzhong L"
ACCY,515,46977,Auditing & Assurance Standards,A,LCD,120238,1,3,6,7,4,0,0,0,0,0,0,0,0,0,3.49,"Zhou, Yuepin"
ACCY,515,46978,Auditing & Assurance Standards,B,LCD,120238,1,9,7,3,1,0,0,0,0,0,0,0,0,0,3.75,"Zhou, Yuepin"
ACCY,517,31379,Financial Statement Analysis,D4,LCD,120238,0,9,6,3,2,1,0,0,0,0,0,0,0,0,3.65,"Hamm, Brian K"
ACCY,518,70667,Financial Statement Fraud,D,LCD,120238,21,2,1,1,1,0,0,0,0,0,0,0,0,0,3.92,"Nekrasz, Frank"
ACCY,531,76802,FSA for MBAs,IMB,ONL,120238,0,126,21,3,2,1,0,0,0,0,0,0,0,0,3.92,"Hamm, Brian K"
ACCY,532,76804,Accounting for M&As,IMB,ONL,120238,200,25,8,3,1,0,0,0,0,0,0,0,1,0,3.96,"Urcan, Oktay"
ACCY,551,31382,Corporate Income Taxation,B,LCD,120238,0,8,7,18,6,1,1,0,0,0,0,0,0,0,3.43,"Sternburg, Thomas"
ACCY,556,54570,Tax Research,A,LCD,120238,0,18,0,0,6,0,0,3,0,0,0,0,0,0,3.56,"Holder, Daniel E"
ACCY,556,31384,Tax Research,B,LCD,120238,0,22,0,0,6,0,0,2,0,0,1,0,0,0,3.58,"Holder, Daniel E"
ACCY,569,71963,Data Driven Decisions in Acctg,DA1,ONL,120238,32,15,5,0,2,0,0,0,0,0,0,0,1,0,3.86,"Guymon, Ronald N"
ACCY,570,68785,Data Analytics Foundations,AD2,ONL,120238,11,18,4,2,0,0,0,0,0,0,0,0,0,0,3.92,"Anand, Vic"
ACCY,570,68786,Data Analytics Foundations,AD3,ONL,120238,8,23,4,1,1,0,0,0,0,0,0,0,0,0,3.92,"Lu, Yifei"
ACCY,570,68787,Data Analytics Foundations,AD4,ONL,120238,15,13,2,0,0,0,1,0,0,0,0,0,0,0,3.92,"Lu, Yifei"
ACCY,570,70665,Data Analytics Foundations,AD5,ONL,120238,14,14,5,3,0,0,0,0,0,0,0,0,0,0,3.9,"Lu, Yifei"
ACCY,570,76784,Data Analytics Foundations,AD6,ONL,120238,9,23,1,0,1,0,0,0,0,0,0,0,0,0,3.96,"Herbold, T J"
ACCY,570,71909,Data Analytics Foundations,AD7,ONL,120238,6,23,6,1,0,0,0,0,0,0,0,0,0,0,3.93,"Anand, Vic"
ACCY,575,74620,Data Analytics Apps in ACCY,A,LCD,120238,14,11,2,0,1,1,1,0,0,0,0,0,0,0,3.84,"Penn, Michael W"
ACCY,578,73609,ACCY Analytics Appl - A,AAA,ONL,120238,5,3,9,2,2,2,0,0,0,0,0,0,0,0,3.61,"Lu, Zhenzhong L"
ACCY,578,73610,ACCY Analytics Appl - B,AAB,ONL,120238,21,4,0,0,1,0,0,0,0,0,0,0,0,0,3.96,"Nekrasz, Frank"
ACE,100,36724,Intro to Applied Micro,AD1,DIS,120238,6,9,5,2,3,4,1,2,3,0,0,0,2,0,3.14,"Gundersen, Lisa C"
ACE,100,36726,Intro to Applied Micro,AD2,DIS,120238,7,5,5,2,2,2,4,2,1,0,0,1,1,0,3.13,"Gundersen, Lisa C"
ACE,100,36732,Intro to Applied Micro,AD5,DIS,120238,7,3,5,3,5,2,2,1,3,0,2,0,1,1,3.01,"Gundersen, Lisa C"
ACE,100,36734,Intro to Applied Micro,AD6,DIS,120238,1,10,5,5,3,2,0,3,2,0,0,0,0,0,3.31,"Gundersen, Lisa C"
ACE,100,36735,Intro to Applied Micro,AD7,DIS,120238,7,5,8,3,4,4,3,0,0,1,0,0,0,0,3.38,"Gundersen, Lisa C"
ACE,100,56843,Intro to Applied Micro,AD8,DIS,120238,4,4,1,2,1,3,5,0,2,4,0,0,1,1,2.73,"Gundersen, Lisa C"
ACE,161,39708,Microcomputer Applications,A1,LBD,120238,0,34,0,0,17,0,0,7,0,0,0,0,0,0,3.47,"Burnett, Meghan L"
ACE,161,36751,Microcomputer Applications,L2,ONL,120238,0,43,0,0,18,0,0,7,0,0,1,0,1,1,3.44,"Burnett, Meghan L"
ACE,161,36744,Microcomputer Applications,T,ONL,120238,0,11,0,0,9,0,0,0,0,0,2,0,1,0,3.17,"Lo, Alexander C"
ACE,199,68388,AI in Wealth Mgmt & Fin Planng,AI,Onl,120238,49,0,0,0,1,0,0,0,0,0,1,0,1,1,3.85,"Lemoine, Craig"
ACE,199,58282,Negotiation,NPS,LCD,120238,49,21,1,5,1,1,0,0,1,0,0,0,1,1,3.85,"Stoddard, Paul B"
ACE,210,61563,Environmental Economics,AL1,LEC,120238,20,24,12,14,15,7,0,9,5,2,0,0,1,0,3.3,"Damon, Lisa A"
ACE,220,78326,Introduction to Sales,SPS,LCD,120238,3,12,9,7,4,5,1,0,0,0,0,0,0,0,3.51,"Elmore, Ailie C"
ACE,222,29698,Agricultural Marketing,S,LCD,120238,25,38,26,11,8,4,1,2,1,1,0,0,3,0,3.57,"Stoddard, Paul B"
ACE,240,69393,Personal Financial Planning,DS,LEC,120238,7,32,21,11,9,3,1,0,0,0,0,1,0,0,3.62,"Sanchez, Donovan"
ACE,240,74876,Personal Financial Planning,ONL,ONL,120238,365,62,0,0,21,0,0,11,0,0,5,0,13,0,3.77,"Lemoine, Craig"
ACE,251,49101,The World Food Economy,AL1,OLC,120238,32,78,60,31,18,9,8,7,1,1,2,2,1,0,3.52,"Michelson, Hope C"
ACE,255,49417,Econ of Food and Envir Justice,AL1,LEC,120238,65,31,11,5,3,4,1,1,0,0,0,0,0,0,3.84,"Skidmore, Marin E"
ACE,262,72898,App Stat Mthds & Data AnlytcsI,AS1,LEC,120238,9,19,15,5,19,5,9,8,4,3,2,1,1,0,3.04,"Gundersen, Lisa C"
ACE,264,72900,App Stat Mthds & Data Anlytcs2,AS2,LCD,120238,4,12,13,11,15,10,7,6,5,3,3,0,5,0,2.81,"Dall'Erba, Sandy"
ACE,270,77284,Consumer Economics,L,LEC,120238,9,11,3,8,9,1,2,4,2,0,1,0,0,0,3.29,"Gundersen, Lisa C"
ACE,300,72901,Interm. Applied Microeconomics,AL1,LEC,120238,22,33,15,10,22,11,6,7,0,2,1,1,1,0,3.33,"Endres, Renata"
ACE,310,36772,Natural Resource Economics,AL1,LCD,120238,6,5,5,2,7,2,2,0,0,0,1,0,0,0,3.37,"Endres, Renata"
ACE,335,70565,Food Marketing and Behavior,FMB,LCD,120238,0,9,4,6,10,2,1,1,0,0,0,0,0,0,3.34,"Kalaitzandonake, Maria H"
ACE,341,65063,Issues in Agribus Mkts & Mgmt,AMM,LCD,120238,22,10,2,1,2,0,0,0,1,0,0,0,0,0,3.85,"Graber, Kelsey L"
ACE,341,65167,Issues in Cons Econ & Finance,CEF,LCD,120238,44,9,6,1,8,0,0,2,0,1,0,0,0,0,3.76,"Fee, Presley S"
ACE,341,65064,Contemp Issue Comm Fin Plng,CFP,LCD,120238,36,10,0,0,4,0,0,3,0,0,0,0,0,0,3.81,"Elam, Seth S"
ACE,341,44207,Issues in AgAccy and FinAg,FAA,LCD,120238,19,15,2,0,0,0,0,1,0,0,0,0,0,0,3.93,"Graber, Kelsey L"
ACE,345,53592,Finan Decision Indiv Sm Bus,X,LCD,120238,12,46,9,3,3,3,2,0,1,0,0,1,0,1,3.74,"Paulson, Nicholas D"
ACE,346,60156,Tax Policy and Finan Planning,A,LCD,120238,29,16,4,12,7,8,2,2,2,1,2,0,0,0,3.44,"Breen, John"
ACE,360,75106,Spreadsheet Models & Applic,FB1,OLB,120238,0,21,0,0,3,0,0,0,0,0,0,0,0,0,3.88,"Campbell, William D"
ACE,406,48924,Environmental Law,GR,LCD,120238,4,13,9,11,8,4,0,3,0,1,0,0,0,1,3.39,"Endres, A B"
ACE,411,62829,Environment and Development,UG,LCD,120238,4,9,7,5,4,1,1,1,1,0,0,0,0,0,3.52,"Janzen, Sarah A"
ACE,427,64899,Commodity Price Analysis,M,LCD,120238,7,7,10,6,4,10,8,3,1,1,0,0,0,0,3.14,"Irwin, Scott H"
ACE,428,43123,Commodity Futures and Options,T,LCD,120238,2,4,3,4,7,1,4,1,2,2,0,0,1,0,2.88,"Stoddard, Paul B"
ACE,435,29710,Global Agribusiness Management,UG,LCD,120238,20,24,12,6,9,3,2,0,1,0,0,0,0,0,3.65,"Colussi, Joana"
ACE,444,51727,Finan Serv & Invest Plan,GR,LCD,120238,3,7,22,8,12,7,2,1,1,0,0,0,0,0,3.34,"Elmore, Ailie C"
ACE,445,47126,Int Personal Fin & Estate Plan,S,ONL,120238,33,25,0,0,2,0,0,2,0,0,0,0,0,0,3.9,"Allen, Sharon C"
ACE,455,56174,Intl Trade in Food and Agr,M,LCD,120238,7,12,8,8,12,1,0,2,0,0,2,0,0,0,3.4,"Ridley, William C"
ACE,474,73276,Economics of Consumption,UG,LCD,120238,1,4,2,3,4,3,4,1,1,1,1,1,0,0,2.82,"Lyons, Angela C"
ACE,476,36268,Behavioral Economics,UG,LCD,120238,1,8,2,5,7,5,4,2,1,2,0,1,0,1,2.99,"Lyons, Angela C"
ACES,101,51579,Contemporary Issues in ACES,ADA,DIS,120238,10,10,0,1,1,1,0,0,0,0,0,0,0,0,3.87,"Edmonds, Devin A"
ACES,101,51580,Contemporary Issues in ACES,ADB,DIS,120238,13,4,2,1,0,0,1,0,0,0,0,0,0,0,3.86,"Endres, A B"
ACES,101,51581,Contemporary Issues in ACES,ADC,DIS,120238,12,11,0,2,1,1,0,1,0,1,0,0,0,0,3.71,"Paulson, Nicholas D"
ACES,101,51582,Contemporary Issues in ACES,ADD,DIS,120238,22,2,2,1,0,0,2,0,0,0,0,1,0,0,3.73,"Jones-Hamlow, Katelyn A"
ACES,101,51585,Contemporary Issues in ACES,ADG,DIS,120238,12,14,1,2,1,1,0,0,1,0,0,0,1,0,3.69,"Honegger, Logan J"
ACES,101,51586,Contemporary Issues in ACES,ADH,DIS,120238,10,13,2,2,1,0,1,0,0,0,0,0,0,0,3.84,"Xu, Yilan"
ACES,101,51587,Contemporary Issues in ACES,ADI,DIS,120238,21,8,0,1,0,0,0,0,0,0,0,0,0,0,3.98,"Elmore, Ailie C"
ACES,101,51590,Contemporary Issues in ACES,ADL,DIS,120238,16,7,4,0,0,1,1,0,0,0,0,0,1,0,3.72,"Emmert, Jason L"
ACES,101,51591,Contemporary Issues in ACES,ADM,DIS,120238,12,10,0,0,0,0,1,0,0,0,0,0,0,0,3.93,"Bohn, Martin O"
ACES,101,51593,Contemporary Issues in ACES,ADO,DIS,120238,19,6,3,1,1,0,0,0,0,0,0,0,0,0,3.91,"Emmert, Jason L"
ACES,101,51594,Contemporary Issues in ACES,ADP,DIS,120238,13,10,0,0,0,1,1,0,0,0,0,0,0,0,3.88,"Edmonds, Devin A"
ACES,101,51596,Contemporary Issues in ACES,ADR,DIS,120238,13,9,0,0,1,0,0,1,0,1,0,0,0,0,3.77,"Edmonds, Devin A"
ACES,101,51600,Contemporary Issues in ACES,ADV,DIS,120238,10,4,6,2,0,0,0,0,0,0,0,0,3,0,3.39,"Honegger, Logan J"
ACES,101,51601,Contemporary Issues in ACES,ADW,DIS,120238,13,7,2,1,0,0,1,0,0,0,0,0,1,0,3.72,"Jones-Hamlow, Katelyn A"
ACES,179,61977,History of Ag in IL Since 1860,A,ONL,120238,2,15,8,2,5,0,0,0,0,0,1,0,0,0,3.64,"Reid, Debra A"
ACES,179,61978,History of Ag in IL Since 1860,B,ONL,120238,0,8,7,6,9,1,0,0,0,0,0,0,0,0,3.46,"Reid, Debra A"
ADV,150,61083,Introduction to Advertising,AB1,DIS,120238,32,5,0,1,1,0,0,0,0,0,0,0,0,0,3.96,"Lyerla, Mackenzie M"
ADV,150,61084,Introduction to Advertising,AB2,DIS,120238,30,6,0,2,0,0,0,0,0,0,0,0,0,0,3.96,"Dong, Xinyue"
ADV,150,77246,Introduction to Advertising,AB3,DIS,120238,25,7,3,0,1,0,1,1,0,0,0,0,0,0,3.85,"Faisal, Naufil B"
ADV,150,77249,Introduction to Advertising,AB4,DIS,120238,25,5,3,1,2,0,0,1,0,0,0,0,1,0,3.75,"Zhu, Qinyue"
ADV,150,77251,Introduction to Advertising,AB5,DIS,120238,26,9,1,1,1,0,0,0,0,0,0,0,1,0,3.85,"Ji, Ruochong"
ADV,150,77253,Introduction to Advertising,AB6,DIS,120238,23,10,0,0,3,0,0,2,0,0,0,0,1,0,3.72,"Ji, Ruochong"
