Subject,Course,CRN,Course Title,Course Section,Sched Type,Term,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Primary Instructor
MSE,488,73210,Optical Materials,A1,LCD,120238,2,5,5,4,2,3,2,2,1,0,0,0,0,0,3.25,"Shim, Moonsub"
MSE,489,57708,Matl Select for Sustainability,A,LCD,120238,6,16,7,2,1,3,0,0,1,0,0,0,0,0,3.7,"Shoemaker, Daniel P"
MSE,494,78450,Materials Design Thinking,A,LEC,120238,11,23,17,4,2,1,0,1,0,0,0,0,0,0,3.77,"Goodman, Matthew D"
MSE,500,30462,Statistical Thermodyn of Matls,A,LEC,120238,4,15,3,9,8,0,0,0,0,0,0,0,0,2,3.61,"Schweizer, Kenneth S"
MSE,522,78077,Solid State Ionics,A,LCD,120238,5,5,3,2,2,1,1,3,0,0,1,0,1,0,3.15,"Perry, Nicola H"
MUS,101,37441,Music Theory and Practice I,AD1,DIS,120238,0,12,4,0,1,2,0,0,1,1,0,1,0,1,3.4,"Zhang, Yucheng"
MUS,101,37445,Music Theory and Practice I,AD2,DIS,120238,0,4,3,4,2,1,3,0,1,0,1,0,2,0,2.79,"Zhang, Yucheng"
MUS,132,73319,Popular Music Studies,AL1,LEC,120238,306,124,49,20,25,17,8,2,4,2,2,0,6,0,3.75,"Smith, Jonathon M"
MUS,133,37728,Introduction to World Music,AL1,LEC,120238,0,497,48,18,17,2,3,3,3,0,0,0,2,0,3.88,"Smith, Jonathon M"
MUS,201,39966,Music Theory and Practice III,AD2,DIS,120238,0,11,0,0,9,0,0,4,0,0,1,0,0,0,3.2,"Liddell, Caleb"
MUS,201,39967,Music Theory and Practice III,AD3,DIS,120238,2,6,4,1,2,2,3,0,1,0,0,0,0,0,3.33,"Taylor, Stephen A"
MUS,207,37698,Musicianship III,CAL,LCD,120238,21,0,0,0,0,0,1,0,0,0,0,0,0,0,3.92,"Holden, Alexis L"
MUS,240,30559,Orientation Mus Tchg Lrng K-HS,A,LCD,120238,9,5,3,1,2,0,0,1,0,0,0,0,1,0,3.56,"Shungu, Peter J"
MUS,313,38184,The History of Music I,AL1,LEC,120238,40,16,7,6,5,4,3,1,4,0,1,0,0,0,3.59,"Vallier, Nolan A"
MUS,350,70388,Music Teaching in Ens Settings,A,LBD,120238,6,18,6,4,2,0,0,2,0,0,0,0,2,0,3.53,"Sweet, Bridget M"
MUS,407,30640,Elect Music Techniques I,A,LBD,120238,3,17,5,4,2,1,1,0,1,2,0,0,0,0,3.53,"Fieldsteel, Eli M"
MUS,408,41534,Analysis of Music: 1945-pres.,E,LCD,120238,3,15,1,1,0,0,0,0,0,0,1,0,0,0,3.81,"Taylor, Stephen A"
MUS,439,53906,Differentiating Music Instrctn,A,LCD,120238,3,12,3,2,0,1,0,0,0,0,0,0,0,0,3.83,"Bertrand, John M"
MUS,439,78418,Differentiating Music Instrctn,B,LCD,120238,0,19,1,0,1,1,0,0,0,0,0,0,0,0,3.88,"Shungu, Peter J"
MUSC,462,74089,University Chorus,A,PR,120238,0,28,1,0,3,1,1,2,0,0,0,0,1,0,3.61,"Solya, Andrea"
MUSC,464,73708,Women's Glee Club,A,PR,120238,5,90,0,0,1,0,0,0,0,0,0,0,1,1,3.95,"Solya, Andrea"
MUSC,465,73709,Men's Glee Club,A,PR,120238,0,49,0,0,0,0,0,1,0,0,0,0,0,0,3.96,"Coleman, Barrington L"
MUSC,468,74871,LTI Studio,A,PR,120238,2,17,1,1,0,1,0,0,0,0,0,0,0,0,3.89,"Tilley, Michael P"
MUSC,476,74097,Philharmonia Orchestra,A,PR,120238,0,64,0,2,0,0,0,0,0,0,0,0,0,1,3.98,"Watson, Carolyn N"
MUSC,478,74099,Illini Strings,A,PR,120238,0,79,0,1,0,0,0,0,0,0,1,0,0,0,3.95,"Reitz, Hannah E"
MUSC,480,74093,Wind Symphony,A,PR,120238,0,50,0,0,1,0,0,0,0,0,0,0,0,0,3.98,"Geraldi, Kevin M"
MUSC,482,74095,Hindsley Symphonic Band,A,PR,120238,0,47,0,1,3,0,0,0,0,0,0,0,0,0,3.93,"Fleming, Kimberly J"
MUSC,484,76063,Concert Band,A,PR,120238,0,112,2,1,5,0,0,1,0,0,1,0,0,0,3.91,"Rudy, Hannah L"
MUSC,487,73710,Marching Illini,CG,PR,120238,0,26,0,1,0,0,0,0,0,0,0,0,0,0,3.99,"Houser, Barry L"
MUSC,487,73711,Marching Illini,DL,PR,120238,0,32,0,1,1,0,0,0,0,0,0,0,0,0,3.98,"Houser, Barry L"
MUSC,487,73712,Marching Illini,IL,PR,120238,0,28,0,0,1,0,0,0,0,0,0,0,0,0,3.96,"Houser, Barry L"
MUSC,487,73713,Marching Illini,WB,PR,120238,0,288,4,1,1,1,0,0,0,0,0,0,0,0,3.99,"Houser, Barry L"
MUSC,489,76570,Volleyball Band,A,PR,120238,0,35,7,0,1,1,0,0,0,0,0,0,0,0,3.89,"Rudy, Hannah L"
NE,100,77097,Intro to Neural Engineering,NE1,LCD,120238,15,4,6,2,1,0,0,0,0,0,0,0,0,0,3.85,"Best-Popescu, Catherine A"
NPRE,100,32850,Orientation to NPRE,A,LCD,120238,6,34,3,1,5,0,0,2,0,0,0,0,0,1,3.79,"Novak, April J"
NPRE,200,77291,Mathematics for NPRE,A,LCD,120238,36,6,1,1,0,0,0,0,1,0,0,0,0,1,3.93,"Alam, Syed Bahauddin"
NPRE,201,30493,Energy Systems,Q,LCD,120238,0,8,6,11,4,0,3,1,0,0,0,0,0,0,3.38,"Andruczyk, Daniel"
NPRE,201,49708,Energy Systems,Q2,LCD,120238,2,9,8,5,2,0,0,0,0,0,0,0,0,0,3.69,"Andruczyk, Daniel"
NPRE,321,77292,Intro to Plasmas & Application,A,LCD,120238,0,12,5,4,3,2,0,0,0,0,0,0,1,0,3.48,"Andruczyk, Daniel"
NPRE,330,77138,Materials in Nuclear Engrg,A,LCD,120238,1,4,9,5,4,2,7,3,1,0,0,0,1,0,3,"Heuser, Brent J"
NPRE,402,34302,Nuclear Power Engineering,A,LCD,120238,13,30,19,13,3,8,2,1,1,0,0,0,0,1,3.6,"Ragheb, Magdi"
NPRE,445,77319,Interact of Radiation w/Matter,A,LCD,120238,10,7,8,6,0,0,0,0,0,0,0,0,0,0,3.79,"Bezryadin, Alexey"
NPRE,481,40865,Writing on Technol & Security,A,LCD,120238,1,12,6,3,0,0,3,0,0,0,0,0,0,0,3.64,"Roy, William R"
NPRE,501,39440,Fundamentals of Nuclear Engrg,A,LCD,120238,1,7,2,3,3,3,2,3,0,1,0,0,2,0,2.9,"Uddin, Rizwan"
NRES,100,51733,Fundamentals of Env Sci,ONL,ONL,120238,49,60,34,8,14,6,7,6,5,2,3,2,14,1,3.28,"Ugarte Diaz, Carmen M"
NRES,102,32865,Introduction to NRES,L1,LEC,120238,31,19,10,9,4,2,1,4,2,2,0,0,1,1,3.53,"Kent, Angela D"
NRES,103,70214,The Great Lakes at Risk,A,ONL,120238,9,15,17,5,5,4,2,1,0,1,1,1,4,0,3.24,"Miller, James R"
NRES,201,32862,Introductory Soils,AL1,LEC,120238,1,10,6,3,17,5,4,10,1,0,2,0,1,0,2.89,"Mulvaney, Richard L"
NRES,219,55864,Applied Ecology,L1,LEC,120238,36,45,22,17,11,0,3,3,2,1,0,0,1,1,3.63,"Yannarell, Anthony"
NRES,224,72910,Social Justice and Environment,A,LCD,120238,6,21,2,2,0,1,0,1,0,0,1,0,1,0,3.65,"Johnson, McKenzie F"
NRES,285,56365,Techniques in Forest Ecology,TFE,LBD,120238,15,4,1,0,2,0,0,0,0,0,0,0,0,0,3.89,"Fraterrigo, Jennifer M"
NRES,348,34570,Fish and Wildlife Ecology,L1,LEC,120238,31,36,23,18,14,4,5,7,2,1,1,0,2,0,3.45,"Ward, Michael P"
NRES,401,40129,Watershed Hydrology,A,LEC,120238,9,11,6,3,5,4,2,1,0,1,0,1,0,1,3.4,"Guan, Kaiyu"
NRES,409,49854,Fishery Ecol and Conservation,E1,LCD,120238,1,5,5,6,2,4,0,1,0,0,0,0,0,0,3.38,"Dennis, Clark E"
NRES,415,54607,Native Plant ID and Floristics,A,LCD,120238,5,5,3,3,6,3,0,1,0,0,1,0,0,1,3.33,"Matthews, Jeffrey W"
NRES,419,30579,Env and Plant Ecosystems,E1,LCD,120238,4,11,9,4,3,4,0,2,0,0,2,2,0,0,3.25,"Matthews, Jeffrey W"
NRES,439,52516,Env and Sustainable Dev,MSU,ONL,120238,0,13,7,1,1,0,0,1,0,0,0,0,0,0,3.74,"Hodson, Piper"
NRES,454,40130,GIS in Natural Resource Mgmt,AL1,LEC,120238,33,38,10,6,4,3,2,0,1,0,1,0,0,0,3.76,"Stickley, Samuel F"
NRES,465,57872,Landscape Ecology,A,LCD,120238,2,13,3,1,7,0,1,1,2,1,1,0,0,1,3.29,"Fraterrigo, Jennifer M"
NRES,471,30588,Pedology,E1,LCD,120238,0,18,2,1,1,3,0,0,0,0,0,0,0,0,3.75,"McSweeney, Kevin"
NRES,472,34572,Environmental Psychology,E1,LCD,120238,21,7,4,0,2,1,0,0,1,0,1,0,0,0,3.73,"Golebie, Elizabeth J"
NUTR,510,58189,Intestinal Physio & Microbiome,D,LEC,120238,5,18,0,0,4,0,0,2,0,0,0,0,1,0,3.6,"Loman, Brett R"
PATH,629,74446,Emergency Prep and Response,A,Onl,120238,0,21,0,0,10,0,0,0,0,0,0,0,0,0,3.68,"Miller, Gay Y"
PHIL,101,34620,Introduction to Philosophy,AL1,LEC,120238,1,15,11,1,0,1,1,0,0,0,0,0,1,0,3.64,"Jensen, Erik R"
PHIL,101,51406,Introduction to Philosophy,BL1,LEC,120238,0,11,4,3,2,4,2,0,2,1,0,1,6,0,2.65,"Rowe, James F"
PHIL,102,55697,Logic and Reasoning,C1,ONL,120238,0,7,12,12,4,6,4,2,3,1,1,1,6,1,2.73,"Leland, Patrick R"
PHIL,102,34743,Logic and Reasoning,E,LCD,120238,14,14,7,2,0,0,0,2,0,0,0,0,0,0,3.8,"Louzon, Nicholas J"
PHIL,103,32668,Logic and Reasoning QR II,AD3,DIS,120238,7,3,2,3,4,1,1,1,1,0,0,0,0,0,3.39,"Lopez Romero, Ana Itzel"
PHIL,103,32673,Logic and Reasoning QR II,AD4,DIS,120238,8,8,4,1,1,0,0,0,2,0,0,0,0,0,3.68,"Smith, Mathew J"
PHIL,103,77695,Logic and Reasoning QR II,AD6,DIS,120238,5,3,3,5,4,2,1,1,0,0,0,0,0,0,3.39,"Smith, Mathew J"
PHIL,104,39412,Intro to Ethics-ACP,AD1,DIS,120238,9,3,3,4,1,2,0,0,0,0,0,1,1,0,3.39,"Tobias, Zachary D"
PHIL,105,34750,Introduction to Ethics,B,LCD,120238,1,12,4,4,3,1,2,0,0,0,1,0,1,0,3.36,"Baume, Rebecca A"
PHIL,107,30609,Intro to Political Philosophy,D,LCD,120238,6,7,2,3,8,1,2,0,3,1,0,0,2,0,3.06,"Vanderbeek, Robert J"
PHIL,202,54262,Symbolic Logic,OL,ONL,120238,7,17,13,6,4,3,5,1,2,3,1,4,4,0,2.98,"Lee, Seungil"
PHIL,203,30620,Ancient Philosophy,A,LCD,120238,2,12,10,7,9,6,4,3,2,1,0,0,0,1,3.2,"Sanders, Kirk"
PHIL,206,30623,Early Modern Philosophy,A,LCD,120238,0,7,10,14,12,4,3,0,0,0,0,1,5,1,2.96,"Ben Moshe, Nir"
PHIL,210,45629,Ethics,A,LCD,120238,0,9,5,3,8,4,0,0,0,0,0,0,0,0,3.41,"Biondi, Zachary"
PHIL,222,73054,Philosophical Foundations CS,A,LCD,120238,15,5,3,2,3,0,1,0,0,1,0,0,1,2,3.56,"Kishida, Kohei"
PHIL,223,78585,Minds & Machines,AL,LEC,120238,0,11,5,2,1,0,0,4,0,0,1,0,0,0,3.38,"Scharp, Kevin A"
PHIL,270,43826,Philosophy of Science,A,LCD,120238,1,9,10,4,4,0,0,0,0,0,0,0,0,0,3.64,"Lee, Seungil"
PHIL,421,30658,Ethical Theories,U1,LCD,120238,0,13,3,4,11,0,1,0,0,0,0,0,2,0,3.28,"Biondi, Zachary"
PHIL,426,30661,Metaphysics,U1,LCD,120238,0,11,6,3,3,1,0,2,1,0,0,0,0,1,3.46,"Saenz, Noel B"
PHIL,477,52098,Philosophy of Psychology,U1,LCD,120238,1,22,2,0,2,0,0,0,0,0,0,0,0,1,3.91,"Livengood, Jonathan M"
PHYS,100,34792,Thinking About Physics,A,LEC,120238,52,22,34,18,10,14,14,5,3,5,7,2,1,0,3.27,"Kuo, Eric P"
PHYS,100,56866,Thinking About Physics,AA,LEC,120238,52,28,28,20,13,13,13,6,6,2,4,1,1,1,3.33,"Kuo, Eric P"
PHYS,101,34813,College Physics: Mech & Heat,A1,LEC,120238,75,20,17,11,10,19,12,11,6,1,2,6,2,0,3.27,"Ansell, Katherine A"
PHYS,101,34816,College Physics: Mech & Heat,A2,LEC,120238,61,37,20,10,12,12,12,14,8,2,2,2,2,2,3.31,"Ansell, Katherine A"
PHYS,102,34469,College Physics: E&M & Modern,A1,LEC,120238,10,24,20,7,18,15,4,7,4,0,3,3,2,0,3.09,"Holder, Gilbert"
PHYS,102,34471,College Physics: E&M & Modern,A2,LEC,120238,7,18,18,8,19,14,5,11,2,0,1,1,1,1,3.1,"Holder, Gilbert"
PHYS,211,55650,University Physics: Mechanics,A1,LEC,120238,55,62,32,31,19,12,16,9,12,2,5,7,3,0,3.27,"Stelzer, Timothy J"
PHYS,211,34564,University Physics: Mechanics,A2,LEC,120238,42,54,30,11,14,23,16,18,12,4,9,11,2,2,3.05,"Leite Noronha, Jorge Jose"
PHYS,211,34566,University Physics: Mechanics,A3,LEC,120238,37,56,20,21,24,26,16,18,9,10,12,13,4,2,2.93,"Leite Noronha, Jorge Jose"
PHYS,212,43044,University Physics: Elec & Mag,A1,LEC,120238,38,33,29,33,21,28,22,20,16,14,10,7,6,1,2.85,"Hooberman, Benjamin"
PHYS,212,34734,University Physics: Elec & Mag,A2,LEC,120238,54,32,30,18,25,25,20,19,12,14,14,19,4,2,2.82,"Kwiat, Paul G"
PHYS,212,34736,University Physics: Elec & Mag,A3,LEC,120238,65,38,22,7,5,15,12,6,10,9,8,7,6,1,3.11,"Kwiat, Paul G"
PHYS,213,71589,Univ Physics: Thermal Physics,A1,LEC,120238,46,59,21,17,17,15,6,19,11,3,1,1,2,0,3.31,"Wagner, Lucas K"
PHYS,213,71590,Univ Physics: Thermal Physics,A2,LEC,120238,51,95,34,23,20,17,13,14,16,2,0,0,4,1,3.39,"Wagner, Lucas K"
PHYS,214,34891,Univ Physics: Quantum Physics,A1,LEC,120238,61,40,17,13,10,13,17,11,4,2,3,3,0,1,3.35,"Wagner, Lucas K"
PHYS,214,34894,Univ Physics: Quantum Physics,A2,LEC,120238,85,56,33,24,26,19,18,7,7,6,1,4,0,0,3.4,"Wagner, Lucas K"
PHYS,225,55728,Relativity & Math Applications,A,LEC,120238,38,22,4,18,11,5,4,3,3,1,1,0,0,1,3.49,"Koptieva, Olena"
PHYS,246,73013,Intro to Computational Physics,A,LBD,120238,13,10,2,2,0,0,0,1,0,0,0,0,0,0,3.86,"Clark, Bryan K"
PHYS,325,32694,Classical Mechanics I,A,LEC,120238,30,9,7,13,3,9,5,7,1,5,1,0,0,0,3.26,"Adshead, Peter J"
PHYS,326,32751,Classical Mechanics II,A,LEC,120238,5,13,11,8,4,2,2,1,1,2,0,0,0,0,3.42,"Golding, Ido"
PHYS,370,77225,Intro to Quant Info and Comp,A,LEC,120238,12,11,3,1,0,0,2,1,1,0,0,0,0,0,3.7,"Covey, Jacob P"
PHYS,401,32710,Classical Physics Lab,A,LEC,120238,2,0,9,3,8,0,0,0,0,0,0,0,1,0,3.26,"Filippini, Jeffrey P"
PHYS,403,30674,Modern Experimental Physics,A,LAB,120238,8,16,2,1,0,0,0,0,0,0,0,0,0,0,3.95,"Colla, Eugene V"
PHYS,427,30681,Thermal & Statistical Physics,A,LEC,120238,5,8,11,10,8,2,1,1,0,0,0,0,2,0,3.32,"Shelton, Julia F"
PHYS,435,32763,Electromagnetic Fields I,A,LEC,120238,9,31,4,5,24,7,0,21,0,0,0,0,0,0,3.21,"Abbamonte, Peter M"
PHYS,436,32773,Electromagnetic Fields II,A,LEC,120238,10,19,15,7,4,3,1,0,0,0,0,0,0,0,3.67,"Eckstein, James N"
PHYS,485,30685,Atomic Phys & Quantum Theory,A,LEC,120238,8,4,5,7,2,3,1,3,3,0,0,0,0,0,3.25,"Vishveshwara, Smitha"
PHYS,486,32793,Quantum Physics I,A,LEC,120238,6,14,6,6,10,0,3,9,3,1,0,0,1,0,3.11,"Pfaff, Wolfgang"
PHYS,487,32796,Quantum Physics II,A,LEC,120238,5,7,8,8,1,2,5,4,1,1,1,0,0,1,3.16,"Faulkner, Thomas"
PHYS,514,61065,Modern Atomic Physics,A,LEC,120238,13,5,0,2,1,0,0,1,0,0,0,0,0,0,3.8,"Goldschmidt, Elizabeth A"
PHYS,580,30709,Quantum Mechanics I,A,LEC,120238,7,12,0,8,4,7,0,2,0,0,1,0,1,0,3.29,"Leigh, Robert G"
PLPA,200,47801,"Plants, Pathogens, and People",ONL,ONL,120238,0,192,0,0,5,0,0,2,0,0,0,0,1,0,3.94,"Lambert, Kris N"
PS,100,32817,Intro to Political Science,AL1,LEC,120238,29,60,35,36,44,16,5,17,5,2,2,0,3,0,3.3,"Kourtikakis, Konstantinos"
PS,100,47375,Intro to Political Science,B,LCD,120238,2,6,6,2,4,1,0,1,1,0,0,0,1,0,3.29,"Lee, Jinwon"
PS,101,38476,Intro to US Gov & Pol,BL1,LEC,120238,32,38,17,6,1,4,2,0,0,0,0,2,0,0,3.75,"Sin, Gisela"
PS,180,73039,IntroPolitics of Globalization,AL1,LEC,120238,13,30,12,8,3,1,2,2,1,0,0,0,1,0,3.63,"Yang, Yujeong"
PS,199,55921,Intro to Political Violence,AL1,LEC,120238,0,22,12,12,17,9,4,4,4,1,2,2,0,0,3.1,"Prorok, Alyssa K"
PS,201,70836,US Racial & Ethnic Politics,OL1,ONL,120238,12,20,17,7,5,4,2,0,1,0,0,0,3,0,3.46,"Raynal, Isaiah R"
PS,201,70837,US Racial & Ethnic Politics,OL2,ONL,120238,0,19,15,5,6,7,3,1,2,1,0,1,7,0,2.97,"Lee, Younghyun"
PS,201,74248,US Racial & Ethnic Politics,OL3,ONL,120238,24,12,14,4,1,4,2,4,0,0,0,0,8,1,3.22,"Moreira, Jair A"
PS,202,40308,Religion & Politics in the US,A,LCD,120238,6,33,5,9,21,6,3,3,0,0,0,0,0,0,3.45,"Rudolph, Thomas J"
PS,220,40309,Intro to Public Policy,C,ONL,120238,14,57,0,1,6,0,1,3,0,1,1,0,2,0,3.67,"Ashley, Jeffrey S"
PS,231,59988,Strategic Models,AL1,LEC,120238,1,13,4,7,9,8,3,2,1,0,0,0,1,1,3.16,"Carroll, Robert J"
PS,240,32828,Intro to Comp Politics,AL1,LEC,120238,34,21,5,10,3,2,3,4,0,1,0,0,1,0,3.6,"Livny, Avital"
PS,250,78193,Rise Up: Organizing Resistance,A,LCD,120238,0,70,3,2,6,2,0,0,1,0,0,0,4,2,3.67,"Khoury, Rana B"
PS,272,43097,Women and Politics,A,LCD,120238,7,8,1,5,2,4,1,0,0,0,0,0,1,0,3.43,"Warland, Soren M"
PS,280,39376,Intro to Intl Relations,BL1,LEC,120238,20,22,12,6,8,5,1,0,0,0,1,0,0,0,3.64,"Nagashima, Daniel"
PS,300,56252,Terrorism,T,LCD,120238,0,31,44,8,1,0,1,2,0,0,0,0,2,0,3.61,"Grossman, Nicholas"
PS,301,30635,The US Constitution I,A,LCD,120238,46,26,9,2,3,1,0,1,1,0,0,0,0,1,3.85,"Uribe-McGuire, Alicia B"
PS,306,71529,Judicial Politics,A,LCD,120238,9,15,0,1,0,0,0,0,0,0,0,0,0,0,3.97,"Uribe-McGuire, Alicia B"
PS,312,35202,Politics and the Media,SA,LCD,120238,1,5,7,7,4,6,2,6,3,1,4,2,1,0,2.64,"Althaus, Scott"
PS,316,38357,Latina/Latino Politics,A,LCD,120238,17,8,0,0,0,0,1,1,0,0,0,0,0,0,3.86,"Rodriguez, Randy"
PS,322,32894,Law and Public Policy,A,ONL,120238,0,5,15,15,13,8,8,1,0,0,0,1,2,0,3.04,"Hinchliffe, Joseph"
PS,323,61689,Law and Representation,A,LCD,120238,0,24,18,20,10,7,6,1,0,0,0,0,1,0,3.37,"Cho, Wendy K"
PS,330,43210,Intro to Political Behavior,A,LCD,120238,12,13,12,11,10,4,3,6,4,0,0,2,2,1,3.14,"Mondak, Jeffery J"
PS,343,40699,Gov & Pol of China,B,LCD,120238,4,13,9,14,6,2,7,1,0,0,0,0,0,1,3.38,"Yang, Yujeong"
PS,348,39386,Gov & Pol in Western Europe,A,LCD,120238,19,18,10,8,5,6,3,3,1,1,1,0,0,0,3.46,"Kourtikakis, Konstantinos"
PS,381,78192,East Asian IR,A,LCD,120238,5,5,5,4,2,1,1,1,0,0,0,0,0,0,3.53,"Nagashima, Daniel"
PS,390,46741,American Foreign Policy,A,LCD,120238,0,42,41,1,0,0,1,1,0,0,0,0,0,0,3.79,"Grossman, Nicholas"
PS,495,51556,Senior Honors Seminar,A,LCD,120238,16,4,3,1,0,0,1,0,0,1,1,0,0,0,3.67,"Livny, Avital"
PSYC,100,35690,Intro Psych,A1,LCD,120238,17,14,7,5,2,2,0,0,0,1,0,0,0,0,3.73,"Travis, Lisa L"
PSYC,100,35695,Intro Psych,A2,LCD,120238,21,9,8,3,1,4,0,0,1,0,1,0,0,0,3.66,"Travis, Lisa L"
PSYC,100,38866,Intro Psych,AAP,LCD,120238,9,8,4,1,0,3,1,0,2,1,0,0,1,0,3.37,"Travis, Lisa L"
PSYC,100,35699,Intro Psych,B1,LCD,120238,15,12,10,2,3,0,1,0,1,0,0,0,1,1,3.65,"Travis, Lisa L"
PSYC,100,52334,Intro Psych,B2,LCD,120238,11,15,10,1,3,4,0,1,1,0,0,0,0,0,3.64,"Travis, Lisa L"
PSYC,100,50609,Intro Psych,B3,LCD,120238,9,15,7,1,3,0,0,3,1,1,0,0,1,0,3.49,"Travis, Lisa L"
PSYC,100,35704,Intro Psych,B4,LCD,120238,23,10,4,4,3,0,2,0,0,1,0,1,0,0,3.66,"Travis, Lisa L"
PSYC,100,35716,Intro Psych,C1,LCD,120238,18,18,5,3,1,1,1,0,0,1,0,0,0,0,3.78,"Travis, Lisa L"
PSYC,100,43472,Intro Psych,C3,LCD,120238,16,11,6,8,1,2,1,0,0,0,1,0,2,0,3.51,"Travis, Lisa L"
PSYC,100,35723,Intro Psych,D1,LCD,120238,12,13,14,1,5,2,1,0,0,0,0,0,0,0,3.7,"Travis, Lisa L"
PSYC,100,35726,Intro Psych,D3,LCD,120238,20,9,2,2,8,1,2,1,0,1,1,0,1,0,3.45,"Travis, Lisa L"
PSYC,100,35360,Intro Psych,E1,LCD,120238,18,16,4,3,1,0,2,1,0,0,0,0,0,0,3.79,"Travis, Lisa L"
PSYC,100,35381,Intro Psych,E3,LCD,120238,13,9,2,2,1,1,0,1,0,0,1,0,2,0,3.46,"Travis, Lisa L"
PSYC,100,35389,Intro Psych,F1,LCD,120238,21,12,6,4,4,1,0,0,0,0,0,0,0,0,3.79,"Travis, Lisa L"
PSYC,100,35403,Intro Psych,F3,LCD,120238,18,8,6,3,2,1,1,1,1,0,0,0,1,0,3.59,"Travis, Lisa L"
PSYC,100,35420,Intro Psych,G1,LCD,120238,18,11,9,1,4,2,0,0,1,0,0,1,1,0,3.58,"Travis, Lisa L"
PSYC,100,35725,Intro Psych,G3,LCD,120238,10,12,9,5,1,2,4,0,0,0,0,0,0,0,3.61,"Travis, Lisa L"
PSYC,100,35499,Intro Psych,JS,LCD,120238,13,7,3,2,0,0,1,0,0,0,0,0,1,0,3.7,"Travis, Lisa L"
PSYC,100,35455,Intro Psych,K1,LCD,120238,17,13,5,2,0,1,0,1,0,0,0,0,1,0,3.74,"Travis, Lisa L"
PSYC,100,35481,Intro Psych,M1,LCD,120238,8,6,7,10,5,4,1,1,1,1,0,0,2,0,3.22,"Travis, Lisa L"
PSYC,100,35487,Intro Psych,N1,LCD,120238,9,18,12,3,4,0,0,0,1,0,0,0,1,0,3.66,"Travis, Lisa L"
PSYC,100,49229,Intro Psych,N3,LCD,120238,24,7,6,2,1,1,3,1,1,0,0,1,0,0,3.61,"Travis, Lisa L"
PSYC,100,35492,Intro Psych,P1,LCD,120238,15,8,7,0,2,2,1,0,0,0,0,0,0,0,3.75,"Travis, Lisa L"
PSYC,100,35394,Intro Psych,P3,LCD,120238,17,6,11,1,4,3,0,3,1,0,0,0,0,0,3.55,"Travis, Lisa L"
PSYC,100,35507,Intro Psych,R1,LCD,120238,17,12,10,3,0,3,0,0,0,1,0,0,0,0,3.74,"Travis, Lisa L"
PSYC,100,35523,Intro Psych,U1,LCD,120238,16,2,2,2,2,1,1,0,0,0,1,0,0,0,3.63,"Travis, Lisa L"
PSYC,201,35741,Intro to Social Psych,A,LCD,120238,7,7,4,1,2,2,0,1,0,0,1,0,1,0,3.4,"Vahedi, Meisam"
PSYC,201,35742,Intro to Social Psych,B,LCD,120238,13,10,8,3,4,1,1,4,1,0,0,0,1,0,3.44,"Vahedi, Meisam"
PSYC,201,35743,Intro to Social Psych,C,LCD,120238,7,9,4,4,5,5,3,1,1,2,1,0,2,0,3.06,"Vahedi, Meisam"
PSYC,201,35744,Intro to Social Psych,D,LCD,120238,7,6,8,6,6,4,2,1,1,1,0,1,1,0,3.19,"Vahedi, Meisam"
PSYC,201,35746,Intro to Social Psych,E,LCD,120238,5,8,5,3,6,4,2,6,2,0,0,0,1,2,3.07,"Vahedi, Meisam"
PSYC,201,35747,Intro to Social Psych,F,LCD,120238,13,6,7,0,7,5,2,1,1,0,1,0,1,0,3.3,"Vahedi, Meisam"
PSYC,201,41856,Intro to Social Psych,H,LCD,120238,7,13,6,3,2,2,3,3,1,0,3,0,0,0,3.28,"Vahedi, Meisam"
PSYC,201,35737,Intro to Social Psych,I,LCD,120238,9,8,7,4,7,3,1,2,1,0,0,0,0,0,3.43,"Vahedi, Meisam"
PSYC,204,64431,Intro to Brain and Cognition,A,LEC,120238,17,38,35,15,9,11,6,6,3,1,1,0,2,1,3.39,"Dolcos, Sanda M"
PSYC,207,75881,Psych of Prejudice & Discrim,A,LEC,120238,16,18,9,10,8,5,2,0,1,0,1,0,2,0,3.43,"Junkins, Eleanor J"
PSYC,210,30673,Behavioral Neuroscience,A,LEC,120238,10,17,12,15,16,18,12,14,3,7,5,3,5,2,2.74,"Juraska, Janice M"
PSYC,216,30675,Child Psych,A,LEC,120238,25,30,15,20,30,19,9,10,4,3,2,2,4,0,3.11,"Wood, Erin E"
PSYC,224,30678,Cognitive Psych,A,LEC,120238,4,64,0,0,52,0,0,34,0,0,2,0,3,2,3.13,"Federmeier, Kara D"
PSYC,230,30680,Perception & Sensory Processes,A,LEC,120238,80,35,23,13,15,10,11,10,6,3,4,5,8,0,3.26,"Lleras Buetti, Simona"
PSYC,230,78471,Perception & Sensory Processes,ONL,ONL,120238,15,8,4,8,2,3,1,2,1,1,1,0,2,1,3.28,"Lleras Buetti, Simona"
PSYC,235,38034,Intro to Statistics,AL1,LEC,120238,11,6,8,3,1,0,1,1,1,0,0,1,5,3,3.08,"Cervantes Boter, Victor H"
PSYC,238,38052,Psychopathol & Probs in Living,A,LCD,120238,9,12,6,4,9,4,0,1,1,0,1,0,0,0,3.44,"Kwapil, Thomas R"
PSYC,238,38053,Psychopathol & Probs in Living,B,LCD,120238,11,6,5,9,7,4,0,1,0,0,0,0,0,0,3.49,"Kwapil, Thomas R"
