CRN,Course Subject,Course Number,Course Title,Course Section,Sched Type,Term,Primary Instructor,A Range,B Range,C Range,D Range,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade
69412,BCOG,200,Intro Prog for Brain & Cog Sci,A,LAB,120251,"Uddenberg, Stefan D",,,,,0,24,0,0,6,0,0,2,0,0,3,0,1,1,3.36
61651,BCS,102,1stYrBosnianCroatianSerbianII,A,LCD,120251,"Endres, Renata",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
73157,BDI,367,Data Viz Comm,A,LCD,120251,"Carrasco Kind, Matias",,,,,0,35,0,4,1,0,0,0,0,0,0,0,0,0,3.91
71738,BDI,475,Intro to DA Apps in Bus,DAA,LCD,120251,"Park, Ye Joo",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
71757,BDI,513,Data Storytelling,B4,LCD,120251,"Carrasco Kind, Matias",,,,,0,39,0,4,0,0,0,0,0,0,0,0,0,0,3.94
74086,BDI,513,Data Storytelling,C4,LCD,120251,"Carrasco Kind, Matias",,,,,0,20,0,4,1,0,0,0,0,0,0,0,0,0,3.85
77091,BDI,577,Disruption & Emerging Tech,IMB,ONL,120251,"Brunner, Robert J",,,,,32,27,4,1,1,0,0,0,0,0,0,0,1,0,3.89
38713,BIOC,446,Physical Biochemistry,AL1,LEC,120251,"Pogorelov, Taras V",,,,,4,11,17,13,18,2,1,1,0,0,0,0,1,0,3.37
31676,BIOC,455,Technqs Biochem & Biotech,AL1,LEC,120251,"Buntrock, Dustin A",,,,,34,13,10,1,4,2,1,1,2,1,0,1,1,1,3.59
31790,BIOE,120,Introduction to Bioengineering,1,LEC,120251,"Ansari, Ali",,,,,124,47,4,2,1,3,1,0,0,0,0,0,0,0,3.95
47810,BIOE,199,Bioengineering Experience,CHP,LEC,120251,"Cvetkovic, Caroline E",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
72095,BIOE,200,BIOE Career Immersion,BCI,LEC,120251,"Vozenilek, John A",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
46396,BIOE,202,Cell & Tissue Engineering Lab,AL1,LEC,120251,"Perez Pinera, Pablo",,,,,0,3,7,6,12,6,6,5,4,3,4,2,1,1,2.54
60964,BIOE,205,Signals & Systems in Bioengrg,LEC,LCD,120251,"Ansari, Ali",,,,,72,16,4,6,2,2,1,0,0,0,0,0,1,0,3.85
69415,BIOE,210,Linear Alg for Biomed Data Sci,LEC,LEC,120251,"Yang, Yuan",,,,,7,18,15,9,8,3,3,3,0,1,1,0,0,1,3.42
76835,BIOE,297,Individual Study,CEC,ONL,120251,"Cvetkovic, Caroline E",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
59647,BIOE,303,Quantitative Physiology Lab,AL1,LCD,120251,"Griebel, Megan E",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
60965,BIOE,310,Comp Tools Bio Data,LEC,LEC,120251,"Maslov, Sergei",,,,,52,43,16,3,8,8,4,1,0,1,1,3,0,0,3.64
60966,BIOE,360,Transport & Flow in Bioengrg,LEC,LEC,120251,"Cvetkovic, Caroline E",,,,,27,22,13,20,11,5,3,2,5,0,1,0,1,0,3.43
75524,BIOE,400,Bioengineering Senior Design,SD,LEC,120251,"Golecki, Holly M",,,,,0,11,18,2,5,5,2,0,0,0,0,0,0,0,3.48
33725,BIOE,414,Biomedical Instrumentation,B,DIS,120251,"Irudayaraj, Joseph M",,,,,7,14,3,0,10,1,2,3,0,0,0,0,0,1,3.46
76521,BIOE,434,Immunoengineering,IM1,LEC,120251,"Wang, Xing",,,,,35,17,4,3,1,0,0,0,0,0,0,0,0,0,3.93
64046,BIOE,479,Cancer Nanotechnology,AL1,LCD,120251,"Nie, Shuming",,,,,37,14,1,0,1,0,0,0,0,0,0,0,0,0,3.97
72054,BIOE,484,Stat Analys Biomed Images,AL1,LEC,120251,"Li, Yudu",,,,,1,13,6,1,2,0,0,0,0,0,0,0,0,0,3.79
76030,BIOE,484,Stat Analys Biomed Images,ALO,ONL,120251,"Li, Yudu",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
77542,BIOE,484,Stat Analys Biomed Images,ONC,OLC,120251,"Li, Yudu",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
72055,BIOE,486,Appl Deep Learn Biomed Imaging,DL1,LEC,120251,"Lam, Fan",,,,,2,20,6,1,0,0,0,0,0,0,0,0,0,1,3.91
76031,BIOE,486,Appl Deep Learn Biomed Imaging,DLO,ONL,120251,"Lam, Fan",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
77543,BIOE,487,Stem Cell Bioengineering,ONC,OLC,120251,"Underhill, Gregory H",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
68802,BIOE,487,Stem Cell Bioengineering,SC1,LEC,120251,"Underhill, Gregory H",,,,,8,18,10,1,2,0,0,0,0,0,0,0,0,0,3.84
76882,BIOE,487,Stem Cell Bioengineering,SCO,ONL,120251,"Underhill, Gregory H",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
76836,BIOE,497,Individual Study,CEC,ONL,120251,"Cvetkovic, Caroline E",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
60233,BIOE,498,Bio Disease Model Personal Med,MPM,LEC,120251,"Leggett, Susan E",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51297,BIOE,498,Regulatory & Safety Issues,RI,LEC,120251,"Amos, Jennifer",,,,,17,26,5,1,1,0,0,0,0,0,0,0,0,0,3.93
76518,BIOE,526,Advances in Biotechnology,AB1,LEC,120251,"Gaj, Thomas",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
63435,BIOE,572,Biological Measurement II,BM2,LCD,120251,"Smith, Andrew M",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
71999,BIOE,572,Biological Measurement II,BMO,ONL,120251,"Smith, Andrew M",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
63437,BIOE,574,Inno/Financial Decision Making,LEC,LCD,120251,"Bradley, Joe A",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
72000,BIOE,574,Inno/Financial Decision Making,LEO,ONL,120251,"Bradley, Joe A",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
66788,BIOE,575,Capstone Project,CPC,LEC,120251,"Amos, Jennifer",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
72001,BIOE,575,Capstone Project,CPO,ONL,120251,"Amos, Jennifer",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
77093,BIOE,580,Foundations of Imaging Science,FIO,ONL,120251,"Park, Seonyeong",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
74158,BIOE,580,Foundations of Imaging Science,FIS,LEC,120251,"Park, Seonyeong",,,,,4,9,5,2,2,1,0,0,0,0,0,0,0,0,3.73
46922,BIOE,598,Special Topics,B1,LEC,120251,"Irudayaraj, Joseph M",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
60234,BIOE,598,Bio Disease Model Personal Med,MPM,LEC,120251,"Leggett, Susan E",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45455,BIOE,598,Cancer Nanotechnology,NIC,OLC,120251,"Nie, Shuming",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
64638,BIOE,598,Cancer Nanotechnology,NIE,LCD,120251,"Nie, Shuming",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
46520,BIOE,598,Cancer Nanotechnology,NIO,ONL,120251,"Nie, Shuming",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
46468,BIOE,598,Regulatory & Safety Issues,RI,LEC,120251,"Amos, Jennifer",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
46521,BIOE,598,Regulatory & Safety Issues,RIC,OLC,120251,"Amos, Jennifer",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
62343,BIOE,598,Regulatory & Safety Issues,RIO,ONL,120251,"Amos, Jennifer",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
75866,BTW,199,Writing for Internship Success,A,ONL,120251,"Schering, Matthew W",,,,,12,9,0,1,0,0,0,0,0,0,0,0,0,0,3.97
31488,BTW,250,Principles Bus Comm,B1,LCD,120251,"Slobodnik, Sydney J",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31492,BTW,250,Principles Bus Comm,C1,LCD,120251,"Grohens, Joseph",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31486,BTW,250,Principles Bus Comm,C2,LCD,120251,"Dawn, Lily",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65192,BTW,250,Principles Bus Comm,D1,LCD,120251,"Slobodnik, Sydney J",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31537,BTW,250,Principles Bus Comm,D2,LCD,120251,"Grohens, Joseph",,,,,0,14,5,0,2,0,0,2,0,0,0,0,0,0,3.67
46085,BTW,250,Principles Bus Comm,E1,LCD,120251,"Grohens, Joseph",,,,,0,18,4,0,0,0,0,1,0,0,0,0,0,0,3.86
31513,BTW,250,Principles Bus Comm,F1,LCD,120251,"Roche, Daniel",,,,,8,13,0,3,0,0,0,0,0,0,0,0,0,0,3.92
31499,BTW,250,Principles Bus Comm,F2,LCD,120251,"Shetina, Michael D",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65194,BTW,250,Principles Bus Comm,F3,ONL,120251,"Holguin, Marilyn M",,,,,20,1,0,0,1,0,0,0,0,0,0,0,0,0,3.95
31519,BTW,250,Principles Bus Comm,G1,LCD,120251,"Shetina, Michael D",,,,,21,0,0,0,0,0,0,0,0,0,0,0,2,0,3.65
51862,BTW,250,Principles Bus Comm,G2,LCD,120251,"Hapke, Gail L",,,,,6,13,2,0,0,0,0,1,0,0,0,0,1,0,3.71
31534,BTW,250,Principles Bus Comm,H1,ONL,120251,"Bishop, David R",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
44318,BTW,250,Principles Bus Comm,I1,ONL,120251,"Holguin, Marilyn M",,,,,14,6,0,1,0,0,0,0,0,0,0,0,0,0,3.97
31523,BTW,250,Principles Bus Comm,M1,LCD,120251,"Schering, Matthew W",,,,,21,0,0,2,1,0,0,0,0,0,0,0,0,0,3.9
51860,BTW,250,Principles Bus Comm,M2,ONL,120251,"Selznick, Hilary F",,,,,0,16,1,5,0,0,0,0,0,0,0,0,0,0,3.83
31526,BTW,250,Principles Bus Comm,P1,LCD,120251,"Moss, Andrew P",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31490,BTW,250,Principles Bus Comm,P2,LCD,120251,"McGuire, Lee",,,,,0,17,1,6,0,0,0,0,0,0,0,0,0,0,3.82
70301,BTW,250,Principles Bus Comm,P3,ONL,120251,"Selznick, Hilary F",,,,,0,17,3,2,0,0,0,0,0,0,0,0,0,0,3.89
31530,BTW,250,Principles Bus Comm,Q1,LCD,120251,"McGuire, Lee",,,,,0,14,6,1,0,2,0,0,0,0,0,0,1,0,3.61
70962,BTW,250,Principles Bus Comm,Q2,LCD,120251,"Williams, Kayla M",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51859,BTW,250,Principles Bus Comm,Q3,LCD,120251,"Schering, Matthew W",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31535,BTW,250,Principles Bus Comm,S1,LCD,120251,"Williams, Kayla M",,,,,14,7,0,0,0,1,0,0,0,0,0,0,0,0,3.94
46086,BTW,250,Principles Bus Comm,S2,LCD,120251,"Schering, Matthew W",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31522,BTW,250,Principles Bus Comm,S3,LCD,120251,"Hapke, Gail L",,,,,8,11,3,2,0,0,0,0,0,0,0,0,0,0,3.9
31485,BTW,250,Principles Bus Comm,T1,LCD,120251,"McGuire, Lee",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31528,BTW,250,Principles Bus Comm,U1,ONL,120251,"Williams, Kayla M",,,,,15,6,0,0,1,0,0,0,0,0,0,0,0,0,3.95
31507,BTW,250,Principles Bus Comm,V1,ONL,120251,"Holguin, Marilyn M",,,,,13,7,0,0,1,0,0,0,0,0,0,0,0,0,3.95
46082,BTW,250,Principles Bus Comm,X1,LCD,120251,"Slobodnik, Sydney J",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31553,BTW,261,Principles Tech Comm,G,LCD,120251,"Newton, Katherine R",,,,,0,20,0,0,0,0,0,0,0,0,0,0,1,0,3.81
31541,BTW,261,Principles Tech Comm,T,ONL,120251,"Newton, Katherine R",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40319,BTW,263,Game Writing & Design,G,ONL,120251,"Roche, Daniel",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
74767,BTW,263,Effective Grant Writing,S,LCD,120251,"Moss, Andrew P",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
75631,BTW,279,Writing Job Applications,X1,ONL,120251,"Kinzy, Dana M",,,,,17,3,0,1,0,0,1,0,0,0,0,0,0,0,3.89
77047,BTW,279,Writing Job Applications,X2,ONL,120251,"Shetina, Michael D",,,,,14,5,0,1,0,0,1,0,0,0,0,0,1,0,3.71
74691,BTW,285,Writing a Web Presence,P,LCD,120251,"Roche, Daniel",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
76885,BTW,380,Global Business Communication,OL1,ONL,120251,"Moss, Andrew P",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
71794,BUS,116,Intercultural Learning in Bus,HON,LCD,120251,"Ohms, Cory J",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
64343,BUS,199,BUS in Arg & Chili,ARG,TRV,120251,"Kurtz, Jeffrey M",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
69305,BUS,199,Coaching for Success,N,LCD,120251,"Pearson, Gina S",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54568,BUS,199,T&M Business Abroad,SAF,TRV,120251,"Koon, Samantha L",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
69561,BUS,199,Panama Supply Chain,TD,TRV,120251,"Scott, Nehemiah",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
68640,BUS,201,Business Dynamics,A,LCD,120251,"Luckman, Elizabeth",,,,,4,14,1,0,3,0,0,0,0,0,0,0,0,0,3.85
68641,BUS,201,Business Dynamics,B,LCD,120251,"Ji, Mingshuang",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
70067,BUS,201,Business Dynamics,C,LCD,120251,"Ji, Mingshuang",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
70068,BUS,201,Business Dynamics,D,LCD,120251,"Kim, Heejin",,,,,0,20,4,2,2,0,0,0,0,0,0,0,0,0,3.83
70069,BUS,201,Business Dynamics,E,LCD,120251,"Kim, Heejin",,,,,0,46,7,1,1,0,0,0,0,0,0,0,0,0,3.93
70070,BUS,201,Business Dynamics,F,LCD,120251,"Szymanski, Michal",,,,,40,12,2,0,0,1,0,0,0,0,0,0,0,0,3.96
70072,BUS,201,Business Dynamics,H,LCD,120251,"Szymanski, Michal",,,,,43,7,3,1,0,0,0,0,0,0,0,0,0,0,3.97
70073,BUS,201,Business Dynamics,I,LCD,120251,"Kim, Heejin",,,,,0,52,1,2,0,0,0,0,0,0,0,0,0,0,3.97
71728,BUS,301,Business in Action,M,LCD,120251,"Girndt-Clougher, Tina",,,,,12,21,2,0,1,1,0,0,0,0,0,0,1,0,3.82
71729,BUS,301,Business in Action,N,LCD,120251,"Sharifironizi, Melika",,,,,8,34,3,1,1,0,0,0,0,0,0,0,0,0,3.94
71730,BUS,301,Business in Action,O,LCD,120251,"Keating, Kari H",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
71731,BUS,301,Business in Action,P,LCD,120251,"Nair, Krishnan P",,,,,19,20,4,1,0,0,0,0,0,0,0,0,0,0,3.95
71732,BUS,301,Business in Action,Q,LCD,120251,"Noonan, James R",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
71733,BUS,301,Business in Action,R,LCD,120251,"Noonan, James R",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
74264,BUS,301,Business in Action,S,LCD,120251,"Keating, Kari H",,,,,7,29,4,2,1,1,0,1,0,0,0,0,0,0,3.84
67692,BUS,302,Principles Prof Responsibility,A,LCD,120251,"Barbeau, Aimee",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
70521,BUS,302,Principles Prof Responsibility,B,LCD,120251,"Barbeau, Aimee",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
70161,BUS,401,Crafting Your Purpose in Bus,A,ONL,120251,"Swenddal, Heather J",,,,,187,23,5,3,2,0,0,1,0,0,0,0,0,0,3.97
70160,BUS,401,Crafting Your Purpose in Bus,B,ONL,120251,"Corredor Waldro, Sandra T",,,,,128,31,7,3,2,3,1,1,0,0,1,2,3,2,3.8
62080,CB,554,Systems Toxicology,A,LCD,120251,"Flaws, Jodi A",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54863,CB,596,Interdisciplinary Tox Sem,A,LCD,120251,"Flaws, Jodi A",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31707,CEE,201,Systems Engrg & Economics,NP,LCD,120251,"Kontou, Eleftheria",,,,,0,18,16,9,14,6,5,4,1,2,1,0,1,0,3.16
31708,CEE,202,Engineering Risk & Uncertainty,E,LCD,120251,"Tessum, Christopher M",,,,,18,43,17,11,9,6,1,2,0,0,0,0,0,0,3.67
36261,CEE,300,Behavior of Materials,AE1,LCD,120251,"Popovics, John S",,,,,1,13,8,20,16,10,8,8,3,1,2,0,4,0,2.87
31699,CEE,310,Transportation Engineering,D,LCD,120251,"Lehe, Lewis J",,,,,3,9,7,8,12,4,2,4,1,3,0,1,0,0,3.07
71185,CEE,310,Transportation Engineering,ZJ1,LCD,120251,"Hajj, Ramez M",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31698,CEE,320,Construction Engineering,LM,LEC,120251,"Golparvar Fard, Mani",,,,,27,13,16,9,20,14,4,6,5,1,1,0,1,0,3.23
73615,CEE,320,Construction Engineering,ONC,ONL,120251,"Golparvar Fard, Mani",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31700,CEE,330,Environmental Engineering,PQ,LCD,120251,"Wei, Na",,,,,14,16,14,6,9,6,0,5,0,0,3,0,0,0,3.39
31701,CEE,350,Water Resources Engineering,F,LCD,120251,"Stillwell, Ashlynn S",,,,,1,16,10,4,6,4,4,6,1,0,0,0,0,0,3.26
75245,CEE,350,Water Resources Engineering,ZJ1,LCD,120251,"Barros, Ana P",,,,,3,7,7,3,2,0,0,0,0,0,0,0,0,0,3.71
31702,CEE,360,Structural Engineering,B,LCD,120251,"Cha, Eun Jeong",,,,,29,41,20,14,11,4,3,1,0,1,0,0,0,0,3.66
75246,CEE,360,Structural Engineering,ZJ1,LCD,120251,"Yan, Jinhui",,,,,9,8,7,2,2,1,0,1,0,0,0,0,0,0,3.7
31705,CEE,380,Geotechnical Engineering,B,LCD,120251,"Makhnenko, Roman",,,,,1,2,3,6,3,11,4,1,1,0,2,2,2,0,2.57
60842,CEE,410,Railway Signaling & Control,ONL,ONL,120251,"Barkan, Christopher P",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51457,CEE,410,Railway Signaling & Control,RO3,LCD,120251,"Barkan, Christopher P",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
57664,CEE,411,RR Project Design & Constr,ONL,ONL,120251,"Edwards, John R",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
56997,CEE,411,RR Project Design & Constr,RR3,LCD,120251,"Edwards, John R",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31716,CEE,415,Geometric Design of Roads,TW,LCD,120251,"Talebpour, Alireza",,,,,5,14,2,1,0,0,0,0,0,0,0,0,0,0,3.94
68213,CEE,418,Public Transportation Systems,ONC,ONL,120251,"Lehe, Lewis J",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
64160,CEE,418,Public Transportation Systems,ONL,ONL,120251,"Lehe, Lewis J",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
63803,CEE,418,Public Transportation Systems,PT3,LCD,120251,"Lehe, Lewis J",,,,,3,8,6,8,6,1,0,0,0,0,0,0,0,0,3.53
39554,CEE,420,Construction Productivity,3,LCD,120251,"Ignacio, Ernest-John D",,,,,0,39,22,13,6,5,1,1,0,0,0,0,0,0,3.63
68027,CEE,420,Construction Productivity,ONC,ONL,120251,"Ignacio, Ernest-John D",,,,,0,14,8,3,1,2,0,0,0,0,0,0,0,0,3.71
57665,CEE,420,Construction Productivity,ONL,ONL,120251,"Ignacio, Ernest-John D",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31712,CEE,421,Construction Planning,LM3,LCD,120251,"Ignacio, Ernest-John D",,,,,13,13,11,7,5,18,2,4,3,0,0,0,1,0,3.23
68028,CEE,421,Construction Planning,ONC,ONL,120251,"Ignacio, Ernest-John D",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
57666,CEE,421,Construction Planning,ONL,ONL,120251,"Ignacio, Ernest-John D",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31720,CEE,437,Water Quality Engineering,F,LCD,120251,"Cusick, Roland",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
70860,CEE,437,Water Quality Engineering,ONC,ONL,120251,"Cusick, Roland",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65756,CEE,437,Water Quality Engineering,ONL,ONL,120251,"Cusick, Roland",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
63664,CEE,438,Science & Environmental Policy,G,LCD,120251,"Koloutsou-Vakak, Sotiria",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
73475,CEE,438,Science & Environmental Policy,ONC,ONL,120251,"Koloutsou-Vakak, Sotiria",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
73343,CEE,438,Science & Environmental Policy,ONL,ONL,120251,"Koloutsou-Vakak, Sotiria",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31718,CEE,440,Fate Cleanup Environ Pollutant,NP,LCD,120251,"Espinosa Marzal, Rosa M",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
69549,CEE,440,Fate Cleanup Environ Pollutant,ONC,ONL,120251,"Espinosa Marzal, Rosa M",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
