Subject,Course,CRN,Course Title,Course Section,Sched Type,Term,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Primary Instructor
CLCV,115,33767,Mythology of Greece and Rome,AD2,DIS,120228,3,24,0,0,3,0,0,1,1,0,0,0,0,0,3.77,"Vandervelde, Amy K"
CLCV,115,33773,Mythology of Greece and Rome,AD3,DIS,120228,3,20,1,1,1,0,0,1,1,0,0,1,1,0,3.54,"Knierim, Michael"
CLCV,115,33775,Mythology of Greece and Rome,AD4,DIS,120228,8,14,1,0,4,0,0,1,0,0,0,0,3,0,3.41,"Fenton, Vaughn H"
CLCV,115,33777,Mythology of Greece and Rome,AD5,DIS,120228,2,26,1,0,0,0,0,1,0,0,0,0,0,0,3.92,"Rahat, Guy"
CLCV,115,33786,Mythology of Greece and Rome,AD7,DIS,120228,8,17,0,0,2,1,0,0,0,0,0,0,3,0,3.51,"Baronovic, Joseph R"
CLCV,115,33741,Mythology of Greece and Rome,ADA,DIS,120228,3,24,0,1,1,0,0,0,0,0,1,0,1,0,3.72,"Rahat, Guy"
CLCV,115,33745,Mythology of Greece and Rome,ADB,DIS,120228,3,25,1,0,1,0,0,0,0,0,0,0,1,0,3.83,"Vandervelde, Amy K"
CLCV,115,40204,Mythology of Greece and Rome,ADC,DIS,120228,1,19,0,1,4,1,0,0,0,1,0,0,3,1,3.31,"Knierim, Michael"
CLCV,115,40205,Mythology of Greece and Rome,ADD,DIS,120228,5,21,0,2,0,0,0,1,0,0,1,0,1,0,3.67,"Sotiroudis, Panagiotis"
CLCV,115,40206,Mythology of Greece and Rome,ADE,DIS,120228,11,14,0,0,3,0,0,1,0,0,0,0,2,0,3.58,"Rudman, Nicholas A"
CLCV,115,38978,Mythology of Greece and Rome,ADH,DIS,120228,3,24,0,0,2,0,0,0,0,0,0,0,3,0,3.56,"Sotiroudis, Panagiotis"
CLCV,115,38911,Mythology of Greece and Rome,ADI,DIS,120228,2,20,1,4,3,0,0,1,0,0,0,0,0,0,3.74,"Reymann, Emma F"
CLCV,120,71925,Storytelling & Transformation,B,LCD,120228,4,10,9,5,5,2,1,3,0,0,6,2,4,0,2.78,"Hadjipolycarpou, Maria"
CLCV,220,33445,Trauma through Athenian Drama,A,LCD,120228,7,10,5,4,0,0,0,0,0,0,1,1,0,0,3.62,"Tzanetou, Angeliki"
CLCV,220,63188,Nightmares of Nero,B,LCD,120228,5,6,0,2,4,0,0,1,0,0,0,0,3,0,3.08,"Walters, Brian C"
CLCV,221,33762,Odysseus and Other Heroes,B,LCD,120228,0,6,3,2,5,0,2,1,1,0,1,1,1,1,2.9,"Reno, Joshua"
CLCV,224,71436,Amer Race&Ethnicity ClasicTrad,AD1,DIS,120228,20,6,1,0,2,0,0,0,0,0,0,0,1,0,3.79,"Hay, Brenden"
CLCV,224,71440,Amer Race&Ethnicity ClasicTrad,AD2,DIS,120228,0,28,1,0,1,0,0,0,0,0,0,0,0,0,3.96,"Martinez, Jeffery D"
CLCV,224,71441,Amer Race&Ethnicity ClasicTrad,AD3,DIS,120228,25,6,0,0,0,0,1,0,0,0,0,0,0,0,3.95,"Hay, Brenden"
CLCV,224,71442,Amer Race&Ethnicity ClasicTrad,AD4,DIS,120228,0,26,0,2,1,0,1,0,0,0,0,0,0,0,3.87,"Martinez, Jeffery D"
CLCV,224,71443,Amer Race&Ethnicity ClasicTrad,AD5,DIS,120228,0,28,0,0,2,0,0,1,0,0,0,0,0,0,3.87,"McQueen, Kelli A"
CLCV,224,72934,Amer Race&Ethnicity ClasicTrad,AD7,DIS,120228,0,30,0,0,1,0,0,1,0,0,0,0,0,0,3.91,"McQueen, Kelli A"
CLCV,224,72937,Amer Race&Ethnicity ClasicTrad,ADA,DIS,120228,8,18,1,0,1,0,1,0,0,0,0,0,2,0,3.65,"Warnement, Sophia I"
CLCV,224,72938,Amer Race&Ethnicity ClasicTrad,ADB,DIS,120228,0,28,0,0,1,0,0,0,0,0,0,0,1,1,3.83,"Oliveira, Marcella"
CLCV,224,72939,Amer Race&Ethnicity ClasicTrad,ADC,DIS,120228,0,25,0,1,2,0,0,0,0,0,0,0,1,0,3.77,"Oliveira, Marcella"
CLCV,240,33544,Gender & Sexuality Antiquity,E,LCD,120228,5,16,13,5,2,1,1,2,4,0,0,0,6,0,3.09,"Williams, Craig A"
CLCV,250,77093,Sports and Society Greece Rome,A,LEC,120228,0,17,3,3,0,1,0,1,1,0,0,0,1,0,3.53,"Leon Ruiz, Daniel W"
CMN,101,53341,Public Speaking,A2,LCD,120228,0,11,2,3,3,1,0,1,1,0,0,0,0,0,3.49,"Rohlfes, Alex I"
CMN,101,53308,Public Speaking,B1,LCD,120228,0,9,8,1,1,1,1,1,0,0,0,0,1,0,3.42,"Brewster, Jamille L"
CMN,101,53309,Public Speaking,B2,LCD,120228,0,5,7,3,2,2,1,1,0,0,1,0,1,0,3.15,"Rohlfes, Alex I"
CMN,101,53310,Public Speaking,B3,LCD,120228,0,0,2,0,4,2,5,1,3,2,0,0,4,0,2,"Tchamdjoci, Monet D"
CMN,101,59502,Public Speaking,B4,LCD,120228,0,5,6,3,4,3,1,1,0,0,0,0,0,0,3.32,"Gerlikovski, Emily R"
CMN,101,53314,Public Speaking,C1,LCD,120228,0,16,3,0,1,0,0,2,0,1,0,0,0,0,3.62,"Knight, Aaron W"
CMN,101,53316,Public Speaking,C2,LCD,120228,0,2,1,3,3,3,0,5,0,3,0,0,1,0,2.51,"Tchamdjoci, Monet D"
CMN,101,53317,Public Speaking,C3,LCD,120228,0,5,0,1,3,3,0,2,3,0,0,0,6,0,2.15,"Persad-Maharaj, Tamara"
CMN,101,53346,Public Speaking,C5,LCD,120228,0,1,6,6,2,0,4,0,0,0,1,0,2,0,2.83,"Fujimoto, Elinor M"
CMN,101,53325,Public Speaking,D2,LCD,120228,0,11,2,5,2,1,0,0,0,0,0,0,2,0,3.33,"Brewster, Jamille L"
CMN,101,53326,Public Speaking,D3,LCD,120228,2,9,5,3,1,1,1,0,1,0,0,0,0,0,3.57,"Livingston, Noah M"
CMN,101,53320,Public Speaking,D4,LCD,120228,0,13,1,3,3,1,1,1,0,0,1,0,0,0,3.44,"Persad-Maharaj, Tamara"
CMN,101,53339,Public Speaking,E2,LCD,120228,2,7,5,1,4,3,0,0,1,0,0,0,0,0,3.45,"Balester, Nathan"
CMN,101,53343,Public Speaking,E3,LCD,120228,0,14,3,1,2,1,1,0,1,0,0,0,0,0,3.61,"Gailey, Benjamin J"
CMN,101,53342,Public Speaking,E4,LCD,120228,0,2,4,2,6,3,1,1,2,0,1,0,1,0,2.78,"Gerlikovski, Emily R"
CMN,101,53344,Public Speaking,F1,LCD,120228,0,10,5,1,2,1,1,1,0,1,0,0,0,0,3.46,"Balester, Nathan"
CMN,101,53345,Public Speaking,F2,LCD,120228,0,4,8,2,3,3,2,1,0,0,0,0,1,0,3.15,"Bunch, Caroline M"
CMN,101,53347,Public Speaking,F3,LCD,120228,0,3,7,0,8,1,1,1,0,0,1,0,2,0,2.9,"Fujimoto, Elinor M"
CMN,101,53328,Public Speaking,F4,LCD,120228,8,7,3,1,1,1,0,0,3,0,0,0,0,0,3.54,"Hartley, Jason M"
CMN,101,53305,Public Speaking,G2,LCD,120228,0,5,8,3,4,0,0,0,1,0,0,1,0,0,3.35,"Bunch, Caroline M"
CMN,101,53312,Public Speaking,K1,LCD,120228,1,11,9,0,1,1,1,0,0,0,0,0,0,0,3.71,"Bishop, Mardia J"
CMN,101,59510,Public Speaking,L4,LCD,120228,0,9,6,2,1,1,0,0,0,1,0,0,3,0,3.12,"Gallo, Franklin"
CMN,101,53351,Public Speaking,M1,LCD,120228,8,11,1,2,1,0,0,0,0,0,0,0,1,0,3.72,"Alberti, George L"
CMN,101,53352,Public Speaking,M2,LCD,120228,4,9,3,0,5,2,0,0,0,0,0,0,0,0,3.62,"Salas, Mia J"
CMN,101,59509,Public Speaking,M3,LCD,120228,1,14,2,4,0,1,0,0,0,0,0,0,0,0,3.79,"McGowan, Kathleen L"
CMN,101,53353,Public Speaking,M4,LCD,120228,0,7,6,2,3,2,1,0,0,1,0,0,0,0,3.39,"Cox, Drew"
CMN,101,53354,Public Speaking,M5,LCD,120228,5,15,1,1,1,0,0,0,0,0,1,0,0,0,3.79,"Stewart, Nathaniel M"
CMN,101,53356,Public Speaking,P1,LCD,120228,0,14,1,3,1,1,1,0,1,1,0,0,0,0,3.51,"Stewart, Nathaniel M"
CMN,101,53357,Public Speaking,P2,LCD,120228,0,12,4,4,2,0,0,0,0,0,0,0,1,0,3.57,"McGowan, Kathleen L"
CMN,101,53360,Public Speaking,P3,LCD,120228,6,10,4,1,2,0,0,0,0,0,0,0,1,0,3.67,"Salas, Mia J"
CMN,101,53365,Public Speaking,Q1,LCD,120228,0,5,8,1,3,3,0,2,0,0,0,0,0,1,3.35,"Gallo, Franklin"
CMN,101,53367,Public Speaking,Q2,LCD,120228,3,15,2,0,1,1,0,1,0,0,0,0,0,0,3.78,"Alberti, George L"
CMN,101,53368,Public Speaking,Q3,LCD,120228,0,5,7,2,5,1,1,1,1,0,0,0,0,0,3.31,"St John, Jeremiah"
CMN,101,53371,Public Speaking,R1,LCD,120228,1,16,1,1,3,0,0,0,1,0,0,0,0,0,3.72,"Choudhry, Bisma N"
CMN,101,59511,Public Speaking,R3,LCD,120228,2,12,2,1,2,2,0,0,0,0,0,0,1,0,3.55,"St John, Jeremiah"
CMN,101,53373,Public Speaking,R5,LCD,120228,5,13,3,0,1,0,0,0,0,0,0,0,2,0,3.58,"Alberti, George L"
CMN,101,53349,Public Speaking,S2,LCD,120228,1,10,4,3,3,0,1,0,0,0,0,0,1,0,3.48,"Alberti, George L"
CMN,101,53376,Public Speaking,Z1,LCD,120228,0,6,6,0,6,0,0,1,1,2,0,0,0,1,3.2,"Bunch, Caroline M"
CMN,101,53375,Public Speaking,Z2,LCD,120228,0,6,4,3,4,2,0,1,1,0,0,0,0,1,3.32,"Niemeyer, Frank"
CMN,102,53390,Introduction to Communication,AL,LEC,120228,18,41,35,21,32,27,16,20,8,4,7,5,7,2,2.94,"Quick, Brian L"
CMN,111,53413,Oral & Written Comm I,D1,LCD,120228,0,18,1,1,1,0,0,0,0,0,0,0,1,0,3.73,"Sanders, Jacob D"
CMN,111,53414,Oral & Written Comm I,D2,LCD,120228,0,16,4,1,0,0,0,0,0,1,0,0,0,0,3.79,"Klajbor-Smith, Michael F"
CMN,111,53418,Oral & Written Comm I,E1,LCD,120228,0,19,0,0,2,0,0,0,0,0,0,0,1,0,3.73,"Sanders, Jacob D"
CMN,211,53451,Business and Professional Comm,2,LCD,120228,0,6,6,4,4,1,0,0,1,0,0,0,0,0,3.44,"Harris, John L"
CMN,212,67902,Intro to Organizational Comm,3,LCD,120228,4,4,5,3,1,1,3,3,2,1,0,0,0,0,3.1,"Okegbe, Samantha I"
CMN,213,67874,Small Group Communication,B,LCD,120228,3,9,5,7,4,1,1,0,0,0,0,0,0,0,3.56,"Macswain, Chandler J"
CMN,214,74485,Org Comm & Diversity,1,LCD,120228,5,2,5,3,1,3,3,0,1,0,0,0,0,0,3.3,"Wright-Dixon, Trina J"
CMN,230,53468,Intro to Interpersonal Comm,1,LCD,120228,5,9,2,4,1,4,2,2,0,1,0,0,0,0,3.34,"Kelpinski, Lindsay F"
CMN,230,53473,Intro to Interpersonal Comm,2,LCD,120228,5,7,5,2,4,2,1,1,0,0,1,0,0,1,3.42,"Kelpinski, Lindsay F"
CMN,230,53474,Intro to Interpersonal Comm,3,LCD,120228,6,9,5,2,1,4,1,1,0,0,1,0,0,0,3.47,"Farnworth, Megan J"
CMN,230,53475,Intro to Interpersonal Comm,4,LCD,120228,6,6,6,6,4,0,1,1,0,0,0,0,0,0,3.54,"Farnworth, Megan J"
CMN,232,53464,Intro to Intercultural Comm,1,ONL,120228,0,14,7,0,0,1,0,0,0,0,0,0,0,0,3.83,"Koven, Michele E"
CMN,232,61114,Intro to Intercultural Comm,3,LCD,120228,0,23,2,2,0,2,0,1,0,0,0,0,0,0,3.78,"Eberline, Ana Lisa P"
CMN,232,70057,Intro to Intercultural Comm,4,LCD,120228,0,19,5,0,2,1,0,0,0,0,0,0,0,0,3.82,"Eberline, Ana Lisa P"
CMN,250,71913,Social Movement Communication,3,LCD,120228,0,22,4,4,0,0,2,3,0,0,0,0,0,0,3.62,"Cisneros, Josue D"
CMN,260,61727,Intro to Health Communication,1,LCD,120228,3,5,3,2,6,0,1,3,0,0,0,0,2,0,3.04,"Babu, Sara"
CMN,260,53992,Intro to Health Communication,2,LCD,120228,0,5,13,1,3,4,1,1,0,0,0,0,0,0,3.39,"Babu, Sara"
CMN,260,77720,Intro to Health Communication,3,LCD,120228,4,7,3,2,5,2,2,2,2,0,0,0,1,0,3.13,"Hartman, Daniel"
CMN,260,77721,Intro to Health Communication,4,LCD,120228,8,3,4,2,3,1,1,2,3,0,0,0,2,0,3.05,"Hartman, Daniel"
CMN,260,64495,Intro to Health Communication,5,LCD,120228,3,11,8,3,1,2,1,0,0,0,0,0,1,0,3.53,"Pool, Kirsten"
CMN,260,53993,Intro to Health Communication,6,LCD,120228,5,10,4,4,2,1,0,1,0,0,1,1,0,0,3.46,"Pool, Kirsten"
CMN,277,53476,Intro to Mediated Comm,AL,LEC,120228,17,5,7,5,6,7,5,5,2,2,3,1,5,1,2.83,"Dixon, Travis L"
CMN,280,53991,Comm Technology & Society,A,LCD,120228,1,5,3,5,2,1,3,1,1,1,0,0,0,0,3.14,"Jackson, Sally A"
CMN,312,71387,Communicating for Innovation,1,LCD,120228,0,10,8,8,4,1,1,0,0,0,0,0,0,0,3.53,"Barley, William"
CMN,321,53485,Strategies of Persuasion,1,LCD,120228,0,16,7,4,18,7,2,21,4,0,4,0,6,0,2.62,"Murphy, John M"
CMN,326,57534,Mass Media and the Audience,1,LCD,120228,2,5,1,4,3,4,1,2,0,5,1,0,0,0,2.81,"Morrow, Ethan"
CMN,326,58687,Mass Media and the Audience,2,LCD,120228,1,8,5,4,1,1,3,2,2,2,0,1,1,0,2.94,"Morrow, Ethan"
CMN,326,77723,Mass Media and the Audience,4,LCD,120228,9,2,5,3,2,2,2,0,2,0,0,0,2,0,3.16,"Schneider, Abigail M"
CMN,336,65091,Family Communication,5,LCD,120228,7,9,7,2,3,1,1,0,0,0,0,0,1,0,3.56,"Ramey, Mary E"
CMN,336,65092,Family Communication,6,LCD,120228,4,13,6,3,2,1,0,0,1,0,0,0,0,0,3.68,"Ramey, Mary E"
CMN,340,65085,Visual Politics,3,LCD,120228,11,6,2,1,2,2,0,1,0,0,0,0,0,0,3.68,"Fields, Victoria T"
CMN,340,62002,Visual Politics,4,LCD,120228,5,7,3,1,1,3,0,1,1,0,2,0,1,0,3.16,"Fields, Victoria T"
CMN,361,61374,Storytelling as Oral Comm,1,LCD,120228,4,15,2,0,0,1,0,0,0,0,1,0,0,0,3.78,"Gailey, Benjamin J"
CMN,368,56053,Sexual Communication,AL,LEC,120228,38,50,3,1,12,1,0,4,2,0,1,0,3,1,3.63,"Ramey, Mary E"
CMN,375,54055,The American Family,GG,LEC,120228,0,83,10,9,0,0,0,0,0,0,0,0,0,0,3.91,"Giorgio, Grace A"
CMN,396,53998,Risk Communication,2,DIS,120228,0,9,7,3,3,3,1,2,1,1,1,0,0,1,3.19,"Bigman-Galimore, Cabral A"
CMN,429,53527,Race and the Mass Media,1U,LCD,120228,4,4,3,3,3,1,4,2,1,0,2,0,1,0,2.94,"Dixon, Travis L"
CMN,462,54003,Interpersonal Health Comm,UG,LCD,120228,0,16,3,0,1,1,0,4,0,0,0,0,0,0,3.56,"Thompson, Charee M"
CMN,465,55639,Social Marketing,BQU,LCD,120228,2,25,5,6,5,2,0,0,0,0,0,0,0,0,3.71,"Quick, Brian L"
CPSC,102,70585,Foundational Skills in CropSci,A,LCD,120228,0,24,2,1,0,0,0,1,0,0,1,0,1,2,3.66,"Schroeder, Nathan E"
CPSC,112,31645,Introduction to Crop Sciences,AL1,LEC,120228,15,31,12,7,9,2,1,5,0,1,0,0,0,1,3.58,"Arbelaez, Juan D"
CPSC,131,75998,Agriculture in Mythology,ONL,Onl,120228,0,274,0,0,17,0,0,3,0,0,1,0,4,0,3.86,"Lambert, Kris N"
CPSC,180,77613,Medicinal Plants and Herbology,ONL,ONL,120228,0,29,0,0,1,0,0,0,0,0,0,0,0,0,3.97,"Riggins, Chance"
CPSC,270,33476,Applied Entomology,AL1,LEC,120228,1,7,4,2,8,0,1,5,2,1,0,2,1,0,2.81,"Seiter, Nicholas J"
CPSC,415,55735,Bioenergy Crops,ONL,ONL,120228,5,16,0,3,2,0,2,0,0,0,0,0,0,0,3.74,"Lee, DoKyoung"
CPSC,437,55676,Principles of Agroecology,A,LCD,120228,13,6,2,1,1,0,0,0,0,0,0,0,0,0,3.9,"Davis, Adam"
CPSC,440,33573,Applied Statistical Methods I,AL1,LEC,120228,8,44,28,14,18,5,0,7,4,0,1,2,3,0,3.34,"Lipka, Alexander E"
CPSC,498,49502,Crop Sci Professional Develpmt,A,ONL,120228,3,8,11,1,0,1,1,0,2,1,0,0,0,0,3.48,"Juvik, John A"
CS,100,30094,Computer Science Orientation,AL1,LEC,120228,0,375,4,2,5,0,1,2,1,2,0,0,1,0,3.94,"Fleck, Margaret M"
CS,101,35879,Intro Computing: Engrg & Sci,AL1,LCD,120228,0,63,109,77,33,18,7,7,4,1,1,1,9,0,3.32,"Beckman, Mattox A"
CS,105,35823,Intro Computing: Non-Tech,AL1,LEC,120228,46,141,89,66,68,43,25,23,11,17,11,2,23,9,3.13,"Lewis, Colleen M"
CS,124,74477,Intro to Computer Science I,AL1,OLC,120228,0,888,101,54,44,16,9,28,8,0,16,0,27,5,3.68,"Challen, Geoffrey W"
CS,128,74478,Intro to Computer Science II,AL1,OLC,120228,0,354,16,65,21,9,12,13,9,0,11,0,53,6,3.3,"Nowak, Michael"
CS,173,30102,Discrete Structures,AL1,LEC,120228,17,59,30,30,24,10,9,12,11,5,2,2,6,2,3.16,"Cosman, Benjamin L"
CS,173,40083,Discrete Structures,BL2,LEC,120228,18,84,63,57,48,30,25,21,9,15,5,3,12,1,3.07,"Cosman, Benjamin L"
CS,210,31516,Ethical & Professional Issues,AE1,LCD,120228,4,26,1,3,10,1,0,0,0,0,0,0,0,0,3.7,"Cunningham, Ryan M"
CS,211,74483,Ethical & Professional Conduct,EA1,LCD,120228,20,46,6,4,7,1,1,1,0,0,0,0,1,0,3.76,"Cunningham, Ryan M"
CS,222,74484,Software Design Lab,SL1,LCD,120228,61,365,6,4,3,2,1,0,0,0,0,0,6,0,3.92,"Woodley, Michael J"
CS,225,35917,Data Structures,AL1,LEC,120228,30,760,57,47,42,20,17,16,11,6,3,6,24,4,3.67,"Evans, Graham C"
CS,233,63733,Computer Architecture,AL1,LCD,120228,68,71,3,0,11,1,1,3,1,0,4,0,4,0,3.69,"Herman, Geoffrey L"
CS,233,64513,Computer Architecture,AL2,LCD,120228,33,47,0,2,18,2,0,4,1,0,5,0,1,0,3.55,"Herman, Geoffrey L"
CS,340,77096,Intro to Computer Systems,ICS,LEC,120228,7,38,11,10,14,5,3,3,2,0,0,0,6,0,3.29,"Fagen-Ulmschnei, Wade A"
CS,341,76767,System Programming,AL1,LEC,120228,65,118,16,15,9,3,13,9,3,2,2,2,2,2,3.61,"Angrave, Lawrence"
CS,357,53280,Numerical Methods I,M,LCD,120228,10,81,14,11,11,8,3,2,3,2,1,1,1,0,3.56,"Silva, Mariana T"
CS,357,63536,Numerical Methods I,N,OLC,120228,12,128,47,28,14,14,4,13,3,5,4,1,2,1,3.48,"Silva, Mariana T"
CS,357,77740,Numerical Methods I,ZJ1,ONL,120228,9,40,6,8,6,2,0,1,0,0,0,0,1,0,3.7,"Silva, Mariana T"
CS,361,66298,Prob & Stat for Computer Sci,AL1,LEC,120228,117,66,35,39,27,6,7,6,5,7,2,1,5,0,3.52,"Liu, Hongye"
CS,374,66445,Intro to Algs & Models of Comp,AL1,LEC,120228,5,73,59,44,46,26,35,36,16,3,7,3,3,1,3.02,"Har-Peled, Sariel"
CS,374,70641,Intro to Algs & Models of Comp,BL1,LEC,120228,16,39,30,23,28,25,13,3,6,6,0,2,6,1,3.11,"Kani, Nickvash"
CS,409,76904,The Art of Web Programming,WPU,ONL,120228,8,69,49,36,27,14,10,4,4,4,2,2,2,0,3.37,"Kumar, Ranjitha"
CS,410,67393,Text Information Systems,DSO,ONL,120228,148,63,22,3,1,0,0,0,0,0,0,0,0,3,3.96,"Zhai, Chengxiang"
CS,410,73824,Text Information Systems,TIU,ONL,120228,65,46,11,7,5,3,0,1,0,0,0,0,0,0,3.87,"Zhai, Chengxiang"
CS,411,75725,Database Systems,AU,LEC,120228,20,148,33,12,10,4,7,2,1,1,1,0,0,0,3.77,"Alawini, Abdussalam A"
CS,411,30109,Database Systems,QU,LEC,120228,51,248,65,28,19,19,10,8,2,0,2,0,1,1,3.73,"Alawini, Abdussalam A"
CS,412,48711,Introduction to Data Mining,A3,ONL,120228,20,24,6,5,5,4,0,2,2,0,2,0,4,2,3.41,"Banerjee, Arindam"
CS,412,43357,Introduction to Data Mining,PU,LCD,120228,57,40,27,13,10,4,4,3,2,0,3,0,3,0,3.59,"Banerjee, Arindam"
CS,415,77099,Game Development,GU,OLC,120228,87,127,5,2,1,0,1,1,0,0,0,1,1,1,3.94,"Shaffer, Eric G"
CS,418,36119,Interactive Computer Graphics,AL1,LCD,120228,9,11,4,1,3,3,0,1,1,0,0,0,0,0,3.59,"Tychonievich, Luther A"
CS,420,53685,Parallel Progrmg: Sci & Engrg,DU,LCD,120228,5,4,11,1,3,0,1,1,0,0,0,0,1,0,3.49,"Kanakagiri, Raghavendra"
CS,421,30128,Progrmg Languages & Compilers,DU,LCD,120228,49,62,15,6,9,8,11,18,4,3,5,2,3,0,3.32,"Gunter, Elsa"
CS,423,36113,Operating Systems Design,SU,LCD,120228,11,43,14,8,0,3,0,0,0,0,0,0,0,1,3.83,"Xu, Tianyin"
CS,424,51775,Real-Time Systems,PU,LCD,120228,12,16,2,6,6,1,0,1,0,0,0,0,0,0,3.71,"Abdelzaher, Tarek"
CS,425,67394,Distributed Systems,DSO,ONL,120228,6,13,60,41,8,1,1,1,2,0,1,2,1,2,3.43,"Gupta, Indranil"
CS,425,36091,Distributed Systems,SU,LCD,120228,19,28,88,67,33,8,3,2,1,4,3,0,1,0,3.4,"Gupta, Indranil"
CS,426,43355,Compiler Construction,NU,LCD,120228,2,13,2,0,9,5,0,1,0,0,1,0,0,0,3.35,"Adve, Vikram S"
CS,427,70960,Software Engineering I,DSO,ONL,120228,38,57,21,14,8,5,0,7,0,0,2,0,2,3,3.62,"Jabbarvand Behr, Reyhaneh"
CS,427,36104,Software Engineering I,S3,ONL,120228,48,47,21,11,3,5,0,3,0,0,3,0,0,0,3.75,"Jabbarvand Behr, Reyhaneh"
CS,433,36069,Computer System Organization,T3,LCD,120228,3,7,7,3,6,2,3,1,1,0,0,0,0,0,3.33,"Adve, Sarita V"
CS,435,76265,Cloud Networking,CN1,ONL,120228,5,53,11,1,2,2,0,3,0,1,1,1,2,0,3.61,"Godfrey, Philip B"
CS,435,76267,Cloud Networking,DSO,ONL,120228,7,50,9,8,5,5,0,1,0,1,1,0,5,8,3.48,"Godfrey, Philip B"
CS,437,75719,Topics in Internet of Things,IOT,ONL,120228,23,35,4,2,0,2,0,0,0,1,0,0,1,1,3.82,"Caesar, Matthew C"
CS,437,75715,Topics in Internet of Things,IT3,ONL,120228,12,21,6,2,4,0,1,1,1,0,0,0,3,0,3.5,"Caesar, Matthew C"
CS,438,36061,Communication Networks,X3,LCD,120228,27,26,24,31,16,5,2,5,6,0,0,0,0,0,3.46,"Roy Choudhury, Romit"
CS,440,67003,Artificial Intelligence,R3,LEC,120228,17,101,78,27,43,22,18,12,10,7,5,7,4,4,3.26,"Fleck, Margaret M"
CS,441,74467,Applied Machine Learning,AMU,OLC,120228,7,247,32,18,11,0,3,4,2,2,0,2,7,0,3.75,"Morales Aguirre, Marco An"
CS,441,74471,Applied Machine Learning,DSO,ONL,120228,9,190,32,12,9,8,0,1,1,0,1,0,6,7,3.74,"Morales Aguirre, Marco An"
CS,445,65086,Computational Photography,CU,LCD,120228,34,40,20,8,1,3,2,0,2,0,2,1,5,0,3.57,"Hoiem, Derek W"
CS,446,46792,Machine Learning,B3,LCD,120228,14,48,0,14,7,0,2,6,0,1,2,0,2,0,3.49,"Gui, Liangyan"
CS,446,77674,Machine Learning,OU,ONL,120228,3,8,0,5,2,0,0,2,0,0,1,0,0,1,3.41,"Gui, Liangyan"
CS,447,70473,Natural Language Processing,DSO,ONL,120228,34,24,25,11,4,1,1,1,0,0,0,0,6,2,3.55,"Hockenmaier, Julia C"
CS,447,63292,Natural Language Processing,N3,ONL,120228,25,33,25,7,5,1,1,0,0,0,2,0,5,1,3.57,"Hockenmaier, Julia C"
CS,450,36016,Numerical Analysis,BL1,LCD,120228,3,43,7,4,9,8,4,4,3,0,1,3,6,0,3.09,"Kloeckner, Andreas P"
CS,461,49547,Computer Security I,AL4,LEC,120228,4,7,15,7,9,13,6,2,6,3,2,2,0,1,2.89,"Bates, Adam"
CS,464,74739,Topics in Societal Impacts,CD1,LEC,120228,6,6,4,2,0,2,0,0,0,0,1,0,0,0,3.6,"Gunter, Carl"
CS,465,43389,User Interface Design,AEU,LCD,120228,3,50,77,27,9,11,2,0,0,0,0,0,0,0,3.61,"Bailey, Brian P"
CS,466,51764,Introduction to Bioinformatics,B3,LCD,120228,3,14,5,6,9,3,0,2,0,0,2,0,4,0,3.12,"El-Kebir, Mohammed"
CS,473,70159,Algorithms,S4,LCD,120228,16,17,17,23,13,11,5,3,3,0,2,0,1,1,3.28,"Erickson, Jeff G"
CS,476,35852,Program Verification,D4,LCD,120228,9,9,0,1,0,1,3,0,0,0,0,1,0,0,3.6,"Meseguer, Jose"
CS,498,40094,Mobile Robotics for CS,GCU,LEC,120228,20,12,3,0,2,0,0,1,0,0,0,0,1,0,3.78,"Chowdhary, Girish"
CS,498,31535,Law &Policy Issues in CS,RC2,LEC,120228,4,18,9,2,2,0,1,0,0,0,0,0,0,0,3.79,"Cunningham, Ryan M"
CS,500,75409,Topics in Comp Ed Rsrch,ECS,LCD,120228,0,15,7,3,3,0,0,1,0,0,0,0,0,0,3.68,"Cunningham, Kathryn I"
CS,511,50497,Advanced Data Management,DM,LCD,120228,20,29,3,2,0,1,0,1,0,0,0,0,0,0,3.9,"Park, Yongjoo"
CS,512,77189,Data Mining Principles,DMP,LCD,120228,4,18,20,10,23,11,1,0,0,0,4,0,1,0,3.25,"Tong, Hanghang"
CS,521,77187,Adv Topics in Pgm Systems,TPS,LCD,120228,7,8,2,3,0,1,0,0,0,0,0,0,0,0,3.81,"Parthasarathy, Madhusudan"
CS,527,35912,Topics in Software Engineering,TSE,LCD,120228,7,25,8,1,1,1,2,0,0,0,0,0,0,0,3.8,"Marinov, Darko"
CS,540,75414,Deep Learning Theory,DLT,LCD,120228,3,17,6,0,3,1,0,0,0,0,0,0,0,2,3.79,"Telgarsky, Matus J"
CS,542,74766,Stat Reinforcement Learning,S,LCD,120228,3,27,14,2,1,2,0,0,0,0,0,0,1,0,3.73,"Jiang, Nan"
CS,546,74740,Adv Topics in NLP,ATN,LCD,120228,45,12,5,1,3,2,0,0,1,0,0,0,0,1,3.85,"Ji, Heng"
CS,563,54776,Advanced Computer Security,B,LEC,120228,8,11,1,2,1,0,0,0,0,0,0,0,0,1,3.88,"Fletcher, Christopher W"
CS,580,75420,Topics in Algrthmc Game Theory,AGT,LEC,120228,12,1,3,2,0,1,1,6,0,0,0,0,0,1,3.33,"Mehta, Ruta"
