CRN,Course Subject,Course Number,Course Title,Course Section,Sched Type,Term,Primary Instructor,A Range,B Range,C Range,D Range,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade
36011,ANSC,542,Applied Bioinformatics,A,ONL,120255,"Rodriguez Zas, Sandra L",,,,,8,6,0,0,1,3,0,0,0,0,0,0,3,0,3.19
36296,ANTH,103,Anthro in a Changing World,ONL,ONL,120255,"Fatima, Urooba A",,,,,35,12,9,5,4,4,1,0,0,1,0,0,1,0,3.67
42361,ANTH,103,Anthro in a Changing World,SS1,ONL,120255,"Escamilla, Breanna S",,,,,34,4,0,1,0,0,0,0,0,0,1,0,0,0,3.91
36297,ANTH,143,Biology of Human Behavior,ONL,ONL,120255,"Farley, Michelle",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40187,ANTH,180,The Archaeology of Death,ONL,ONL,120255,"Shaw, Joanna G",,,,,16,12,0,0,1,0,0,0,0,0,0,0,1,0,3.83
34763,ANTH,209,"Food, Culture, and Society",ONL,ONL,120255,"Patino, Michelle",,,,,15,1,2,0,4,0,0,0,0,0,0,0,0,0,3.79
38262,ANTH,246,Forensic Science,ONL,ONL,120255,"Reich, Arielle Y",,,,,4,23,2,2,1,0,3,2,0,0,3,0,1,0,3.39
38881,ARAB,199,Undergraduate Open Seminar,CT,LCD,120255,"Saadah, Eman",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33737,ARAB,201,Elementary Standard Arabic I,A1,LCD,120255,"Mohamed, Mai M",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33738,ARAB,202,Elementary Standard Arabic II,A1,LCD,120255,"Mohamed, Mai M",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33883,ARAB,403,Intermediate Stand Arabic I,C1,LCD,120255,"Elkorghli, Essam A",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33676,ARAB,404,Intermediate Stand Arabic II,B1,LCD,120255,"Elkorghli, Essam A",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42501,ARCH,372,Intermediate Design II,E1,OLB,120255,"Vidal, Rodrigo",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42403,ARCH,473,Advanced Design I,E1,OLB,120255,"Vidal, Rodrigo",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42269,ARCH,474,Advanced Design II,E1,OLB,120255,"Vidal, Rodrigo",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42272,ARCH,536,Plng & Design of Struct Sys,SK,ONL,120255,"Krishnan, Sudarshan",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30259,ARCH,571,Design:Detail & Architectonics,A,OLB,120255,"Vidal, Rodrigo",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42287,ARCH,588,Independent Study,BXB,SEM,120255,"Bross, Benjamin A",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
39198,ART,140,Introduction to Art,A,ONL,120255,"Travis, Sarah T",,,,,12,7,0,0,3,0,0,0,1,0,0,0,1,0,3.61
41976,ART,201,Art in Early Childhood,ECP,ONL,120255,"Edwards, Lindsay A",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37432,ASTR,100,Introduction to Astronomy,ONL,ONL,120255,"Dunne, Bryan C",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
39057,ASTR,330,Extraterrestrial Life,ONL,ONL,120255,"Looney, Leslie W",,,,,0,18,4,5,0,1,0,1,1,0,0,0,1,0,3.54
36300,ATMS,120,Severe and Hazardous Weather,ONL,ONL,120255,"Choate, Jessica J",,,,,0,14,3,6,14,2,3,3,0,2,1,0,3,1,2.96
40196,ATMS,140,Climate and Global Change,ONL,ONL,120255,"Proistosescu, Cristian",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41540,BADM,275,Operations Management,OL,ONL,120255,"Baddam, Swathi Reddy",,,,,0,62,8,4,2,0,1,0,0,1,0,0,0,1,3.85
37386,BADM,300,The Legal Environment of Bus,OL,ONL,120255,"Warnick, Emerson T",,,,,112,15,4,1,2,1,1,1,2,0,1,0,3,0,3.8
36472,BADM,310,Mgmt and Organizational Beh,OL,ONL,120255,"Ji, Mingshuang",,,,,20,138,7,5,5,1,1,2,0,1,2,2,1,0,3.8
40660,BADM,311,Leading Individuals and Teams,OL,ONL,120255,"Luckman, Elizabeth",,,,,18,23,2,0,0,0,0,0,0,0,0,0,1,0,3.89
36473,BADM,320,Principles of Marketing,OL,ONL,120255,"Kim, Myoung Hee",,,,,53,92,10,7,15,2,2,1,0,1,1,0,0,1,3.8
36474,BADM,350,IT for Networked Organizations,OL,ONL,120255,"Sachdev, Vishal",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36475,BADM,380,International Business,OL,ONL,120255,"Bucheli, Marcelo",,,,,2,17,7,1,2,2,0,0,0,0,0,0,0,0,3.75
39625,BADM,403,Corporate & Commercial Law,MSA,ONL,120255,"Fricke, Michael R",,,,,28,39,8,1,1,2,1,1,0,0,1,0,0,0,3.83
39626,BADM,403,Corporate & Commercial Law,NDG,ONL,120255,"Fricke, Michael R",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
38785,BADM,544,Strategic Management,IMB,ONL,120255,"Somaya, Deepak",,,,,589,293,117,39,22,9,1,2,2,0,0,0,7,1,3.87
38783,BADM,544,Strategic Management,ONL,ONL,120255,"Somaya, Deepak",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40032,BADM,550,Business Practicum,A,LCD,120255,"Noonan, James R",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
39215,BADM,550,Business Practicum,B,LCD,120255,"Noonan, James R",,,,,0,48,1,0,1,0,0,0,0,0,0,0,0,0,3.97
34221,BADM,551,Managing Intellectual Property,A,ONL,120255,"Bradley, Joe A",,,,,0,111,2,1,2,0,0,0,0,0,0,0,0,0,3.97
30705,BADM,567,Operations Management,A,LCD,120255,"Anand, Gopesh J",,,,,1,40,9,2,0,0,0,0,0,0,0,0,0,0,3.92
35684,BADM,567,Operations Management,B,LCD,120255,"Moshref Javadi, Mohammad",,,,,2,35,16,1,0,0,0,0,0,0,0,0,0,0,3.89
30706,BADM,567,Operations Management,C,LCD,120255,"Anand, Gopesh J",,,,,3,17,4,1,2,0,0,0,0,0,0,0,0,0,3.85
41808,BADM,567,Operations Management,IMB,ONL,120255,"Anand, Gopesh J",,,,,252,712,55,12,4,2,1,0,0,0,0,0,1,0,3.96
41809,BADM,567,Operations Management,ONL,ONL,120255,"Anand, Gopesh J",,,,,15,56,4,1,0,0,0,0,1,0,1,0,0,0,3.91
39682,BADM,588,Business Practice Immersion,I,DIS,120255,"Noonan, James R",,,,,0,28,3,1,0,0,0,0,0,0,0,1,0,0,3.85
41914,BCOG,200,Intro Prog for Brain & Cog Sci,2ON,ONL,120255,"Willits, Jon A",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36349,BTW,250,Principles Bus Comm,I,ONL,120255,"Dawn, Lily",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30716,BTW,250,Principles Bus Comm,U,ONL,120255,"Bishop, David R",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36344,BTW,250,Principles Bus Comm,X,ONL,120255,"Williams, Kayla M",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42393,CEE,469,Wood Structures,ONC,ONL,120255,"Henschen, Jacob D",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40728,CEE,469,Wood Structures,ONL,ONL,120255,"Henschen, Jacob D",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30819,CEE,469,Wood Structures,UG3,LCD,120255,"Henschen, Jacob D",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33063,CEE,498,Case Histories in Infra Engr,CH4,LCD,120255,"Greer, Wilbur",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
39151,CEE,498,Case Histories in Infra Engr,CHC,ONL,120255,"Greer, Wilbur",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
39150,CEE,498,Case Histories in Infra Engr,CHO,ONL,120255,"Greer, Wilbur",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42321,CHEM,101,Introductory Chemistry,O,ONL,120255,"Leveritt, John M",,,,,0,6,5,4,9,3,1,0,0,0,1,0,1,0,3.13
30822,CHEM,102,General Chemistry I,AL1,LEC,120255,"Gunasekera, Mutha Merenna",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
38250,CHEM,102,General Chemistry I,O,ONL,120255,"Marville, Kelly",,,,,2,6,4,4,5,4,4,6,2,3,5,0,5,0,2.39
30825,CHEM,104,General Chemistry II,AL1,LEC,120255,"Hummel, Thomas J",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
38251,CHEM,104,General Chemistry II,O,ONL,120255,"Ray, Christian R",,,,,6,9,3,11,17,13,13,19,14,2,1,0,3,5,2.6
33499,CHEM,232,Elementary Organic Chemistry I,A,ONL,120255,"Axelson, Jordan C",,,,,6,5,6,6,18,7,12,8,8,4,2,1,6,0,2.52
30838,CHEM,332,Elementary Organic Chem II,A,ONL,120255,"Pillai, Smitha",,,,,5,5,1,6,6,3,4,2,1,0,0,0,1,1,3.08
41529,CHEM,360,Chemistry of the Environment,A,OLC,120255,"Huang, Tina H",,,,,5,20,14,15,7,2,0,0,0,0,0,0,0,1,3.61
30840,CHEM,442,Physical Chemistry I,1,ONL,120255,"Nicely, Amy L",,,,,5,1,2,1,1,3,1,2,2,0,0,1,3,0,2.55
32920,CI,410,"Middle Schl Inst, Phil, & Str",MSI,ONL,120255,"Minniear, Jacob N",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42369,CI,415,"Lang Varieties,Cult,& Learning",A,ONL,120255,"Li, Qinchun",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41831,CI,424,Child Development & Technology,A,ONL,120255,"Cyliax, Lucie R",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41981,CI,424,Child Development & Technology,B,ONL,120255,"Lehrer, Martin",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41980,CI,424,Child Development & Technology,ONL,ONL,120255,"Lehrer, Martin",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41178,CI,438,Comp Prgrmmg and the Classroom,G,ONL,120255,"Hartman, Bryan R",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42171,CI,474,Multiliteracies,MGC,ONL,120255,"James, Carrie L",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41585,CI,486,Teaching Methods for CS,A,ONL,120255,"Dyer, Elizabeth B",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31174,CI,501,Curr Dev for the 21st Century,A,ONL,120255,"McMillian, Rachel D",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41655,CI,501,Curr Dev for the 21st Century,ONL,ONL,120255,"McMillian, Rachel D",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42405,CI,550,Methods of Educational Inquiry,OB,ONL,120255,"Nelson, Jennifer L",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37431,CLCV,102,Medical Terms-GRK & LAT Roots,OL1,ONL,120255,"Vandervelde, Amy K",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30857,CLCV,114,Intro Ancient Greek Culture,OL1,ONL,120255,"Rutherford, Kyle M",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
38658,CLCV,115,Mythology of Greece and Rome,OL1,ONL,120255,"Fenton, Vaughn H",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40416,CLCV,115,Mythology of Greece and Rome,OL3,ONL,120255,"Moulita, Maria",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
34794,CMN,101,Public Speaking,2,LCD,120255,"Pool, Kirsten",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
34795,CMN,101,Public Speaking,3,LCD,120255,"Caddell, Mackenzie E",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
34797,CMN,101,Public Speaking,4,ONL,120255,"Babu, Sara",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
34796,CMN,101,Public Speaking,5,ONL,120255,"Campbell, Dominique N",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42433,CMN,101,Public Speaking,6,ONL,120255,"Fujimoto, Elinor M",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42467,CMN,101,Public Speaking,7,ONL,120255,"Allegretti, Anne E",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
34798,CMN,102,Introduction to Communication,1,ONL,120255,"Kolson, Erica R",,,,,2,8,5,1,2,2,0,1,0,0,1,0,0,0,3.46
38326,CMN,210,Public Comm in Everyday Life,OL1,ONL,120255,"Murphy, Kathleen B",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
39120,CMN,212,Intro to Organizational Comm,3,ONL,120255,"Macswain, Chandler J",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36318,CMN,260,Intro to Health Communication,OL1,ONL,120255,"Sanders, Jacob D",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
34806,CMN,260,Intro to Health Communication,OL2,ONL,120255,"Chung, Minhey",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37340,CMN,336,Communicating in Families,1,ONL,120255,"Yan, Jia",,,,,0,6,2,1,4,1,0,3,0,0,0,2,3,0,2.58
37341,CMN,336,Communicating in Families,2,ONL,120255,"Fields, Victoria T",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37433,CMN,340,Visual Politics,1,ONL,120255,"Melendez, Tanya",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41928,CMN,502,Health Comm Research Methods I,CT,ONL,120255,"Thompson, Charee M",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41931,CMN,503,Health Comm Research MethodsII,CT,ONL,120255,"Thompson, Charee M",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
34812,CMN,529,Collaboration: Best Practices,1,ONL,120255,"Thompson, Charee M",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42373,CMN,575,Capstone Individual Study,LW3,ONL,120255,"Weiner, Lauren H",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
39104,CPSC,413,"Ag, Food, and the Environment",OLP,Onl,120255,"Behnke, Gevan D",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40343,CPSC,413,"Ag, Food, and the Environment",ONL,Onl,120255,"Behnke, Gevan D",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42325,CPSC,499,Advanced Special Topics,ISP,ONL,120255,"Klimasmith, Isaac M",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41567,CS,124,Intro to Computer Science I,AL1,OLC,120255,"Challen, Geoffrey W",,,,,0,10,2,1,4,7,1,0,1,0,3,0,0,2,3.05
41573,CS,128,Intro to Computer Science II,AL1,OLC,120255,"Nowak, Michael",,,,,0,51,6,2,1,0,0,0,1,0,1,0,0,0,3.84
37287,CS,173,Discrete Structures,ONL,ONL,120255,"Chen, Hongxuan",,,,,0,18,8,7,11,1,1,2,2,0,2,0,0,0,3.31
30770,CS,225,Data Structures,AL1,ONL,120255,"Koe, Kendall F",,,,,0,15,6,3,3,3,0,2,3,2,0,0,3,1,3.02
37192,CS,411,Database Systems,DSO,ONL,120255,"Chang, Kevin C",,,,,31,87,0,0,2,0,0,2,0,1,1,0,2,0,3.84
40317,CS,411,Database Systems,S3,ONL,120255,"Alawini, Abdussalam A",,,,,5,32,24,4,4,2,0,0,0,0,0,1,1,0,3.67
42388,CS,412,Introduction to Data Mining,DSO,ONL,120255,"Tahboub, Ruby",,,,,17,21,13,8,3,1,0,0,0,0,0,0,5,0,3.5
38746,CS,412,Introduction to Data Mining,P3,ONL,120255,"Tahboub, Ruby",,,,,0,18,5,2,3,1,0,1,0,0,0,0,0,1,3.72
41346,CS,416,Data Visualization,DSO,ONL,120255,"Hart, John C",,,,,60,192,20,10,14,4,1,1,1,0,0,0,3,0,3.83
41345,CS,416,Data Visualization,DV4,ONL,120255,"Hart, John C",,,,,31,51,7,3,10,1,1,3,0,0,1,0,2,0,3.69
37194,CS,421,Progrmg Languages & Compilers,DSO,ONL,120255,"Beckman, Mattox A",,,,,28,8,5,1,0,3,2,0,1,2,0,0,1,0,3.58
30792,CS,421,Progrmg Languages & Compilers,PU,ONL,120255,"Beckman, Mattox A",,,,,22,19,8,5,4,4,3,3,0,1,1,0,7,0,3.23
42250,CS,513,Theory & Prct of Data Cleaning,CHI,ONL,120255,"Ludaescher, Bertram",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41654,CS,519,Scientific Visualization,DSO,ONL,120255,"Shaffer, Eric G",,,,,21,269,72,11,8,2,0,1,0,0,0,0,5,0,3.84
41653,CS,519,Scientific Visualization,SVG,ONL,120255,"Shaffer, Eric G",,,,,5,29,4,1,0,1,0,1,0,0,0,0,0,1,3.87
40021,CS,598,Data Mining Capstone,DM,ONL,120255,"Farivar, Reza",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42374,CW,100,Intro to Creative Writing,AB,ONL,120255,"Bales, Amanda M",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36010,DANC,100,Intro to Contemporary Dance,OL1,ONL,120255,"Brandano, Juliana",,,,,0,21,4,1,0,0,1,0,0,0,0,0,0,0,3.86
40642,DANC,100,Intro to Contemporary Dance,OL2,ONL,120255,"Rome, Ethan R",,,,,0,18,2,1,1,0,0,0,0,0,0,1,1,1,3.6
