CRN,Course Subject,Course Number,Course Title,Course Section,Sched Type,Term,Primary Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade
57137,MCB,247,Human Anat & Physiol Lab II,N,LAB,120241,"Joesting, Jennifer J",12,2,2,3,3,1,1,0,0,0,0,0,2,0,3.36
57139,MCB,247,Human Anat & Physiol Lab II,P,LAB,120241,"Joesting, Jennifer J",12,2,3,1,1,1,0,0,1,0,0,0,0,0,3.7
57140,MCB,247,Human Anat & Physiol Lab II,Q,LAB,120241,"Joesting, Jennifer J",9,1,8,3,6,1,0,0,0,0,0,0,0,0,3.57
57141,MCB,247,Human Anat & Physiol Lab II,R,LAB,120241,"Joesting, Jennifer J",11,6,4,2,1,1,1,1,0,0,0,1,0,0,3.57
57142,MCB,247,Human Anat & Physiol Lab II,S,LAB,120241,"Joesting, Jennifer J",5,4,5,1,2,3,2,0,1,0,0,0,0,0,3.39
57143,MCB,247,Human Anat & Physiol Lab II,T,LAB,120241,"Joesting, Jennifer J",8,2,7,6,2,1,0,2,0,0,0,0,1,0,3.39
44339,MCB,250,Molecular Genetics,ADA,DIS,120241,"Kirchner, Nicholas C",3,3,1,1,4,2,1,4,1,2,0,1,0,0,2.77
44340,MCB,250,Molecular Genetics,ADB,DIS,120241,"Kirchner, Nicholas C",5,3,3,2,1,4,4,0,0,0,0,1,0,0,3.19
44341,MCB,250,Molecular Genetics,ADC,DIS,120241,"Kirchner, Nicholas C",2,1,3,2,4,3,2,3,1,0,0,0,1,0,2.82
44343,MCB,250,Molecular Genetics,ADE,DIS,120241,"Kirchner, Nicholas C",3,1,1,0,1,3,2,1,1,1,4,1,3,0,2.05
44345,MCB,250,Molecular Genetics,ADF,DIS,120241,"Kirchner, Nicholas C",5,4,1,0,4,1,0,3,0,1,2,0,2,0,2.77
44350,MCB,250,Molecular Genetics,ADJ,DIS,120241,"Kirchner, Nicholas C",1,0,0,2,4,6,1,1,1,1,2,1,2,0,2.21
44368,MCB,251,Exp Techniqs in Molecular Biol,A,LAB,120241,"Kirchner, Nicholas C",3,6,2,2,5,0,0,1,0,2,0,0,0,1,3.32
44369,MCB,251,Exp Techniqs in Molecular Biol,B,LAB,120241,"Kirchner, Nicholas C",1,7,4,3,3,0,2,0,0,0,0,0,1,0,3.35
44370,MCB,251,Exp Techniqs in Molecular Biol,C,LAB,120241,"Kirchner, Nicholas C",5,3,3,1,4,3,1,2,0,0,0,0,0,0,3.3
44372,MCB,251,Exp Techniqs in Molecular Biol,D,LAB,120241,"Kirchner, Nicholas C",2,6,5,4,4,2,0,1,0,0,0,0,0,0,3.46
44374,MCB,251,Exp Techniqs in Molecular Biol,F,LAB,120241,"Kirchner, Nicholas C",7,4,1,1,4,2,1,0,0,1,0,0,2,0,3.13
61908,MCB,251,Exp Techniqs in Molecular Biol,G,LAB,120241,"Kirchner, Nicholas C",2,6,7,4,0,1,2,0,0,1,0,0,0,0,3.46
38530,MCB,252,"Cells, Tissues & Development",ADA,DIS,120241,"Good, Elizabeth A",6,4,5,3,2,1,0,0,0,0,0,0,1,0,3.5
38514,MCB,252,"Cells, Tissues & Development",ADB,DIS,120241,"Good, Elizabeth A",6,4,1,8,1,1,0,0,1,1,0,0,0,0,3.43
38515,MCB,252,"Cells, Tissues & Development",ADC,DIS,120241,"Good, Elizabeth A",7,5,3,2,4,1,0,0,0,0,0,0,0,0,3.65
38517,MCB,252,"Cells, Tissues & Development",ADD,DIS,120241,"Good, Elizabeth A",5,7,4,2,3,1,0,0,1,0,0,0,1,0,3.45
38522,MCB,252,"Cells, Tissues & Development",ADG,DIS,120241,"Good, Elizabeth A",5,3,6,3,2,2,1,1,0,0,1,0,0,0,3.36
38519,MCB,252,"Cells, Tissues & Development",ADJ,DIS,120241,"Good, Elizabeth A",5,5,4,3,0,0,3,1,1,1,0,1,0,0,3.22
38527,MCB,252,"Cells, Tissues & Development",ADK,DIS,120241,"Good, Elizabeth A",2,5,1,1,4,1,1,3,0,1,0,1,1,0,2.86
38531,MCB,252,"Cells, Tissues & Development",ADM,DIS,120241,"Good, Elizabeth A",4,5,2,1,4,2,5,0,0,0,1,0,0,0,3.19
38536,MCB,252,"Cells, Tissues & Development",ADN,DIS,120241,"Good, Elizabeth A",5,6,5,5,0,1,0,1,0,0,0,0,0,0,3.64
38545,MCB,252,"Cells, Tissues & Development",ADO,DIS,120241,"Good, Elizabeth A",9,3,3,3,2,2,0,2,0,0,0,0,0,0,3.51
38553,MCB,253,Exp Techniqs in Cellular Biol,A,LAB,120241,"Good, Elizabeth A",13,7,3,0,0,1,0,0,0,0,0,0,0,0,3.9
38554,MCB,253,Exp Techniqs in Cellular Biol,B,LAB,120241,"Good, Elizabeth A",15,5,3,0,1,0,0,0,0,0,0,0,0,0,3.92
38556,MCB,253,Exp Techniqs in Cellular Biol,D,LAB,120241,"Good, Elizabeth A",14,5,0,2,1,1,1,0,0,0,0,0,0,0,3.78
38557,MCB,253,Exp Techniqs in Cellular Biol,E,LAB,120241,"Good, Elizabeth A",9,8,5,1,0,0,0,0,0,0,0,0,1,0,3.74
38562,MCB,253,Exp Techniqs in Cellular Biol,J,LAB,120241,"Good, Elizabeth A",16,6,0,1,1,0,0,0,0,0,0,0,0,0,3.93
38638,MCB,253,Exp Techniqs in Cellular Biol,P,LAB,120241,"Good, Elizabeth A",17,3,1,0,1,0,0,0,0,0,0,0,0,0,3.94
38639,MCB,253,Exp Techniqs in Cellular Biol,Q,LAB,120241,"Good, Elizabeth A",13,10,0,1,0,0,0,0,0,0,0,0,0,0,3.97
38684,MCB,300,Microbiology,A,LEC,120241,"Blanke, Steven R",15,42,36,21,4,2,2,1,0,0,0,1,0,0,3.67
38627,MCB,301,Experimental Microbiology,AL1,LEC,120241,"Ikeda, Jack S",1,15,17,18,32,6,10,3,1,0,1,0,0,0,3.18
55162,MCB,317,Genetics and Genomics,ADA,DIS,120241,"Rivier, David H",1,5,0,2,7,0,1,3,0,1,4,0,0,0,2.72
55164,MCB,317,Genetics and Genomics,ADB,DIS,120241,"Rivier, David H",0,4,0,0,12,0,1,3,0,0,1,0,1,0,2.79
55165,MCB,317,Genetics and Genomics,ADC,DIS,120241,"Rivier, David H",1,6,0,1,6,0,1,6,0,0,0,0,1,1,2.89
59534,MCB,317,Genetics and Genomics,ADE,DIS,120241,"Rivier, David H",0,5,0,5,7,0,0,3,0,0,2,0,1,0,2.85
60190,MCB,317,Genetics and Genomics,ADF,DIS,120241,"Rivier, David H",2,5,0,0,8,0,0,4,0,0,3,0,2,0,2.63
61009,MCB,317,Genetics and Genomics,ADG,DIS,120241,"Rivier, David H",1,8,0,1,7,0,3,2,0,0,1,0,0,0,3.14
46923,MCB,354,Biochem & Phys Basis of Life,ADA,DIS,120241,"Reedy, Melissa M",2,1,1,4,5,1,3,2,2,0,1,1,0,0,2.72
46924,MCB,354,Biochem & Phys Basis of Life,ADB,DIS,120241,"Reedy, Melissa M",3,7,3,4,3,2,1,1,0,0,0,0,0,0,3.46
36809,MCB,402,Sys & Integrative Physiology,A,LEC,120241,"Nelson, Erik",25,59,55,29,38,24,11,5,5,0,2,1,0,0,3.38
38665,MCB,410,"Dev Bio, Stem Cells, Regen Med",A,LEC,120241,"Li, Xin",7,14,8,7,6,5,4,1,1,1,0,0,0,0,3.38
34340,MCB,424,Microbial Biochemistry,A,LEC,120241,"Metcalf, William W",1,12,10,5,6,5,1,0,0,0,0,0,0,0,3.48
49006,MCB,435,Evolution of InfectiousDisease,A,LEC,120241,"Whitaker, Rachel",2,4,12,5,5,8,1,1,0,1,2,0,1,0,3.06
39216,MCB,450,Introductory Biochemistry,A,LEC,120241,"Chen, Lin-Feng",34,42,35,38,48,35,27,17,19,12,6,6,6,4,2.93
60201,MCB,462,Integrative Neuroscience,A,LEC,120241,"Gillette, Martha L",6,55,6,8,9,5,1,3,3,0,7,0,0,0,3.43
63456,MCB,465,Human Metabolic Disease,A,LEC,120241,"Anakk, Sayeepriyadarsh",8,3,4,6,6,2,1,1,0,0,0,1,2,0,3.15
60480,MCB,493,Cancer Pathophysiology,CPP,LCD,120241,"Bolton, Eric C",6,6,4,4,1,3,1,3,1,1,0,0,0,0,3.28
60482,MCB,493,Neurobiology of Mental Illness,NMI,LCD,120241,"Sweeney, Patrick R",6,24,3,4,1,1,0,0,0,0,0,0,0,0,3.85
58877,MCB,493,Neurobiology of Senses,NOS,LCD,120241,"Auerbach, Benjamin D",8,3,2,4,0,0,0,4,0,0,1,0,0,0,3.35
36913,ME,170,Computer-Aided Design,AL1,LEC,120241,"Philpott, Michael L",63,39,9,1,0,0,0,0,0,1,0,1,0,0,3.92
68284,ME,170,Computer-Aided Design,ZJ1,LEC,120241,"Wang, Xinlei",3,38,4,6,0,0,1,0,1,0,1,1,2,0,3.58
55799,ME,199,Automotive Design Projects-DES,DES,LBD,120241,"Philpott, Michael L",58,3,6,4,0,0,0,1,0,0,0,0,0,0,3.91
36920,ME,199,Undergraduate Open Seminar,SAE,LBD,120241,"Philpott, Michael L",90,13,7,2,1,3,1,0,0,0,1,0,0,1,3.89
68593,ME,200,Thermodynamics,AL1,LEC,120241,"Lee, Tonghun",2,44,22,14,53,12,3,1,0,0,0,0,0,0,3.39
68594,ME,200,Thermodynamics,AL2,LEC,120241,"Garimella, Vivek S",34,41,23,13,23,7,4,9,1,2,2,0,2,0,3.41
69957,ME,200,Thermodynamics,ZJ1,LEC,120241,"Lee, Chia-Fon",0,12,14,8,10,6,2,2,0,0,0,0,0,0,3.35
63243,ME,270,Design for Manufacturability,AL1,LEC,120241,"Golecki, Thomas F",41,67,21,13,9,5,1,2,0,1,0,0,2,0,3.71
36924,ME,310,Fundamentals of Fluid Dynamics,AE1,LCD,120241,"Juarez, Gabriel",6,19,12,12,9,3,2,2,1,0,0,0,3,1,3.32
36925,ME,310,Fundamentals of Fluid Dynamics,AE2,LCD,120241,"Feng, Jie",5,15,16,15,13,6,4,1,0,4,1,1,0,0,3.23
36939,ME,320,Heat Transfer,AE1,LCD,120241,"Tang, Ke",7,21,11,9,21,3,2,3,3,1,1,2,0,0,3.25
37323,ME,320,Heat Transfer,AE2,LCD,120241,"Friestad, Max M",11,7,8,4,8,8,8,3,3,0,1,1,0,0,3.09
37339,ME,330,Engineering Materials,AL1,LEC,120241,"Cai, Lili",29,16,16,12,8,1,1,0,1,0,2,0,0,0,3.62
37342,ME,330,Engineering Materials,AL2,LEC,120241,"Saif, Md Taher A",21,19,5,7,9,3,0,0,0,0,0,0,0,0,3.7
73819,ME,330,Engineering Materials,ZJU,LEC,120241,"Cai, Lili",1,6,8,8,2,1,5,1,1,0,0,0,1,0,3.18
37356,ME,340,Dynamics of Mechanical Systems,AL1,LEC,120241,"Salapaka, Srinivasa M",13,12,10,10,10,2,4,2,2,3,0,0,0,1,3.32
37357,ME,340,Dynamics of Mechanical Systems,AL2,LEC,120241,"West, Matthew",9,15,13,8,5,7,8,5,1,1,0,1,0,0,3.24
37366,ME,360,Signal Processing,AL1,LEC,120241,"Dullerud, Geir E",3,14,5,8,13,7,3,4,1,0,0,0,1,0,3.18
69390,ME,360,Signal Processing,AL3,LEC,120241,"Bentsman, Joseph",21,21,5,2,3,2,0,1,1,0,1,1,0,0,3.67
73820,ME,360,Signal Processing,ZJU,LEC,120241,"Dullerud, Geir E",19,9,1,1,3,0,0,0,0,1,0,1,0,0,3.71
37390,ME,371,Mechanical Design II,AL1,LCD,120241,"Mercer, Brian S",5,25,25,7,11,1,0,0,0,0,0,0,1,0,3.61
37392,ME,371,Mechanical Design II,AL2,LCD,120241,"Sun, Ruoyu",8,33,7,8,0,2,0,0,0,0,0,0,0,0,3.82
54497,ME,400,Energy Conversion Systems,F3,LCD,120241,"Tang, Ke",26,25,8,5,4,2,3,0,2,0,0,0,1,0,3.66
37444,ME,412,Numerical Thermo-Fluid Mechs,F3,LCD,120241,"Smith, Kyle C",5,6,6,2,2,5,3,2,1,0,0,1,0,0,3.25
52259,ME,452,Num Control of Mfg Processes,AL3,LEC,120241,"Toro Santamaria, Ricardo",2,7,8,4,1,0,1,0,0,0,0,0,0,0,3.66
63287,ME,460,Industrial Control Systems,UG4,LCD,120241,"Hovakimyan, Naira",4,13,6,4,1,0,0,0,0,0,0,0,0,0,3.8
37401,ME,470,Senior Design Project,AL1,LEC,120241,"Johnson, Blake E",10,93,29,10,4,0,0,1,0,0,0,0,0,0,3.85
38943,ME,470,Senior Design Project,ZJU,LAB,120241,"Johnson, Blake E",7,17,9,8,2,2,0,0,0,0,0,0,0,0,3.71
37472,ME,471,Finite Element Analysis,B3,LCD,120241,"Mercer, Brian S",9,10,12,10,12,8,4,5,1,2,1,1,2,0,3.05
63298,ME,481,Whole-Body Musculoskel Biomech,WMU,LCD,120241,"Kersh, Mariana E",46,4,0,0,0,1,0,0,0,0,0,0,0,0,3.97
52252,ME,487,MEMS-NEMS Theory & Fabrication,ALU,LEC,120241,"Mensing, Glennys A",1,7,7,3,5,2,1,1,0,0,0,0,0,0,3.42
65265,ME,510,Advanced Gas Dynamics,AGD,LCD,120241,"Panesi, Marco",5,1,5,2,5,3,2,0,1,2,0,0,1,0,3
38953,ME,521,Convective Heat Transfer,GR4,LCD,120241,"Wang, Xiaofei",12,8,0,1,0,0,0,0,0,0,0,0,0,0,3.97
45065,ME,598,Carbon Capture and Storage,JHG,LCD,120241,"He, Jiajun",13,10,4,0,1,0,0,0,0,0,0,0,1,0,3.78
48165,MSE,183,Introductory MatSE Laboratory,B,LBD,120241,"Nagel, Laura",0,46,4,0,0,1,0,2,0,0,0,0,0,0,3.87
36224,MSE,206,Mechanics for MatSE,AL1,LEC,120241,"Krogstad, Jessica A",14,25,7,7,4,2,5,5,2,2,0,0,1,1,3.38
38203,MSE,280,Engineering Materials,B,LCD,120241,"Goodman, Matthew D",11,18,9,15,7,3,4,5,2,1,2,0,0,0,3.3
38206,MSE,304,Electronic Properties of Matls,C,LCD,120241,"Hoffmann, Axel F",14,13,11,3,8,3,4,0,3,0,0,0,1,0,3.41
38208,MSE,308,Materials Laboratory II,AL1,LEC,120241,"TerBush, Jessica",2,49,9,1,3,2,0,0,0,0,0,0,2,0,3.75
38218,MSE,402,Kinetic Processes in Materials,L,LCD,120241,"Bellon, Pascal",6,10,10,11,10,14,5,1,1,0,0,0,0,0,3.24
43371,MSE,405,Microstructure Determination,AL1,LEC,120241,"Shoemaker, Daniel P",5,12,7,7,16,5,6,1,0,0,1,0,0,0,3.26
43599,MSE,441,Metals Processing,A,LCD,120241,"Charpagne, Marie Agathe",8,19,4,1,0,2,0,1,0,0,0,0,1,0,3.7
74477,MSE,456,Mechanics of Composites,A,LCD,120241,"Baur, Jeffery W",12,18,4,5,18,4,1,7,1,0,0,0,2,0,3.25
38260,MSE,458,Polymer Physics,A3,LCD,120241,"Statt, Antonia",12,2,3,1,1,0,1,2,0,0,0,0,0,0,3.6
50287,MSE,474,Biomaterials and Nanomedicine,A,LCD,120241,"Wang, Hua",4,11,7,1,1,0,0,0,0,0,0,0,0,0,3.83
75759,MSE,495,Materials Design,A,LEC,120241,"Goodman, Matthew D",3,16,11,14,9,6,1,0,0,0,0,0,0,0,3.47
46190,MSE,498,Modern Methods in Mat'ls Chara,MAS,LEC,120241,"Sardela, Mauro",14,29,1,0,1,0,0,0,0,0,0,0,1,0,3.88
70522,MSE,598,Intro to Digital Materials,DM,LCD,120241,"Schleife, Andre",7,16,0,0,2,0,0,0,0,0,0,0,0,0,3.92
73105,MUS,110,Introd Art Mus: Intl Perspect,AL1,LEC,120241,"Silvers, Michael B",52,45,10,7,4,3,0,1,1,0,2,1,4,0,3.65
73068,MUS,132,Popular Music Studies,AL1,LEC,120241,"Vallier, Nolan A",52,31,19,13,7,4,3,2,2,0,0,0,3,1,3.61
35527,MUS,133,Introduction to World Music,AL1,LEC,120241,"Smith, Jonathon M",0,248,18,9,3,8,0,3,4,0,0,1,1,0,3.84
58889,MUS,202,Music Theory and Practice IV,AD3,DIS,120241,"Taylor, Stephen A",0,4,3,3,5,2,1,1,1,0,1,1,0,0,2.96
66478,MUS,209,Acoustics for Musicians,A,LCD,120241,"Davenport, Xavier",1,11,5,3,4,1,1,0,1,0,0,0,1,0,3.39
35542,MUS,240,Orientation Mus Tchg Lrng K-HS,A,LCD,120241,"Shungu, Peter J",12,6,0,3,2,0,0,0,1,0,1,0,0,0,3.63
36162,MUS,314,The History of Music II,AL1,LEC,120241,"Eagen-Jones, Megan K",20,25,13,8,5,2,2,2,2,0,2,0,3,0,3.44
65692,MUS,434,Assessment/Eval in Music Ed,A,ONL,120241,"Durairaj, Manju",15,4,0,1,3,5,0,4,0,0,1,0,1,0,3.26
43887,MUS,527,Classical Performance Practice,A,LCD,120241,"Moersch, Charlotte M",0,26,2,1,0,0,0,0,0,0,0,0,0,0,3.95
72903,MUSC,462,University Chorus,A,PR,120241,"Kwon, Seung Ah",0,28,5,1,0,0,0,0,0,0,0,0,0,0,3.93
72905,MUSC,464,Women's Glee Club,A,PR,120241,"Solya, Andrea",7,71,2,2,1,1,1,0,0,0,0,0,0,0,3.93
72906,MUSC,465,Men's Glee Club,A,PR,120241,"Coleman, Barrington L",0,45,0,1,0,0,0,0,0,0,0,0,0,0,3.99
72908,MUSC,468,LTI Studio,A,PR,120241,"Tilley, Michael P",3,15,1,0,1,1,0,0,0,0,0,0,0,0,3.87
72922,MUSC,484,Concert Band,A,PR,120241,"Rudy, Hannah L",0,94,3,1,1,0,0,1,0,0,0,0,0,1,3.95
73567,MUSC,484,Concert Band,B,PR,120241,"Bell, Michelle C",0,64,1,0,1,0,0,0,0,0,0,0,0,0,3.98
73049,MUSC,488,Women's Basketball Band,B,PR,120241,"Houser, Barry L",0,67,0,0,1,0,0,0,0,0,0,0,1,0,3.93
56970,MUSE,250,The World Through Museums,1,LCD,120241,"Frankenberg, Susan R",14,21,5,2,1,1,1,1,1,0,0,0,0,0,3.76
34624,NPRE,101,Introduction to Energy Sources,A,LEC,120241,"Andruczyk, Daniel",1,5,8,4,9,2,0,1,0,0,2,0,0,0,3.22
34684,NPRE,199,Undergraduate Seminar,A,LCD,120241,"Uddin, Rizwan",16,13,0,0,1,0,0,0,0,0,0,0,0,0,3.97
34695,NPRE,247,Modeling Nuclear Energy System,C,LCD,120241,"Alam, Syed Bahauddin",7,11,4,3,0,1,1,1,0,0,0,0,2,0,3.46
74670,NPRE,349,Intro to NPRE Heat Transfer,A,LCD,120241,"Brooks, Caleb",2,4,5,4,1,3,1,3,2,0,1,1,0,1,2.96
34697,NPRE,402,Nuclear Power Engineering,D3,LCD,120241,"Ragheb, Magdi",4,31,33,23,13,5,6,2,0,0,0,0,0,0,3.49
34715,NPRE,421,Plasma and Fusion Science,L,LCD,120241,"Sankaran, Ramanathan",0,3,2,4,4,1,1,5,0,0,0,1,0,0,2.87
68869,NPRE,429,Plasma Engineering,D1,LCD,120241,"Ruzic, David N",1,7,5,2,2,2,1,1,0,0,0,0,0,0,3.46
34725,NPRE,441,Radiation Protection,E,LCD,120241,"Meng, Ling J",4,16,0,3,9,1,0,2,0,0,0,0,0,0,3.53
48424,NPRE,442,Radioactive Waste Management,A,LCD,120241,"Roy, William R",2,3,7,0,7,1,0,3,0,0,1,0,0,0,3.18
34761,NPRE,455,Neutron Diffusion & Transport,N,LCD,120241,"Novak, April J",4,8,4,4,2,3,2,1,2,0,0,1,4,1,2.88
53124,NPRE,470,Fuel Cells & Hydrogen Sources,A,LCD,120241,"Kim, Kyu Jung",16,8,5,18,6,4,0,0,0,0,0,0,0,0,3.56
53126,NPRE,475,Wind Power Systems,UG,LCD,120241,"Reihani, Seyed",30,7,8,5,6,5,7,4,3,2,3,1,0,0,3.23
34770,NPRE,480,Energy and Security,AE1,LCD,120241,"Liebenberg, Leon",11,13,13,4,1,4,0,3,0,0,0,0,1,0,3.53
34799,NPRE,521,Interact of Radiation w/Matter,A,LCD,120241,"Xi, Jianqi",6,11,3,0,5,1,0,0,0,0,0,0,0,0,3.72
34947,NRES,100,Fundamentals of Env Sci,AL1,ONL,120241,"Ugarte Diaz, Carmen M",50,35,19,12,16,5,3,4,4,2,3,1,2,2,3.46
60210,NRES,101,Wildlife Conservation,A,ONL,120241,"Stickley, Samuel F",80,27,11,7,5,3,5,3,0,0,1,0,5,0,3.63
69995,NRES,105,Climate Change and Ecosystems,A,ONL,120241,"Fraterrigo, Jennifer M",35,68,19,19,19,11,8,5,8,0,4,1,5,0,3.36
34993,NRES,201,Introductory Soils,AL1,LEC,120241,"Arai, Yuji",0,9,1,1,20,6,1,10,2,1,2,1,0,0,2.75
41122,NRES,287,Environment and Society,AL1,LEC,120241,"Van Riper, Carena J",1,31,41,26,22,10,5,2,1,1,2,0,1,0,3.35
46867,NRES,325,Natural Resource Policy Mgmt,A,LCD,120241,"Wardropper, Chloe B",41,11,4,5,2,0,0,3,1,0,0,0,0,1,3.78
54685,NRES,340,Environ Social Sci Res Meth,A,LCD,120241,"Wardropper, Chloe B",16,4,0,1,4,1,0,1,0,0,0,0,0,0,3.7
67076,NRES,362,Ecology of Invasive Species,A,LCD,120241,"Larson, Eric R",5,15,7,3,3,2,0,0,0,0,0,0,0,0,3.71
44442,NRES,407,Wildlife Population Ecology,AL1,LEC,120241,"Van Doren, Benjamin M",2,12,6,5,7,3,1,2,2,0,0,0,0,1,3.33
35115,NRES,420,Restoration Ecology,AL1,LEC,120241,"Miller, James R",9,3,4,3,3,1,0,0,0,0,0,0,1,0,3.51
35125,NRES,421,Quantitative Methods in NRES,AE1,LCD,120241,"Yannarell, Anthony",59,21,9,7,7,5,3,2,0,0,0,0,1,0,3.7
39380,NRES,455,Adv GIS for Environmental Mgmt,AL1,LBD,120241,"Stickley, Samuel F",7,12,5,2,1,3,1,0,3,0,0,1,2,0,3.24
46996,NRES,456,Integrative Ecosystem Mgmt,A,LCD,120241,"Miller, James R",6,12,13,12,9,3,2,2,2,0,0,0,2,1,3.28
35179,NRES,475,Environmental Microbiology,A,LCD,120241,"Kent, Angela D",2,4,5,5,5,2,2,0,0,0,0,0,0,1,3.36
74642,NRES,480,Human-Wildlife Interactions,A,LCD,120241,"O'Keefe, Joy M",10,8,0,0,3,1,0,0,0,0,0,0,0,0,3.8
70509,NRES,485,Stream Ecosystem Management,A,LEC,120241,"Larson, Eric R",2,13,2,4,1,2,0,0,0,0,0,0,1,0,3.56
55916,NRES,488,Soil Fertility and Fertilizers,L1,LEC,120241,"Mulvaney, Richard L",0,5,2,4,11,5,0,4,0,0,1,1,0,0,2.93
54422,PHIL,101,Introduction to Philosophy,A2,LCD,120241,"Durso, Daniel",6,8,6,0,0,3,1,0,1,0,1,0,1,0,3.37
35442,PHIL,103,Logic and Reasoning QR II,DA1,DIS,120241,"Lopez Romero, Ana Itzel",5,2,2,2,3,1,1,1,1,0,0,1,2,0,2.87
74917,PHIL,106,Ethics and Social Policy,F,LEC,120241,"Jensen, Erik R",0,12,4,4,0,0,1,0,0,0,0,0,0,0,3.73
35463,PHIL,203,Ancient Philosophy,N,LCD,120241,"Biondi, Zachary",0,14,10,7,7,7,2,2,1,0,2,0,4,1,3
35464,PHIL,206,Early Modern Philosophy,X,LCD,120241,"Weinberg, Shelley E",4,11,9,6,8,3,3,2,0,0,0,2,5,2,2.97
75785,PHIL,222,Philosophical Foundations CS,E,LCD,120241,"Muntean, Ioan L",2,6,7,0,0,2,1,1,1,0,0,0,1,0,3.29
71927,PHIL,223,Minds & Machines,MM,LCD,120241,"Scharp, Kevin A",0,13,6,4,5,1,3,0,0,0,0,0,0,0,3.5
43853,PHIL,380,Current Controversies,V,ONL,120241,"Levinstein, Benjamin A",47,12,2,2,1,0,1,1,0,0,0,0,2,0,3.78
56598,PHIL,411,Nineteenth Century Philosophy,U1,LCD,120241,"Leland, Patrick R",0,6,4,1,2,4,0,0,0,0,3,1,2,2,2.76
39163,PHIL,421,Ethical Theories,U3,LCD,120241,"Biondi, Zachary",0,15,7,6,9,2,0,1,0,0,0,0,2,0,3.33
39166,PHIL,424,Philosophy of Religion,U3,LCD,120241,"Saenz, Noel B",5,6,2,4,2,0,1,1,0,0,0,0,4,0,3
43038,PHIL,430,Theory of Knowledge,U1,LCD,120241,"Leland, Patrick R",0,8,3,1,5,2,0,1,1,1,0,0,2,2,2.99
45793,PHIL,443,Phenomenology,U3,LCD,120241,"Byrne, Thomas",8,3,13,0,2,1,0,0,0,0,0,0,1,0,3.59
35570,PHYS,101,College Physics: Mech & Heat,A1,LEC,120241,"Ansell, Katherine A",45,25,10,7,3,6,5,1,9,6,1,6,0,0,3.28
35571,PHYS,101,College Physics: Mech & Heat,A2,LEC,120241,"Ansell, Katherine A",72,32,20,7,5,6,10,11,7,7,1,8,2,2,3.28
35773,PHYS,102,College Physics: E&M & Modern,A1,LEC,120241,"Holder, Gilbert",15,43,14,24,13,15,13,7,6,2,4,5,0,0,3.15
35774,PHYS,102,College Physics: E&M & Modern,A2,LEC,120241,"Holder, Gilbert",12,20,33,15,20,16,11,13,8,5,7,1,0,0,2.99
35801,PHYS,211,University Physics: Mechanics,A1,LEC,120241,"Stelzer, Timothy J",39,52,24,17,19,37,14,14,13,12,5,7,3,2,3.02
35802,PHYS,211,University Physics: Mechanics,A2,LEC,120241,"Stelzer, Timothy J",35,56,25,30,31,39,18,18,14,14,7,7,0,1,3.01
35803,PHYS,211,University Physics: Mechanics,A3,LEC,120241,"Willenbrock, Scott S",19,56,33,25,22,34,13,19,20,10,6,11,7,2,2.87
35804,PHYS,211,University Physics: Mechanics,A4,LEC,120241,"Willenbrock, Scott S",31,59,26,21,20,26,30,18,17,10,7,9,4,1,2.93
38029,PHYS,212,University Physics: Elec & Mag,A1,LEC,120241,"Kwiat, Paul G",61,59,22,21,16,20,17,20,17,4,7,5,3,3,3.15
38032,PHYS,212,University Physics: Elec & Mag,A2,LEC,120241,"Kwiat, Paul G",25,15,12,7,9,10,8,10,8,4,6,4,2,0,2.89
52875,PHYS,212,University Physics: Elec & Mag,A3,LEC,120241,"Koptieva, Olena",22,18,19,18,8,6,8,8,14,4,5,5,2,0,2.93
68939,PHYS,213,Univ Physics: Thermal Physics,A1,LEC,120241,"Covey, Jacob P",61,48,13,20,11,12,9,2,8,2,0,0,1,0,3.51
68940,PHYS,213,Univ Physics: Thermal Physics,A2,LEC,120241,"Covey, Jacob P",64,49,19,12,19,13,5,8,5,1,0,0,4,1,3.47
68941,PHYS,213,Univ Physics: Thermal Physics,A3,LEC,120241,"Covey, Jacob P",62,49,23,20,10,21,9,11,8,2,1,0,0,0,3.43
38329,PHYS,214,Univ Physics: Quantum Physics,A1,LEC,120241,"Covey, Jacob P",75,52,14,18,14,14,8,7,0,1,0,2,0,0,3.58
38330,PHYS,214,Univ Physics: Quantum Physics,A2,LEC,120241,"Covey, Jacob P",64,49,29,19,18,16,17,13,1,4,1,1,0,0,3.42
38331,PHYS,214,Univ Physics: Quantum Physics,A3,LEC,120241,"Tsokaros, Antonios",67,46,11,11,13,9,5,5,7,5,1,0,0,0,3.52
53718,PHYS,221,Enrichment Mechanics,M2,DIS,120241,"Lee, Daeyoung",5,10,3,3,0,2,0,0,0,0,0,0,0,0,3.75
53724,PHYS,225,Relativity & Math Applications,A,LEC,120241,"Kahn, Yonatan F",16,17,19,16,23,9,8,8,4,0,0,4,1,0,3.14
38566,PHYS,325,Classical Mechanics I,A,LEC,120241,"Witek, Helvi",24,11,10,8,6,9,3,7,5,4,0,1,0,1,3.19
38582,PHYS,326,Classical Mechanics II,A,LEC,120241,"Golding, Ido",4,17,8,11,4,5,1,1,1,2,0,0,0,1,3.41
74441,PHYS,370,Intro to Quant Info and Comp,A,LEC,120241,"Beck, Douglas H",8,4,2,2,3,0,3,1,0,2,1,0,0,0,3.22
