CRN,Course Subject,Course Number,Course Title,Course Section,Sched Type,Term,Primary Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade
31477,BADM,590,Consumer Analytics,CA2,LCD,120241,"Bao, Ying",19,10,7,0,1,0,0,0,0,0,0,0,0,0,3.91
31476,BADM,590,Healthcare Process Mgmt,HPM,LCD,120241,"Seshadri, Sridhar",4,20,0,1,1,0,0,0,0,0,0,0,0,0,3.94
31445,BADM,590,Marketing Analytics,MA,LCD,120241,"Narang, Unnati",11,8,18,1,0,0,0,0,0,0,0,0,0,1,3.83
31446,BADM,590,Negotiations,NEG,LCD,120241,"Warnick, Emerson T",29,3,1,2,0,0,1,0,0,0,0,0,0,0,3.91
69412,BCOG,200,Intro Prog for Brain & Cog Sci,A,LAB,120241,"Derringer, Jaime L",0,27,0,0,6,0,0,2,0,0,0,0,3,1,3.42
61652,BCS,115,South Slavic Cultures,A,LCD,120241,"Wright, Peter Q",20,23,3,5,2,0,1,0,0,0,1,0,2,0,3.67
73157,BDI,367,Data Viz Comm,A,LCD,120241,"Carrasco Kind, Matias",1,34,0,0,4,0,0,0,0,0,0,0,0,0,3.9
74697,BDI,411,Blockchain Applications,A3,ONL,120241,"Brunner, Robert J",2,24,8,9,7,3,0,1,1,0,2,0,3,0,3.31
71738,BDI,475,Intro to DA Apps in Bus,DAA,LCD,120241,"Park, Ye Joo",31,7,2,2,1,1,0,0,0,0,0,0,0,0,3.9
71757,BDI,513,Data Storytelling,B4,LCD,120241,"Carrasco Kind, Matias",0,39,0,0,3,0,0,2,0,0,0,0,0,0,3.84
74086,BDI,513,Data Storytelling,C4,LCD,120241,"Carrasco Kind, Matias",0,30,0,0,3,0,0,0,0,0,0,0,0,0,3.91
38713,BIOC,446,Physical Biochemistry,AL1,LEC,120241,"Zhang, Kai",16,14,11,9,19,3,1,3,0,0,0,0,2,0,3.38
58725,BIOC,455,Technqs Biochem & Biotech,B,LAB,120241,"Buntrock, Dustin A",10,1,3,3,1,3,0,0,1,0,1,0,1,0,3.28
31790,BIOE,120,Introduction to Bioengineering,1,LEC,120241,"Ansari, Ali",39,16,5,2,0,1,0,0,0,0,0,0,0,0,3.93
46396,BIOE,202,Cell & Tissue Engineering Lab,AL1,LEC,120241,"Griebel, Megan E",9,12,11,8,8,10,2,3,3,2,0,0,0,0,3.24
60964,BIOE,205,Signals & Systems in Bioengrg,LEC,LCD,120241,"Ansari, Ali",60,16,16,8,6,0,0,0,0,0,0,1,0,0,3.81
69415,BIOE,210,Linear Alg for Biomed Data Sci,LEC,LEC,120241,"Insana, Michael",7,14,14,16,15,21,5,10,7,1,0,0,2,0,2.99
60965,BIOE,310,Comp Tools Bio Data,LEC,LEC,120241,"Maslov, Sergei",27,26,13,5,7,7,3,1,1,0,0,0,0,0,3.63
60966,BIOE,360,Transport & Flow in Bioengrg,LEC,LEC,120241,"Cvetkovic, Caroline E",28,14,13,16,12,5,2,3,1,2,2,0,0,0,3.42
75524,BIOE,400,Bioengineering Senior Design,SD,PKG,120241,"Golecki, Holly M",3,12,9,5,3,2,2,1,0,0,0,0,0,0,3.53
33725,BIOE,414,Biomedical Instrumentation,B,DIS,120241,"Irudayaraj, Joseph M",2,26,8,6,16,3,3,4,0,1,0,0,0,0,3.39
33736,BIOE,415,Biomedical Instrumentation Lab,AL1,LEC,120241,"Reck, Rebecca M",31,29,3,2,2,1,0,0,0,0,0,0,0,0,3.92
64046,BIOE,479,Cancer Nanotechnology,AL1,LCD,120241,"Nie, Shuming",12,10,5,1,0,0,0,0,0,0,0,0,0,0,3.92
31792,BIOE,498,Immunoengineering,AL,LEC,120241,"Sirk, Shannon",11,26,6,7,2,1,0,0,0,0,0,0,0,0,3.81
51297,BIOE,498,Regulatory & Safety Issues,RI,LEC,120241,"Amos, Jennifer",21,7,2,0,0,0,0,0,0,0,0,0,1,0,3.85
63437,BIOE,574,Inno/Financial Decision Making,LEC,LCD,120241,"Bradley, Joe A",3,20,0,0,0,1,0,0,0,0,0,0,0,0,3.94
66788,BIOE,575,Capstone Project,CPC,LEC,120241,"Amos, Jennifer",12,11,0,0,0,0,0,1,0,0,0,0,0,0,3.92
75866,BTW,199,ATLAS Internship Success,A,ONL,120241,"Emmert, Kay",9,4,5,0,1,1,0,0,0,0,1,0,0,0,3.67
31537,BTW,250,Principles Bus Comm,D2,LCD,120241,"Grohens, Joseph",0,15,1,1,3,0,0,1,0,0,0,0,0,0,3.71
31513,BTW,250,Principles Bus Comm,F1,LCD,120241,"McGuire, Lee",0,14,4,2,0,0,1,0,0,0,1,0,1,0,3.51
31519,BTW,250,Principles Bus Comm,G1,LCD,120241,"Bales, Amanda M",17,3,0,2,0,0,0,0,0,0,0,0,0,0,3.94
51862,BTW,250,Principles Bus Comm,G2,LCD,120241,"Hapke, Gail L",4,14,5,1,0,0,0,0,0,0,0,0,0,0,3.9
44318,BTW,250,Principles Bus Comm,I1,ONL,120241,"Holguin, Marilyn M",5,15,0,0,0,0,1,0,0,0,0,0,1,0,3.74
51860,BTW,250,Principles Bus Comm,M2,ONL,120241,"Selznick, Hilary F",3,10,4,1,1,0,0,1,0,0,0,0,1,0,3.57
31526,BTW,250,Principles Bus Comm,P1,LCD,120241,"Moss, Andrew P",5,14,0,0,1,0,0,0,0,0,0,0,1,0,3.76
31490,BTW,250,Principles Bus Comm,P2,LCD,120241,"Roche, Daniel",2,12,3,2,0,2,1,1,1,0,0,0,0,0,3.54
70301,BTW,250,Principles Bus Comm,P3,ONL,120241,"Selznick, Hilary F",3,10,4,2,2,0,0,0,1,0,0,0,0,0,3.68
31530,BTW,250,Principles Bus Comm,Q1,LCD,120241,"McGuire, Lee",0,12,5,5,1,0,0,0,0,0,0,0,0,0,3.74
70962,BTW,250,Principles Bus Comm,Q2,LCD,120241,"Short, Cassidy L",0,22,1,0,1,0,0,0,0,0,0,0,0,0,3.94
46086,BTW,250,Principles Bus Comm,S2,LCD,120241,"McGuire, Lee",0,20,1,0,1,1,1,0,0,0,0,0,0,0,3.82
31522,BTW,250,Principles Bus Comm,S3,LCD,120241,"Hapke, Gail L",7,6,8,1,2,0,0,0,0,0,0,0,0,0,3.78
31485,BTW,250,Principles Bus Comm,T1,LCD,120241,"McGuire, Lee",0,11,8,2,0,1,0,0,0,0,0,0,0,0,3.76
70298,BTW,250,Principles Bus Comm,T2,LCD,120241,"Bowman, Andrew J",0,21,1,0,1,0,0,0,0,0,0,0,0,0,3.94
31528,BTW,250,Principles Bus Comm,U1,ONL,120241,"Holguin, Marilyn M",2,18,1,0,0,0,0,0,1,0,0,0,0,0,3.88
46082,BTW,250,Principles Bus Comm,X1,LCD,120241,"Grohens, Joseph",0,15,2,1,2,1,0,1,0,0,0,0,0,0,3.7
68641,BUS,201,Business Dynamics,B,LCD,120241,"Ji, Mingshuang",11,41,1,1,0,0,0,0,0,0,0,0,0,0,3.98
70067,BUS,201,Business Dynamics,C,LCD,120241,"Ji, Mingshuang",6,37,7,4,0,0,0,0,0,0,0,0,0,0,3.91
70068,BUS,201,Business Dynamics,D,LCD,120241,"Kim, Heejin",0,20,3,3,1,0,0,0,0,0,0,1,0,0,3.74
70069,BUS,201,Business Dynamics,E,LCD,120241,"Kim, Heejin",0,47,5,2,0,0,1,0,0,0,0,0,0,0,3.92
70070,BUS,201,Business Dynamics,F,LCD,120241,"Szymanski, Michal",23,24,2,1,2,0,0,0,0,0,0,0,0,1,3.94
70072,BUS,201,Business Dynamics,H,LCD,120241,"Szymanski, Michal",21,20,6,1,0,2,0,3,0,0,0,0,0,0,3.79
71729,BUS,301,Business in Action,N,LCD,120241,"Kurtz, Jeffrey M",18,27,0,0,3,0,0,0,0,0,0,0,0,0,3.94
71730,BUS,301,Business in Action,O,LCD,120241,"Keating, Kari H",0,37,4,4,2,1,0,0,0,0,0,0,0,0,3.85
71731,BUS,301,Business in Action,P,LCD,120241,"Noonan, James R",0,40,2,3,0,2,0,1,0,0,0,0,0,0,3.85
71733,BUS,301,Business in Action,R,LCD,120241,"Noonan, James R",0,44,2,1,0,0,1,0,0,0,0,0,0,0,3.94
74264,BUS,301,Business in Action,S,LCD,120241,"Keating, Kari H",1,23,15,7,1,0,0,0,0,0,0,0,0,0,3.77
70161,BUS,401,Global Business Perspectives,A,ONL,120241,"Swenddal, Heather J",181,16,5,4,2,1,0,1,0,0,0,0,0,0,3.95
70160,BUS,401,Global Business Perspectives,B,ONL,120241,"Corredor Waldro, Sandra T",118,20,5,2,6,2,0,0,0,0,0,1,0,1,3.9
31707,CEE,201,Systems Engrg & Economics,NP,LCD,120241,"Cai, Ximing",0,15,8,6,16,9,5,5,2,1,0,0,0,0,3.1
31708,CEE,202,Engineering Risk & Uncertainty,E,LCD,120241,"Tessum, Christopher M",18,39,20,15,7,1,0,2,0,1,1,1,0,0,3.64
36261,CEE,300,Behavior of Materials,AE1,LCD,120241,"Popovics, John S",3,7,14,17,19,12,5,6,1,1,3,0,1,0,3
31699,CEE,310,Transportation Engineering,D,LCD,120241,"Lehe, Lewis J",2,9,5,3,11,9,0,4,1,0,2,1,0,0,3.02
71185,CEE,310,Transportation Engineering,ZJ1,LCD,120241,"Tutumluer, Erol",2,6,2,3,6,2,3,3,0,1,1,0,1,0,2.93
31698,CEE,320,Construction Engineering,LM,LEC,120241,"Golparvar Fard, Mani",12,10,8,11,13,9,4,1,2,3,1,0,0,0,3.2
31700,CEE,330,Environmental Engineering,PQ,LCD,120241,"Nguyen, Thanh H",0,45,16,9,11,7,5,1,0,0,1,0,0,0,3.53
31701,CEE,350,Water Resources Engineering,F,LCD,120241,"Konar, Megan",3,7,6,3,4,4,4,1,0,0,0,0,0,0,3.31
31702,CEE,360,Structural Engineering,B,LCD,120241,"Cha, Eun Jeong",14,23,12,6,7,4,3,0,0,0,1,1,1,0,3.51
75246,CEE,360,Structural Engineering,ZJ1,LCD,120241,"Yan, Jinhui",3,15,8,1,1,1,0,1,0,0,3,0,1,0,3.39
41439,CEE,380,Geotechnical Engineering,AA,LCD,120241,"Baser, Tugce",0,2,4,7,7,2,3,4,4,1,1,1,1,0,2.62
31705,CEE,380,Geotechnical Engineering,B,LCD,120241,"Makhnenko, Roman",0,7,3,6,5,3,2,1,0,3,0,0,0,0,3.09
45394,CEE,407,Airport Design,C3,LCD,120241,"Spitz, Kevin M",0,7,20,15,9,4,2,1,2,0,0,0,0,0,3.33
56997,CEE,411,RR Project Design & Constr,RR3,LCD,120241,"Edwards, John R",1,1,7,3,7,2,0,0,1,0,0,0,1,0,3.15
39554,CEE,420,Construction Productivity,3,LCD,120241,"Ignacio, Ernest-John D",0,27,24,21,9,3,2,3,1,0,0,0,1,0,3.47
68027,CEE,420,Construction Productivity,ONC,ONL,120241,"Ignacio, Ernest-John D",0,11,8,5,0,1,1,0,0,1,0,0,0,0,3.57
31712,CEE,421,Construction Planning,LM3,LCD,120241,"Ignacio, Ernest-John D",0,21,10,10,4,5,1,4,0,0,2,1,0,0,3.34
67374,CEE,433,Water Technology and Policy,SW3,LCD,120241,"Stillwell, Ashlynn S",2,15,5,7,0,0,0,0,0,0,0,0,0,0,3.78
31727,CEE,452,Hydraulic Analysis and Design,C,LCD,120241,"Garcia, Marcelo H",3,5,0,6,5,3,0,1,0,0,0,0,0,0,3.35
31704,CEE,461,Reinforced Concrete I,NP,LCD,120241,"Henschen, Jacob D",4,6,6,9,12,6,4,3,2,2,0,0,2,0,2.95
62828,CEE,461,Reinforced Concrete I,ZJ1,LCD,120241,"Lange, David A",0,3,4,4,9,2,5,13,4,0,0,0,0,0,2.65
62000,CEE,462,Steel Structures II,3,LCD,120241,"Fahnestock, Larry A",5,14,4,5,5,5,0,0,0,0,0,1,0,0,3.5
31731,CEE,465,Design of Structural Systems,TW3,LCD,120241,"Sychterz, Ann C",4,12,5,2,0,0,0,0,0,0,0,0,0,0,3.87
31729,CEE,470,Structural Analysis,RS,LCD,120241,"Masud, Arif",0,11,6,4,8,6,0,0,0,0,0,0,1,0,3.32
31740,CEE,491,Decision and Risk Analysis,D3,LCD,120241,"Gardoni, Paolo",1,12,2,0,2,1,0,2,0,0,0,0,1,1,3.45
75248,CEE,498,Construction Safety,ZJU,LCD,120241,"Tutumluer, Erol",1,6,2,3,8,1,3,7,3,0,0,0,0,0,2.88
50048,CEE,528,Construction Data Modeling,RS,LCD,120241,"El-Gohary, Nora",6,17,14,4,0,2,0,0,0,0,0,0,0,0,3.77
31749,CEE,570,Finite Element Methods,D,LCD,120241,"Lopez-Pamies, Oscar",2,3,3,9,3,1,2,1,0,0,1,0,1,0,3.09
61987,CEE,592,Sustainable Urban Systems,D,LCD,120241,"Zhao, Lei",13,7,6,0,2,0,0,1,1,0,0,0,0,0,3.72
39737,CEE,598,Construction Robotics,CR,LCD,120241,"Jebelli, Houtan",14,4,2,2,0,0,0,0,0,0,0,0,0,0,3.91
46695,CEE,598,Design of Tall Buildings,TB,LCD,120241,"Pawlikowski, James J",10,9,13,4,4,1,0,0,0,0,0,0,0,0,3.7
60171,CHBE,221,Principles of CHE,A,LEC,120241,"Hammack, William S",0,4,2,6,3,1,7,2,0,0,2,0,1,0,2.76
32027,CHBE,321,Thermodynamics,AL1,LEC,120241,"Kuenstler, Alexa S",0,11,12,17,23,5,8,4,0,1,1,0,2,0,3.05
60295,CHBE,421,Momentum and Heat Transfer,AL1,LEC,120241,"Harley, Brendan A",0,16,9,9,10,9,4,2,4,3,0,0,1,0,3.06
32032,CHBE,422,Mass Transfer Operations,AL1,LEC,120241,"Schoetz, Theresa",2,7,14,13,10,5,5,5,6,3,2,1,2,2,2.83
32041,CHBE,424,Chemical Reaction Engineering,A,LEC,120241,"Zhao, Huimin",2,15,5,3,14,5,4,13,1,0,7,1,2,0,2.73
32037,CHBE,430,Unit Operations Laboratory,AL1,LEC,120241,"Monye, Uzoma",25,23,17,1,1,0,0,0,0,0,0,0,0,0,3.89
58879,CHBE,431,Process Design,AL1,LEC,120241,"Mullen, Ryan G",4,13,4,16,0,10,6,9,3,0,0,0,0,0,3.07
61790,CHBE,440,Process Control and Dynamics,A,LEC,120241,"Sing, Charles E",2,9,4,6,4,5,3,2,3,0,0,0,0,1,3.16
71942,CHBE,458,Synthetic Nanomaterials,HY2,LEC,120241,"Yang, Hong",4,12,8,2,1,0,0,1,0,0,1,0,0,0,3.66
75829,CHBE,459,Polymer Rheology,A,LEC,120241,"Rogers, Simon",3,5,5,3,5,1,2,0,0,0,0,0,0,0,3.44
31772,CHBE,471,Biochemical Engineering,MLK,LEC,120241,"Kraft, Mary L",3,25,4,1,7,2,1,3,0,0,0,0,0,0,3.58
75559,CHBE,481,Chemical Process Safety,CPS,LEC,120241,"Floess, Joachim",4,9,4,5,3,1,1,0,0,0,0,0,0,0,3.6
32132,CHBE,523,Heat and Mass Transfer,A,LEC,120241,"Kong, Hyun Joon",2,6,7,7,1,1,0,0,0,0,0,0,0,0,3.61
61909,CHBE,571,Bioinformatics,A1,LCD,120241,"Zhao, Sihai D",29,8,2,1,2,0,0,0,0,0,0,0,1,0,3.83
59958,CHEM,101,Introductory Chemistry,AL1,LEC,120241,"McCarren, Elise M",7,23,9,16,29,18,21,14,9,4,8,3,17,1,2.52
32172,CHEM,102,General Chemistry I,AL1,LEC,120241,"Gunasekera, Mutha Merenna",13,28,23,33,37,29,34,40,18,10,8,0,5,2,2.72
46568,CHEM,102,General Chemistry I,BL1,LEC,120241,"Gunasekera, Mutha Merenna",6,18,21,26,41,28,41,44,15,7,3,0,2,3,2.69
47915,CHEM,102,General Chemistry I,CL1,LEC,120241,"Hummel, Thomas J",7,28,17,24,51,29,40,62,23,12,13,4,3,2,2.56
32179,CHEM,102,General Chemistry I,DL1,LEC,120241,"Hummel, Thomas J",5,12,8,18,38,21,26,26,16,11,8,2,5,2,2.5
39081,CHEM,102,General Chemistry I,EL1,LEC,120241,"Huang, Tina H",2,8,3,10,6,4,5,3,3,3,2,0,0,0,2.89
68533,CHEM,103,General Chemistry Lab I,LEC,LEC,120241,"Leveritt, John M",210,352,175,112,93,57,30,22,16,10,12,2,11,2,3.5
32231,CHEM,104,General Chemistry II,AL1,LEC,120241,"Andino Martinez, Jose G",3,10,16,10,20,5,11,19,12,10,28,11,15,4,2.06
32261,CHEM,104,General Chemistry II,BL1,LEC,120241,"Ray, Christian R",23,32,38,36,36,18,22,35,33,8,5,3,4,1,2.83
32305,CHEM,104,General Chemistry II,CL1,LEC,120241,"Ray, Christian R",12,35,29,31,34,24,24,42,28,8,10,5,4,0,2.71
32309,CHEM,104,General Chemistry II,DL1,LEC,120241,"Andino Martinez, Jose G",6,30,34,15,27,29,10,21,16,11,15,10,4,6,2.66
68534,CHEM,105,General Chemistry Lab II,LEC,LEC,120241,"Marville, Kelly",348,340,103,83,73,27,12,21,6,8,6,2,4,2,3.67
39201,CHEM,108,"Chemistry, Everyday Phenomena",AL,ONL,120241,"Leveritt, John M",105,20,3,5,6,0,2,0,0,0,2,1,1,0,3.81
32559,CHEM,199,Undergraduate Open Seminar,M,DIS,120241,"McCarren, Elise M",129,178,12,4,7,1,2,2,1,1,0,0,3,3,3.88
32457,CHEM,204,Accelerated Chemistry II,AL1,LEC,120241,"Decoste, Donald J",3,8,11,11,11,8,10,14,5,4,2,3,1,1,2.69
32545,CHEM,205,Accelerated Chemistry Lab II,AL1,LEC,120241,"Huang, Tina H",11,23,11,14,7,3,0,1,3,0,0,0,1,0,3.5
53070,CHEM,232,Elementary Organic Chemistry I,AL1,LEC,120241,"Axelson, Jordan C",20,22,23,16,23,24,16,25,14,17,15,8,10,6,2.54
63826,CHEM,232,Elementary Organic Chemistry I,AL2,LEC,120241,"Axelson, Jordan C",19,45,36,35,46,38,23,31,12,14,7,2,4,2,2.91
32573,CHEM,233,Elementary Organic Chem Lab I,AL1,LEC,120241,"Formigao Gameir, Armanda",199,34,8,5,3,1,0,1,0,0,0,0,1,0,3.94
32576,CHEM,233,Elementary Organic Chem Lab I,AL2,LEC,120241,"Formigao Gameir, Armanda",201,34,10,7,5,3,0,0,0,1,0,0,0,0,3.92
32600,CHEM,236,Fundamental Organic Chem I,AL1,LEC,120241,"Burke, Martin",4,9,7,7,14,4,11,11,4,0,2,0,2,2,2.8
32612,CHEM,237,Structure and Synthesis,AL1,LEC,120241,"Hergenrother, Paul",2,4,4,5,15,6,6,9,7,0,0,0,1,0,2.71
32624,CHEM,312,Inorganic Chemistry,A,LEC,120241,"Gewirth, Andrew A",3,19,9,7,5,7,2,6,4,0,1,0,2,2,3.11
32638,CHEM,315,Instrumental Chem Systems Lab,AL1,LEC,120241,"Leckband, Deborah E",3,23,2,3,23,0,0,2,0,1,1,1,2,0,3.23
60622,CHEM,332,Elementary Organic Chem II,BL1,LCD,120241,"Moore, Jeffrey S",167,104,12,4,2,2,0,2,1,0,2,0,0,0,3.92
60621,CHEM,332,Elementary Organic Chem II,BL2,OLC,120241,"Moore, Jeffrey S",34,27,6,0,2,2,0,1,0,1,0,0,4,1,3.65
59243,CHEM,360,Chemistry of the Environment,A,LEC,120241,"Huang, Tina H",6,43,41,47,19,9,12,1,2,1,0,0,0,1,3.42
32639,CHEM,420,Instrumental Characterization,A,LEC,120241,"Han, Hee Sun",1,21,10,2,2,1,1,0,0,0,0,0,0,0,3.75
32672,CHEM,436,Fundamental Organic Chem II,A,LEC,120241,"Chan, Jefferson K",5,6,7,4,6,12,4,8,5,7,5,6,5,1,2.31
70046,CHEM,440,Physical Chemistry Principles,A,LEC,120241,"Gruebele, Martin H",2,20,0,2,15,0,0,3,0,0,0,0,0,0,3.47
32679,CHEM,442,Physical Chemistry I,A,LEC,120241,"Jackson, Nicholas E",0,4,9,8,8,1,0,2,0,0,1,0,0,0,3.25
32681,CHEM,444,Physical Chemistry II,B,LEC,120241,"Jain, Prashant",1,5,7,4,2,5,6,2,2,0,0,0,0,0,3.05
32749,CHEM,524,Electrochemical Methods,A,LEC,120241,"Shen, Mei",0,15,6,1,1,0,0,0,0,0,0,0,0,0,3.84
43148,CHEM,530,Structure and Spectroscopy,A,LEC,120241,"Denmark, Scott E",4,8,1,2,8,2,0,1,0,0,0,0,0,0,3.45
32756,CHEM,572,Enzyme Reaction Mechanisms,A,LCD,120241,"Mehta, Angad P",0,19,0,2,5,0,0,0,0,0,0,0,0,0,3.78
43049,CHEM,588,Physical Methods Mat Chem,A,LCD,120241,"Rodriguez Lopez, Joaquin",0,23,7,0,0,1,0,0,0,0,0,0,0,0,3.88
75513,CHLH,100,Contemporary Health,ON1,ONL,120241,"Yarnot, Rebecca K",29,88,38,22,19,7,0,4,1,1,0,0,3,0,3.62
71648,CHLH,100,Contemporary Health,ON2,ONL,120241,"Alam, Rifat B",22,67,48,28,21,13,3,10,4,2,1,0,6,2,3.38
31079,CHLH,101,Introduction to Public Health,AL1,LEC,120241,"Hoopsick, Rachel A",35,17,8,3,3,0,1,0,0,0,1,0,1,0,3.76
63867,CHLH,101,Introduction to Public Health,ON1,ONL,120241,"Woodson, Markisha J",171,118,25,15,11,2,3,7,2,2,0,0,5,1,3.78
57044,CHLH,125,Orientation KIN & Comm Health,A,LCD,120241,"Heintz, Hollie",4,14,0,0,4,0,0,0,0,0,0,0,0,0,3.82
71651,CHLH,126,Campus Acq Rape Educ (CAPE),A,LCD,120241,"Peterson, Nora E",25,10,4,1,0,0,0,0,0,0,0,0,0,0,3.95
75515,CHLH,200,Mental Health Issues,ON1,ONL,120241,"Khan, Tourna N",0,67,47,12,4,8,5,2,6,0,1,0,1,0,3.53
74080,CHLH,200,Mental Health Issues,ON2,ONL,120241,"Woodson, Markisha J",3,67,17,10,22,11,11,12,4,2,3,1,6,0,3.16
64927,CHLH,201,Public Health Research Methods,AL1,LEC,120241,"Sebastiao, Emerson",5,10,15,13,9,7,2,1,5,1,0,0,0,0,3.24
71655,CHLH,203,Intro to Health Technology,A,OLC,120241,"Hale, Timothy",38,13,5,1,2,0,1,1,0,0,0,0,0,1,3.87
31167,CHLH,206,Human Sexuality,ON1,ONL,120241,"Grabert, Ren",27,68,0,6,16,0,2,2,0,1,0,0,1,0,3.72
57810,CHLH,206,Human Sexuality,ON2,ONL,120241,"Grabert, Ren",25,58,0,10,11,0,3,10,0,0,1,0,7,1,3.41
48218,CHLH,210,Community Health Organizations,A,LCD,120241,"Greenwalt, Nancy H",5,7,4,2,1,1,1,0,0,0,0,1,0,0,3.55
75516,CHLH,210,Community Health Organizations,ON2,ONL,120241,"Greenwalt, Nancy H",14,33,20,19,17,1,0,5,2,0,0,1,4,0,3.38
65894,CHLH,243,Drug Use and Misuse,ON1,ONL,120241,"Bazan, Christy N",0,208,0,0,55,0,0,13,0,0,0,0,1,0,3.69
57812,CHLH,243,Drug Use and Misuse,ON2,ONL,120241,"Bazan, Christy N",0,155,0,0,37,0,0,12,0,0,6,0,10,0,3.46
31246,CHLH,244,Health Statistics,AL1,LEC,120241,"Chiu, Chung-Yi",11,3,4,1,0,3,0,0,0,0,0,0,1,1,3.57
31249,CHLH,250,Health Care Systems,A,LCD,120241,"Raj, Minakshi",1,14,4,2,2,0,0,0,0,0,0,0,1,0,3.64
75517,CHLH,250,Health Care Systems,ON1,ONL,120241,"Khaliji, Mojtaba",87,65,23,8,9,5,0,4,0,0,2,0,1,0,3.77
74879,CHLH,260,Introduction to Medical Ethics,ON1,ONL,120241,"Freehill, Ariel N",0,530,0,0,20,0,0,4,0,0,1,0,6,0,3.9
74082,CHLH,260,Introduction to Medical Ethics,ON2,ONL,120241,"Freehill, Ariel N",0,484,0,0,37,0,0,13,0,0,5,0,12,1,3.77
31263,CHLH,274,Introduction to Epidemiology,A,LCD,120241,"Geiger, Sarah D",2,6,1,6,7,6,2,3,0,0,1,0,2,0,2.9
65870,CHLH,274,Introduction to Epidemiology,ON2,ONL,120241,"Bazan, Christy N",128,216,1,27,38,5,4,6,0,0,1,0,4,0,3.77
31156,CHLH,304,Foundations of Health Behavior,AL1,LEC,120241,"Frasca, Elizabeth A",21,36,15,4,9,1,1,6,1,1,0,2,1,0,3.52
69537,CHLH,304,Foundations of Health Behavior,BL1,LEC,120241,"DiFilippo, Kristen N",6,25,9,6,1,4,2,1,0,0,0,0,1,0,3.59
54665,CHLH,380,Orientation to Internship,B,INT,120241,"Clarke, Caitlin L",0,43,0,0,3,0,0,1,0,0,2,0,1,0,3.7
31274,CHLH,409,Women's Health,A,LCD,120241,"Gobin, Robyn L",49,31,2,3,0,1,0,1,0,0,0,0,1,0,3.89
31278,CHLH,410,Public Health Practice,A,LCD,120241,"Pearson, Sara L",91,25,5,4,2,3,3,2,1,1,1,0,0,0,3.8
31281,CHLH,421,Health Data Analysis,G1,LCD,120241,"Kang, Hyojung",28,24,14,7,7,5,3,3,0,4,0,0,0,0,3.53
71396,CHLH,441,Health Behavior and Technology,G1,LCD,120241,"Mejia, Shannon",0,25,0,0,1,0,0,0,0,0,0,0,0,0,3.96
61654,CHLH,444,"LGBT Indiv, Fam & Community",A,LCD,120241,"Billington, Alyssa G",5,7,4,1,4,0,0,1,0,0,0,1,0,0,3.49
31287,CHLH,455,Health Services Financing,A,LCD,120241,"Mamaril, Cezar Brian C",30,32,13,3,6,4,0,3,1,0,0,0,0,0,3.72
31292,CHLH,457,Health Planning,A,LCD,120241,"Hale, Timothy",23,10,17,10,6,4,0,0,1,0,0,0,0,0,3.63
31294,CHLH,458,Health Administration,A,LCD,120241,"Barnes, Lynette C",0,50,0,0,8,0,0,2,0,0,0,0,0,0,3.8
54615,CHLH,465,Social Marketing,GR,LCD,120241,"Quick, Brian L",2,22,7,9,9,2,0,1,0,0,0,0,0,0,3.58
53527,CHLH,469,Environmental Health,U1,LCD,120241,"Martenies, Sheena E",23,27,2,1,1,1,1,0,0,0,0,0,0,0,3.9
70090,CHLH,573,Biostatistics in Public Health,AL1,LEC,120241,"Amaral de Andra, Otavio",7,8,5,4,5,1,1,1,0,0,0,0,0,0,3.55
70632,CHLH,581,Prof in Public Health,A,LEC,120241,"Musser, Allison J",19,2,3,1,0,0,0,0,0,0,0,0,0,0,3.93
70204,CI,210,Intro to Digital Learning Env,AD,DIS,120241,"Kang, Jina",0,18,1,2,1,0,0,0,0,0,0,0,0,0,3.88
46092,CI,401,Intro Tchg in a Diverse Societ,E,LCD,120241,"Toliver, Stephanie R",3,19,3,3,1,1,0,0,0,0,0,0,0,0,3.82
46145,CI,401,Intro Tchg in a Diverse Societ,M1,LCD,120241,"Poetzel, Adam R",12,12,1,0,2,0,0,0,0,0,0,0,0,0,3.91
43425,CI,401,Intro Tchg in a Diverse Societ,T,LCD,120241,"Mann, Jay A",1,17,12,2,2,1,0,0,1,0,0,0,0,0,3.7
31868,CI,404,Tchg and Assessing Sec Sch Stu,E,ONL,120241,"Moermond, Veronica A",0,26,0,0,2,0,0,0,0,0,0,0,0,0,3.93
31898,CI,404,Tchg and Assessing Sec Sch Stu,T,ONL,120241,"Masters, Angela L",16,5,3,0,1,1,0,4,1,0,0,0,0,0,3.56
31903,CI,407,Thry Prac in Elem Schl Tchg II,C1,ONL,120241,"Dean, Sheila R",0,21,3,0,0,0,1,0,0,0,0,0,0,0,3.89
31904,CI,407,Thry Prac in Elem Schl Tchg II,C2,ONL,120241,"McClellan, Anna N",0,20,3,1,0,1,0,0,0,0,0,0,0,0,3.88
31905,CI,407,Thry Prac in Elem Schl Tchg II,C3,ONL,120241,"Lane, McKenna L",0,19,0,2,0,0,0,0,0,0,0,0,0,0,3.94
52443,CI,415,"Lang Varieties,Cult,& Learning",C,LCD,120241,"Li, Qinchun",0,24,0,0,0,3,0,0,0,0,0,0,0,0,3.85
52439,CI,415,"Lang Varieties,Cult,& Learning",D,LCD,120241,"Yang, Hye-In",0,20,2,2,0,0,0,0,0,0,0,0,1,0,3.76
