Year,Term,TermYear,Course,Course Title,ACP,CS,HUM,NAT,QR,SBS
2023,Spring,2023-sp,EALC 122,History East Asian Religions,,NW,HP,,,
2023,Spring,2023-sp,EALC 130,The Chinese Language,,NW,,,,SS
2023,Spring,2023-sp,EALC 132,Zen,,NW,HP,,,
2023,Spring,2023-sp,EALC 207,Classical Chinese Lit,,NW,LA,,,
2023,Spring,2023-sp,EALC 212,East Asian Art History,,NW,LA,,,
2023,Spring,2023-sp,EALC 214,Art in China,,NW,,,,
2023,Spring,2023-sp,EALC 220,Traditional China,,NW,HP,,,
2023,Spring,2023-sp,EALC 221,Modern China,,NW,,,,
2023,Spring,2023-sp,EALC 222,Chinese Thought and Culture,,NW,HP,,,
2023,Spring,2023-sp,EALC 225,Japanese Religions: Thought and Practice,,NW,HP,,,
2023,Spring,2023-sp,EALC 226,Premodern Japanese History,,NW,HP,,,
2023,Spring,2023-sp,EALC 227,Modern Japanese History,,NW,HP,,,
2023,Spring,2023-sp,EALC 230,Popular Cultures of Contemporary East Asia,,NW,LA,,,
2023,Spring,2023-sp,EALC 240,Chinese Civilization,,NW,,,,
2023,Spring,2023-sp,EALC 250,Intro to Japanese Culture,,NW,,,,SS
2023,Spring,2023-sp,EALC 275,Masterpieces of East Asian Lit,,NW,LA,,,
2023,Spring,2023-sp,EALC 276,Asian Film Genres,,NW,LA,,,
2023,Spring,2023-sp,EALC 285,Intro to Korea Through Film,,NW,,,,
2023,Spring,2023-sp,EALC 287,Introduction to Buddhism,,NW,HP,,,
2023,Spring,2023-sp,EALC 305,Japan Lit in Translation I,,NW,LA,,,
2023,Spring,2023-sp,EALC 306,Japan Lit in Translation II,,NW,LA,,,
2023,Spring,2023-sp,EALC 327,Tokyo: Then and Now,ACP,NW,,,,
2023,Spring,2023-sp,EALC 361,Gender and Women in East Asia,ACP,,,,,
2023,Spring,2023-sp,EALC 365,Contemporary Korean Society,,NW,,,,SS BSC
2023,Spring,2023-sp,EALC 367,History of Korea,,NW,HP,,,
2023,Spring,2023-sp,ECE 101,Exploring Digital Info Technol,,,,PS,QR2,
2023,Spring,2023-sp,ECE 316,Ethics and Engineering,ACP,,HP,,,
2023,Spring,2023-sp,ECE 445,Senior Design Project Lab,ACP,,,,,
2023,Spring,2023-sp,ECE 496,Senior Research Project,ACP,,,,,
2023,Spring,2023-sp,ECE 499,Senior Thesis,ACP,,,,,
2023,Spring,2023-sp,ECON 101,Introduction to Economics,,,,,,SS
2023,Spring,2023-sp,ECON 102,Microeconomic Principles,,,,,,SS
2023,Spring,2023-sp,ECON 103,Macroeconomic Principles,,,,,,SS
2023,Spring,2023-sp,ECON 202,Economic Statistics I,,,,,QR1,
2023,Spring,2023-sp,ECON 210,Environmental Economics,,,,,,SS
2023,Spring,2023-sp,ECON 442,Women in the Economy,ACP,,,,,
2023,Spring,2023-sp,ECON 451,Program Evaluation in Developing Economies,ACP,,,,,
2023,Spring,2023-sp,EDUC 201,Identity and Difference in Education,,US,,,,
2023,Spring,2023-sp,EDUC 202,"Social Justice, School and Society",ACP,,HP,,,
2023,Spring,2023-sp,ENGL 101,Intro to Poetry,,,LA,,,
2023,Spring,2023-sp,ENGL 102,Intro to Drama,,,LA,,,
2023,Spring,2023-sp,ENGL 103,Intro to Fiction,,,LA,,,
2023,Spring,2023-sp,ENGL 104,Introduction to Film,,,LA,,,
2023,Spring,2023-sp,ENGL 109,Intro to Fiction-ACP,ACP,,LA,,,
2023,Spring,2023-sp,ENGL 114,Bible as Literature,,,LA,,,
2023,Spring,2023-sp,ENGL 115,Intro to British Literature,,WCC,LA,,,
2023,Spring,2023-sp,ENGL 116,Introduction to American Literature,,WCC,LA,,,
2023,Spring,2023-sp,ENGL 117,Shakespeare on Film,,,LA,,,
2023,Spring,2023-sp,ENGL 122,The Middle Ages in Popular Culture,,,LA,,,
2023,Spring,2023-sp,ENGL 150,Black Literature in America,,US,LA,,,
2023,Spring,2023-sp,ENGL 200,Introduction to the Study of Literature and Culture,,,LA,,,
2023,Spring,2023-sp,ENGL 202,Medieval Literature and Culture,,WCC,LA,,,
2023,Spring,2023-sp,ENGL 204,Renaissance Literature and Culture,,WCC,LA,,,
2023,Spring,2023-sp,ENGL 206,Enlightenment Literature and Culture,,WCC,LA,,,
2023,Spring,2023-sp,ENGL 207,Romantic Literature and Culture,,WCC,LA,,,
2023,Spring,2023-sp,ENGL 208,Victorian Literature and Culture,,WCC,LA,,,
2023,Spring,2023-sp,ENGL 209,Early British Literature and Culture,,WCC,LA,,,
2023,Spring,2023-sp,ENGL 210,Modern British Literature and Culture,,WCC,LA,,,
2023,Spring,2023-sp,ENGL 211,Introduction to Modern African Literature,,NW,LA,,,
2023,Spring,2023-sp,ENGL 213,Modernist Literature and Culture,,WCC,LA,,,
2023,Spring,2023-sp,ENGL 216,Legends of King Arthur,,WCC,LA,,,
2023,Spring,2023-sp,ENGL 218,Introduction to Shakespeare,,,LA,,,
2023,Spring,2023-sp,ENGL 219,Literature and Medicine,,,LA,,,
2023,Spring,2023-sp,ENGL 220,Literature and Science,,,LA,,,
2023,Spring,2023-sp,ENGL 222,Jewish American and US Minority Literatures in Dialogue,,US,LA,,,
2023,Spring,2023-sp,ENGL 223,Jewish Storytelling,,WCC,LA,,,
2023,Spring,2023-sp,ENGL 224,Latina/o Popular Culture,,US,,,,
2023,Spring,2023-sp,ENGL 225,Intro to Latina/o Literature,,US,LA,,,
2023,Spring,2023-sp,ENGL 241,Modern Poetry,,WCC,,,,
2023,Spring,2023-sp,ENGL 245,The Short Story,,,LA,,,
2023,Spring,2023-sp,ENGL 247,The British Novel,,WCC,LA,,,
2023,Spring,2023-sp,ENGL 248,"British, American, and Continental Fiction",,,LA,,,
2023,Spring,2023-sp,ENGL 250,Nineteenth-Century American Fiction,,WCC,LA,,,
2023,Spring,2023-sp,ENGL 251,The Twentieth-Century American Novel,,WCC,LA,,,
2023,Spring,2023-sp,ENGL 253,Topics in Literature and New Media,,,LA,,,
2023,Spring,2023-sp,ENGL 255,Early American Literature and Culture,,WCC,LA,,,
2023,Spring,2023-sp,ENGL 256,Survey of American Lit II,,WCC,LA,,,
2023,Spring,2023-sp,ENGL 259,Early African American Literature and Culture,,US,,,,
2023,Spring,2023-sp,ENGL 260,Modern African American Literature and Culture,,US,,,,
2023,Spring,2023-sp,ENGL 265,Intro to American Indian Lit,,US,LA,,,
2023,Spring,2023-sp,ENGL 266,Grimm's Fairy Tales in Context,,WCC,LA,,,
2023,Spring,2023-sp,ENGL 267,Grimms' Fairy Tales - ACP,ACP,WCC,LA,,,
2023,Spring,2023-sp,ENGL 268,The Holocaust in Context - ACP,ACP,WCC,LA,,,
2023,Spring,2023-sp,ENGL 269,The Holocaust in Context,,WCC,LA,,,
2023,Spring,2023-sp,ENGL 270,American Film Genres,,,LA,,,
2023,Spring,2023-sp,ENGL 275,Am Indian and Indigenous Film,,US,LA,,,
2023,Spring,2023-sp,ENGL 276,Asian Film Genres,,NW,LA,,,
2023,Spring,2023-sp,ENGL 285,Postcolonial Literature in English,,NW,LA,,,
2023,Spring,2023-sp,ENGL 286,Asian American Literature,,US,LA,,,
2023,Spring,2023-sp,ENGL 330,Slavery and Identity,,US,LA,,,
2023,Spring,2023-sp,ENGL 350,"Writing about Literature, Text, and Culture",ACP,,,,,
2023,Spring,2023-sp,ENGL 359,Responses to the Holocaust,,WCC,LA,,,
2023,Spring,2023-sp,ENGL 360,Environmental Writing,ACP,,,,,
2023,Spring,2023-sp,ENGL 477,Advanced Environmental Writing,ACP,,,,,
2023,Spring,2023-sp,ENSU 301,Soc Impacts Weather & Climate,,,,,,SS
2023,Spring,2023-sp,ENVS 101,Introduction to Energy Sources,,,,PS,QR2,
2023,Spring,2023-sp,ENVS 210,Environmental Economics,,,,,,SS
2023,Spring,2023-sp,ENVS 220,Communicating Agriculture,ACP,,,,,
2023,Spring,2023-sp,EPOL 202,Foundations of Education-ACP,ACP,,,,,
2023,Spring,2023-sp,EPOL 310,Race and Cultural Diversity,ACP,US,,,,
2023,Spring,2023-sp,EPOL 350,Social Learning and Knowledge,ACP,,,,,SS
2023,Spring,2023-sp,EPOL 380,Education and Social Justice,,US,HP,,,
2023,Spring,2023-sp,EPOL 402,Asian American Education,ACP,US,,,,
2023,Spring,2023-sp,EPS 202,Foundations of Education-ACP,ACP,,,,,
2023,Spring,2023-sp,EPS 310,Race and Cultural Diversity,ACP,US,,,,
2023,Spring,2023-sp,EPS 380,Education and Social Justice,,US,HP,,,
2023,Spring,2023-sp,EPS 402,Asian American Education,ACP,US,,,,
2023,Spring,2023-sp,EPSY 201,Educational Psychology,,,,,,BSC
2023,Spring,2023-sp,EPSY 202,Exploring Cultural Diversity,,US,,,,
2023,Spring,2023-sp,EPSY 220,Career Theory and Practice,,,,,,BSC
2023,Spring,2023-sp,EPSY 222,Language & Culture of Deaf Communities,,US,,,,SS
2023,Spring,2023-sp,EPSY 280,Elements of Statistics,,,,,QR1,
2023,Spring,2023-sp,ESE 100,Sustainable Earth,,,,PS,,
2023,Spring,2023-sp,ESE 103,Earth's Physical Systems,,,,PS,,
2023,Spring,2023-sp,ESE 104,Geology of the National Parks,,,,PS,,
2023,Spring,2023-sp,ESE 106,Geographies of Globalization,,NW,,,,SS
2023,Spring,2023-sp,ESE 111,Emergence of Life,,,,LS,,
2023,Spring,2023-sp,ESE 117,The Oceans,,,,PS,,
2023,Spring,2023-sp,ESE 118,Natural Disasters,,,,PS,,
2023,Spring,2023-sp,ESE 120,Severe and Hazardous Weather,,,,PS,QR2,
2023,Spring,2023-sp,ESE 140,Climate and Global Change,,,,PS,,
2023,Spring,2023-sp,ESE 143,History of Life,,,,LS,,
2023,Spring,2023-sp,ESE 202,American Environmental History,,WCC,HP,,,
2023,Spring,2023-sp,ESE 208,History of the Earth System,,,,PS,,
2023,Spring,2023-sp,ESE 210,Social & Environmental Issues,,,,,,SS
2023,Spring,2023-sp,ESE 254,"American People, Places, & Environments",,US,,,,SS
2023,Spring,2023-sp,ESE 287,Environment and Society,,WCC,,,,SS
2023,Spring,2023-sp,ESE 360,Environmental Writing,ACP,,,,,
2023,Spring,2023-sp,ESE 380,Spatial Problem Solving,,,,,QR2,
2023,Spring,2023-sp,ESE 465,Transportation &Sustainability,ACP,,,,,
2023,Spring,2023-sp,ESE 477,Advanced Environmental Writing,ACP,,,,,
2023,Spring,2023-sp,ETMA 311,Humanity in the Food Web,ACP,,HP,,,
2023,Spring,2023-sp,FAA 102,Design Beyond Boundaries,,,LA,,,
2023,Spring,2023-sp,FAA 110,Exploring Arts and Creativity,,,LA,,,
2023,Spring,2023-sp,FAA 201,Black Arts Today,,US,LA,,,
2023,Spring,2023-sp,FR 156,Exploring Paris,,WCC,LA,,,
2023,Spring,2023-sp,FR 165,French in US Minority Cultures,,US,,,,
2023,Spring,2023-sp,FR 179,Migration and French National Identity,,WCC,LA,,,
2023,Spring,2023-sp,FR 195,French Intellectual Tradition,,,HP,,,
2023,Spring,2023-sp,FSHN 101,The Science of Food and How it Relates to You,,,,PS,,
2023,Spring,2023-sp,FSHN 120,Contemporary Nutrition,,,,LS,,
2023,Spring,2023-sp,GEOL 100,Planet Earth,,,,PS,,
2023,Spring,2023-sp,GEOL 104,Geology of the National Parks,,,,PS,,
2023,Spring,2023-sp,GEOL 107,Physical Geology,,,,PS,,
2023,Spring,2023-sp,GEOL 111,Emergence of Life,,,,LS,,
2023,Spring,2023-sp,GEOL 117,The Oceans,,,,PS,,
2023,Spring,2023-sp,GEOL 118,Natural Disasters,,,,PS,,
2023,Spring,2023-sp,GEOL 143,History of Life,,,,LS,,
2023,Spring,2023-sp,GEOL 201,History of Geology,ACP,,HP,,,
2023,Spring,2023-sp,GEOL 208,History of the Earth System,,,,PS,,
2023,Spring,2023-sp,GEOL 350,Volcanoes,,,,,QR2,
2023,Spring,2023-sp,GER 201,German Popular Culture,,WCC,LA,,,
2023,Spring,2023-sp,GER 205,Germany and Europe,,WCC,HP,,,
2023,Spring,2023-sp,GER 250,Grimms' Fairy Tales - ACP,ACP,WCC,LA,,,
2023,Spring,2023-sp,GER 251,Grimm's Fairy Tales in Context,,WCC,LA,,,
2023,Spring,2023-sp,GER 260,The Holocaust in Context - ACP,ACP,WCC,LA,,,
2023,Spring,2023-sp,GER 261,The Holocaust in Context,,WCC,LA,,,
2023,Spring,2023-sp,GER 270,Sexuality and Literature,,,LA,,,
2023,Spring,2023-sp,GER 331,Intro to German Literature,,,LA,,,
2023,Spring,2023-sp,GGIS 100,Introduction to Meteorology,,,,PS,,
2023,Spring,2023-sp,GGIS 101,Global Development & Environment,,NW,,,,SS
2023,Spring,2023-sp,GGIS 103,Earth's Physical Systems,,,,PS,,
2023,Spring,2023-sp,GGIS 104,Social and Cultural Geography,,,,,,SS
2023,Spring,2023-sp,GGIS 105,The Digital Earth,,,,,,SS
2023,Spring,2023-sp,GGIS 106,Geographies of Globalization,,NW,,,,SS
2023,Spring,2023-sp,GGIS 204,Cities of the World,,WCC,,,,SS
2023,Spring,2023-sp,GGIS 210,Social & Environmental Issues,,,,,,SS
2023,Spring,2023-sp,GGIS 220,"Landscapes, Ecosystems and Environmental Change: Science and Management",,,,PS,,
2023,Spring,2023-sp,GGIS 221,Geographies of Global Conflict,,,,,,SS
2023,Spring,2023-sp,GGIS 224,Environmental Data Science,,,,,,SS
2023,Spring,2023-sp,GGIS 254,"American People, Places, & Environments",,US,,,,SS
2023,Spring,2023-sp,GGIS 280,Intro to Social Statistics,,,,,QR1,
2023,Spring,2023-sp,GGIS 287,Environment and Society,,WCC,,,,SS
2023,Spring,2023-sp,GGIS 371,Spatial Analysis,,,,,QR2,
2023,Spring,2023-sp,GGIS 380,Spatial Problem Solving,,,,,QR2,
2023,Spring,2023-sp,GGIS 465,Transportation &Sustainability,ACP,,,,,
2023,Spring,2023-sp,GLBL 100,Intro to Global Studies,,WCC,,,,SS
2023,Spring,2023-sp,GLBL 118,Natural Disasters,,,,PS,,
2023,Spring,2023-sp,GLBL 130,Resistance Movements,,US,,,,
2023,Spring,2023-sp,GLBL 200,Foundations of Research,,,,,QR2,SS
2023,Spring,2023-sp,GLBL 221,Geographies of Global Conflict,,,,,,SS
2023,Spring,2023-sp,GLBL 228,"Terrorism, Past and Present",,,HP,,,
2023,Spring,2023-sp,GLBL 250,Development,,NW,,,,
2023,Spring,2023-sp,GLBL 272,Language and Culture in Turkey,,NW,,,,
2023,Spring,2023-sp,GLBL 280,Nuclear Weapons & Arms Control,ACP,,,,,
2023,Spring,2023-sp,GLBL 357,Ethnic Conflict,ACP,,,,,
2023,Spring,2023-sp,GLBL 392,Int Diplomacy and Negotiation,ACP,,,,,
2023,Spring,2023-sp,GLBL 481,Writing on Technol & Security,ACP,,,,,
2023,Spring,2023-sp,GWS 100,Intro Gender & Women's Studies,,,,,,SS
2023,Spring,2023-sp,GWS 103,Black Women in the Diaspora,,US,,,,
2023,Spring,2023-sp,GWS 201,"Race, Gender & Power",,WCC,,,,
2023,Spring,2023-sp,GWS 202,Sexualities,,WCC,,,,
2023,Spring,2023-sp,GWS 215,US Citizenship Comparatively,,US,HP,,,
2023,Spring,2023-sp,GWS 230,Latina/o Genders & Sexualities,,US,,,,
2023,Spring,2023-sp,GWS 240,Gender & Sexuality in Greco-Roman Antiquity,,WCC,LA,,,
2023,Spring,2023-sp,GWS 245,"Wives, Workers and Witches in Pre-Modern Europe",,WCC,HP,,,
2023,Spring,2023-sp,GWS 250,Gender and Representation,,,,,,SS
2023,Spring,2023-sp,GWS 262,Women's Lives,,,,,,SS
2023,Spring,2023-sp,GWS 263,History of Medicine in the United States,,US,HP,,,
2023,Spring,2023-sp,GWS 270,Sexuality and Literature,,,LA,,,
2023,Spring,2023-sp,GWS 275,The Politics of Fashion,,US,,,,
2023,Spring,2023-sp,GWS 282,Feminist and Queer Activisms,,US,,,,
2023,Spring,2023-sp,GWS 285,US Gender History to 1877,,US,HP,,,
2023,Spring,2023-sp,GWS 286,US Gender History Since 1877,,US,HP,,,
2023,Spring,2023-sp,GWS 287,African-American Women,,US,HP,,,
2023,Spring,2023-sp,GWS 288,Global Islam and Feminisms,,NW,,,,
2023,Spring,2023-sp,GWS 305,"Theories of Race, Gender, and Sexuality",ACP,,,,,
2023,Spring,2023-sp,GWS 356,Sex & Gender in Popular Media,,WCC,,,,
2023,Spring,2023-sp,GWS 361,Gender and Women in East Asia,ACP,,,,,
2023,Spring,2023-sp,GWS 380,Black Women Hist & Cultures,,NW,,,,
2023,Spring,2023-sp,GWS 382,Black Women & Popular Culture,,US,,,,
2023,Spring,2023-sp,GWS 392,Chicanas&Latinas: Self&Society,ACP,,,,,
2023,Spring,2023-sp,GWS 498,Senior Seminar,ACP,,,,,
2023,Spring,2023-sp,HDFS 105,Intro to Human Development,,,,,,BSC
2023,Spring,2023-sp,HDFS 120,Intro to Family Studies,,,,,,SS
2023,Spring,2023-sp,HDFS 140,Intro Gender & Women's Studies,,,,,,SS
2023,Spring,2023-sp,HDFS 143,Biology of Human Behavior,,,,LS,,
2023,Spring,2023-sp,HDFS 220,Families in Global Perspective,,NW,,,,SS
2023,Spring,2023-sp,HDFS 221,Asian Families in America,,US,,,,SS
2023,Spring,2023-sp,HDFS 225,Close Relationships,,,,,,SS
2023,Spring,2023-sp,HDFS 259,Motor Development and Control,,,,,,BSC
2023,Spring,2023-sp,HDFS 262,"Motor Develop, Growth & Form",,,,,,BSC
2023,Spring,2023-sp,HDFS 263,"Diversity in Recreation, Sport, and Tourism",,US,,,,
2023,Spring,2023-sp,HDFS 290,Intro to Research Methods,ACP,,,,,
2023,Spring,2023-sp,HDFS 322,US Latina and Latino Families,,US,,,,
2023,Spring,2023-sp,HDFS 330,Statistical Reasoning for Everyday Life,,,,,QR2,
2023,Spring,2023-sp,HIST 100,Global History,,NW,HP,,,
2023,Spring,2023-sp,HIST 101,History Now!,,,HP,,,
2023,Spring,2023-sp,HIST 103,A History of Everything: The Big Bang to Big Data,,WCC,HP,,,
2023,Spring,2023-sp,HIST 104,Black Music,,US,HP,,,
2023,Spring,2023-sp,HIST 105,Latin America to Independence,,NW,HP,,,
2023,Spring,2023-sp,HIST 106,Modern Latin America,,NW,HP,,,
2023,Spring,2023-sp,HIST 111,History of Africa to 1800,,NW,HP,,,
2023,Spring,2023-sp,HIST 112,History of Africa from 1800,,NW,HP,,,
2023,Spring,2023-sp,HIST 120,East Asian Civilizations,,NW,HP,,,
2023,Spring,2023-sp,HIST 130,History of South Asia,,NW,HP,,,
2023,Spring,2023-sp,HIST 135,History of Islamic Middle East,,NW,HP,,,
2023,Spring,2023-sp,HIST 140,Western Worlds: Ancient and Medieval Societies from the Mediterranean to N. Europe (ACP),ACP,WCC,HP,,,
2023,Spring,2023-sp,HIST 141,Western Worlds: Ancient and Medieval Societies from the Mediterranean to Northern Europe,,WCC,HP,,,
2023,Spring,2023-sp,HIST 142,Modern Europe and the World,,WCC,HP,,,
2023,Spring,2023-sp,HIST 143,Modern Europe and the World - ACP,ACP,WCC,HP,,,
2023,Spring,2023-sp,HIST 164,The Automobile,,WCC,HP,,,
2023,Spring,2023-sp,HIST 168,A History of Judaism,ACP,,HP,,,
2023,Spring,2023-sp,HIST 170,US History to 1877-ACP,ACP,US,HP,,,
2023,Spring,2023-sp,HIST 171,US History to 1877,,US,HP,,,
2023,Spring,2023-sp,HIST 172,US History Since 1877,,US,HP,,,
2023,Spring,2023-sp,HIST 173,US History Since 1877-ACP,ACP,US,HP,,,
2023,Spring,2023-sp,HIST 174,"Black America, 1619-Present",,US,HP,,,
2023,Spring,2023-sp,HIST 202,American Environmental History,,WCC,HP,,,
2023,Spring,2023-sp,HIST 203,Reacting to the Past,,,HP,,,
2023,Spring,2023-sp,HIST 205,Lived Experience in Latin America,,NW,HP,,,
2023,Spring,2023-sp,HIST 207,Digital Documentary Publishing,,,HP,,,
2023,Spring,2023-sp,HIST 211,History of Southern Africa,,NW,HP,,,
2023,Spring,2023-sp,HIST 212,History of Eastern Africa,,NW,HP,,,
2023,Spring,2023-sp,HIST 213,African Muslim Societies,,NW,HP,,,
2023,Spring,2023-sp,HIST 219,History of the Prison,,WCC,HP,,,
2023,Spring,2023-sp,HIST 220,Traditional China,,NW,HP,,,
2023,Spring,2023-sp,HIST 221,Modern China,,NW,,,,
2023,Spring,2023-sp,HIST 222,Chinese Thought and Culture,,NW,HP,,,
2023,Spring,2023-sp,HIST 226,Premodern Japanese History,,NW,HP,,,
2023,Spring,2023-sp,HIST 227,Modern Japanese History,,NW,HP,,,
2023,Spring,2023-sp,HIST 236,Madness and Modern Society,,WCC,HP,,,
2023,Spring,2023-sp,HIST 241,History of Ancient Rome,,WCC,HP,,,
2023,Spring,2023-sp,HIST 245,"Wives, Workers and Witches in Pre-Modern Europe",,WCC,HP,,,
2023,Spring,2023-sp,HIST 247,Medieval Europe,,WCC,HP,,,
2023,Spring,2023-sp,HIST 252,The Holocaust,,WCC,HP,,,
2023,Spring,2023-sp,HIST 253,Enlightenment to Existentialsm,,WCC,HP,,,
2023,Spring,2023-sp,HIST 254,Vikings to Volvos: Scandinavia,,WCC,LA,,,
2023,Spring,2023-sp,HIST 255,British Isles to 1688,,WCC,HP,,,
2023,Spring,2023-sp,HIST 256,Britain and World Since 1688,,WCC,HP,,,
2023,Spring,2023-sp,HIST 257,"Terrorism, Past and Present",,,HP,,,
2023,Spring,2023-sp,HIST 258,20thC World to Midcentury,,WCC,HP,,,
2023,Spring,2023-sp,HIST 259,20thC World from Midcentury,,WCC,HP,,,
2023,Spring,2023-sp,HIST 260,History of Russia,,WCC,HP,,,
2023,Spring,2023-sp,HIST 261,Intro Russian-Jewish Culture,,WCC,HP,,,
2023,Spring,2023-sp,HIST 262,Zionism: A Global History,,WCC,HP,,,
2023,Spring,2023-sp,HIST 263,History of Medicine in the United States,,US,HP,,,
2023,Spring,2023-sp,HIST 264,Technology in Western Society,,WCC,HP,,,
2023,Spring,2023-sp,HIST 265,Science in Western Culture,,WCC,HP,,,
2023,Spring,2023-sp,HIST 268,Biology and Society from Darwin to the Human Genome,,WCC,HP,,,
2023,Spring,2023-sp,HIST 269,Jewish History Since 1700,,WCC,HP,,,
2023,Spring,2023-sp,HIST 270,United States History to 1815,,WCC,HP,,,
2023,Spring,2023-sp,HIST 271,Nineteenth Century America,,WCC,HP,,,
2023,Spring,2023-sp,HIST 272,Twentieth Century America,,WCC,HP,,,
2023,Spring,2023-sp,HIST 273,Illinois History,,,HP,,,
2023,Spring,2023-sp,HIST 274,US Foreign Relations Since 1917,,WCC,HP,,,
2023,Spring,2023-sp,HIST 275,Afro-American History to 1877,,US,HP,,,
2023,Spring,2023-sp,HIST 276,Afro-American Hist Since 1877,,US,HP,,,
2023,Spring,2023-sp,HIST 277,Encounters in Native America,,US,HP,,,
2023,Spring,2023-sp,HIST 278,Native American History,,US,HP,,,
2023,Spring,2023-sp,HIST 279,Mexican-American History,,US,HP,,,
2023,Spring,2023-sp,HIST 280,Caribbean Latina/o Migration,,US,HP,,,
2023,Spring,2023-sp,HIST 281,Constructing Race in America,,US,HP,,,
2023,Spring,2023-sp,HIST 283,Asian American History,,US,HP,,,
2023,Spring,2023-sp,HIST 284,Af Am Urban Hist Since 1917,,US,HP,,,
2023,Spring,2023-sp,HIST 285,US Gender History to 1877,,US,HP,,,
2023,Spring,2023-sp,HIST 286,US Gender History Since 1877,,US,HP,,,
2023,Spring,2023-sp,HIST 287,African-American Women,,US,HP,,,
2023,Spring,2023-sp,HIST 288,American Indians of Illinois,,US,HP,,,
2023,Spring,2023-sp,HIST 289,History of Religion in America,,,HP,,,
2023,Spring,2023-sp,HIST 290,"Religion, Violence & America",,WCC,,,,
2023,Spring,2023-sp,HIST 293,The President and the People,,WCC,HP,,,
2023,Spring,2023-sp,HIST 325,History of Korea,,NW,HP,,,
2023,Spring,2023-sp,HIST 327,Tokyo: Then and Now,ACP,NW,,,,
2023,Spring,2023-sp,HIST 393,The World of Jewish Sepharad,,WCC,HP,,,
2023,Spring,2023-sp,HIST 478,"The Black Freedom Movement, 1955-Present",ACP,,,,,
2023,Spring,2023-sp,HIST 482,Slavery in the United States,ACP,,,,,
2023,Spring,2023-sp,HIST 498,Research and Writing Seminar,ACP,,,,,
2023,Spring,2023-sp,HNDI 115,Language and Culture in India,,NW,,,,
2023,Spring,2023-sp,HORT 223,The Intelligent Behavior of Plants,ACP,,,LS,,
2023,Spring,2023-sp,IB 100,Biology in Today's World,,,,LS,,
2023,Spring,2023-sp,IB 103,Introduction to Plant Biology,,,,LS,,
2023,Spring,2023-sp,IB 105,Environmental Biology,,,,LS,,
2023,Spring,2023-sp,IB 108,The Biology of Dinosaurs,,,,LS,,
2023,Spring,2023-sp,IB 110,Race and Environmental Biology,,US,,LS,,
2023,Spring,2023-sp,IB 150,Organismal & Evolutionary Biol,,,,LS,,
2023,Spring,2023-sp,IB 203,Ecology,ACP,,,,,
2023,Spring,2023-sp,IB 210,The Biology of Sex: From Molecules to Societies,,,,LS,,
2023,Spring,2023-sp,IB 220,Applied Entomology,,,,LS,,
2023,Spring,2023-sp,IB 271,Organismal Biology,ACP,,,,,
2023,Spring,2023-sp,IHLT 230,Leadership in Health,,,,,,SS
2023,Spring,2023-sp,IHLT 232,Health Disparities in the U.S.,,US,,,,
2023,Spring,2023-sp,IHLT 240,Aging and Health Policy,,,,,,BSC
2023,Spring,2023-sp,INFO 202,Social Aspects Info Tech,,,,,,SS
2023,Spring,2023-sp,INFO 303,Writing Across Media,ACP,,,,,
2023,Spring,2023-sp,IS 101,Introduction to Information Sciences,,,,,,SS
2023,Spring,2023-sp,IS 107,Data Science Discovery,,,,,QR1,
2023,Spring,2023-sp,IS 145,Mapping Inequalities,,US,,,QR2,SS
2023,Spring,2023-sp,IS 202,Social Aspects Info Tech,,,,,,SS
2023,Spring,2023-sp,IS 203,Analytical Foundations for Information Problems,,,,,QR2,
2023,Spring,2023-sp,IS 229,Web Design Fundamentals,,,,,QR1,
2023,Spring,2023-sp,IS 266,Community Innovation,,WCC,,,,SS
2023,Spring,2023-sp,IS 305,Programming for Information Problems II,,,,,QR1,
2023,Spring,2023-sp,IS 312,Reading and Writing Data,ACP,,LA,,,
2023,Spring,2023-sp,ITAL 156,Exploring Rome: History and Culture of the Eternal City,,WCC,LA,,,
2023,Spring,2023-sp,ITAL 240,Italy Middle Ages & Renaiss,,,LA,,,
2023,Spring,2023-sp,ITAL 250,Minority Identities in Film and Culture: The Italian American and African American Experience,,US,,,,
2023,Spring,2023-sp,ITAL 270,Introduction to Italian Cinema,,,LA,,,
2023,Spring,2023-sp,JOUR 200,Introduction to Journalism,ACP,,,,,
2023,Spring,2023-sp,JOUR 205,History of American Journalism,,,HP,,,
2023,Spring,2023-sp,JOUR 451,Research Methods in Journalism,,,,,QR2,
2023,Spring,2023-sp,JOUR 452,Great Books of Journalism,,,LA,,,
2023,Spring,2023-sp,JS 108,Religion & Society in West I,,WCC,HP,,,
2023,Spring,2023-sp,JS 120,A History of Judaism,ACP,,HP,,,
2023,Spring,2023-sp,JS 201,History of Antisemitism,,WCC,HP,,,
2023,Spring,2023-sp,JS 209,Jewish American and US Minority Literatures in Dialogue,,US,LA,,,
2023,Spring,2023-sp,JS 211,The Arab-Israeli Conflict,,WCC,LA,,,
2023,Spring,2023-sp,JS 212,Israeli Cinema and Television,,WCC,LA,,,
2023,Spring,2023-sp,JS 220,Jewish Storytelling,,WCC,LA,,,
2023,Spring,2023-sp,JS 231,Development of Ancient Cities,,WCC,HP,,,
2023,Spring,2023-sp,JS 252,The Holocaust,,WCC,HP,,,
2023,Spring,2023-sp,JS 261,The Holocaust in Context,,WCC,LA,,,
