Fall,Term Code,College,Department,Degree,Major Code,Major Name,Concentration Code,Concentration Name,Total,Male,Female,Unknown,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian,Illinois,Non-Illinois,Academic Program Code,Legacy Advising Code,Legacy Department Code,Legacy Major Name
2004,120048,LAS,710,PHD,343,Political Science,,,39,25,14,0,24,1,1,0,0,,,12,1,,,,,7,32,10KS0343PHD,,,
1980,,LAS,,,343,Political Science,,,46,29,17,1,34,,1,2,,,,8,,,,,,30,16,,3263,3263,POLI SCI
1981,,LAS,,,343,Political Science,,,42,28,14,1,33,,,1,,,,7,,,,,,23,19,,3263,3263,POLI SCI
1982,,LAS,,,343,Political Science,,,40,30,10,,32,1,2,,,,,5,,,,,,22,18,,3263,3263,POLI SCI
1983,,LAS,,,343,Political Science,,,31,23,8,,21,1,2,,,,,7,,,,,,16,15,,3263,3263,POLI SCI
1984,,LAS,,,343,Political Science,,,43,32,11,1,31,1,1,,,,,9,,,,,,20,23,,3263,3263,POLI SCI
1985,,LAS,,,343,Political Science,,,60,41,19,,45,3,,2,,,,10,,,,,,30,30,,3263,3263,POLI SCI
1986,,LAS,,,343,Political Science,,,49,35,14,1,35,2,1,,1,,,9,,,,,,26,23,,3263,3263,POLI SCI
1987,,LAS,,,343,Political Science,,,49,38,11,2,33,2,,,1,,,11,,,,,,21,28,,3263,3263,POLI SCI
1988,,LAS,,,343,Political Science,,,66,46,20,3,37,3,6,3,1,,,13,,,,,,32,34,,3263,3263,POLI SCI
1989,,LAS,,,343,Political Science,,,61,41,20,2,39,2,4,2,,,,12,,,,,,26,35,,3263,3263,POLI SCI
1990,,LAS,,,343,Political Science,,,59,41,18,1,37,3,2,1,,,,15,,,,,,22,37,,3263,3263,POLI SCI
1991,,LAS,,,343,Political Science,,,77,48,29,4,54,3,3,1,,,,12,,,,,,34,43,,3263,3263,POLI SCI
1992,,LAS,,,343,Political Science,,,66,46,20,3,47,2,4,,,,,10,,,,,,26,40,,3263,3263,POLI SCI
1993,,LAS,,,343,Political Science,,,69,51,18,4,47,1,3,2,,,,12,,,,,,25,44,,3263,3263,POLI SCI
1994,,LAS,,,343,Political Science,,,62,44,18,3,42,1,3,2,,,,11,,,,,,24,38,,3263,3263,POLI SCI
1995,,LAS,,,343,Political Science,,,62,45,17,2,42,1,5,1,,,,11,,,,,,22,40,,3263,3263,POLI SCI
1996,,LAS,,,343,Political Science,,,47,32,15,1,32,,2,1,,,,11,,,,,,14,33,,3263,3263,POLI SCI
1997,,LAS,,,343,Political Science,,,40,30,10,2,28,,1,,,,,9,,,,,,16,24,,3263,3263,POLI SCI
1998,,LAS,,,343,Political Science,,,42,32,10,1,32,,1,,,,,8,,,,,,14,28,,3263,3263,POLI SCI
1999,,LAS,,,343,Political Science,,,42,28,14,1,32,1,3,,,,,5,,,,,,16,26,,3263,3263,POLI SCI
2000,,LAS,,,343,Political Science,,,34,24,10,1,26,1,2,,,,,4,,,,,,11,23,,3263,3263,POLI SCI
2001,,LAS,,,343,Political Science,,,36,23,13,,25,1,4,,,,,6,,,,,,11,25,,3263,3263,POLI SCI
2002,,LAS,,,343,Political Science,,,40,24,16,,23,1,4,,,,,12,,,,,,10,30,,3263,3263,POLI SCI
2003,,LAS,,,343,Political Science,,,44,28,16,,25,4,2,,,,,13,,,,,,13,31,,3263,3263,POLI SCI
2018,120188,LAS,585,MA,306,Portuguese,,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10KS0306MA,,,
2015,120158,LAS,585,BALAS,306,Portuguese,,,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10KV0306BALA,,,
2014,120148,LAS,585,BALAS,306,Portuguese,,,3,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2,1,10KV0306BALA,,,
2013,120138,LAS,585,BALAS,306,Portuguese,,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,1,0,10KV0306BALA,,,
2013,120138,LAS,585,MA,306,Portuguese,,,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,,,0,2,10KS0306MA,,,
2012,120128,LAS,585,BALAS,306,Portuguese,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,10KV0306BALA,,,
2012,120128,LAS,585,MA,306,Portuguese,,,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,,,0,2,10KS0306MA,,,
2012,120128,LAS,585,PHD,306,Portuguese,,,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,0,1,10KS0306PHD,,,
2011,120118,LAS,585,BALAS,306,Portuguese,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,10KV0306BALA,,,
2011,120118,LAS,585,MA,306,Portuguese,,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,0,1,10KS0306MA,,,
2011,120118,LAS,585,PHD,306,Portuguese,,,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,,,0,2,10KS0306PHD,,,
2010,120108,LAS,585,PHD,306,Portuguese,,,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,,,0,2,10KS0306PHD,,,
2009,120098,LAS,585,PHD,306,Portuguese,,,2,1,1,0,0,0,0,1,0,,,1,0,,,,,0,2,10KS0306PHD,,,
2008,120088,LAS,585,PHD,306,Portuguese,,,2,1,1,0,0,0,0,1,0,,,1,0,,,,,0,2,10KS0306PHD,,,
2007,120078,LAS,585,BALAS,306,Portuguese,,,2,1,1,0,0,0,1,1,0,,,0,0,,,,,2,0,10KV0306BALA,,,
2007,120078,LAS,585,MA,306,Portuguese,,,1,0,1,0,0,0,0,0,0,,,1,0,,,,,0,1,10KS0306MA,,,
2007,120078,LAS,585,PHD,306,Portuguese,,,3,1,2,0,0,0,0,0,0,,,3,0,,,,,0,3,10KS0306PHD,,,
2006,120068,LAS,585,PHD,306,Portuguese,,,2,1,1,0,0,0,0,0,0,,,2,0,,,,,0,2,10KS0306PHD,,,
2005,120058,LAS,585,BALAS,306,Portuguese,,,1,1,0,0,0,0,1,0,0,,,0,0,,,,,1,0,10KV0306BALA,,,
2005,120058,LAS,585,PHD,306,Portuguese,,,1,0,1,0,0,0,0,0,0,,,1,0,,,,,0,1,10KS0306PHD,,,
2004,120048,LAS,585,BALAS,306,Portuguese,,,1,1,0,0,0,0,1,0,0,,,0,0,,,,,1,0,10KV8037MULT,,,
2004,120048,LAS,585,PHD,306,Portuguese,,,1,0,1,0,0,0,0,0,0,,,1,0,,,,,0,1,10KS0306PHD,,,
1987,,LAS,,,306,Portuguese,,,1,,1,,,,,,,,,1,,,,,,0,1,,3272,3272,PORTUGUESE
1988,,LAS,,,306,Portuguese,,,5,,5,1,1,,,,,,,3,,,,,,0,5,,3272,3272,PORTUGUESE
1989,,LAS,,,306,Portuguese,,,2,,2,,,,,1,,,,1,,,,,,0,2,,3272,3272,PORTUGUESE
1990,,LAS,,,306,Portuguese,,,4,,4,1,,,,1,,,,2,,,,,,1,3,,3272,3272,PORTUGUESE
1991,,LAS,,,306,Portuguese,,,5,,5,1,,,,1,,,,3,,,,,,2,3,,3272,3272,PORTUGUESE
1992,,LAS,,,306,Portuguese,,,6,1,5,,1,,,1,,,,4,,,,,,2,4,,3272,3272,PORTUGUESE
1993,,LAS,,,306,Portuguese,,,4,1,3,,,,,,,,,4,,,,,,0,4,,3272,3272,PORTUGUESE
1994,,LAS,,,306,Portuguese,,,6,2,4,,1,,,,,,,5,,,,,,1,5,,3272,3272,PORTUGUESE
1995,,LAS,,,306,Portuguese,,,5,2,3,,1,,,,,,,4,,,,,,1,4,,3272,3272,PORTUGUESE
1996,,LAS,,,306,Portuguese,,,5,2,3,,2,,,,,,,3,,,,,,1,4,,3272,3272,PORTUGUESE
1997,,LAS,,,306,Portuguese,,,3,,3,,1,,,,,,,2,,,,,,1,2,,3272,3272,PORTUGUESE
1998,,LAS,,,306,Portuguese,,,3,1,2,,1,,,,,,,2,,,,,,1,2,,3272,3272,PORTUGUESE
1999,,LAS,,,306,Portuguese,,,3,1,2,,,,,,,,,3,,,,,,0,3,,3272,3272,PORTUGUESE
2000,,LAS,,,306,Portuguese,,,3,1,2,,,,,,,,,3,,,,,,0,3,,3272,3272,PORTUGUESE
2001,,LAS,,,306,Portuguese,,,2,1,1,,,,,,,,,2,,,,,,0,2,,3272,3272,PORTUGUESE
2002,,LAS,,,306,Portuguese,,,3,1,2,,,,,,,,,3,,,,,,0,3,,3272,3272,PORTUGUESE
2003,,LAS,,,306,Portuguese,,,3,1,2,,,,,,,,,3,,,,,,0,3,,3272,3272,PORTUGUESE
1985,,Aviation,,,,PP/AS,,,53,50,3,2,47,,2,2,,,,,,,,,,51,2,,5210,5210,PP/AS
1986,,Aviation,,,,PP/AS,,,107,95,12,1,93,4,2,6,1,,,,,,,,,100,7,,5210,5210,PP/AS
1987,,Aviation,,,,PP/AS,,,119,102,17,,105,6,3,4,1,,,,,,,,,115,4,,5210,5210,PP/AS
1988,,Aviation,,,,PP/AS,,,109,93,16,3,92,4,2,7,1,,,,,,,,,106,3,,5210,5210,PP/AS
1989,,Aviation,,,,PP/AS,,,97,84,13,,77,7,3,9,1,,,,,,,,,96,1,,5210,5210,PP/AS
1990,,Aviation,,,,PP/AS,,,108,98,10,,88,5,5,10,,,,,,,,,,105,3,,5210,5210,PP/AS
1991,,Aviation,,,,PP/AS,,,102,94,8,2,85,7,2,5,1,,,,,,,,,98,4,,5210,5210,PP/AS
1992,,Aviation,,,,PP/AS,,,84,76,8,2,71,5,,6,,,,,,,,,,79,5,,5210,5210,PP/AS
1993,,Aviation,,,,PP/AS,,,83,73,10,2,66,6,,8,,,,1,,,,,,80,3,,5210,5210,PP/AS
1994,,Aviation,,,,PP/AS,,,77,72,5,3,56,7,3,8,,,,,,,,,,74,3,,5210,5210,PP/AS
1995,,Aviation,,,,PP/AS,,,36,34,2,,28,3,1,4,,,,,,,,,,35,1,,5210,5210,PP/AS
1996,,Aviation,,,,PP/AS,,,21,20,1,,16,2,1,2,,,,,,,,,,20,1,,5210,5210,PP/AS
1997,,Aviation,,,,PP/AS,,,5,5,,,4,1,,,,,,,,,,,,5,,,5210,5210,PP/AS
1998,,Aviation,,,,PP/AS,,,1,1,,,1,,,,,,,,,,,,,1,,,5210,5210,PP/AS
2016,120168,Education,335,NONE,4089,Pre-Early Chld/Elem Ed/Spec Ed,,,13,3,10,0,7,1,2,3,0,0,0,0,0,2,1,0,1,13,0,10KN4089NONE,,,
2015,120158,Education,335,NONE,4089,Pre-Early Chld/Elem Ed/Spec Ed,,,22,3,19,0,12,3,3,3,0,0,1,0,0,4,1,0,3,20,2,10KN4089NONE,,,
2014,120148,Education,335,NONE,4089,Pre-Early Chld/Elem Ed/Spec Ed,,,241,18,223,0,190,19,6,20,0,0,2,4,0,9,0,0,20,231,10,10KN4089NONE,,,
2013,120138,Education,335,NONE,4089,Pre-Early Chld/Elem Ed/Spec Ed,,,271,29,242,0,202,21,10,23,0,1,5,8,1,13,2,,,255,16,10KN4089NONE,,,
2012,120128,Education,335,NONE,4089,Pre-Early Chld/Elem Ed/Spec Ed,,,260,15,245,0,183,26,9,26,0,1,9,3,3,11,3,,,251,9,10KN4089NONE,,,
2011,120118,Education,335,NONE,4089,Pre-Early Chld/Elem Ed/Spec Ed,,,270,18,252,0,197,27,9,27,0,1,4,3,2,10,3,,,264,6,10KN4089NONE,,,
2010,120108,Education,335,NONE,4089,Pre-Early Chld/Elem Ed/Spec Ed,,,287,21,266,0,227,25,10,15,0,1,4,4,1,12,0,,,276,11,10KN4089NONE,,,
2009,120098,Education,335,NONE,4089,Pre-Early Chld/Elem Ed/Spec Ed,,,328,21,306,1,265,23,12,18,0,,,4,6,,,,,314,14,10KN4089NONE,,,
2008,120088,Education,335,NONE,4089,Pre-Early Chld/Elem Ed/Spec Ed,,,288,24,264,0,216,24,20,22,0,,,3,3,,,,,274,14,10KN4089NONE,,,
2007,120078,Education,335,NONE,4089,Pre-Early Chld/Elem Ed/Spec Ed,,,272,22,250,0,212,11,14,28,1,,,2,4,,,,,265,7,10KN4089NONE,,,
2006,120068,Education,335,NONE,4089,Pre-Early Chld/Elem Ed/Spec Ed,,,188,22,166,0,161,5,8,12,0,,,1,1,,,,,183,5,10KN4089NONE,,,
2018,120188,DGS,605,NONE,5589,Pre-Engineering,,,488,394,94,0,162,116,10,49,0,1,10,137,3,14,4,3,125,344,144,10KW5589NONE,,,
2017,120178,DGS,605,NONE,5589,Pre-Engineering,,,241,210,31,0,142,61,3,26,0,1,6,1,1,4,0,2,69,239,2,10KW5589NONE,,,
1980,,LAS,,,,PRE-JOURN,,,57,24,33,,54,,3,,,,,,,,,,,56,1,,3201,3201,PRE-JOURN
1981,,LAS,,,,PRE-JOURN,,,82,27,55,1,79,,1,,1,,,,,,,,,80,2,,3201,3201,PRE-JOURN
1982,,LAS,,,,PRE-JOURN,,,150,47,103,1,140,2,3,3,1,,,,,,,,,144,6,,3201,3201,PRE-JOURN
1983,,LAS,,,,PRE-JOURN,,,227,77,150,1,214,3,5,4,,,,,,,,,,221,6,,3201,3201,PRE-JOURN
1984,,LAS,,,,PRE-JOURN,,,334,86,248,1,308,10,10,5,,,,,,,,,,325,9,,3201,3201,PRE-JOURN
1985,,LAS,,,,PRE-JOURN,,,445,118,327,1,399,13,28,3,1,,,,,,,,,436,9,,3201,3201,PRE-JOURN
1986,,LAS,,,,PRE-JOURN,,,540,151,389,3,475,11,43,6,1,,,1,,,,,,521,19,,3201,3201,PRE-JOURN
1987,,LAS,,,,PRE-JOURN,,,605,191,414,,509,20,56,19,,,,1,,,,,,586,19,,3201,3201,PRE-JOURN
1988,,LAS,,,,PRE-JOURN,,,554,190,364,4,454,29,47,20,,,,,,,,,,536,18,,3201,3201,PRE-JOURN
1989,,LAS,,,,PRE-JOURN,,,539,183,356,3,429,28,63,16,,,,,,,,,,517,22,,3201,3201,PRE-JOURN
1990,,LAS,,,,PRE-JOURN,,,545,194,351,2,399,31,85,28,,,,,,,,,,512,33,,3201,3201,PRE-JOURN
1991,,LAS,,,,PRE-JOURN,,,508,183,325,,365,40,70,30,1,,,2,,,,,,480,28,,3201,3201,PRE-JOURN
1992,,LAS,,,,PRE-JOURN,,,435,167,268,2,317,24,52,35,2,,,3,,,,,,411,24,,3201,3201,PRE-JOURN
1993,,LAS,,,,PRE-JOURN,,,343,129,214,1,259,19,34,25,1,,,4,,,,,,317,26,,3201,3201,PRE-JOURN
1994,,LAS,,,,PRE-JOURN,,,276,113,163,,198,22,36,18,,,,2,,,,,,260,16,,3201,3201,PRE-JOURN
1995,,LAS,,,,PRE-JOURN,,,316,112,204,2,235,15,43,15,1,,,5,,,,,,291,25,,3201,3201,PRE-JOURN
1996,,LAS,,,,PRE-JOURN,,,363,131,232,4,256,29,45,25,1,,,3,,,,,,327,36,,3201,3201,PRE-JOURN
1997,,LAS,,,,PRE-JOURN,,,347,123,224,7,228,35,49,26,,,,2,,,,,,319,28,,3201,3201,PRE-JOURN
1998,,LAS,,,,PRE-JOURN,,,367,100,267,5,252,32,53,24,1,,,,,,,,,339,28,,3201,3201,PRE-JOURN
1999,,LAS,,,,PRE-JOURN,,,424,114,310,5,315,26,55,22,1,,,,,,,,,397,27,,3201,3201,PRE-JOURN
2000,,LAS,,,,PRE-JOURN,,,587,185,402,9,429,50,74,23,1,,,1,,,,,,549,38,,3201,3201,PRE-JOURN
2001,,LAS,,,,PRE-JOURN,,,512,138,374,6,372,42,60,27,,,,5,,,,,,477,35,,3201,3201,PRE-JOURN
2002,,LAS,,,,PRE-JOURN,,,544,151,393,4,383,50,63,38,,,,6,,,,,,505,39,,3201,3201,PRE-JOURN
2003,,LAS,,,,PRE-JOURN,,,593,171,422,7,393,47,71,65,5,,,5,,,,,,541,52,,3201,3201,PRE-JOURN
1980,,LAS,,,,PRE-MED,,,28,18,10,,23,4,,1,,,,,,,,,,28,,,3201,3201,PRE-MED
1981,,LAS,,,,PRE-MED,,,22,13,9,,16,3,2,1,,,,,,,,,,22,,,3201,3201,PRE-MED
1982,,LAS,,,,PRE-MED,,,69,31,38,,53,9,5,2,,,,,,,,,,64,5,,3201,3201,PRE-MED
1983,,LAS,,,,PRE-MED,,,137,71,66,,102,17,12,6,,,,,,,,,,131,6,,3201,3201,PRE-MED
1984,,LAS,,,,PRE-MED,,,275,129,146,1,211,38,16,8,1,,,,,,,,,260,15,,3201,3201,PRE-MED
1985,,LAS,,,,PRE-MED,,,275,118,157,,222,23,21,9,,,,,,,,,,268,7,,3201,3201,PRE-MED
1986,,LAS,,,,PRE-MED,,,210,101,109,,159,23,20,8,,,,,,,,,,207,3,,3201,3201,PRE-MED
1987,,LAS,,,,PRE-MED,,,193,106,87,,137,30,18,8,,,,,,,,,,189,4,,3201,3201,PRE-MED
1988,,LAS,,,,PRE-MED,,,186,95,91,2,121,41,14,8,,,,,,,,,,180,6,,3201,3201,PRE-MED
1989,,LAS,,,,PRE-MED,,,169,90,79,,110,35,16,8,,,,,,,,,,161,8,,3201,3201,PRE-MED
1990,,LAS,,,,PRE-MED,,,164,90,74,3,90,38,19,13,,,,1,,,,,,160,4,,3201,3201,PRE-MED
1991,,LAS,,,,PRE-MED,,,172,91,81,2,97,46,13,12,,,,2,,,,,,167,5,,3201,3201,PRE-MED
1992,,LAS,,,,PRE-MED,,,213,98,115,2,119,51,20,20,,,,1,,,,,,196,17,,3201,3201,PRE-MED
1993,,LAS,,,,PRE-MED,,,251,127,124,2,138,61,30,19,1,,,,,,,,,237,14,,3201,3201,PRE-MED
1994,,LAS,,,,PRE-MED,,,299,144,155,1,175,75,24,23,1,,,,,,,,,285,14,,3201,3201,PRE-MED
1995,,LAS,,,,PRE-MED,,,293,138,155,,176,73,23,20,1,,,,,,,,,277,16,,3201,3201,PRE-MED
1996,,LAS,,,,PRE-MED,,,264,122,142,3,143,66,33,18,1,,,,,,,,,250,14,,3201,3201,PRE-MED
1997,,LAS,,,,PRE-MED,,,249,114,135,3,125,57,47,14,2,,,1,,,,,,239,10,,3201,3201,PRE-MED
1998,,LAS,,,,PRE-MED,,,255,101,154,4,125,58,47,19,1,,,1,,,,,,244,11,,3201,3201,PRE-MED
1999,,LAS,,,,PRE-MED,,,258,110,148,4,129,59,45,21,,,,,,,,,,246,12,,3201,3201,PRE-MED
2000,,LAS,,,,PRE-MED,,,241,100,141,1,118,50,45,25,1,,,1,,,,,,225,16,,3201,3201,PRE-MED
2001,,LAS,,,,PRE-MED,,,240,95,145,2,111,48,54,22,1,,,2,,,,,,222,18,,3201,3201,PRE-MED
2002,,LAS,,,,PRE-MED,,,213,91,122,2,104,50,40,13,1,,,3,,,,,,198,15,,3201,3201,PRE-MED
2003,,LAS,,,,PRE-MED,,,303,129,174,1,156,61,53,25,2,,,5,,,,,,280,23,,3201,3201,PRE-MED
1980,,Aviation,,,487,Professional Pilot,,,14,10,4,,1,1,,12,,,,1,,,,,,0,13,,5210,5210,PROF PILOT
1981,,Aviation,,,487,Professional Pilot,,,12,9,3,,1,11,,1,,,,11,,,,,,0,0,,5210,5210,PROF PILOT
1982,,Aviation,,,487,Professional Pilot,,,9,7,2,,9,8,,,1,,,0,,,,,,0,0,,5210,5210,PROF PILOT
1983,,Aviation,,,487,Professional Pilot,,,15,14,1,,13,2,,,,,,,,,,,,15,,,5210,5210,PROF PILOT
1984,,Aviation,,,487,Professional Pilot,,,35,30,5,2,,,1,31,1,,,1,,,,,,0,34,,5210,5210,PROF PILOT
1985,,Aviation,,,487,Professional Pilot,,,71,59,12,4,60,1,1,5,,,,,,,,,,68,3,,5210,5210,PROF PILOT
1986,,Aviation,,,487,Professional Pilot,,,67,58,9,3,53,3,2,5,1,,,,,,,,,65,2,,5210,5210,PROF PILOT
1987,,Aviation,,,487,Professional Pilot,,,60,52,8,,57,2,1,,,,,,,,,,,55,5,,5210,5210,PROF PILOT
1988,,Aviation,,,487,Professional Pilot,,,59,52,7,1,57,1,,,,,,,,,,,,57,2,,5210,5210,PROF PILOT
1989,,Aviation,,,487,Professional Pilot,,,71,57,14,,63,5,1,1,1,,,,,,,,,66,5,,5210,5210,PROF PILOT
1990,,Aviation,,,487,Professional Pilot,,,74,59,15,,69,2,,2,1,,,,,,,,,66,8,,5210,5210,PROF PILOT
1991,,Aviation,,,487,Professional Pilot,,,75,61,14,,70,1,1,1,2,,,,,,,,,70,5,,5210,5210,PROF PILOT
1992,,Aviation,,,487,Professional Pilot,,,99,78,21,,87,4,3,4,1,,,,,,,,,88,11,,5210,5210,PROF PILOT
1993,,Aviation,,,487,Professional Pilot,,,100,73,27,,86,5,3,5,1,,,,,,,,,90,10,,5210,5210,PROF PILOT
1994,,Aviation,,,487,Professional Pilot,,,111,81,30,1,95,4,4,7,,,,,,,,,,96,15,,5210,5210,PROF PILOT
1995,,Aviation,,,487,Professional Pilot,,,151,113,38,4,128,10,1,8,,,,,,,,,,136,15,,5210,5210,PROF PILOT
1996,,Aviation,,,487,Professional Pilot,,,150,119,31,5,122,12,3,7,1,,,,,,,,,136,14,,5210,5210,PROF PILOT
1997,,Aviation,,,487,Professional Pilot,,,139,113,26,5,104,17,3,9,1,,,,,,,,,128,11,,5210,5210,PROF PILOT
1998,,Aviation,,,487,Professional Pilot,,,151,124,27,3,120,17,6,4,,,,1,,,,,,137,14,,5210,5210,PROF PILOT
1999,,Aviation,,,487,Professional Pilot,,,170,143,27,5,143,7,6,7,1,,,1,,,,,,152,18,,5210,5210,PROF PILOT
2000,,Aviation,,,487,Professional Pilot,,,121,105,16,3,99,10,2,5,1,,,1,,,,,,106,15,,5210,5210,PROF PILOT
2001,,Aviation,,,487,Professional Pilot,,,77,71,6,1,,6,7,63,,,,6,,,,,,0,71,,5210,5210,PROF PILOT
2002,,Aviation,,,487,Professional Pilot,,,66,59,7,1,,1,2,60,2,,,5,,,,,,0,61,,5210,5210,PROF PILOT
2003,,Aviation,,,487,Professional Pilot,,,73,65,8,3,64,2,2,2,,,,,,,,,,64,9,,5210,5210,PROF PILOT
2012,120128,Aviation,707,AVIPC,487,Professional Pilot,,,9,8,1,0,8,0,0,1,0,0,0,0,0,0,0,,,8,1,10LE0487AVIP,,,
2011,120118,Aviation,707,AVIPC,487,Professional Pilot,,,26,25,1,0,17,3,1,2,0,0,3,0,0,1,1,,,23,3,10LE0487AVIP,,,
2010,120108,Aviation,707,AVIPC,487,Professional Pilot,,,48,45,3,0,31,4,3,5,0,0,3,2,0,3,2,,,39,9,10LE0487AVIP,,,
2009,120098,Aviation,707,AVIPC,487,Professional Pilot,,,36,33,3,0,28,4,0,3,0,,,1,0,,,,,29,7,10LE0487AVIP,,,
2008,120088,Aviation,707,AVIPC,487,Professional Pilot,,,56,51,5,0,44,5,2,4,0,,,0,1,,,,,46,10,10LE0487AVIP,,,
2007,120078,Aviation,707,AVIFC,487,Professional Pilot,,,1,1,0,0,1,0,0,0,0,,,0,0,,,,,1,0,10LE0487AVIF,,,
2007,120078,Aviation,707,AVIPC,487,Professional Pilot,,,64,57,7,0,50,4,2,7,0,,,1,0,,,,,59,5,10LE0487AVIP,,,
2006,120068,Aviation,707,AVIFC,487,Professional Pilot,,,1,1,0,0,1,0,0,0,0,,,0,0,,,,,1,0,10LE0487AVIF,,,
2006,120068,Aviation,707,AVIPC,487,Professional Pilot,,,91,84,7,0,75,6,2,4,0,,,2,2,,,,,83,8,10LE0487AVIP,,,
2005,120058,Aviation,707,AVIFC,487,Professional Pilot,,,2,1,1,0,2,0,0,0,0,,,0,0,,,,,2,0,10LE0487AVIF,,,
2005,120058,Aviation,707,CERT,487,Professional Pilot,,,1,0,1,0,0,0,1,0,0,,,0,0,,,,,1,0,10LE0487CERT,,,
2005,120058,Aviation,707,AVIPC,487,Professional Pilot,,,69,64,5,0,56,2,2,3,0,,,1,5,,,,,62,7,10LE0487AVIP,,,
2004,120048,Aviation,707,CERT,487,Professional Pilot,,,65,57,8,0,53,5,2,3,0,,,0,2,,,,,58,7,10LE0487CERT,,,
1980,,Applied Health Sciences,,,,PROG MANAG,,,97,32,65,,86,1,10,,,,,,,,,,,93,4,,3625,3625,PROG MANAG
1981,,Applied Health Sciences,,,,PROG MANAG,,,102,39,63,,94,1,7,,,,,,,,,,,97,5,,3625,3625,PROG MANAG
1982,,Applied Health Sciences,,,,PROG MANAG,,,104,39,65,2,95,1,6,,,,,,,,,,,97,7,,3625,3625,PROG MANAG
1983,,Applied Health Sciences,,,,PROG MANAG,,,107,43,64,2,100,1,3,1,,,,,,,,,,100,7,,3625,3625,PROG MANAG
1984,,Applied Health Sciences,,,,PROG MANAG,,,147,49,98,6,133,1,5,1,,,,1,,,,,,139,8,,3625,3625,PROG MANAG
1985,,Applied Health Sciences,,,,PROG MANAG,,,159,60,99,1,142,3,10,2,1,,,,,,,,,146,13,,3625,3625,PROG MANAG
1986,,Applied Health Sciences,,,,PROG MANAG,,,153,56,97,3,133,1,14,1,1,,,,,,,,,138,15,,3625,3625,PROG MANAG
1987,,Applied Health Sciences,,,,PROG MANAG,,,145,51,94,,134,3,4,3,1,,,,,,,,,135,10,,3625,3625,PROG MANAG
1988,,Applied Health Sciences,,,,PROG MANAG,,,155,59,96,3,143,3,3,2,1,,,,,,,,,146,9,,3625,3625,PROG MANAG
1989,,Applied Health Sciences,,,,PROG MANAG,,,136,54,82,,127,2,4,3,,,,,,,,,,128,8,,3625,3625,PROG MANAG
1990,,Applied Health Sciences,,,,PROG MANAG,,,128,62,66,4,113,4,5,2,,,,,,,,,,123,5,,3625,3625,PROG MANAG
1991,,Applied Health Sciences,,,,PROG MANAG,,,157,76,81,3,135,9,7,3,,,,,,,,,,152,5,,3625,3625,PROG MANAG
1992,,Applied Health Sciences,,,,PROG MANAG,,,138,64,74,6,114,6,8,2,1,,,1,,,,,,131,7,,3625,3625,PROG MANAG
1993,,Applied Health Sciences,,,,PROG MANAG,,,92,43,49,4,69,6,9,2,1,,,1,,,,,,83,9,,3625,3625,PROG MANAG
1994,,Applied Health Sciences,,,,PROG MANAG,,,41,16,25,1,31,2,6,,1,,,,,,,,,36,5,,3625,3625,PROG MANAG
1995,,Applied Health Sciences,,,,PROG MANAG,,,18,6,12,,12,2,3,,1,,,,,,,,,15,3,,3625,3625,PROG MANAG
1996,,Applied Health Sciences,,,,PROG MANAG,,,3,1,2,,,1,2,,,,,,,,,,,2,1,,3625,3625,PROG MANAG
1997,,Applied Health Sciences,,,,PROG MANAG,,,46,19,27,1,35,2,5,2,,,,1,,,,,,43,3,,3625,3625,PROG MANAG
1998,,Applied Health Sciences,,,,PROG MANAG,,,8,4,4,,8,,,,,,,,,,,,,7,1,,3625,3625,PROG MANAG
1999,,Applied Health Sciences,,,,PROG MANAG,,,2,1,1,,2,,,,,,,,,,,,,2,,,3625,3625,PROG MANAG
1980,,Applied Health Sciences,,,,PROG SPEC,,,8,2,6,,8,,,,,,,,,,,,,8,,,3625,3625,PROG SPEC
2018,120188,LAS,299,MS,5625,Psychological Science,,,21,8,13,0,8,1,2,0,0,0,0,10,0,2,0,0,1,4,17,1PKS5625MS,,,
2017,120178,LAS,299,MS,5625,Psychological Science,,,8,2,6,0,3,0,1,0,0,0,0,4,0,1,0,0,0,2,6,1PKS5625MS,,,
2018,120188,LAS,299,BALAS,5535,Psychology,,,4,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,2,3,1,10KV8037BALA,,,
2018,120188,LAS,299,BSLAS,5535,Psychology,,,343,84,259,0,146,74,35,45,0,0,18,25,0,42,4,4,89,295,48,10KV5535BSLA,,,
